player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,9,5,1.3,0,0,2,50.4,75.1,87.8,68.1,74.1,30.0,17.9,5,0,146,149,11.6,17,18
Brandon Graham,5538,ED,PHI,9,0,4.0,0,0,24,66.0,79.1,50.6,79.8,64.7,63.7,0.0,0,1,45,49,4.4,2,3
Kareem Jackson,5545,S,DEN,7,6,8.4,0,0,10,81.4,72.2,0.0,62.8,49.9,68.6,20.0,4,4,169,173,0.6,1,10
Jerry Hughes,5556,ED,HST,8,2,2.1,0,0,13,64.0,67.4,62.7,60.2,68.5,53.4,5.9,1,1,81,83,13.6,11,14
Linval Joseph,5571,DI,BUF,1,0,1.5,0,0,4,,61.1,77.9,52.1,67.2,68.3,0.0,0,0,10,10,10.0,1,2
Al Woods,5646,DI,NYJ,6,2,1.0,0,0,22,,54.0,81.4,53.0,55.4,71.5,0.0,0,0,70,74,4.3,3,3
Von Miller,6154,ED,BUF,5,0,0.0,0,0,4,62.9,48.2,30.6,52.5,53.0,25.2,50.0,1,1,22,22,4.5,1,1
Patrick Peterson,6157,CB,PIT,8,3,6.2,1,0,25,54.9,54.2,51.7,66.6,52.8,29.4,14.3,2,4,216,224,1.4,3,9
Cameron Jordan,6176,ED,NO,9,11,3.8,0,0,20,78.9,80.8,88.3,72.8,72.7,66.5,3.6,1,0,164,170,5.5,9,16
Cameron Heyward,6183,DI,PIT,2,1,3.3,0,0,25,60.0,61.1,77.2,59.7,54.3,72.4,0.0,0,0,22,24,13.6,3,4
Justin Houston,6222,ED,CAR,7,2,1.7,0,0,5,82.9,61.2,48.1,61.8,49.0,44.8,28.6,2,1,58,59,1.7,1,3
Lawrence Guy Sr.,6385,DI,NE,9,8,2.2,0,0,19,63.5,35.6,84.8,45.3,34.7,60.4,0.0,0,0,167,174,6.6,11,13
Nick Bellore,6515,LB,SEA,2,0,,0,0,29,61.5,68.3,70.8,58.3,65.6,,,0,0,8,8,0.0,0,0
Stephon Gilmore,7016,CB,DAL,8,0,7.6,1,0,9,65.9,67.9,84.5,,72.0,67.5,16.7,1,4,185,187,0.0,0,5
Fletcher Cox,7018,DI,PHI,8,2,3.5,0,0,24,67.0,69.6,68.4,69.5,56.7,75.5,0.0,0,1,96,99,4.2,4,11
Bobby Wagner,7050,LB,SEA,8,14,2.2,0,0,29,68.3,86.8,83.2,72.7,91.7,90.2,6.5,3,0,202,204,10.9,22,29
Lavonte David,7060,LB,TB,8,9,1.3,0,0,30,71.1,71.3,53.0,58.5,70.2,66.8,11.4,4,1,182,185,9.3,17,22
Demario Davis,7079,LB,NO,9,12,4.7,1,0,20,79.7,89.9,85.3,75.7,88.2,87.7,5.7,2,1,201,210,6.0,12,21
Rodney McLeod,7271,S,CLV,8,3,3.8,0,0,8,51.0,57.1,81.9,53.5,74.6,64.7,12.5,2,0,72,76,12.5,9,11
Tashaun Gipson Sr.,7288,S,SF,8,6,7.9,0,0,28,66.5,66.8,46.7,52.9,68.2,71.2,18.8,3,1,145,152,1.4,2,7
Harrison Smith,7641,S,MIN,9,9,4.7,0,1,18,72.9,71.8,85.7,58.4,65.7,72.2,14.3,4,1,226,231,3.1,7,15
Josh Norman,7649,S,BUF,1,0,5.0,0,0,4,,47.5,70.1,,54.4,70.5,0.0,0,0,5,5,0.0,0,1
Justin Bethel,7654,CB,MIA,3,1,1.7,0,0,17,66.7,71.5,79.8,90.9,65.4,85.2,0.0,0,0,32,33,6.3,2,3
Darius Slay,7817,CB,PHI,8,1,10.0,0,0,24,64.9,65.5,85.4,,63.0,58.2,14.3,1,1,123,126,1.6,2,5
Johnathan Hankins,7830,DI,DAL,8,7,3.4,0,0,9,75.4,45.1,29.7,61.2,41.6,43.7,10.5,2,2,111,112,3.6,4,10
Tyrann Mathieu,7850,S,NO,9,6,8.8,1,0,20,71.6,73.0,85.3,53.1,71.3,78.7,15.4,2,2,202,211,0.5,1,5
John Jenkins,7863,DI,LV,9,11,2.1,0,0,23,60.0,74.8,85.1,75.2,66.9,70.4,3.1,1,0,187,196,8.6,16,20
Duron Harmon,7872,S,CHI,2,0,4.0,0,0,6,60.8,63.6,76.5,59.0,67.5,82.6,0.0,0,0,29,29,3.4,1,1
William Gholston,7908,DI,TB,8,1,2.2,0,0,30,62.1,60.8,81.5,59.3,54.7,73.3,0.0,0,0,68,71,8.8,6,9
Micah Hyde,7941,S,BUF,9,2,24.0,0,0,4,69.7,68.8,86.6,64.1,57.0,65.5,18.2,2,0,179,183,0.6,1,7
Jordan Poyer,8000,S,BUF,8,8,7.6,0,0,4,74.1,75.2,47.9,64.2,72.0,81.1,4.2,1,1,170,173,2.9,5,15
Nick Williams,8006,DI,LAC,8,4,3.0,0,0,27,81.3,57.7,83.6,66.4,43.1,47.1,11.1,1,0,100,104,2.0,2,4
