player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,ED,ATL,9,0,12.0,100.0,3.2,7.0,7.0,0,0,0,0.0,2,50.4,75.1,87.8,68.1,74.1,30.0,0,13,50.0,2,0,0,118.8,1,7,217,4,2,1,0,13,1,1.9,13.0
Matthew Slater,4467,WR,NE,2,0,,,50.0,,,0,0,0,,19,60.0,60.0,99.9,60.0,,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,9,0,,,9.6,,,0,0,0,,24,66.0,79.1,50.6,79.8,64.7,63.7,0,,50.0,1,0,1,0.0,0,11,115,2,1,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,7,1,8.0,75.0,99.6,24.6,18.4,0,0,2,16.7,10,81.4,72.2,0.0,62.8,49.9,68.6,2,18,0.0,0,2,4,79.5,9,232,233,5,24,12,1,77,19,0.3,8.6
Jerry Hughes,5556,ED,HST,8,0,,,3.8,,,0,0,0,,13,64.0,67.4,62.7,60.2,68.5,53.4,0,,50.0,1,0,1,0.0,0,5,133,2,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,5,0,,,6.2,,,0,0,0,,4,62.9,48.2,30.6,52.5,53.0,25.2,0,,,0,0,1,0.0,0,5,81,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,8,1,9.9,60.5,98.8,13.7,8.3,1,0,4,10.5,25,54.9,54.2,51.7,66.6,52.8,29.4,1,52,23.5,4,3,4,112.8,23,341,345,2,12,38,4,330,161,1.0,14.3
Cameron Jordan,6176,ED,NO,9,0,,,2.2,,,0,0,0,,20,78.9,80.8,88.3,72.8,72.7,66.5,0,,33.3,1,0,0,0.0,0,7,316,2,2,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,7,1,-7.0,100.0,16.1,18.0,18.0,0,0,0,0.0,5,82.9,61.2,48.1,61.8,49.0,44.8,0,0,0.0,0,0,1,79.2,1,19,118,4,3,1,0,0,7,0.0,0.0
Nick Bellore,6515,LB,SEA,3,0,4.0,0.0,66.7,,2.0,0,0,0,0.0,29,61.5,68.3,70.8,58.3,65.6,,0,,,0,0,0,39.6,0,2,3,0,0,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,8,4,10.5,55.0,100.0,11.9,6.6,1,0,6,15.0,9,65.9,67.9,84.5,,72.0,67.5,2,68,7.1,2,4,4,88.1,22,292,292,5,22,40,3,346,136,1.3,15.7
Bobby Wagner,7050,LB,SEA,8,8,4.1,80.0,87.8,10.6,8.5,0,0,1,2.9,29,68.3,86.8,83.2,72.7,91.7,90.2,0,23,0.0,0,1,0,110.6,28,309,352,13,32,35,1,289,186,1.0,10.3
Lavonte David,7060,LB,TB,8,6,5.0,82.6,89.9,7.8,6.5,0,0,2,4.3,30,71.1,71.3,53.0,58.5,70.2,66.8,0,26,7.0,3,1,1,92.4,38,313,348,17,34,46,0,284,127,1.0,7.5
Demario Davis,7079,LB,NO,9,5,5.7,68.0,87.5,16.8,11.4,1,0,3,12.0,20,79.7,89.9,85.3,75.7,88.2,87.7,0,13,0.0,0,1,1,86.4,17,308,352,11,20,25,1,86,60,0.3,5.1
Rodney McLeod,7271,S,CLV,8,0,5.7,55.6,96.9,23.6,13.1,0,1,1,11.1,8,51.0,57.1,81.9,53.5,74.6,64.7,0,17,0.0,0,1,0,70.1,5,123,127,1,5,9,0,47,31,0.4,9.4
Tashaun Gipson Sr.,7288,S,SF,8,5,18.6,27.3,98.5,107.0,29.2,0,1,0,0.0,28,66.5,66.8,46.7,52.9,68.2,71.2,1,33,0.0,0,0,1,4.0,3,338,343,2,11,11,0,39,8,0.1,13.0
Harrison Smith,7641,S,MIN,9,5,5.4,70.4,86.1,15.9,11.2,0,0,1,3.7,18,72.9,71.8,85.7,58.4,65.7,72.2,0,18,3.3,1,1,1,81.9,19,317,368,13,24,27,0,137,97,0.5,7.2
Justin Bethel,7654,CB,MIA,7,2,8.6,87.5,94.4,11.4,10.0,0,0,1,12.5,17,66.7,71.5,79.8,90.9,65.4,85.2,0,24,0.0,0,0,0,137.0,7,84,89,3,6,8,2,59,18,0.7,8.4
Darius Slay,7817,CB,PHI,8,1,9.8,70.0,100.0,8.8,6.1,0,2,6,10.0,24,64.9,65.5,85.4,,63.0,58.2,2,39,13.2,5,3,1,90.4,42,387,387,11,32,60,2,472,202,1.3,11.2
Travis Kelce,7844,TE,KC,1,0,,,100.0,,,2,0,0,,16,60.0,60.0,62.9,,,,0,,,0,0,6,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tyrann Mathieu,7850,S,NO,9,4,6.9,60.9,98.6,24.0,14.6,1,1,2,8.7,20,71.6,73.0,85.3,53.1,71.3,78.7,1,46,0.0,0,2,2,111.6,14,360,365,5,17,23,3,206,151,0.6,14.7
Duron Harmon,7872,S,CHI,2,0,1.5,50.0,98.2,50.0,25.0,0,0,0,0.0,6,60.8,63.6,76.5,59.0,67.5,82.6,0,6,0.0,0,0,0,56.3,1,54,55,1,5,2,0,6,4,0.1,6.0
Micah Hyde,7941,S,BUF,9,5,9.5,85.0,96.1,18.8,16.0,0,0,0,0.0,4,69.7,68.8,86.6,64.1,57.0,65.5,2,32,7.7,2,0,0,101.7,17,348,362,5,19,20,2,198,61,0.6,11.6
Jordan Poyer,8000,S,BUF,8,10,8.5,70.6,92.9,23.4,16.5,0,0,3,17.6,4,74.1,75.2,47.9,64.2,72.0,81.1,0,30,3.4,1,3,1,110.9,12,301,324,5,18,17,1,124,29,0.4,10.3
Mike Purcell,8530,DI,DEN,7,1,7.0,100.0,1.2,1.0,1.0,1,0,0,0.0,10,53.3,42.8,51.1,60.3,42.8,27.1,0,5,50.0,1,0,1,87.5,1,1,82,0,0,1,0,5,-2,5.0,5.0
Jadeveon Clowney,8636,ED,BLT,9,1,10.0,100.0,4.0,11.0,11.0,0,0,0,0.0,3,54.8,76.4,55.3,73.4,73.5,29.1,0,10,50.0,3,0,2,108.3,1,11,274,3,2,1,0,10,0,0.9,10.0
Khalil Mack,8640,ED,LAC,8,1,,,9.1,,,0,0,0,,27,72.9,88.9,87.8,78.7,81.0,54.2,0,,33.3,1,0,0,0.0,0,27,298,10,1,0,0,0,0,0.0,
Aaron Donald,8648,DI,LA,9,0,,,0.3,,,1,0,0,,26,48.5,89.1,55.8,90.7,68.6,52.0,0,,33.3,1,0,2,0.0,0,1,291,6,2,0,0,0,0,0.0,
C.J. Mosley,8652,LB,NYJ,8,9,3.2,78.8,93.2,11.1,8.7,0,2,2,6.1,22,90.2,89.1,50.4,89.5,68.9,83.6,1,33,4.3,2,2,2,86.1,26,301,323,18,35,33,0,254,195,0.9,9.8
Jimmie Ward,8665,S,HST,6,5,5.4,82.6,97.9,11.2,9.2,0,0,1,4.3,13,67.8,67.8,33.2,50.7,68.5,77.1,0,28,7.1,2,1,2,94.0,19,229,234,7,21,23,0,151,101,0.7,7.9
Bradley Roby,8666,CB,PHI,2,0,6.9,44.4,90.7,8.5,3.8,0,0,0,0.0,24,47.8,49.0,77.0,66.9,50.5,29.6,0,8,33.3,1,0,0,51.6,4,39,43,1,2,9,0,6,1,0.2,1.5
