"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Cordarrelle Patterson","ATL","WAS","RB","4000","1.0","-9.9","0.0","0.0","30169150","0.0","3.5"
"C.J. Ham","MIN","CHI","RB","4000","0.9","-10.0","0.0","0.0","30169140","0.0","3.4"
"Jordan Mason","SF","CLE","RB","4000","0.8","-10.2","0.0","0.0","30169022","0.0","2.9"
"Damien Williams","ARI","LA","RB","4000","0.6","-10.3","0.0","0.0","30169042","0.0","2.2"
"D'Ernest Johnson","JAX","IND","RB","4000","0.6","-10.4","0.0","0.0","30169082","0.0","2.2"
"Khari Blasingame","CHI","MIN","RB","4500","1.4","-10.5","0.0","0.0","30168994","0.0","4.3"
"Chase Brown","CIN","SEA","RB","4000","0.4","-10.5","0.0","0.0","30169128","0.0","1.6"
"Mike Boone","HOU","NO","RB","4000","0.4","-10.5","0.0","0.0","30169104","0.0","1.5"
"Andrew Beck","HOU","NO","RB","4000","0.5","-10.5","0.0","0.0","30169110","0.0","1.9"
"Keith Smith","ATL","WAS","RB","4000","0.4","-10.6","0.0","0.0","30169154","0.0","1.4"
"Chris Evans","CIN","SEA","RB","4000","0.3","-10.6","0.0","0.0","30169130","0.0","1.4"
"Jakob Johnson","LV","NE","RB","4000","0.3","-10.7","0.0","0.0","30169058","0.0","1.1"
"Zamir White","LV","NE","RB","4900","2.0","-10.7","0.0","0.0","30168962","0.0","5.6"
"Derrick Gore","WAS","ATL","RB","4000","0.1","-10.8","0.0","0.0","30169146","0.0","0.8"
"Nick Bawden","NYJ","PHI","RB","4000","0.1","-10.9","0.0","0.0","30169036","0.0","0.5"
"Malik Cunningham","NE","LV","QB","4000","1.2","-11.3","0.0","0.0","30168895","0.0","4.0"
"Pierre Strong Jr.","CLE","SF","RB","4300","0.1","-11.4","0.0","0.0","30169012","0.0","0.7"
"Sean Tucker","TB","DET","RB","4500","0.2","-11.8","0.0","0.0","30168984","0.0","1.0"
"Will Grier","NE","LV","QB","4000","0.5","-12.0","0.0","0.0","30168894","0.3","0.8"
"Bailey Zappe","NE","LV","QB","4300","0.7","-12.8","0.0","0.0","30168887","0.4","0.9"
