DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Pass Att,Completions,Pass Yds,Pass TD,Pass Int,Rec,Rec Yds,Rec TD,Rush Att,Rush Yds,Rush TD
30168843,Tua Tagovailoa,QB,MIA,CAR,,7600,,23.29,23,3.026315789473684,9.22000000000006,8.959340664145934,0,100,30.3865,46.399,23.2864,17.3675,22.82,28.72,32.083,37.78,44.34,22.0081,16.9,21.54,26.66,29.623,35.041,41.5807,22.0081,16.9,21.54,26.66,29.623,35.041,41.5807,23.2864,17.3675,22.82,28.72,32.083,37.78,44.34,8.20869,7.359,7.359,8.20869,32.7883,24.6978,291.063,2.35528,0.783938,0,0,0,3.70287,11.1671,0.136406
30168842,Jalen Hurts,QB,PHI,NYJ,,8200,,22.81,22.81,2.7817073170731708,3.2199999999999918,3.2396782566125233,0,100,24.705,42.3974,22.8111,16.38,21.73,28,31.7715,38.945,47.7937,22.2574,16.3,21.44,27.32,30.62,37.1,44.3616,22.2574,16.3,21.44,27.32,30.62,37.1,44.3616,22.8111,16.38,21.73,28,31.7715,38.945,47.7937,8.78575,8.17324,8.17324,8.78575,30.7379,19.4227,231.302,1.39191,0.686061,0,0,0,11.7339,49.8606,0.571378
30169164,Cooper Kupp,WR/FLEX,LAR,ARI,,9000,,22.78,22.78,2.531111111111111,19.50000000000035,21.063964751046903,0,100,27.278,47.2864,22.7766,14.2,21.6,30,34.4,41.8525,51.801,17.6471,11,16.5,22.9,26.75,33.6,43.1,17.6471,11,16.5,22.9,26.75,33.6,43.1,22.7766,14.2,21.6,30,34.4,41.8525,51.801,10.8589,8.77257,8.77257,10.8589,0,0,0,0,0,7.56049,98.8011,0.649756,0.279022,1.21826,0.00984444
30169166,Ja'Marr Chase,WR/FLEX,CIN,SEA,,8300,,22.13,22.13,2.666265060240964,24.32000000000049,26.653246735085006,0,100,24.2488,45.5396,22.1323,14,20.9,29.1,33.6575,41.2,50.303,17.1258,10.8,16,22.225,26,32.8,41.502,17.1258,10.8,16,22.225,26,32.8,41.502,22.1323,14,20.9,29.1,33.6575,41.2,50.303,10.6063,8.52215,8.52215,10.6063,0,0,0,0,0,7.622,93.2341,0.660156,0.194156,0.731125,0.007125
30169160,Tyreek Hill,WR/FLEX,MIA,CAR,,9300,,23.47,22,2.3655913978494625,21.46000000000041,23.33197843774452,0,100,30.3865,46.399,23.4659,14.7,22.2,30.8,35.5,43.3525,52.601,18.5097,11.6,17.3,24.1,28.1,35.2,43.8515,18.5097,11.6,17.3,24.1,28.1,35.2,43.8515,23.4659,14.7,22.2,30.8,35.5,43.3525,52.601,11.1666,9.14298,9.14298,11.1666,0,0,0,0,0,7.09247,100.907,0.792906,0.280313,1.0149,0.0107187
30168912,Christian McCaffrey,RB/FLEX,SF,CLE,,9500,,20.62,20.62,2.170526315789474,6.619999999999984,6.5417699967346845,0,100,22.7168,36.0746,20.6249,14,19.3,26,30.1,37.4025,45.901,17.8423,12.1,16.8,22.3625,25.8575,32.4025,40.002,17.8423,12.1,16.8,22.3625,25.8575,32.4025,40.002,20.6249,14,19.3,26,30.1,37.4025,45.901,8.88306,7.73688,7.73688,8.88306,0,0,0,0,0,3.9275,34.703,0.15325,23.5913,82.5368,0.570125
30168850,Matthew Stafford,QB,LAR,ARI,,6100,,20.33,20.33,3.332786885245901,11.00000000000011,10.8755108431993,0,100,27.278,47.2864,20.3267,14.58,19.56,25.345,28.403,33.8105,40.2901,19.1989,14.3,18.77,23.48,26.203,31.22,37.4407,19.1989,14.3,18.77,23.48,26.203,31.22,37.4407,20.3267,14.58,19.56,25.345,28.403,33.8105,40.2901,7.6897,6.82115,6.82115,7.6897,34.19,25.1793,282.661,2.02302,0.818289,0,0,0,2.21742,4.62729,0.0745333
30168849,Joe Burrow,QB,CIN,SEA,,6300,,20.23,20.23,3.2111111111111112,10.080000000000084,10.09928239898851,0,100,24.2488,45.5396,20.2328,14.32,19.48,25.365,28.786,34.121,40.9812,19.1862,14.18,18.76,23.76,26.386,31.3505,37.9812,19.1862,14.18,18.76,23.76,26.386,31.3505,37.9812,20.2328,14.32,19.48,25.365,28.786,34.121,40.9812,7.91433,7.04434,7.04434,7.91433,37.3802,25.6536,277.489,1.89013,0.753281,0,0,0,2.65663,8.84291,0.0995312
30168844,Justin Fields,QB,CHI,MIN,,7300,,20.12,20.12,2.756164383561644,3.5799999999999894,3.567596180229859,0,100,20.7425,44.5565,20.1225,14.02,19.07,25,28.763,35.843,44.3103,19.6837,13.9775,18.8775,24.46,27.8645,33.881,41.4014,19.6837,13.9775,18.8775,24.46,27.8645,33.881,41.4014,20.1225,14.02,19.07,25,28.763,35.843,44.3103,8.52677,7.93191,7.93191,8.52677,28.5421,17.9564,200.714,1.23994,0.912535,0,0,0,9.84381,55.9608,0.36878
30169168,Davante Adams,WR/FLEX,LV,NE,,8100,,19.51,19.51,2.408641975308642,14.100000000000199,15.09502091471156,0,100,21.9018,41.1993,19.5064,11.7,17.8,26.4,30.8037,37.9,47.701,15.2269,9.1,14,20.2,23.8,30.4,39.101,15.2269,9.1,14,20.2,23.8,30.4,39.101,19.5064,11.7,17.8,26.4,30.8037,37.9,47.701,10.1455,8.17074,8.17074,10.1455,0,0,0,0,0,6.41806,87.6673,0.553281,0,0,0
