player_name,sample_size,primary_tour,dg_rank,dg_change,owgr_rank,owgr_change,dg_index
"Kokrak, Jason",150,pga,64,-8,37,-1,0.648712760248698
"Smith, Jordan",150,euro,65,1,116,-1,0.6407126852150141
"Simpson, Webb",150,pga,66,-13,74,-2,0.62956937974351
"Riley, Davis",150,pga,67,-7,75,2,0.6205410991488729
"Meronk, Adrian",150,euro,68,2,60,3,0.61509152864498
"Kim, Joohyung",150,pga,69,24,34,5,0.6093662159835239
"Woodland, Gary",150,pga,70,-2,89,-1,0.609275011262656
"DeChambeau, Bryson",150,pga,71,-12,32,-2,0.60235494842185
"Merritt, Troy",150,pga,72,13,97,11,0.600954161268305
"Steele, Brendan",150,pga,73,0,111,2,0.5918606046351179
"Howell III, Charles",150,pga,74,-7,177,-8,0.5862951656777211
"Kisner, Kevin",150,pga,75,-4,28,-1,0.563633068619522
"Lee, Kyounghoon",150,pga,76,-1,45,-1,0.5597805280521221
"Leishman, Marc",150,pga,77,-1,59,0,0.553430011724922
"Hoge, Tom",150,pga,78,0,43,0,0.5366311778623121
"Day, Jason",150,pga,79,12,140,10,0.5256944261693071
"Herbert, Lucas",150,pga,80,0,50,2,0.5176178933100251
"Streelman, Kevin",150,pga,81,-2,109,-4,0.5135252797585089
"Na, Kevin",150,pga,82,-17,33,1,0.5021740402201911
"Vegas, Jhonattan",150,pga,83,-2,107,-4,0.49261187898331205
"Rodgers, Patrick",150,pga,84,2,217,1,0.48620966583249897
"Grillo, Emiliano",150,pga,85,-2,106,-2,0.481435689806251
"Todd, Brendon",150,pga,86,-2,122,-2,0.47802591508288106
"Theegala, Sahith",150,pga,87,-10,65,-1,0.47428009992306297
"Clark, Wyndham",150,pga,88,17,189,30,0.462772549342701
"Burmester, Dean",150,euro,89,-1,66,-1,0.444945855250021
"Rai, Aaron",150,pga,90,-1,141,-4,0.43798970341311405
"Perez, Pat",150,pga,91,-9,191,-6,0.426098774181863
"Laird, Martin",150,pga,92,-2,163,-9,0.42130682699278293
"Stenson, Henrik",150,pga,93,45,174,-1,0.404411664110223
"Smalley, Alex",150,pga,94,-2,144,-5,0.384355622937969
"Reavie, Chez",150,pga,95,1,118,1,0.37007867479720896
"Tarren, Callum",150,kft,96,11,281,22,0.363912380538349
"Svensson, Adam",150,kft,97,6,147,5,0.359822972606656
"Whaley, Vincent",150,pga,98,18,251,20,0.359646275749862
"Horsfield, Sam",150,euro,99,3,92,-2,0.357047914315639
"Spaun, J.J.",150,pga,100,31,96,16,0.35670962108773796
"Montgomery, Taylor",150,kft,101,-3,196,-4,0.339256786337765
"English, Harris",150,pga,102,-5,38,-5,0.33577582182628496
"Stricker, Steve",150,champ,103,-2,9999,0,0.295378661159968
"List, Luke",150,pga,104,-10,70,-2,0.29219794149660305
"Pan, C.T.",150,pga,105,-18,146,-4,0.28693677503427195
"Griffin, Lanto",150,pga,106,-2,126,-2,0.270243630635526
"Jones, Matt",150,pga,107,6,85,-1,0.269810603544442
"Lipsky, David",150,pga,108,12,200,2,0.264034971786341
"Harding, Justin",150,euro,109,1,124,-1,0.254156354020787
"Putnam, Andrew",150,pga,110,-2,148,-5,0.246703244300431
"Dahmen, Joel",150,pga,111,-12,120,-2,0.22697091902500802
"Molinari, Francesco",150,pga,112,0,151,-4,0.224566401408959
"Hardy, Nick",150,kft,113,-13,237,-4,0.22165368610736702
"Cink, Stewart",150,pga,114,-8,95,-1,0.218967933995567
"Otaegui, Adrian",150,euro,115,26,145,34,0.21892542293815098
"Knox, Russell",150,pga,116,11,186,1,0.218557281900464
"Macintyre, Robert",150,euro,117,-3,101,-3,0.21843462309210301
"Hughes, Mackenzie",150,pga,118,-23,77,-1,0.21832247669964
"NeSmith, Matthew",150,pga,119,-4,160,-5,0.21633942703740697
"Poulter, Ian",150,pga,120,13,108,-1,0.21616745686149202
"Jaeger, Stephan",150,pga,121,60,162,43,0.208811644799732
"Van Rooyen, Erik",150,pga,122,-5,82,1,0.20660020695700798
"Detry, Thomas",150,euro,123,-5,152,-7,0.20624941853244502
"Ortiz, Carlos",150,pga,124,51,134,-1,0.202593567477553
"Arnaus, Adri",150,euro,125,-6,64,-3,0.20161644809161602
"Palmer, Ryan",150,pga,126,-15,115,-1,0.188299422560095
"Kitayama, Kurt",150,pga,127,25,63,3,0.18005675724962197
"Lahiri, Anirban",150,pga,128,-4,98,-1,0.17900924430621198
"Moore, Taylor",150,kft,129,59,154,30,0.170760593632937
"Bjork, Alexander",150,euro,130,-4,167,-3,0.153056342793518
"Long, Hurly",150,cha,131,6,175,6,0.142509952377701
"Korhonen, Mikko",150,euro,132,-4,222,-3,0.140979417193606
"Langasque, Romain",150,euro,133,2,242,5,0.136687582083637
"Nunez, Augusto",150,kft,134,-4,314,4,0.135205273083445
"Willett, Danny",150,pga,135,-13,139,-3,0.132272364583815
"Schwartzel, Charl",150,pga,136,12,123,-2,0.131624465303945
"Wolff, Matthew",150,pga,137,60,83,-5,0.130012729560605
"Thompson, Michael",150,pga,138,19,227,9,0.12439086445295401
"Lawrence, Thriston",150,euro,139,-5,130,0,0.11724599359245
"Westwood, Lee",150,pga,140,30,93,-1,0.10149079447519001
"Duncan, Tyler",150,pga,141,3,372,4,0.0966696917680837
"Taylor, Nick",150,pga,142,-6,257,-5,0.0942781470477705
"Olesen, Thorbjorn",150,euro,143,-3,150,3,0.0875010823029348
"Champ, Cameron",150,pga,144,35,125,4,0.0649844461301529
"Perez, Victor",150,euro,145,1,100,1,0.0616281914036297
"Scrivener, Jason",150,euro,146,1,176,-2,0.0599278101448495
"Lashley, Nate",150,pga,147,-5,294,-6,0.0583701172147756
"Frittelli, Dylan",150,pga,148,-23,153,-7,0.0576550032581194
"Sigg, Greyson",150,pga,149,-28,202,-8,0.0559724531882688
"Schenk, Adam",150,pga,150,-5,169,-7,0.0558004821656694
"Hojgaard, Rasmus",150,euro,151,-1,155,-6,0.0533147521546585
"Fowler, Rickie",150,pga,152,-29,164,-8,0.0471851337573804
"Suh, Justin",150,kft,153,0,336,-9,0.042451375108625004
"Hahn, James",150,pga,154,-15,236,-11,0.0384178345571025
"Alker, Steven",150,champ,155,-1,9999,0,0.0368724398750528
"Malnati, Peter",150,pga,156,-24,285,-5,0.0364490525749406
"Ghim, Doug",150,pga,157,-48,190,-7,0.0341191689193836
"Zanotti, Fabrizio",150,euro,158,-2,235,-4,0.0260763786685648
"Hodges, Lee",150,pga,159,2,229,5,0.0215251488790453
"Haley II, Paul",150,kft,160,-1,218,-2,0.021178568907637
"Smotherman, Austin",150,kft,161,-18,287,-2,0.00697583696568766
"Ryder, Sam",150,pga,162,23,255,13,0.00336549995295316
"Ramsay, Richie",150,euro,163,-14,179,-4,-0.00472993617844184
"Hossler, Beau",150,pga,164,-13,173,-6,-0.0055470329890718794
"Gligic, Michael",150,pga,165,-7,418,-6,-0.00557425499336727
"Sabbatini, Rory",150,pga,166,7,188,-12,-0.00674456812395277
"Buckley, Hayden",150,kft,167,25,214,9,-0.00734619440786853
"Du Plessis, Hennie",150,cha,168,-39,149,-5,-0.0105943695746682
"Lee, Min Woo",150,euro,169,-7,68,1,-0.0120925662364806
"Eckroat, Austin",150,kft,170,-7,388,-9,-0.0174693807509074
"Wu, Brandon",150,kft,171,19,219,2,-0.0181617063285204
"Yuan, Yechun",150,kft,172,-7,121,4,-0.0228131911295303
"Larrazabal, Pablo",150,euro,173,-7,72,2,-0.0254998406512853
"Molinari, Edoardo",150,euro,174,-19,254,-5,-0.0279979715174309
"Huh, John",150,pga,175,-11,248,-9,-0.028564109251157994
"Mullinax, Trey",150,kft,176,11,166,0,-0.0307277967990593
"Daffue, MJ",150,kft,177,-9,244,-1,-0.0333968769132917
"Lower, Justin",150,kft,178,11,380,12,-0.0337408397168977
"Johnson, Zach",150,pga,179,-2,313,-13,-0.0425232157646558
"Straka, Sepp",150,pga,180,-9,69,-2,-0.0454227114904821
"Dantorp, Jens",150,cha,181,21,202,30,-0.0500576206617961
"Armitage, Marcus",150,euro,182,-10,204,-7,-0.0551554494517886
"Glover, Lucas",150,pga,183,-14,128,0,-0.0603068869728889
"Bekker, Oliver",150,cha,184,-24,102,-3,-0.0621518408139542
"Lee, Danny",150,pga,185,-9,263,-4,-0.0641116282281799
"Kaymer, Martin",150,euro,186,20,282,-15,-0.0668745396076734
"Schwab, Matthias",150,pga,187,-9,226,-4,-0.0731687261672676
"Wallace, Matt",150,pga,188,40,157,8,-0.0747386216125081
"Law, David",150,euro,189,26,264,79,-0.0862943036541042
"Gotterup, Chris",150,am,190,-4,455,0,-0.0870841211263876
"Garnett, Brice",150,pga,191,-7,325,-10,-0.10345291194778301
"Canter, Laurie",150,euro,192,-9,135,0,-0.122746693445491
"Piercy, Scott",150,pga,193,-26,252,-6,-0.131695803228563
"Hoffman, Charley",150,pga,194,49,182,21,-0.13289376667674002
"Kim, Michael",150,pga,195,-2,450,-1,-0.135196184110845
"Ramey, Chad",150,kft,196,0,142,-1,-0.142260685517613
"Paul, Yannik",150,cha,197,-2,187,-5,-0.144797113364385
"Lebioda, Hank",150,pga,198,-18,289,-7,-0.15249128873854903
"Gutschewski, Scott",150,kft,199,-8,9999,0,-0.15880390249726198
"Shinkwin, Callum",150,euro,200,23,304,33,-0.16554040210527401
"Kizzire, Patton",150,pga,201,-27,168,-9,-0.180691957118556
"Brun, Julien",150,cha,202,-3,205,-4,-0.18227418691401198
"Coody, Pierceson",150,am,203,-3,398,2,-0.18289762690435
"Wiesberger, Bernd",150,euro,204,-10,110,0,-0.18418312996269698
"Catlin, John",150,euro,205,-4,212,-6,-0.184706591742126
"Donald, Luke",150,pga,206,8,9999,0,-0.204807477159905
"Kieffer, Maximilian",150,euro,207,-4,271,1,-0.20763750301970998
"Shelton, Robby",150,pga,208,-4,341,-7,-0.210650188315996
"Bland, Richard",150,euro,209,-27,79,3,-0.213575460019275
"Hadley, Chesson",150,pga,210,-12,299,-6,-0.22476791645342
"Uihlein, Peter",150,pga,211,-2,344,3,-0.22521175198136198
"Hoshino, Rikuya",150,jpn,212,-4,80,-1,-0.23205131499387302
"Haas, Bill",150,pga,213,-8,9999,0,-0.23441923600982603
"Campillo, Jorge",150,euro,214,-7,320,-6,-0.245213688198472
"Zecheng, Marty Dou",150,kft,215,-5,241,-3,-0.24923736813771602
"Veerman, Johannes",150,euro,216,-5,172,-4,-0.24933387143410501
"Streb, Robert",150,pga,217,-4,197,-7,-0.25206869264800796
"Pavon, Matthieu",150,euro,218,-6,249,-5,-0.255896529536025
"Besseling, Wil",150,euro,219,-3,260,-4,-0.266653269006755
"Stevens, Samuel",150,kft,220,-2,474,0,-0.267720104474641
"Hall, Harry",150,kft,221,-2,256,4,-0.27168480870747197
"Li, Haotong",150,euro,222,2,138,2,-0.298301182508432
"Hill, Calum",150,euro,223,2,209,-9,-0.30153755676238203
"Barnes, Erik",150,kft,224,5,353,-4,-0.308594174415096
"Roy, Kevin",150,kft,225,6,410,5,-0.313770397317291
"Swafford, Hudson",150,pga,226,0,105,-3,-0.317701689492209
"Aberg, Ludvig",150,am,227,5,9999,0,-0.321221721209998
"Kraft, Kelly",150,pga,228,-11,464,-11,-0.334562279300113
"Moller, Niklas Norgaard",150,cha,229,7,389,-9,-0.336531441194096
"Yu, Kevin",150,kft,230,7,231,-3,-0.33848226861096503
"Percy, Cameron",150,pga,231,-4,406,-2,-0.347851150440967
"Lopez-Chacarra, Eugenio",150,am,232,13,9999,0,-0.35068837810523196
"Hickok, Kramer",150,pga,233,-3,192,-6,-0.35094159937284497
"Armour, Ryan",150,pga,234,5,373,-1,-0.35585352063370795
"McDowell, Graeme",150,pga,235,-13,395,3,-0.35587053944614594
"Schmid, Matthias",150,euro,236,4,234,-5,-0.357652762393942
"Harrington, Padraig",150,euro,237,4,215,-6,-0.357861395827419
"Guerrier, Julien",150,euro,238,-5,381,-6,-0.37138752282533505
"Helligkilde, Marcus",150,cha,239,-18,137,1,-0.37366350155400896
"Mansell, Richard",150,euro,240,-5,286,0,-0.37380444345571795
"Wu, Ashun",150,euro,241,3,206,-7,-0.374594251095497
"Norlander, Henrik",150,pga,242,44,365,9,-0.422316977202202
"Thompson, Davis",150,kft,243,6,261,2,-0.425528081910408
"Paul, Jeremy",150,kft,244,8,9999,0,-0.43119900965417296
"Kofstad, Espen",150,cha,245,-11,298,-6,-0.43332893676969997
"Taylor, Vaughn",150,pga,246,7,485,-15,-0.43351059462355196
"Kim, Bio",150,kor,247,10,112,-1,-0.44560575718627793
"Moore, Ryan",150,pga,248,6,414,-5,-0.44885177998952097
"Schneider, Marcel",150,euro,249,2,198,-3,-0.448993899818356
"Hwang, Junggon",150,kor,250,8,267,-3,-0.452555054526897
"McGirt, William",150,pga,251,-9,9999,0,-0.453411115254178
"Seiffert, Chase",150,pga,252,-4,9999,0,-0.45381159449917297
"Forrest, Grant",150,euro,253,3,233,-6,-0.45476745325192697
"Kennedy, Brad",150,jpn,254,5,131,1,-0.45689013447736504
"Rozner, Antoine",150,euro,255,-9,220,-9,-0.457374840953524
"Walters, Justin",150,euro,256,13,315,9,-0.45767107824278397
"Tarrio Ben, Santiago",150,euro,257,3,178,-8,-0.46394880316821097
"Coetzee, George",150,euro,258,3,268,-13,-0.464870677172664
"Ritchie, JC",150,cha,259,3,183,-6,-0.46874002738343895
"Redman, Doc",150,pga,260,14,382,-9,-0.470176129377502
"Noh, Seung-Yul",136,pga,261,5,9999,0,-0.473304774407118
"Cook, Austin",150,pga,262,11,476,-8,-0.474149633716134
"Van Tonder, Daniel",150,euro,263,1,158,-7,-0.48390807393137397
"Novak, Andrew",150,kft,264,-44,390,-8,-0.48402060319588797
"Donaldson, Jamie",150,euro,265,0,165,-5,-0.48634530107864393
"Fisher, Ross",150,euro,266,11,332,3,-0.488944900691604
"Jamieson, Scott",150,euro,267,-4,346,-6,-0.490701568138438
"Samooja, Kalle",150,euro,268,-1,161,-3,-0.49088065276610604
"Morrison, James",150,euro,269,-14,259,-6,-0.49384265907170205
"Johannessen, Kristian Krogh",150,cha,270,14,277,1,-0.5001188343048371
"Kohles, Ben",150,kft,271,-24,9999,0,-0.503795138492651
"Bramlett, Joseph",150,pga,272,-22,265,-9,-0.5047854507328909
"Norrman, Vincent",150,kft,273,-3,319,-3,-0.5052726785099441
"Valimaki, Sami",150,euro,274,-3,352,-9,-0.508205996766639
"Waring, Paul",150,euro,275,4,302,-4,-0.5094590656843271
"Snedeker, Brandt",150,pga,276,0,342,-1,-0.515227355300684
"Brown, Scott",150,pga,277,1,9999,0,-0.522323581451185
"Nemecz, Lukas",150,cha,278,-40,306,-12,-0.5226434806269841
"Pepperell, Eddie",150,euro,279,73,308,0,-0.5236575427386301
"Crocker, Sean",150,euro,280,77,133,108,-0.528951491046786
"VanDerLaan, John",150,kft,281,0,9999,0,-0.536260378644603
"Oppenheim, Rob",150,pga,282,0,496,-2,-0.536749731684615
"O'Hair, Sean",150,pga,283,-11,425,-9,-0.541182381379427
"Soderberg, Sebastian",150,euro,284,-1,199,-3,-0.542804060213278
"Syme, Connor",150,euro,285,6,337,-9,-0.558300215525467
"Jordan, Matthew",150,euro,286,1,326,-9,-0.560317036206483
"Garcia-Heredia, Alfredo",150,cha,287,1,307,-5,-0.562070385705256
"Tway, Kevin",150,pga,288,-8,317,-6,-0.5631404741424261
"An, Byeong Hun",150,pga,289,1,295,0,-0.5651919651472379
"Byrd, Jonathan",150,pga,290,-22,9999,0,-0.568376755247754
"Martin, Ben",150,pga,291,47,368,28,-0.5754658305400581
"Dubuisson, Victor",150,euro,292,10,284,15,-0.579055948208953
"Kawamura, Masahiro",150,euro,293,21,246,4,-0.594440880286566
"Higa, Kazuki",150,jpn,294,-1,78,2,-0.598815735407756
"Sloan, Roger",150,pga,295,14,378,-10,-0.59887138893159
"Fischer, Zack",82,kft,296,-2,9999,0,-0.599235134448084
"Kodaira, Satoshi",150,pga,297,-5,369,-6,-0.6107017637056639
"Rodriguez, Jose de Jesus",150,kft,298,0,422,-1,-0.614205370069386
"Katsuragawa, Yuto",150,jpn,299,0,117,0,-0.6144054199425649
"Hojgaard, Nicolai",150,euro,300,0,104,2,-0.6198690461020521
"Germishuys, Deon",150,afr,301,38,270,11,-0.62114062480697
"Cabrera Bello, Rafa",150,pga,302,-1,171,-8,-0.635318388054677
"LaCroix, Frederic",150,cha,303,-7,253,-5,-0.6372611676937929
"Stone, Brandon",150,euro,304,-29,283,-8,-0.643390016940574
"Luiten, Joost",150,euro,305,0,9999,0,-0.6644926807611601
"Vincent, Scott",150,jpn,306,-21,88,5,-0.665043994912072
"Stanley, Kyle",150,pga,307,-1,421,-1,-0.6660610990399399
"Ferguson, Ewen",150,euro,308,7,213,-3,-0.6667365792846961
"Norris, Shaun",150,jpn,309,9,86,3,-0.6683922186038449
"Kaewkanjana, Sadom",150,atgt,310,-13,94,1,-0.668998109291359
"Bennett, Sam",150,am,311,-1,9999,0,-0.676280429356995
"McAllister, Logan",150,am,312,-1,9999,0,-0.684321647788116
"Kruyswijk, Jacques",150,euro,313,40,328,5,-0.6852537410439229
"Phillips, Trent",150,am,314,34,9999,0,-0.6901404202008089
"Lingmerth, David",150,pga,315,29,9999,0,-0.698737490085986
"Walker, Jimmy",150,pga,316,1,416,-5,-0.700343402466826
"Kearney, Niall",150,euro,317,25,487,0,-0.7009883771287121
"Crick, Brandon",150,kft,318,1,9999,0,-0.707913725072909
"Hoag, Bo",150,pga,319,52,491,0,-0.709584801292568
"Van Driel, Darius",150,euro,320,7,377,-6,-0.711983050544803
"Anderson, Mark",150,kft,321,1,428,2,-0.7140208338672859
"Chappell, Kevin",150,pga,322,-9,9999,0,-0.716018770994102
"McCormick, Ryan",150,kft,323,0,420,4,-0.7169191059136909
"Hansen, Joachim B",150,euro,324,-35,201,-8,-0.71822577819263
"Kim, Seonghyeon",150,kft,325,-1,193,-5,-0.718709614520496
"Ahlers, Jaco",150,afr,326,-1,208,-4,-0.72159384356249
"Gouveia, Ricardo",150,cha,327,-1,221,-7,-0.7236990200152651
"Kozuma, Jinichiro",150,jpn,328,15,119,-3,-0.727911260561928
"Echavarria, Nicolas",150,kft,329,-1,433,3,-0.730112100475409
"Jorgensen, Oliver",150,cha,330,73,228,49,-0.7302961938464771
"Higgo, Garrick",150,pga,331,-11,136,-5,-0.730382470892757
"Lindheim, Nicholas",150,kft,332,-3,9999,0,-0.73397087854682
"Villegas, Camilo",150,pga,333,-38,9999,0,-0.7344862464428051
"Dougherty, Kevin",150,kft,334,-4,9999,0,-0.73494306297934
"Griffin, Ben",150,kft,335,-3,261,0,-0.7363516221782769
"Gordon, Will",150,pga,336,0,9999,0,-0.741700620545151
"Senior, Jack",150,euro,337,-6,482,-6,-0.7440132219797478
"Bertasio, Nino",150,euro,338,-35,499,-18,-0.745071470883645
"Flavin, Patrick",150,sam,339,-2,9999,0,-0.7473791142919419
"Pulkkanen, Tapio",150,euro,340,-7,279,-5,-0.7495091804369259
"Sullivan, Andy",150,euro,341,-7,324,-18,-0.751326248047487
"Els, Ernie",150,champ,342,-2,9999,0,-0.7522161955618142
"Jimenez, Miguel A",150,champ,343,-2,9999,0,-0.752781403266232
"Kinoshita, Ryosuke",150,jpn,344,-23,103,-3,-0.754998927014154
"Clements, Todd",150,cha,345,135,243,150,-0.7557828024850529
"Higgs, Harry",150,pga,346,-39,207,-9,-0.7638677661708559
"Vick, Travis",150,am,347,-2,9999,0,-0.770161332745692
"Lorenzo-Vera, Michael",150,euro,348,-2,9999,0,-0.771509233824942
"Inamori, Yuki",150,jpn,349,-41,81,0,-0.7781515771558051
"Kinhult, Marcus",150,euro,350,-1,340,-9,-0.780779870128645
"Kanaya, Takumi",150,jpn,351,-47,114,-5,-0.7850371222696372
"Grant, Brent",150,kft,352,-1,349,7,-0.7882411903184109
"Portillo, Angel Hidalgo",150,cha,353,-18,312,-4,-0.7917201739820451
"Taylor, Ben",150,kft,354,1,362,3,-0.799863575568405
"Greyserman, Max",150,kft,355,1,9999,0,-0.8027197146216841
"Laporta, Francesco",150,euro,356,7,269,-7,-0.80662595971792
"Wu, Dylan",150,kft,357,3,494,-6,-0.814566740909828
"Pettit, Turk",150,am,358,79,9999,0,-0.8146657349856999
"Sordet, Clement",150,euro,359,-47,331,-8,-0.817414784913959
"Meissner, Mitchell",150,sam,360,-2,457,-1,-0.818655015541922
"Sciot-Siegrist, Robin",150,euro,361,30,9999,0,-0.8191023730823891
"Farr, Oliver",150,euro,362,54,9999,0,-0.821213485433587
"Stuard, Brian",150,pga,363,-13,330,-8,-0.8241832856219201
"Kim, Chan",150,jpn,364,-2,129,-2,-0.82661334251085
"Thorbjornsen, Michael",145,am,365,-18,419,-1,-0.836428102721547
"De Jager, Louis",150,euro,366,38,322,16,-0.838251429650577
"Nienaber, Wilco",150,euro,367,69,296,30,-0.8390205910673499
"Meissner, Mac",150,kft,368,-3,9999,0,-0.8515437919319699
"Skinns, David",150,kft,369,-10,417,-3,-0.8591680606980481
"Prinsloo, Jaco",150,afr,370,77,311,43,-0.8603835039684651
"Imahira, Shugo",150,jpn,371,-5,91,0,-0.8624899863823241
"Alexander, Tyson",150,kft,372,-5,292,-1,-0.8693352400011919
"Matthews, Brandon",150,kft,373,8,239,-4,-0.870157750074512
"Southgate, Matthew",150,euro,374,15,466,-8,-0.870987393749572
"Elvira Mijares, Ignacio",150,euro,375,-14,338,-8,-0.8717963494050189
"Menante, Dylan",150,am,376,-7,9999,0,-0.875544837756428
"Kocher, David",150,kft,377,-7,9999,0,-0.876084917066706
"Gomez, Fabian",150,pga,378,-6,9999,0,-0.878451112890172
"Herman, Jim",150,pga,379,-6,9999,0,-0.880846324186388
"Crouch, A.J.",132,kft,380,-5,9999,0,-0.883004188784585
"Barjon, Paul",150,pga,381,-65,460,-10,-0.8832264332571881
"Nakajima, Keita",150,jpn,382,-6,290,-7,-0.889112005523795
"Reeves, Seth",150,kft,383,55,497,0,-0.8899189983479731
"James, Benjamin",130,am,384,-7,9999,0,-0.890315216673744
"Onishi, Kaito",150,jpn,385,-7,216,-3,-0.896831142083003
"Baddeley, Aaron",150,pga,386,7,9999,0,-0.896886827887717
"McCumber, Tyler",150,pga,387,-8,434,-6,-0.8970950829166949
"Broberg, Kristoffer",132,euro,388,-8,274,-6,-0.900173198714986
"Janewattananond, Jazz",150,euro,389,-15,273,-7,-0.9059656703361191
"Kim, Sihwan",150,euro,390,-8,159,-2,-0.9071306108641441
"Whitnell, Dale",150,euro,391,-27,423,-6,-0.908355097500725
"Wilson, Oliver",150,euro,392,10,9999,0,-0.9087872615268391
"Albertson, Anders",150,kft,393,-10,357,4,-0.910708689157405
"Armstrong, Dawson",150,kft,394,-10,9999,0,-0.912471941788653
"Barber, Blayne",150,kft,395,-10,9999,0,-0.914176154066228
"Lewton, Steve",150,kft,396,-10,297,-7,-0.9167611662142141
"Baldwin, Matthew",150,cha,397,-29,9999,0,-0.917638683615932
"Knowles, Philip",150,kft,398,-11,9999,0,-0.919294107076022
"Lamb, Rick",150,kft,399,-11,9999,0,-0.9232611413464169
"Ormsby, Wade",150,euro,400,-46,327,-8,-0.9276104283474571
"Fishburn, Patrick",150,kft,401,-11,9999,0,-0.9288693511899809
"Hanna, Chase",150,euro,402,20,224,-9,-0.937524001689837
"Teater, Josh",150,kft,403,-7,9999,0,-0.9407090261790408
"Khongwatmai, Phachara",150,asa,404,67,156,-8,-0.947331497402111
"Schott, Frederik",150,cha,405,-7,333,-8,-0.947627311415035
"Sharma, Shubhankar",150,euro,406,-6,210,-2,-0.951047341942707
