"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"60","Matt Wallace",25241616,6800,63.69,47.52,0.83,70.99,22.5,45.5,1.6,47.1,-0.02,2.79,0.137,95,0.155,61,-0.136,202,-0.325,282,-0.17,168,-1,225,-0.023,272,-0.104,32,0,0.038,0.009,-0.113,-0.04,-0.002,-0.005,-0.009,-0.017,-0.227,0.5,0.105,0.0431,0.0184,0.0028,0.41,-0.2,2.01,-0.18,-0.91,0,1,2022-11-13,"2022-11-13 Houston Open"
"61","Charley Hoffman",25241617,6800,54.12,50.85,2,72.99,23,47.8,2,49.9,0.23,3,-0.369,394,-0.028,201,0.161,93,0.239,81,0.003,147,6.991,87,-0.044,344,-0.129,45,-0.047,0.049,-0.016,0.147,-0.007,0.014,-0.01,0.014,0.019,0.015,0.5763,0.1493,0.0693,0.0323,0.0048,0.71,0.1,2.6,-1.08,-4.81,0,1,2022-11-13,"2022-11-13 Houston Open"
"62","Scott Piercy",25241620,6700,48.2,46.67,4.5,70.45,21.99,44,1.5,45.5,-0.07,3.04,-0.103,254,0.142,67,-0.243,239,-0.149,226,-0.353,202,-5.194,307,-0.029,293,-0.246,44,-0.041,-0.021,0.012,-0.057,0.044,-0.011,-0.007,0.004,-0.013,-0.322,0.5146,0.1046,0.0452,0.0191,0.0023,0.34,-0.2,3.62,-0.71,-3.3,0,1,2022-11-13,"2022-11-13 Houston Open"
"63","Garrick Higgo",25241621,6700,51.28,44.1,2.9,69.59,22,43.7,1.4,45.1,-0.08,2.58,0.032,168,-0.161,331,-0.267,249,-0.01,171,-0.406,209,9.834,51,-0.03,300,-0.572,23,0.033,0.061,0.024,0.048,-0.04,0.02,-0.007,0.014,0.028,-0.418,0.4902,0.0912,0.0365,0.0149,0.0019,0.28,-0.26,2.71,-1.22,-5.62,0,1,2022-11-13,"2022-11-13 Houston Open"
"64","Austin Smotherman",25241622,6700,60.75,49.24,2.5,72.04,23.01,47.6,1.9,49.6,0.26,3.14,-0.1,249,-0.187,353,0.072,127,0.168,108,-0.048,155,4.578,120,0.032,98,-0.133,28,0.015,0.033,0.023,0.013,-0.04,0.009,0.007,0.012,0.028,-0.059,0.537,0.1267,0.0558,0.0241,0.0036,0.54,0,2.88,-0.1,-0.45,0,1,2022-11-13,"2022-11-13 Houston Open"
"65","Stewart Cink",25241623,6700,65.83,48.81,0.89,71.59,22.53,47.6,2,49.6,0.26,2,-0.213,341,-0.09,260,0.109,112,0.163,111,-0.031,152,6.761,94,-0.025,278,0.008,49,-0.06,0,0.028,-0.007,-0.04,0.014,-0.006,0.012,0.02,-0.051,0.5633,0.1399,0.0638,0.0279,0.0045,0.67,0.13,1.56,-0.85,-3.76,0,1,2022-11-13,"2022-11-13 Houston Open"
"66","Johannes Veerman",25241624,6700,57.95,46.69,0.66,70.89,21.97,43.8,1.5,45.3,-0.07,3,0.069,137,-0.016,186,-0.373,290,-0.032,180,-0.352,201,2.769,151,-0.025,279,-0.378,30,0.008,0.004,-0.004,0.018,-0.04,0.006,-0.006,0.008,0.008,-0.384,0.4673,0.0883,0.0372,0.0153,0.0019,0.28,-0.26,2.06,-0.91,-4.23,0,1,2022-11-13,"2022-11-13 Houston Open"
"67","James Hahn",25241626,6700,43.67,49.56,3,74.15,23.5,48.2,2.1,50.3,0.34,2.78,-0.188,323,-0.189,356,0.138,101,0.274,70,0.035,145,2.319,162,0.026,118,0.039,41,-0.03,-0.045,-0.027,0.098,-0.015,0.005,0.006,0.014,0.024,0.044,0.5763,0.1481,0.0688,0.0304,0.0039,0.58,0.04,2.87,-0.28,-1.24,0,1,2022-11-13,"2022-11-13 Houston Open"
"68","David Lingmerth",25241627,6600,55.58,44.74,4.7,69.03,21.51,43.3,1.4,44.7,-0.08,4.34,0,187,0.03,143,-0.164,211,-0.243,257,-0.377,207,-19.812,417,0.063,38,-0.22,35,-0.009,-0.09,0.049,-0.106,-0.04,-0.042,0.014,0.001,-0.026,-0.443,0.4854,0.0893,0.0366,0.0146,0.0021,0.32,-0.15,4.48,0.42,1.81,5,1,2022-11-13,"2022-11-13 Houston Open"
"69","John Huh",25241628,6600,53.33,46.51,1.8,70.5,22,44.6,1.6,46.2,-0.01,1.78,-0.03,206,0.11,83,-0.117,196,-0.236,255,-0.273,184,-8.615,350,0.023,125,-0.164,32,0.001,-0.066,-0.005,-0.039,-0.018,-0.018,0.005,-0.001,-0.014,-0.305,0.5122,0.101,0.0423,0.0174,0.0029,0.44,-0.03,1.79,0.23,1.02,5,1,2022-11-13,"2022-11-13 Houston Open"
"70","Henrik Norlander",25241629,6600,64.17,46.48,0.96,70.08,22.02,45.7,1.8,47.5,0.12,1.72,-0.331,388,-0.01,173,0.148,98,0.017,154,-0.176,169,-5.668,311,0.042,71,-0.163,35,-0.01,-0.035,-0.003,0.035,-0.034,-0.012,0.009,0.011,0.009,-0.202,0.5098,0.108,0.0452,0.0188,0.0025,0.38,-0.09,1.42,0.28,1.22,5,1,2022-11-13,"2022-11-13 Houston Open"
"71","Kramer Hickok",25241630,6600,39.8,45.77,2.8,71.33,22.23,45,1.7,46.7,0.04,3.08,-0.289,371,-0.132,303,-0.032,164,0.164,110,-0.29,189,-3.091,257,0.052,53,-0.453,30,0.008,-0.037,0.009,0.183,0.054,-0.007,0.012,0.02,0.025,-0.21,0.5349,0.1121,0.0464,0.0188,0.0027,0.41,-0.06,2.97,0.03,0.1,5,1,2022-11-13,"2022-11-13 Houston Open"
"72","Ryan Armour",25241632,6600,61.5,47.96,1.8,71.37,22.46,45,1.6,46.6,0.03,1.08,-0.081,236,-0.092,265,-0.072,179,0.03,152,-0.216,178,-13.701,392,0.106,5,-0.035,46,-0.05,-0.092,0.033,-0.072,-0.045,-0.029,0.024,0.009,0.004,-0.257,0.4975,0.1004,0.0428,0.0177,0.0025,0.38,-0.09,1.37,1.01,4.5,5,1,2022-11-13,"2022-11-13 Houston Open"
"73","Robert Streb",25241634,6500,46.5,47.56,2.6,72.14,22.51,47.2,1.9,49.1,0.34,3.04,-0.161,300,0.041,134,-0.033,165,0.082,143,-0.07,159,0.064,201,-0.029,296,-0.184,35,-0.01,0.008,-0.009,0.125,0.009,0,-0.007,0.006,0,-0.061,0.5327,0.1264,0.0532,0.0228,0.0034,0.52,0.12,2.86,-0.76,-3.36,0,1,2022-11-13,"2022-11-13 Houston Open"
"74","Matthias Schwab",25241635,6500,49.69,48.01,1.8,71.65,22.55,46.9,1.9,48.8,0.3,3.2,-0.079,229,0.072,109,0.068,128,-0.059,190,0.002,148,-4.996,301,0.007,163,-0.214,27,0.017,0.086,0.017,0.096,-0.01,-0.011,0.002,-0.002,-0.011,-0.019,0.5652,0.1355,0.0599,0.0258,0.0036,0.55,0.15,2.64,0.02,0.16,5,1,2022-11-13,"2022-11-13 Houston Open"
"75","Callum Tarren",25241636,6500,58.21,49.61,2.5,72.49,22.5,47,2,49,0.32,3.12,0.025,174,-0.151,320,0.043,138,0.064,148,-0.018,149,12.642,31,-0.059,373,-0.057,32,0.002,0.064,-0.008,-0.018,-0.04,0.026,-0.013,0.006,0.019,-0.039,0.5633,0.1379,0.0626,0.027,0.0037,0.57,0.17,2.87,-1.41,-6.26,0,1,2022-11-13,"2022-11-13 Houston Open"
"76","Joseph Bramlett",25241637,6500,75.62,50.58,3.6,77.05,24.39,49.8,2.3,52.2,0.63,4.56,-0.4,406,0.04,136,0.165,89,0.355,48,0.16,117,18.885,9,-0.045,347,-0.108,34,-0.007,0.083,-0.007,0.198,-0.049,0.039,-0.01,0.014,0.044,0.155,0.5984,0.1656,0.0758,0.0346,0.0057,0.88,0.48,4.18,-0.6,-2.46,0,1,2022-11-13,"2022-11-13 Houston Open"
"77","Tyler Duncan",25241638,6500,38.7,46.78,0.85,71.84,22.22,45.8,1.7,47.5,0.18,1.17,-0.174,313,-0.138,312,-0.113,192,0.229,84,-0.196,174,-3.363,266,0.066,31,-0.266,33,-0.002,-0.034,-0.001,0.107,-0.013,-0.007,0.015,0.017,0.025,-0.184,0.5098,0.1142,0.0484,0.0203,0.0027,0.42,0.02,1.04,0.28,1.27,0,1,2022-11-13,"2022-11-13 Houston Open"
"78","Zach Johnson",25241642,6400,0,44.23,0.56,67.98,21.5,42,1.4,43.4,-0.08,1.21,0.056,151,0.039,138,-0.137,203,-0.393,308,-0.436,212,-13.076,385,0.041,73,-0.148,46,-0.05,-0.083,-0.038,-0.117,-0.004,-0.028,0.009,-0.002,-0.02,-0.46,0.4566,0.0824,0.0313,0.0122,0.0016,0.25,-0.08,0.95,0.28,1.22,0,1,2022-11-13,"2022-11-13 Houston Open"
"79","Austin Cook",25241643,6400,66,46.37,0.88,71.46,22.43,45,1.6,46.5,0.14,1.82,0.136,96,0.027,149,-0.187,222,-0.245,258,-0.268,182,-14.305,399,0.034,91,-0.075,31,0.004,-0.062,-0.007,-0.128,-0.003,-0.03,0.008,-0.004,-0.026,-0.298,0.4831,0.0977,0.0402,0.0165,0.0023,0.36,0.03,1.44,0.1,0.47,0,1,2022-11-13,"2022-11-13 Houston Open"
"80","Michael Gligic",25241645,6400,55.94,46.65,0.72,72.49,22.92,46.2,1.8,48,0.28,1.4,-0.041,214,-0.064,243,-0.134,200,0.105,132,-0.134,164,3.666,134,-0.016,250,-0.18,33,-0.002,-0.009,0.012,0.045,-0.04,0.008,-0.004,0.009,0.013,-0.161,0.5192,0.1133,0.0488,0.0221,0.0037,0.58,0.25,1.13,-0.75,-3.25,0,1,2022-11-13,"2022-11-13 Houston Open"
"81","Ben Martin",25241646,6400,67.68,42.44,0.45,68.98,21.42,42.5,1.3,43.7,-0.07,0.62,-0.155,295,-0.136,308,-0.09,182,-0.126,219,-0.506,230,-3.123,259,0.01,154,-0.408,35,-0.009,-0.032,0.014,-0.07,-0.04,-0.007,0.002,0.015,0.011,-0.535,0.4425,0.0734,0.0281,0.0117,0.0016,0.25,-0.08,0.55,-0.72,-3.28,0,1,2022-11-13,"2022-11-13 Houston Open"
"82","Doc Redman",25241648,6300,64.75,41.89,0.84,67.41,20.99,42.2,1.3,43.5,-0.05,0.93,0.114,104,-0.219,373,-0.142,204,-0.294,271,-0.541,235,-3.534,271,0.024,123,-0.446,24,0.028,0.006,-0.006,-0.124,-0.031,-0.008,0.005,0.008,0.006,-0.566,0.4386,0.0724,0.0283,0.0114,0.0017,0.27,0.02,0.89,-0.57,-2.56,0,1,2022-11-13,"2022-11-13 Houston Open"
"83","Peter Malnati",25241649,6300,52.5,42.2,0.97,68.51,21.44,43,1.4,44.3,-0.01,0.97,0.193,68,0.175,50,-0.314,266,-0.426,322,-0.372,205,-2.938,254,-0.028,291,-0.185,35,-0.01,-0.058,0.002,-0.122,-0.032,-0.006,-0.006,-0.008,-0.021,-0.425,0.4651,0.0829,0.0326,0.013,0.0019,0.3,0.05,0.97,-0.37,-1.64,0,1,2022-11-13,"2022-11-13 Houston Open"
"84","Danny Lee",25241650,6300,46.5,40.61,0.7,67.62,20.6,41.4,1.1,42.5,-0.1,1.05,-0.247,353,-0.266,388,-0.092,184,-0.025,173,-0.631,249,-0.016,202,-0.007,217,-0.48,32,0.001,-0.043,-0.131,0.022,-0.066,0,-0.002,0.025,0.024,-0.673,0.4202,0.0637,0.0254,0.0096,0.0011,0.17,-0.08,0.91,-1.43,-6.47,0,1,2022-11-13,"2022-11-13 Houston Open"
"85","Kelly Kraft",25241652,6300,38.12,43.47,0.31,71.6,22.2,43.8,1.5,45.3,0.07,1.02,0.184,73,-0.229,378,-0.264,245,-0.116,214,-0.425,211,-8.811,354,0.031,99,-0.32,34,-0.005,-0.01,0.036,-0.126,0.031,-0.019,0.007,0.008,-0.004,-0.398,0.4695,0.0886,0.0369,0.0153,0.0018,0.29,0.04,0.74,-0.65,-2.91,0,1,2022-11-13,"2022-11-13 Houston Open"
"86","Max McGreevy",25241653,6300,38,35.94,0.68,62.57,19.34,35.9,0.7,36.6,-0.37,0.7,-0.111,260,-0.01,174,-0.512,330,-0.541,354,-1.173,333,-8.159,343,0.008,162,-1.126,27,0.019,0.006,-0.036,-0.035,0.014,-0.017,0.002,0.018,0.003,-1.157,0.3472,0.0336,0.0113,0.004,0,0,-0.25,0.69,-0.8,-3.73,0,1,2022-11-13,"2022-11-13 Houston Open"
"87","Michael Kim",25241654,6300,67.67,39.49,0.14,67.57,21.78,43.1,1.3,44.4,-0.01,0.34,-0.019,198,0.038,139,0.036,141,-0.493,341,-0.438,213,1.015,184,-0.026,281,-0.497,29,0.012,0.017,0.063,-0.034,-0.021,0.002,-0.006,-0.001,-0.005,-0.464,0.4831,0.0847,0.0331,0.0129,0.0016,0.25,0,0.26,-0.53,-2.39,0,1,2022-11-13,"2022-11-13 Houston Open"
"88","Scott Harrington",25241655,6200,54.94,39.01,0.16,67.35,21.15,41,1.1,42.1,-0.09,0.89,-0.201,334,-0.087,258,-0.406,300,-0.028,177,-0.721,266,9.423,55,-0.037,325,-0.802,41,-0.033,0.03,0.02,0.064,-0.032,0.02,-0.008,0.025,0.036,-0.717,0.4115,0.0591,0.022,0.0087,0.0012,0.19,0.02,0.6,-1.41,-6.33,0,1,2022-11-13,"2022-11-13 Houston Open"
"89","Chad Ramey",25241656,6200,50.5,42.21,0.37,67.55,21.49,41.9,1.2,43.1,-0.04,0.6,-0.1,252,-0.143,317,-0.191,224,-0.078,197,-0.513,231,-7.226,331,0.022,126,-0.507,30,0.009,0.023,0,-0.037,-0.038,-0.015,0.005,0.015,0.005,-0.546,0.4651,0.0761,0.0284,0.011,0.0015,0.24,0.07,0.51,-0.66,-2.94,0,1,2022-11-13,"2022-11-13 Houston Open"
"90","Kevin Tway",25241657,6200,31.4,41.21,0.18,69.45,21.67,42.3,1.3,43.7,-0.02,2.58,0.05,154,0.029,146,-0.393,297,-0.168,232,-0.482,226,7.93,73,-0.086,414,-0.663,34,-0.006,0.096,-0.006,0.096,0.041,0.016,-0.02,0.008,0.005,-0.437,0.4878,0.0844,0.0318,0.0124,0.0014,0.23,0.06,1.62,-1.8,-8.07,0,1,2022-11-13,"2022-11-13 Houston Open"
"91","Richy Werenski",25241659,6200,36.6,34.44,0.17,60.69,19.36,35.6,0.6,36.1,-0.36,0.16,0.154,84,-0.024,194,-0.677,366,-0.73,387,-1.277,342,-4.235,288,-0.057,371,-1.113,30,0.007,0,-0.051,-0.119,-0.019,-0.009,-0.013,0.011,-0.011,-1.306,0.3058,0.0269,0.0084,0.003,0,0,-0.17,0.16,-1.89,-8.59,0,1,2022-11-13,"2022-11-13 Houston Open"
"92","Nick Watney",25241660,6200,56.88,33.57,0.66,59.18,19.38,35.5,0.6,36.2,-0.36,0.52,-0.314,379,-0.092,263,-0.165,214,-0.7,381,-1.271,341,2.219,164,-0.056,369,-1.107,41,-0.032,-0.025,-0.012,-0.095,-0.034,0.004,-0.013,0.023,0.014,-1.291,0.3268,0.0284,0.0087,0.0029,0,0,-0.17,0.58,-1.85,-8.41,0,1,2022-11-13,"2022-11-13 Houston Open"
"93","Chris Stroud",25241663,6100,55.33,39.65,0.35,66.56,20.6,39.9,1.1,41,-0.11,0.52,-0.092,239,-0.091,261,-0.225,237,-0.342,290,-0.75,276,-7.274,332,0.007,166,-0.615,40,-0.029,0.017,-0.041,-0.082,0.016,-0.015,0.001,0.013,-0.001,-0.734,0.4049,0.0594,0.0225,0.0082,9e-04,0.15,0.06,0.45,-0.8,-3.57,0,1,2022-11-13,"2022-11-13 Houston Open"
"94","Jimmy Walker",25241665,6100,44.33,38.03,0.05,66.24,20.59,40.2,1,41.2,-0.1,0.47,-0.251,354,-0.021,192,-0.103,187,-0.356,300,-0.731,268,-0.838,218,-0.057,370,-0.655,43,-0.04,-0.077,-0.039,0.08,-0.073,-0.002,-0.013,0.015,0,-0.804,0.3953,0.0528,0.02,0.0077,0.0011,0.18,0.09,0.3,-1.62,-7.25,0,1,2022-11-13,"2022-11-13 Houston Open"
"95","Jason Dufner",25241672,6000,30.38,34.22,0.07,59,19,33.7,0.5,34.3,-0.39,0.34,-0.608,425,-0.048,226,-0.265,247,-0.476,334,-1.397,354,-6.652,322,-0.005,210,-1.244,45,-0.046,-0.031,-0.077,0.002,-0.039,-0.014,-0.001,0.036,0.021,-1.416,0.3067,0.0233,0.0068,0.0021,0,0,-0.01,0.23,-1.28,-5.77,0,1,2022-11-13,"2022-11-13 Houston Open"
"96","Jim Herman",25241673,6000,34,35.38,0.03,60.45,18.98,34.1,0.6,34.7,-0.37,0.13,-0.433,412,-0.228,377,-0.567,339,-0.186,239,-1.414,356,-7.607,337,0.07,26,-1.15,45,-0.044,-0.066,-0.151,-0.002,-0.026,-0.016,0.016,0.044,0.044,-1.396,0.2899,0.0231,0.0074,0.0025,0,0,-0.01,0.09,-0.6,-2.7,0,1,2022-11-13,"2022-11-13 Houston Open"
"97","Ryan Brehm",25241676,6000,52.61,33.38,0.12,59.2,18.86,35.3,0.6,35.9,-0.32,0.13,-0.316,380,-0.278,392,-0.571,341,-0.163,229,-1.327,345,12.456,34,-0.094,421,-1.444,36,-0.014,0.141,-0.048,0.037,-0.04,0.026,-0.021,0.043,0.047,-1.32,0.3236,0.0287,0.0094,0.0035,0,0,-0.01,0.13,-3.22,-14.5,0,1,2022-11-13,"2022-11-13 Houston Open"
