player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Jaeger, Stephan",150,0.315,33,-0.003,0.047,-0.022,-0.010,-0.007,-0.005,-0.003,-0.020,-0.028,0.292,2.874,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Lipsky, David",150,0.235,34,-0.006,0.007,0.002,0.074,-0.040,-0.010,0.016,0.001,0.007,0.279,2.890,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Suh, Justin",150,0.312,25,0.026,0.005,-0.014,-0.039,-0.040,0.001,0.007,0.011,0.019,0.268,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Schenk, Adam",150,0.261,30,0.007,-0.019,-0.023,0.023,-0.022,0.013,-0.003,0.001,0.012,0.239,2.907,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Laird, Martin",150,0.401,39,-0.026,-0.133,0.014,0.004,-0.036,-0.004,0.017,-0.000,0.013,0.236,2.827,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Lower, Justin",150,0.468,33,-0.003,0.010,-0.063,-0.142,-0.040,-0.013,0.001,-0.012,-0.024,0.205,2.858,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Hossler, Beau",150,0.254,27,0.018,0.033,0.022,-0.039,-0.089,0.016,-0.010,-0.023,-0.017,0.183,2.935,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Willett, Danny",150,0.333,35,-0.009,0.013,-0.000,-0.066,-0.067,-0.003,-0.005,-0.020,-0.028,0.176,2.858,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Champ, Cameron",150,-0.089,27,0.019,0.033,-0.009,0.195,-0.040,0.039,-0.005,0.022,0.055,0.166,2.902,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Bramlett, Joseph",150,-0.108,34,-0.007,0.083,-0.007,0.198,-0.049,0.039,-0.010,0.014,0.044,0.155,2.872,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Frittelli, Dylan",150,0.047,32,0.001,0.083,0.004,0.004,0.011,0.012,-0.018,-0.009,-0.014,0.137,2.865,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Mullinax, Trey",150,0.055,30,0.008,-0.021,-0.036,0.121,-0.029,0.034,-0.015,0.012,0.031,0.129,2.904,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Palmer, Ryan",150,0.218,46,-0.048,0.006,-0.010,-0.042,-0.015,0.007,-0.001,0.001,0.006,0.114,2.896,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Long, Adam",150,0.229,35,-0.009,-0.027,-0.012,-0.125,0.072,-0.014,0.009,-0.010,-0.015,0.113,2.882,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Taylor, Nick",150,0.118,34,-0.007,-0.009,0.027,0.015,-0.018,-0.005,-0.002,-0.006,-0.013,0.113,2.852,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Wu, Brandon",150,0.118,25,0.025,0.012,-0.005,-0.009,-0.040,-0.005,0.004,0.005,0.004,0.106,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Shelton, Robby",150,0.187,27,0.020,0.000,-0.036,-0.024,-0.029,-0.007,0.003,-0.010,-0.015,0.104,2.859,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Kim, Seonghyeon",150,0.118,24,0.031,0.033,-0.026,-0.041,-0.040,0.007,0.002,-0.002,0.007,0.082,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Svensson, Adam",150,0.148,28,0.014,0.002,0.018,-0.051,-0.043,-0.011,0.006,-0.002,-0.007,0.081,2.879,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Molinari, Francesco",150,0.111,40,-0.026,-0.009,-0.014,-0.010,0.019,-0.009,0.006,-0.005,-0.007,0.063,2.933,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Yuan, Yechun",150,-0.011,25,0.025,-0.010,0.011,0.034,-0.040,0.028,-0.010,0.029,0.047,0.056,2.852,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Thompson, Davis",150,-0.045,23,0.033,-0.003,-0.016,0.069,-0.040,0.032,0.004,0.014,0.050,0.048,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Hahn, James",150,0.039,41,-0.030,-0.045,-0.027,0.098,-0.015,0.005,0.006,0.014,0.024,0.044,2.871,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Zecheng, Marty Dou",150,-0.027,25,0.025,0.010,0.015,0.033,-0.040,0.016,-0.004,0.011,0.023,0.039,2.861,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Rose, Justin",150,0.366,42,-0.034,-0.024,-0.085,-0.142,-0.040,-0.002,0.002,-0.008,-0.008,0.033,2.914,"Cadence Bank Houston Open","Memorial Park Golf Course"
"English, Harris",150,0.376,33,-0.002,-0.005,-0.067,-0.205,-0.040,-0.004,0.001,-0.031,-0.034,0.023,2.888,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Hoffman, Charley",150,-0.129,45,-0.047,0.049,-0.016,0.147,-0.007,0.014,-0.010,0.014,0.019,0.015,2.892,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Schwab, Matthias",150,-0.214,27,0.017,0.086,0.017,0.096,-0.010,-0.011,0.002,-0.002,-0.011,-0.019,2.832,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Tarren, Callum",150,-0.057,32,0.002,0.064,-0.008,-0.018,-0.040,0.026,-0.013,0.006,0.019,-0.039,2.881,"Cadence Bank Houston Open","Memorial Park Golf Course"
"An, Byeong Hun",150,-0.168,31,0.006,0.017,0.013,0.107,-0.040,0.029,-0.016,0.005,0.017,-0.048,2.901,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Cink, Stewart",150,0.008,49,-0.060,-0.000,0.028,-0.007,-0.040,0.014,-0.006,0.012,0.020,-0.051,2.895,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Van Rooyen, Erik",150,-0.097,32,-0.000,0.087,-0.140,0.068,0.009,0.005,0.004,0.008,0.017,-0.056,2.880,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Smotherman, Austin",150,-0.133,28,0.015,0.033,0.023,0.013,-0.040,0.009,0.007,0.012,0.028,-0.059,2.908,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Streb, Robert",150,-0.184,35,-0.010,0.008,-0.009,0.125,0.009,-0.000,-0.007,0.006,-0.000,-0.061,2.873,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Eckroat, Austin",150,-0.110,23,0.032,0.023,0.002,-0.033,-0.040,0.006,0.002,0.018,0.026,-0.099,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Streelman, Kevin",150,0.022,44,-0.041,-0.092,0.026,-0.008,-0.021,-0.011,0.014,0.008,0.011,-0.102,2.849,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Daffue, MJ",150,-0.271,33,-0.004,0.037,0.070,0.029,-0.021,0.032,-0.011,0.013,0.034,-0.128,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Knox, Russell",150,0.085,37,-0.017,-0.083,0.023,-0.187,0.022,-0.016,0.013,0.000,-0.003,-0.159,2.847,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Gligic, Michael",150,-0.180,33,-0.002,-0.009,0.012,0.045,-0.040,0.008,-0.004,0.009,0.013,-0.161,2.889,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Griffin, Ben",150,-0.330,26,0.022,0.081,0.151,-0.054,-0.040,0.007,-0.018,-0.001,-0.011,-0.181,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Duncan, Tyler",150,-0.266,33,-0.002,-0.034,-0.001,0.107,-0.013,-0.007,0.015,0.017,0.025,-0.184,2.905,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Norlander, Henrik",150,-0.163,35,-0.010,-0.035,-0.003,0.035,-0.034,-0.012,0.009,0.011,0.009,-0.202,2.869,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Hickok, Kramer",150,-0.453,30,0.008,-0.037,0.009,0.183,0.054,-0.007,0.012,0.020,0.025,-0.210,2.833,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Wallace, Matt",150,-0.104,32,0.000,0.038,0.009,-0.113,-0.040,-0.002,-0.005,-0.009,-0.017,-0.227,2.893,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Hadley, Chesson",150,0.036,35,-0.010,-0.028,0.004,-0.182,-0.049,-0.001,-0.007,-0.008,-0.016,-0.243,2.890,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Armour, Ryan",150,-0.035,46,-0.050,-0.092,0.033,-0.072,-0.045,-0.029,0.024,0.009,0.004,-0.257,2.867,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Taylor, Ben",150,-0.176,30,0.008,-0.003,-0.014,-0.043,-0.040,0.002,-0.005,0.001,-0.002,-0.270,2.864,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Cook, Austin",150,-0.075,31,0.004,-0.062,-0.007,-0.128,-0.003,-0.030,0.008,-0.004,-0.026,-0.298,2.903,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Barnes, Erik",150,-0.393,35,-0.008,0.017,0.054,0.003,0.003,0.019,-0.009,0.012,0.022,-0.302,2.869,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Huh, John",150,-0.164,32,0.001,-0.066,-0.005,-0.039,-0.018,-0.018,0.005,-0.001,-0.014,-0.305,2.868,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Piercy, Scott",150,-0.246,44,-0.041,-0.021,0.012,-0.057,0.044,-0.011,-0.007,0.004,-0.013,-0.322,2.888,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Haley II, Paul",150,-0.237,34,-0.008,-0.003,0.012,-0.088,-0.040,-0.023,0.015,0.006,-0.001,-0.365,2.872,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Veerman, Johannes",150,-0.378,30,0.008,0.004,-0.004,0.018,-0.040,0.006,-0.006,0.008,0.008,-0.384,2.897,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Nunez, Augusto",150,-0.488,30,0.010,0.029,0.038,0.024,-0.040,0.023,-0.008,0.019,0.034,-0.394,2.869,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Kraft, Kelly",150,-0.320,34,-0.005,-0.010,0.036,-0.126,0.031,-0.019,0.007,0.008,-0.004,-0.398,2.877,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Hall, Harry",150,-0.348,25,0.027,-0.005,-0.015,-0.021,-0.040,0.011,-0.018,0.002,-0.005,-0.409,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Higgo, Garrick",150,-0.572,23,0.033,0.061,0.024,0.048,-0.040,0.020,-0.007,0.014,0.028,-0.418,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Malnati, Peter",150,-0.185,35,-0.010,-0.058,0.002,-0.122,-0.032,-0.006,-0.006,-0.008,-0.021,-0.425,2.848,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Tway, Kevin",150,-0.663,34,-0.006,0.096,-0.006,0.096,0.041,0.016,-0.020,0.008,0.005,-0.437,2.809,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Lingmerth, David",150,-0.220,35,-0.009,-0.090,0.049,-0.106,-0.040,-0.042,0.014,0.001,-0.026,-0.443,2.889,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Johnson, Zach",150,-0.148,46,-0.050,-0.083,-0.038,-0.117,-0.004,-0.028,0.009,-0.002,-0.020,-0.460,2.817,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Kim, Michael",150,-0.497,29,0.012,0.017,0.063,-0.034,-0.021,0.002,-0.006,-0.001,-0.005,-0.464,2.883,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Blair, Zac",150,-0.463,32,0.002,-0.049,0.098,-0.062,-0.040,-0.034,0.009,0.004,-0.021,-0.534,2.898,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Martin, Ben",150,-0.408,35,-0.009,-0.032,0.014,-0.070,-0.040,-0.007,0.002,0.015,0.011,-0.535,2.890,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Ramey, Chad",150,-0.507,30,0.009,0.023,0.000,-0.037,-0.038,-0.015,0.005,0.015,0.005,-0.546,2.880,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Roy, Kevin",150,-0.565,32,0.000,0.004,0.030,-0.009,-0.040,0.007,-0.007,0.025,0.025,-0.555,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Knowles, Philip",150,-0.545,26,0.024,-0.010,0.026,-0.035,-0.040,-0.009,0.012,0.022,0.026,-0.555,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Redman, Doc",150,-0.446,24,0.028,0.006,-0.006,-0.124,-0.031,-0.008,0.005,0.008,0.006,-0.566,2.880,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Grant, Brent",150,-0.756,26,0.022,0.035,0.007,0.052,-0.040,0.028,0.000,0.044,0.072,-0.608,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Noh, Seung-Yul",150,-0.503,31,0.004,0.004,0.012,-0.110,-0.040,0.005,-0.021,-0.017,-0.034,-0.667,2.862,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Lee, Danny",150,-0.480,32,0.001,-0.043,-0.131,0.022,-0.066,-0.000,-0.002,0.025,0.024,-0.673,2.898,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Echavarria, Nicolas",150,-0.671,28,0.016,0.017,0.016,-0.041,-0.040,-0.001,-0.006,0.024,0.017,-0.687,2.924,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Harrington, Scott",150,-0.802,41,-0.033,0.030,0.020,0.064,-0.032,0.020,-0.008,0.025,0.036,-0.717,2.910,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Cole, Eric",150,-0.596,34,-0.006,0.035,0.004,-0.100,-0.040,-0.009,-0.015,0.009,-0.015,-0.718,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Stroud, Chris",150,-0.615,40,-0.029,0.017,-0.041,-0.082,0.016,-0.015,0.001,0.013,-0.001,-0.734,2.844,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Goya, Estanislao",150,-0.703,34,-0.006,-0.029,0.016,-0.011,-0.040,0.014,-0.010,0.022,0.026,-0.748,2.907,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Matthews, Brandon",150,-0.919,28,0.016,0.017,0.032,0.052,-0.040,0.047,-0.027,0.032,0.053,-0.789,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Walker, Jimmy",150,-0.655,43,-0.040,-0.077,-0.039,0.080,-0.073,-0.002,-0.013,0.015,-0.000,-0.804,2.903,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Fischer, Zack",150,-0.840,33,-0.002,0.000,0.087,-0.041,-0.040,-0.003,-0.001,0.011,0.007,-0.828,2.900,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Westmoreland, Kyle",150,-0.978,31,0.006,0.024,0.035,0.031,-0.040,0.036,-0.022,0.029,0.043,-0.880,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Alexander, Tyson",150,-0.824,34,-0.006,0.016,0.010,-0.043,-0.040,-0.001,-0.012,0.010,-0.003,-0.891,2.886,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Young, Carson",150,-0.835,28,0.017,-0.013,-0.002,-0.079,-0.040,-0.016,0.007,0.022,0.014,-0.939,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Albertson, Anders",150,-1.063,29,0.012,0.018,-0.003,-0.041,-0.040,-0.004,-0.003,0.028,0.021,-1.096,2.894,"Cadence Bank Houston Open","Memorial Park Golf Course"
"McGreevy, Max",150,-1.126,27,0.019,0.006,-0.036,-0.035,0.014,-0.017,0.002,0.018,0.003,-1.157,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Vick, Travis",150,-1.182,22,0.037,0.014,-0.096,0.013,-0.040,0.025,-0.004,0.040,0.062,-1.194,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Watney, Nick",150,-1.107,41,-0.032,-0.025,-0.012,-0.095,-0.034,0.004,-0.013,0.023,0.014,-1.291,2.901,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Werenski, Richy",150,-1.113,30,0.007,-0.000,-0.051,-0.119,-0.019,-0.009,-0.013,0.011,-0.011,-1.306,2.935,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Brehm, Ryan",150,-1.444,36,-0.014,0.141,-0.048,0.037,-0.040,0.026,-0.021,0.043,0.047,-1.320,2.920,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Herman, Jim",150,-1.150,45,-0.044,-0.066,-0.151,-0.002,-0.026,-0.016,0.016,0.044,0.044,-1.396,2.901,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Hammer, Cole",150,-1.344,23,0.034,0.047,-0.033,-0.079,-0.040,-0.012,-0.014,0.037,0.011,-1.405,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Dufner, Jason",150,-1.244,45,-0.046,-0.031,-0.077,0.002,-0.039,-0.014,-0.001,0.036,0.021,-1.416,2.872,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Werbylo, Trevor",150,-1.507,24,0.030,-0.007,0.010,0.001,-0.040,0.015,-0.025,0.034,0.024,-1.489,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Lee, Walker",150,-1.673,-1,0.000,0.000,0.130,-0.068,-0.040,-0.011,-0.004,0.034,0.018,-1.633,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Kern, Ben",5,-0.971,38,-0.059,-0.008,-0.847,-0.041,-0.040,0.000,0.007,0.048,0.055,-1.912,2.948,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Euler, Lukas",150,-2.103,26,0.022,0.000,-0.040,-0.050,-0.040,-0.014,-0.008,0.045,0.024,-2.187,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
"Jacklin, Sean",109,-2.847,30,0.007,0.032,-0.652,-0.037,-0.040,-0.003,-0.003,0.085,0.079,-3.459,2.884,"Cadence Bank Houston Open","Memorial Park Golf Course"
