bet_outcome_numeric,bet_outcome_text,close_odds,close_time,dg_id,open_odds,open_time,outcome,player_name,book,event_completed,event_name,market,season,year,event_id
0,loss,+211,2022-08-25 10:01,18417,+250,2022-08-22 23:47,T2,"Scheffler, Scottie",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+388,2022-08-25 10:01,15466,+385,2022-08-22 23:47,T7,"Cantlay, Patrick",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+695,2022-08-25 10:01,19895,+860,2022-08-22 23:47,4,"Schauffele, Xander",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
1,paid in full,+869,2022-08-25 10:01,10091,+1200,2022-08-22 23:47,1,"McIlroy, Rory",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+1386,2022-08-25 10:01,19195,+1600,2022-08-22 23:47,T15,"Rahm, Jon",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+1797,2022-08-25 10:01,11676,+2400,2022-08-22 23:47,9,"Finau, Tony",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+2062,2022-08-25 10:01,19483,+2500,2022-08-22 23:47,24,"Burns, Sam",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+2108,2022-08-25 10:01,15856,+2300,2022-08-22 23:47,20,"Smith, Cameron",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+2592,2022-08-25 10:01,17488,+3000,2022-08-22 23:47,T2,"Im, Sungjae",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+2627,2022-08-25 10:01,14139,+3000,2022-08-22 23:47,T5,"Thomas, Justin",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+3970,2022-08-25 10:01,17646,+4000,2022-08-22 23:47,T15,"Fitzpatrick, Matthew",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+5039,2022-08-25 10:01,26651,+5500,2022-08-22 23:47,19,"Young, Cameron",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+7285,2022-08-25 10:01,18841,+8000,2022-08-22 23:47,T15,"Hovland, Viktor",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+7893,2022-08-25 10:01,14636,+10000,2022-08-22 23:47,T13,"Spieth, Jordan",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+8363,2022-08-25 10:01,18079,+10000,2022-08-22 23:47,T11,"Niemann, Joaquin",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+8674,2022-08-25 10:01,22085,+10000,2022-08-22 23:47,T21,"Morikawa, Collin",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+9017,2022-08-25 10:01,13562,+10000,2022-08-22 23:47,T11,"Matsuyama, Hideki",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+11014,2022-08-25 10:01,17538,+12500,2022-08-22 23:47,T5,"Homa, Max",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+11328,2022-08-25 10:01,17576,+12500,2022-08-22 23:47,26,"Conners, Corey",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+11681,2022-08-25 10:01,17511,+12500,2022-08-22 23:47,T7,"Straka, Sepp",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+12315,2022-08-25 10:01,12359,+12500,2022-08-22 23:47,29,"Stallings, Scott",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+17386,2022-08-25 10:01,11276,+15000,2022-08-22 23:47,T21,"Horschel, Billy",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+18434,2022-08-25 10:01,6430,+20000,2022-08-22 23:47,25,"Scott, Adam",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+21864,2022-08-25 10:01,22051,+20000,2022-08-22 23:47,T13,"Wise, Aaron",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+23170,2022-08-25 10:01,8825,+20000,2022-08-22 23:47,T21,"Harman, Brian",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+24104,2022-08-25 10:01,13497,+25000,2022-08-22 23:47,27,"Lee, Kyounghoon",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+26798,2022-08-25 10:01,23014,+25000,2022-08-22 23:47,28,"Theegala, Sahith",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+26825,2022-08-25 10:01,15575,+25000,2022-08-22 23:47,10,"Hoge, Tom",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
0,loss,+26825,2022-08-25 10:01,21554,+25000,2022-08-22 23:47,T15,"Poston, J.T.",pinnacle,2022-08-28,TOUR Championship,win,2022,2022,60
