"","position.x","full_name","fpt_proj","receptions_proj","receiving_yards_proj","pass_td_proj","game_id","total_line","opp","spread","home","gameday","weekday","gametime","player_id","position.y","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","route_rate"
"85","WR85","Malachi Corley",7.58,2.79,31.74,0.28,"2024_17_NYJ_BUF",44.5,"BUF",10,0,"2024-12-29","Sunday","13:00",66272,"WR","NYJ",5,9.3,0,50,100,2,2,0,0,0,1,22,0,70.5,14.3,52.2,66.1,57.2,0,0,0,10,2,1,49,0,95.9
"86","WR86","Johnny Wilson",7.56,2.6,25.41,0.54,"2024_17_DAL_PHI",37.5,"DAL",-7.5,1,"2024-12-29","Sunday","13:00",76366,"WR","PHI",14,11.8,1,20,20,1,5,0,33.3,1,2,24,0,36.2,65.8,49.2,82.4,48,4.1,5,0,9,1.6,2,122,3,91
"87","WR87","Ryan Flournoy",7.53,2.97,32.03,0.17,"2024_17_DAL_PHI",37.5,"PHI",7.5,0,"2024-12-29","Sunday","13:00",159617,"WR","DAL",9,12.5,2,70,0,0,1,0,0,0,4,9,1,76.5,18.5,63,NA,60.9,0,0,0,26,0,0,92,0,91.3
"88","WR88","River Cracraft",7.48,2.49,30.55,0.35,"2024_17_MIA_CLE",32.5,"CLE",-3,0,"2024-12-29","Sunday","16:05",47417,"WR","MIA",6,7.3,1,66.7,0,0,1,1,0,0,0,17,0,68.3,64,46,NA,50.2,0,0,0,6,0,0,48,1,93.8
"89","WR89","Sterling Shepard",7.43,2.81,35.95,0.21,"2024_17_CAR_TB",47.5,"CAR",-9.5,1,"2024-12-29","Sunday","13:00",10674,"WR","TB",13,9.8,4,66,80,8,10,0,8.8,3,15,30,0,59.5,78.5,58.1,62.3,59.2,0,0,0,30,0.3,1,342,5,92.4
"90","WR90","Tyler Boyd",7.37,2.61,31.99,0.18,"2024_17_TEN_JAX",38,"JAX",-1,0,"2024-12-29","Sunday","13:00",10689,"WR","TEN",15,7.1,5,69.8,55.6,5,9,0,2.6,1,19,31,0,80.8,78.1,60.6,39.1,61.6,0,0,4,40,0.9,4,430,0,92.1
"91","WR91","Olamide Zaccheaus",7.37,2.78,34.2,0.19,"2024_17_ATL_WAS",46.5,"ATL",-3.5,1,"2024-12-29","Sunday","20:20",44920,"WR","WAS",15,4.9,6,72.9,50,3,6,0,5.4,2,19,32,0,72.6,55.7,68.7,NA,69.6,0,0,0,49,0,0,246,3,94.3
"92","WR92","Brandon Powell",7.34,2.52,32.21,0.23,"2024_17_GB_MIN",49,"GB",1,1,"2024-12-29","Sunday","16:25",48036,"WR","MIN",15,10.4,0,70,0,0,1,1,0,0,5,18,0,75.6,86.1,59.2,70.7,61,0,0,0,13,1.6,2,125,2,92
"93","WR93","Ainias Smith",7.26,2.76,27.86,0.36,"2024_17_DAL_PHI",37.5,"DAL",-7.5,1,"2024-12-29","Sunday","13:00",99207,"WR","PHI",5,-0.3,0,100,NA,0,0,0,0,0,0,24,0,72.1,68.3,56.4,NA,58.7,0,0,0,5,0,0,12,0,91.7
"94","WR94","Deebo Samuel",7.24,2.98,36.86,0.12,"2024_17_DET_SF",50.5,"DET",3.5,1,"2024-12-30","Monday","20:15",48274,"WR","SF",14,7.1,14,63.3,33.3,5,15,1,9.1,5,27,28,0,60,62.7,72.5,NA,73.7,0.5,2,1,76,0,0,397,4,96.5
"95","WR95","Jacob Cowing",7.16,2.49,33.31,0.15,"2024_17_DET_SF",50.5,"DET",3.5,1,"2024-12-30","Monday","20:15",100894,"WR","SF",8,19.7,0,66.7,NA,0,0,0,0,0,1,28,0,68.3,85.5,65.3,NA,65.7,0,0,1,41,0,0,30,0,96.7
"96","WR96","Justin Watson",7.1,2.22,32.44,0.2,"2024_17_KC_PIT",43.5,"PIT",-3,0,"2024-12-25","Wednesday","13:00",66915,"WR","KC",15,14.7,0,70.4,80,4,5,1,5,1,11,16,0,69.6,74.1,51.2,36.3,50.1,1.8,7,0,25,0.3,1,385,1,95.1
"97","WR97","Liljordan Humphrey",7.06,2.21,33.98,0.15,"2024_17_DEN_CIN",50.5,"CIN",3.5,0,"2024-12-28","Saturday","16:30",42247,"WR","DEN",15,6.1,9,70.7,25,1,4,1,3.3,1,10,10,2,76.7,20.1,56.2,70.4,54.9,1.4,4,2,41,2.1,6,290,3,92.4
"98","WR98","Adonai Mitchell",7.06,2.29,32.13,0.19,"2024_17_IND_NYG",40.5,"NYG",-7.5,0,"2024-12-29","Sunday","13:00",146712,"WR","IND",15,14.9,1,45.7,0,0,5,0,12.5,3,14,14,2,49.1,19.7,57.1,NA,60.9,0,0,0,36,0,0,211,1,92.9
"99","WR99","Jermaine Burton",7.01,2.62,40.22,0.14,"2024_17_DEN_CIN",50.5,"DEN",-3.5,1,"2024-12-28","Saturday","16:30",124017,"WR","CIN",12,22.9,0,28.6,20,1,5,0,0,0,4,7,0,72.1,76.4,58.9,NA,59.9,0,0,0,47,0,0,96,0,95.8
"100","WR100","Javon Baker",6.98,2.58,37.79,0.18,"2024_17_LAC_NE",42,"LAC",6,1,"2024-12-28","Saturday","13:00",123904,"WR","NE",5,18,0,0,NA,0,0,0,NA,0,0,19,0,NA,68.7,52.5,NA,51.7,0,0,0,0,0,0,20,0,85
"101","WR101","Ashton Dulin",6.79,2.18,30.63,0.21,"2024_17_IND_NYG",40.5,"NYG",-7.5,0,"2024-12-29","Sunday","13:00",91479,"WR","IND",12,19,1,25,0,0,2,0,0,0,2,14,0,70.5,74.6,54.9,70.4,55.9,4.5,3,1,54,3,2,67,2,86.6
"102","WR102","Amari Cooper",6.78,2.65,31.87,0.19,"2024_17_NYJ_BUF",44.5,"NYJ",-10,1,"2024-12-29","Sunday","13:00",9437,"WR","BUF",13,12.7,4,51.9,62.5,10,16,0,16.3,8,23,4,0,30,78.3,66.8,NA,67.5,0,0,2,30,0,0,391,4,93.1
"103","WR103","Devaughn Vele",6.78,2.62,28.93,0.21,"2024_17_DEN_CIN",50.5,"CIN",3.5,0,"2024-12-28","Saturday","16:30",100637,"WR","DEN",11,8.2,2,72.9,60,9,15,0,5.4,2,21,10,0,72.2,77.6,71.4,NA,73.2,1.8,5,0,37,0,0,285,0,94.7
"104","WR104","Curtis Samuel",6.75,2.48,27.11,0.19,"2024_17_NYJ_BUF",44.5,"NYJ",-10,1,"2024-12-29","Sunday","13:00",11795,"WR","BUF",13,5.4,2,66.7,50,3,6,0,4,1,8,4,0,74.4,76.4,61.4,NA,61.5,0,0,1,38,0,0,211,0,94.8
"105","WR105","Tyler Lockett",6.72,2.69,28.44,0.16,"2024_17_SEA_CHI",43.5,"CHI",-3.5,0,"2024-12-26","Thursday","20:15",9502,"WR","SEA",15,11.7,4,71,54.5,6,11,2,6.4,3,33,29,0,68.8,78.6,64.9,NA,65.4,0,0,4,37,0,0,548,3,92.2
"106","WR106","Scott Miller",6.7,2.54,29.5,0.22,"2024_17_KC_PIT",43.5,"KC",3,1,"2024-12-25","Wednesday","13:00",47481,"WR","PIT",10,11.9,2,55.6,50,1,2,0,0,0,2,25,0,73.4,68,62.8,NA,62.1,0,0,0,21,0,0,85,0,97.6
"107","WR107","Trey Palmer",6.69,2.79,29.52,0.16,"2024_17_CAR_TB",47.5,"CAR",-9.5,1,"2024-12-29","Sunday","13:00",99248,"WR","TB",13,14.1,0,57.1,33.3,1,3,0,0,0,7,30,0,79.4,83.9,59.3,NA,60.9,0,0,0,27,0,0,179,2,94.4
"108","WR108","Mack Hollins",6.65,2.31,21.47,0.33,"2024_17_NYJ_BUF",44.5,"NYJ",-10,1,"2024-12-29","Sunday","13:00",11873,"WR","BUF",15,14.5,1,61.9,55.6,5,9,0,3.7,1,21,4,0,75.1,76.2,59.3,62.4,61.1,4.1,16,0,44,0.3,1,387,1,93.5
"109","WR109","Britain Covey",6.65,2.29,30.37,0.2,"2024_17_DAL_PHI",37.5,"DAL",-7.5,1,"2024-12-29","Sunday","13:00",32933,"WR","PHI",5,1,0,87.5,100,1,1,0,12.5,1,2,24,0,56.7,79,65.4,NA,63.2,0,0,0,11,0,0,36,0,88.9
"110","WR110","Mason Kinsey",6.6,2.24,27.31,0.15,"2024_17_TEN_JAX",38,"JAX",-1,0,"2024-12-29","Sunday","13:00",115664,"WR","TEN",2,8.5,0,100,NA,0,0,0,0,0,1,31,0,68.3,76.5,63.1,NA,62.4,0,0,0,11,0,0,15,0,86.7
"111","WR111","David Moore",6.6,2.33,31.54,0.19,"2024_17_CAR_TB",47.5,"TB",9.5,0,"2024-12-29","Sunday","13:00",11981,"WR","CAR",15,11.5,3,58.8,46.7,7,15,0,11.8,4,16,5,0,49.6,79.7,63.6,NA,64.1,0,0,0,21,0,0,326,1,94.2
"112","WR112","Jalin Hyatt",6.58,2.75,26.23,0.11,"2024_17_IND_NYG",40.5,"IND",7.5,1,"2024-12-29","Sunday","13:00",124282,"WR","NYG",14,17.9,0,44.4,60,3,5,0,11.1,1,3,21,0,54.5,70.1,48.9,NA,49.9,0,0,1,19,0,0,217,0,94
"113","WR113","Jonathan Mingo",6.55,2.65,27.37,0.15,"2024_17_DAL_PHI",37.5,"PHI",7.5,0,"2024-12-29","Sunday","13:00",97774,"WR","DAL",15,10.4,2,37.8,12.5,1,8,0,12.5,2,4,9,0,49.6,22.9,47,NA,48.4,0,0,1,35,0,0,253,0,94.1
"114","WR114","Collin Johnson",6.53,2.62,26.74,0.28,"2024_17_SEA_CHI",43.5,"SEA",3.5,1,"2024-12-26","Thursday","20:15",47808,"WR","CHI",6,7.5,0,50,0,0,1,0,0,0,1,6,0,64.7,61.2,53.4,NA,54.3,0,0,0,6,0,0,13,0,92.3
"115","WR115","Tylan Wallace",6.53,2.82,29.25,0.1,"2024_17_BAL_HOU",46.5,"HOU",-5.5,0,"2024-12-25","Wednesday","16:30",61577,"WR","BLT",13,6.8,3,100,NA,0,0,0,0,0,5,3,0,78,29.5,75.4,28.9,72.2,2.4,2,0,84,0,0,82,0,93.9
"116","WR116","Jalen Coker",6.53,2.59,29.87,0.13,"2024_17_CAR_TB",47.5,"TB",9.5,0,"2024-12-29","Sunday","13:00",143068,"WR","CAR",9,12.2,4,63.9,50,3,6,0,4.2,1,16,5,0,73.5,75.3,71.6,NA,72.5,0,0,1,83,0,0,227,2,93
"117","WR117","Derius Davis",6.44,2.76,27.58,0.13,"2024_17_LAC_NE",42,"NE",-6,0,"2024-12-28","Saturday","13:00",78196,"WR","LAC",11,3.6,4,83.3,NA,0,0,0,0,0,4,27,0,78,34.2,75.1,NA,76.7,0,0,0,19,0,0,60,0,95
"118","WR118","Nelson Agholor",6.42,2.7,27.34,0.1,"2024_17_BAL_HOU",46.5,"HOU",-5.5,0,"2024-12-25","Wednesday","16:30",9453,"WR","BLT",14,13.9,2,50,18.2,2,11,0,6.7,1,10,3,0,66.7,73.3,63.8,51.5,64.1,4,9,0,56,0.4,1,227,1,91.6
"119","WR119","Juju Smith-Schuster",6.37,2.13,27.48,0.18,"2024_17_KC_PIT",43.5,"PIT",-3,0,"2024-12-25","Wednesday","13:00",11817,"WR","KC",12,5.5,4,71.4,0,0,3,1,0,0,10,16,0,81.7,73.3,59,77.3,60,1.3,3,1,50,1.7,4,238,2,90.8
"120","WR120","Ryan Miller",6.33,2.59,27.28,0.19,"2024_17_CAR_TB",47.5,"CAR",-9.5,1,"2024-12-29","Sunday","13:00",78734,"WR","TB",8,10.3,0,62.5,33.3,2,6,0,0,0,7,30,0,78,71.1,61.5,62.4,61.6,0,0,1,39,0.8,1,119,0,94.1
"121","WR121","Casey Washington",6.31,2.92,24.31,0.12,"2024_17_ATL_WAS",46.5,"WAS",3.5,0,"2024-12-29","Sunday","20:20",101710,"WR","ATL",2,17.5,1,50,0,0,1,0,0,0,1,2,0,64.7,61.2,76,NA,73.4,0,0,0,14,0,0,3,0,100
"122","WR122","Terrace Marshall",6.29,2.53,26.85,0.26,"2024_17_LV_NO",37.5,"NO",-2,0,"2024-12-29","Sunday","13:00",84271,"WR","LV",5,5,0,66.7,NA,0,0,0,0,0,0,23,0,68.3,64,49.5,NA,49.2,0,0,0,7,0,0,64,1,90.6
"123","WR123","Troy Franklin",6.26,2.13,30.15,0.12,"2024_17_DEN_CIN",50.5,"CIN",3.5,0,"2024-12-28","Saturday","16:30",146567,"WR","DEN",14,15,3,55.6,20,1,5,1,10.7,3,10,10,0,53.8,76.3,53.7,NA,54.9,0,0,1,30,0,0,251,3,93.2
"124","WR124","Rakim Jarrett",6.09,2.76,26.22,0.17,"2024_17_CAR_TB",47.5,"CAR",-9.5,1,"2024-12-29","Sunday","13:00",129519,"WR","TB",8,11.5,1,80,60,3,5,1,0,0,4,30,0,76.5,74.3,59.7,NA,62.6,0,0,0,30,0,0,106,1,93.4
"125","WR125","Kj Osborn",6.07,2.63,27.76,0.13,"2024_17_ATL_WAS",46.5,"ATL",-3.5,1,"2024-12-29","Sunday","20:20",23503,"WR","WAS",7,6.8,0,41.2,40,2,5,0,0,0,2,32,0,75.6,69.5,54,NA,52.3,0,0,0,22,0,0,135,2,93.3
"126","WR126","Jalynn Polk",6.04,2.82,28.02,0.25,"2024_17_LAC_NE",42,"LAC",6,1,"2024-12-28","Saturday","13:00",123153,"WR","NE",14,11.8,1,40,25,3,12,0,14.3,2,4,19,0,45.7,72.5,43.1,74.3,45.6,0,0,1,21,0.7,2,267,4,92.5
"127","WR127","Bo Melton",5.88,2.37,27.93,0.11,"2024_17_GB_MIN",49,"MIN",-1,0,"2024-12-29","Sunday","16:25",61610,"WR","GB",12,18.3,1,41.7,66.7,2,3,0,0,0,4,12,0,45.8,73.3,62.9,NA,56.9,0,0,1,28,0,0,73,2,94.5
"128","WR128","Ricky Pearsall",5.76,1.97,29.24,0.05,"2024_17_DET_SF",50.5,"DET",3.5,1,"2024-12-30","Monday","20:15",100660,"WR","SF",9,11.4,0,63,25,1,4,0,0,0,8,28,0,82.7,76.7,59.6,66.2,57.2,0,0,0,46,0.4,1,240,1,94.2
"129","WR129","Jahan Dotson",5.68,2.62,25.61,0.13,"2024_17_DAL_PHI",37.5,"DAL",-7.5,1,"2024-12-29","Sunday","13:00",84375,"WR","PHI",15,9.8,2,57.1,25,1,4,1,0,0,6,24,0,80,73.1,51.5,NA,51.3,0.3,1,0,36,0,0,368,1,94.6
"130","WR130","Devontez Walker",5.63,2.44,26,0.19,"2024_17_BAL_HOU",46.5,"HOU",-5.5,0,"2024-12-25","Wednesday","16:30",145773,"WR","BLT",3,30,0,100,NA,0,0,0,0,0,1,3,0,64.7,61.2,80.8,NA,78.9,0,0,0,21,0,0,7,0,100
"131","WR131","Jaelon Darden",5.55,2.07,20.01,0.18,"2024_17_SEA_CHI",43.5,"CHI",-3.5,0,"2024-12-26","Thursday","20:15",61522,"WR","SEA",2,-2,0,100,NA,0,0,0,0,0,1,29,0,64.7,87.3,54.7,NA,54.8,0,0,0,6,0,0,15,0,93.3
"132","WR132","Malik Heath",5.42,2.47,24.57,0.11,"2024_17_GB_MIN",49,"MIN",-1,0,"2024-12-29","Sunday","16:25",124173,"WR","GB",8,5.8,0,100,100,2,2,2,0,0,3,12,0,74.6,68.8,59.6,NA,63.8,0,0,0,12,0,0,44,3,93.2
"133","WR133","Robert Woods",5.42,2.26,22.86,0.06,"2024_17_BAL_HOU",46.5,"BAL",5.5,1,"2024-12-25","Wednesday","16:30",7822,"WR","HST",13,9.6,0,64,50,1,2,0,5.9,1,9,13,2,66.7,28,56.2,75.5,55.3,0,0,0,32,1.7,3,175,1,93.1
"134","WR134","Anthony Gould",5.35,1.85,20.96,0.18,"2024_17_IND_NYG",40.5,"NYG",-7.5,0,"2024-12-29","Sunday","13:00",97078,"WR","IND",3,18,0,100,NA,0,0,0,0,0,1,14,0,64.7,80.6,69.6,NA,68.5,0,0,0,23,0,0,7,0,100
"135","WR135","Bryce Oliver",5.28,1.91,19.43,0.23,"2024_17_TEN_JAX",38,"JAX",-1,0,"2024-12-29","Sunday","13:00",84248,"WR","TEN",7,10.5,0,83.3,NA,0,0,0,0,0,3,31,0,73.4,68,77.9,NA,78.7,0,0,0,33,0,0,19,0,94.7
"136","WR136","Luke Mccaffrey",5.26,1.91,24.3,0.12,"2024_17_ATL_WAS",46.5,"ATL",-3.5,1,"2024-12-29","Sunday","20:20",101634,"WR","WAS",15,8.8,2,69.2,40,2,5,0,5.3,1,8,32,0,68.7,78.1,55.6,65.8,56.6,0,0,3,30,0.4,1,235,0,94
"137","WR137","Xavier Gipson",5.18,2.04,19.65,0.21,"2024_17_NYJ_BUF",44.5,"BUF",10,0,"2024-12-29","Sunday","13:00",104136,"WR","NYJ",14,10.8,1,60,50,1,2,0,14.3,1,3,22,0,49.2,60.9,48.1,NA,50.5,0,0,0,17,0,0,128,0,93
"138","WR138","Khadarel Hodge",5.12,2.43,22.62,0.1,"2024_17_ATL_WAS",46.5,"WAS",3.5,0,"2024-12-29","Sunday","20:20",26104,"WR","ATL",12,5,4,100,100,2,2,0,0,0,4,2,0,73.4,68,65.5,NA,69.7,0,0,0,45,0,0,69,1,92.8
"139","WR139","Chris Conley",5.08,2.1,23.02,0.09,"2024_17_DET_SF",50.5,"DET",3.5,1,"2024-12-30","Monday","20:15",9509,"WR","SF",13,21.9,0,14.3,0,0,2,0,0,0,0,28,0,64.7,61.2,52.3,66.8,47.5,1,1,1,4,1,1,97,1,92.8
"140","WR140","Tim Jones",5.07,2.11,21.93,0.21,"2024_17_TEN_JAX",38,"TEN",1,1,"2024-12-29","Sunday","13:00",61669,"WR","JAX",13,6.3,0,50,100,1,1,1,0,0,2,15,0,68.3,68.7,43.3,72.2,52.5,2.9,2,0,20,4.3,3,69,5,81.2
"141","WR141","Cody White",4.98,2.15,21.01,0.15,"2024_17_SEA_CHI",43.5,"CHI",-3.5,0,"2024-12-26","Thursday","20:15",61448,"WR","SEA",4,13,2,66.7,0,0,1,0,0,0,2,29,0,68.3,64,66.6,NA,66.8,0,0,0,28,0,0,31,0,93.5
"142","WR142","Ben Skowronek",4.8,2.52,22.95,0.1,"2024_17_KC_PIT",43.5,"KC",3,1,"2024-12-25","Wednesday","13:00",27948,"WR","PIT",8,8,0,100,NA,0,0,0,0,0,4,25,0,73.4,68,69.9,68.6,68.4,17,8,0,23,4.3,2,47,0,93.6
"143","WR143","Dj Chark",4.55,1.96,21.15,0.07,"2024_17_LAC_NE",42,"NE",-6,0,"2024-12-28","Saturday","13:00",47702,"WR","LAC",4,6,1,100,NA,0,0,0,0,0,0,27,0,70.5,65.8,59.2,NA,59.4,0,0,0,12,0,0,27,0,96.3
"144","WR144","Jake Bobo",4.38,2.01,18.46,0.05,"2024_17_SEA_CHI",43.5,"CHI",-3.5,0,"2024-12-26","Thursday","20:15",77997,"WR","SEA",15,8.5,0,75,50,1,2,0,7.7,1,7,29,0,61.8,71.9,55.3,67.4,55.2,0,0,0,15,1.3,2,150,3,91.3
"145","WR145","Xavier Hutchinson",4.04,2.02,14.2,0.06,"2024_17_BAL_HOU",46.5,"BAL",5.5,1,"2024-12-25","Wednesday","16:30",122518,"WR","HST",14,11.2,1,50,33.3,2,6,0,10,1,5,13,0,58.9,71.1,54.5,NA,55.5,0,0,0,19,0,0,230,0,94.3
"146","WR146","Jalen Virgil",NA,NA,NA,NA,"2024_17_NYJ_BUF",44.5,"NYJ",-10,1,"2024-12-29","Sunday","13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","WR147","Nikko Remigio",NA,NA,NA,NA,"2024_17_KC_PIT",43.5,"PIT",-3,0,"2024-12-25","Wednesday","13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","WR148","Jordan Whittington",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"ARI",NA,1,"2024-12-28","Saturday","20:15",97623,"WR","LA",6,6,2,78.3,50,1,2,0,0,0,10,26,0,82.7,79.7,76.8,78.9,74.4,0.9,1,0,31,5.6,6,107,0,90.7
"149","WR149","Tyler Johnson",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"ARI",NA,1,"2024-12-28","Saturday","20:15",48054,"WR","LA",14,6.7,6,68.8,75,3,4,0,0,0,7,26,0,84.9,75.1,67.1,73.5,67,0.6,1,1,63,2.2,4,179,1,91.6
"150","WR150","Puka Nacua",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"ARI",NA,1,"2024-12-28","Saturday","20:15",100632,"WR","LA",10,8.4,16,76.7,35.7,5,14,0,4.2,3,42,26,0,74.5,82.5,92.3,75.5,92.6,2.6,7,1,51,1.1,3,267,2,92.5
"151","WR151","Cooper Kupp",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"ARI",NA,1,"2024-12-28","Saturday","20:15",11824,"WR","LA",11,8,7,70.2,50,8,16,0,1.5,1,27,26,1,90.1,47.4,73.3,67.4,74.3,0,0,0,69,0.6,2,353,0,92.9
"152","WR152","Demarcus Robinson",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"ARI",NA,1,"2024-12-28","Saturday","20:15",10760,"WR","LA",15,16.8,1,52.8,50,5,10,1,3.4,1,24,26,0,77.3,76.5,65.8,NA,67.1,0,0,4,46,0,0,467,1,94
"153","WR153","Tutu Atwell",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"ARI",NA,1,"2024-12-28","Saturday","20:15",77965,"WR","LA",15,12.6,1,69.8,0,0,4,0,5.1,2,27,26,0,72,78.4,74.4,NA,76,0,0,2,50,0,0,239,1,92.9
"154","WR154","Xavier Smith",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"ARI",NA,1,"2024-12-28","Saturday","20:15",102585,"WR","LA",4,0.5,0,100,NA,0,0,0,0,0,1,26,0,68.3,85.6,75.4,NA,69.1,0,0,0,11,0,0,7,0,100
"155","WR155","Alex Erickson",NA,NA,NA,NA,"2024_17_LAC_NE",42,"LAC",6,1,"2024-12-28","Saturday","13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","WR156","Ihmir Smith-Marsette",NA,NA,NA,NA,"2024_17_IND_NYG",40.5,"IND",7.5,1,"2024-12-29","Sunday","13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","WR157","Dee Williams",NA,NA,NA,NA,"2024_17_IND_NYG",40.5,"IND",7.5,1,"2024-12-29","Sunday","13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","WR158","Bryce Ford-Wheaton",NA,NA,NA,NA,"2024_17_IND_NYG",40.5,"IND",7.5,1,"2024-12-29","Sunday","13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","WR159","Zay Jones",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"LA",NA,0,"2024-12-28","Saturday","20:15",11792,"WR","ARZ",9,8.8,0,60,NA,0,0,0,0,0,2,1,0,36.2,65.8,48.7,NA,48.3,0,0,1,13,0,0,131,0,90.1
"160","WR160","Xavier Weaver",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"LA",NA,0,"2024-12-28","Saturday","20:15",101130,"WR","ARZ",1,21,0,0,NA,0,0,0,NA,0,0,1,0,NA,NA,49.8,NA,49.8,0,0,0,0,0,0,30,0,90
"161","WR161","Michael Wilson",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"LA",NA,0,"2024-12-28","Saturday","20:15",84423,"WR","ARZ",15,11.6,2,66.2,64.7,11,17,1,4.4,2,24,1,1,76.3,33.3,62.6,46.8,64.1,0,0,3,41,0.2,1,488,3,93
"162","WR162","Zach Pascal",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"LA",NA,0,"2024-12-28","Saturday","20:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","WR163","Marvin Harrison",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"LA",NA,0,"2024-12-28","Saturday","20:15",145056,"WR","ARZ",15,14.3,1,52,41.7,15,36,0,1.9,1,36,1,1,80.8,39.4,76.3,NA,76.2,0,0,3,60,0,0,493,2,93.7
"164","WR164","Greg Dortch",NA,NA,NA,NA,"2024_17_ARI_LA",NA,"LA",NA,0,"2024-12-28","Saturday","20:15",42237,"WR","ARZ",15,4.7,12,76.9,40,2,5,0,6.3,2,13,1,1,68.1,27.5,59.6,NA,61.6,0,0,0,39,0,0,269,0,94.1
"165","WR165","Mike Woods",NA,NA,NA,NA,"2024_17_MIA_CLE",32.5,"MIA",3,1,"2024-12-29","Sunday","16:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","WR166","Jared Wayne",NA,NA,NA,NA,"2024_17_BAL_HOU",46.5,"BAL",5.5,1,"2024-12-25","Wednesday","16:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
