"","season","club_code","week","game_type","depth_team","gsis_id","position.x","full_name","fpt_proj","receptions_proj","receiving_yards_proj","pass_td_proj","game_id","total_line","opp","spread","home","gameday","weekday","gametime","player_id","position.y","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","route_rate","routes","slot_rate","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_rate","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","targets_game","rec_game","rec_yards_game","rec_td_game","man_yprr","zone_yprr","man_adv","avg_rank.x","def_rush_epa","def_rush_epa_rank","def_rush_epa_sd","def_pass_epa","def_pass_epa_rank","def_pass_epa_sd","avg_rank.y","off_rush_epa","off_rush_epa_rank","off_rush_epa_sd","off_pass_epa","off_pass_epa_rank","off_pass_epa_sd","man_snaps","zone_snaps","def_man_grade","def_zone_grade","man_percentage","man_rank","def_man_grade_rank","zone_percentage","zone_rank","def_zone_grade_rank","def","rdef","tack","prsh","cov","def_rank","def_sd","rdef_rank","rdef_sd","tack_rank","tack_sd","prsh_rank","prsh_sd","cov_rank","cov_sd","z_score","roof","dome","position"
"11",2024,"DAL",15,"REG","1","00-0036358","WR","Ceedee Lamb",14,4.5,61.1,0.5,"2024_15_DAL_CAR",42,"CAR",2.5,0,"2024-12-15","Sunday","13:00",61570,"WR","DAL",13,8.3,17,68,58.6,17,29,0,9.6,9,44,9,1,56.3,58.8,74.6,67.1,77,0.2,1,6,65,0.2,1,519,6,91.3,474,51.1,265,84.5,125,5,47.2,245,973,429,5,11.4,2.05,9.6,6.54,74.85,0.38,3.64,1.47,2.17,30,0.071,31,2.08,0.162,29,1.17,27,-0.132,26,-0.69,-0.1,28,-1.33,716,1786,60.8,59.1,0.286,18,16,0.714,14,23,56.9,57.4,60.4,55.8,59.3,32,-2.3,31,-1.84,9,0.81,32,-2.28,21,-0.53,-2.5,"outdoors",0,"wr11"
"12",2024,"MIA",15,"REG","1","00-0033040","WR","Tyreek Hill",14,4.5,60.3,0.3,"2024_15_MIA_HOU",46.5,"HOU",2.5,0,"2024-12-15","Sunday","13:00",10799,"WR","MIA",13,11.6,8,68.4,45,9,20,1,3,2,42,17,0,85.1,82.1,72.8,NA,76.1,0,0,0,80,0,0,450,5,94,423,37.6,169,110.4,95,5,61.6,277,769,257,4,11.8,1.82,7.3,5,59.15,0.38,1.91,2.06,-0.15,4.5,-0.147,4,-1.07,-0.036,5,-1.21,21.5,-0.265,31,-2.26,0.13,12,0.53,804,2120,52.5,64.4,0.275,21,30,0.725,12,7,63.9,63.6,54.1,67.2,60.7,16,0.06,20,-0.03,22,-0.67,9,0.62,17,-0.16,1.74,"closed",1,"wr12"
"13",2024,"LA",15,"REG","1","00-0033908","WR","Cooper Kupp",13.9,4.9,61,0.4,"2024_15_LA_SF",48.5,"SF",3,0,"2024-12-12","Thursday","20:15",11824,"WR","LA",9,8,7,71.6,53.3,8,15,0,1.6,1,25,26,1,90,46,75.3,67.4,75.5,0,0,0,69,0.6,2,314,0,92,289,68.2,214,115.6,88,6,31.8,100,657,256,4.1,10.4,2.27,9.8,7,73,0.67,2.09,2.61,-0.52,20,-0.028,28,0.65,0.04,12,-0.3,13,-0.08,15,-0.08,0.133,11,0.55,769,2014,61.2,66.9,0.276,20,15,0.724,13,3,64.4,58.1,52.4,64.9,67.8,14,0.23,29,-1.63,27,-1.08,14,0.03,2,1.72,0.85,"outdoors",0,"wr13"
"14",2024,"MIN",15,"REG","1","00-0038994","WR","Jordan Addison",13.9,4.6,57.5,0.5,"2024_15_CHI_MIN",44,"CHI",-6.5,1,"2024-12-16","Monday","20:00",123000,"WR","MIN",11,14.7,5,69.8,70,7,10,0,6.4,3,30,18,0,69.8,79.5,75.2,67.4,76.7,0,0,2,69,0.3,1,378,4,90.5,342,33.1,125,130.9,63,7,66.4,251,708,167,3.8,16.1,2.07,5.7,4,64.36,0.64,1.36,2.4,-1.04,17,-0.035,25,0.55,0.007,9,-0.69,16,-0.124,24,-0.6,0.164,8,0.8,563,2278,62.2,63.3,0.198,30,12,0.802,3,10,65.4,65.7,61.4,64.9,63.8,9,0.57,9,0.58,6,1.05,14,0.03,7,0.66,1.49,"dome",1,"wr14"
"15",2024,"PHI",15,"REG","1","00-0035676","WR","Aj Brown",13.9,4.6,65.3,0.4,"2024_15_PIT_PHI",43,"PIT",-5.5,1,"2024-12-15","Sunday","16:25",48327,"WR","PHI",10,13.6,13,73.8,66.7,10,15,0,0,0,41,24,0,90.4,79,91.1,NA,91.7,0,0,1,67,0,0,279,1,95,265,19.7,55,129.8,65,4,80.3,224,836,266,5.5,17.4,3.15,6.5,4.8,83.6,0.4,4.47,2.92,1.55,7.5,-0.109,12,-0.52,-0.055,3,-1.44,7.5,0.091,1,1.93,0.117,14,0.42,1054,2093,55.6,60.5,0.335,13,27,0.665,20,18,67.5,67.4,63.2,76,59.1,4,1.28,6,1.07,2,1.47,1,2.86,22,-0.59,1.86,"outdoors",0,"wr15"
"16",2024,"MIN",15,"REG","1","00-0036322","WR","Justin Jefferson",13.8,5.4,60.5,0.3,"2024_15_CHI_MIN",44,"CHI",-6.5,1,"2024-12-16","Monday","20:00",61398,"WR","MIN",13,12.5,9,70.8,54.5,12,22,1,3.8,3,50,18,1,82.8,51.2,88.6,NA,89.4,0,0,5,97,0,0,483,2,91.7,443,27.1,131,109.4,106,7,71.4,345,1170,325,4.3,15.6,2.64,8.2,5.77,90,0.54,3.55,2.78,0.77,17,-0.035,25,0.55,0.007,9,-0.69,16,-0.124,24,-0.6,0.164,8,0.8,563,2278,62.2,63.3,0.198,30,12,0.802,3,10,65.4,65.7,61.4,64.9,63.8,9,0.57,9,0.58,6,1.05,14,0.03,7,0.66,1.49,"dome",1,"wr16"
"17",2024,"LV",15,"REG","1","00-0034960","WR","Jakobi Meyers",13.7,4.8,56.5,0.3,"2024_15_ATL_LV",44.5,"ATL",5.5,1,"2024-12-16","Monday","20:30",47468,"WR","LV",11,9.2,4,72.5,73.3,11,15,0,0,0,39,23,0,90.3,81.5,75.5,66.3,76.6,0,0,2,43,0.2,1,462,3,93.3,431,34.6,160,94.7,91,2,65.2,301,743,241,3.7,11.3,1.72,8.3,6,67.55,0.18,1.69,1.88,-0.19,24.5,-0.058,21,0.22,0.146,28,0.98,29.5,-0.3,32,-2.67,-0.078,27,-1.16,552,2018,66.6,58.3,0.215,28,2,0.785,5,27,63.5,65.6,56.8,59.1,63.1,17,-0.07,10,0.55,16,-0.04,31,-1.44,10,0.47,-2.14,"dome",1,"wr17"
"18",2024,"PHI",15,"REG","1","00-0036912","WR","Devonta Smith",13.7,4.5,53.8,0.5,"2024_15_PIT_PHI",43,"PIT",-5.5,1,"2024-12-15","Sunday","16:25",61100,"WR","PHI",10,10.8,7,75,35.7,5,14,0,6.3,3,27,24,0,68.8,78.6,77,NA,78.4,0.3,1,3,46,0,0,317,1,95.3,302,53.6,170,109.9,60,5,46.1,146,553,197,4.4,12.3,1.83,6,4.5,55.3,0.5,1.68,1.79,-0.11,7.5,-0.109,12,-0.52,-0.055,3,-1.44,7.5,0.091,1,1.93,0.117,14,0.42,1054,2093,55.6,60.5,0.335,13,27,0.665,20,18,67.5,67.4,63.2,76,59.1,4,1.28,6,1.07,2,1.47,1,2.86,22,-0.59,1.86,"outdoors",0,"wr18"
"19",2024,"JAX",15,"REG","1","00-0039893","WR","Brian Thomas",13.5,5.2,63.4,0.2,"2024_15_NYJ_JAX",41.5,"NYJ",3.5,1,"2024-12-15","Sunday","13:00",146760,"WR","JAX",13,13.1,7,65.9,36.4,4,11,0,8.5,5,37,15,0,61.6,80.8,78.4,NA,80.2,0,0,4,85,0,0,392,3,95.7,375,26.5,104,104.3,82,6,73.2,287,851,357,6.6,15.8,2.27,6.3,4.15,65.46,0.46,2.05,2.57,-0.52,22.5,-0.046,23,0.39,0.107,22,0.51,18,-0.064,14,0.11,-0.014,22,-0.64,958,1818,62.4,61.1,0.345,12,10,0.655,21,17,63.3,61.5,53,64.8,63.3,18,-0.14,24,-0.64,23,-0.93,16,0.01,9,0.53,-1.15,"outdoors",0,"wr19"
"20",2024,"SEA",15,"REG","1","00-0038543","WR","Jaxon Smith-Njigba",13.4,4.8,60.8,0.3,"2024_15_GB_SEA",48,"GB",3,1,"2024-12-15","Sunday","20:20",129758,"WR","SEA",13,9.8,10,75.8,50,8,16,0,2.6,2,45,29,1,89.8,53,81,NA,83.9,0,0,4,46,0,0,526,1,92.2,485,85.7,451,103.6,99,5,14.1,74,911,384,5.1,12.1,1.88,7.6,5.77,70.08,0.38,2.82,1.57,1.25,9.5,-0.132,8,-0.85,0.025,11,-0.48,23.5,-0.161,30,-1.03,0.073,17,0.07,787,2227,58,66.3,0.261,22,23,0.739,11,4,63.3,61,60.2,61.8,63.4,18,-0.14,26,-0.79,10,0.77,26,-0.75,8,0.55,0.55,"outdoors",0,"wr20"
"21",2024,"SEA",15,"REG","1","00-0038543","WR","Jaxon Smith-Njigba",13.4,4.8,60.8,0.3,"2024_15_GB_SEA",48,"GB",3,1,"2024-12-15","Sunday","20:20",129758,"WR","SEA",13,9.8,10,75.8,50,8,16,0,2.6,2,45,29,1,89.8,53,81,NA,83.9,0,0,4,46,0,0,526,1,92.2,485,85.7,451,103.6,99,5,14.1,74,911,384,5.1,12.1,1.88,7.6,5.77,70.08,0.38,2.82,1.57,1.25,9.5,-0.132,8,-0.85,0.025,11,-0.48,23.5,-0.161,30,-1.03,0.073,17,0.07,787,2227,58,66.3,0.261,22,23,0.739,11,4,63.3,61,60.2,61.8,63.4,18,-0.14,26,-0.79,10,0.77,26,-0.75,8,0.55,0.55,"outdoors",0,"wr21"
"22",2024,"LA",15,"REG","1","00-0032775","WR","Demarcus Robinson",13,3.4,49.8,0.5,"2024_15_LA_SF",48.5,"SF",3,0,"2024-12-12","Thursday","20:15",10760,"WR","LA",13,16.8,1,54.9,50,5,10,1,0,0,24,26,0,87.6,76.5,69.1,NA,70.3,0,0,3,46,0,0,426,1,93.7,399,34.7,148,98.3,51,7,65.3,278,433,57,2,15.5,1.09,3.9,2.15,33.31,0.54,1.2,1.19,0.01,20,-0.028,28,0.65,0.04,12,-0.3,13,-0.08,15,-0.08,0.133,11,0.55,769,2014,61.2,66.9,0.276,20,15,0.724,13,3,64.4,58.1,52.4,64.9,67.8,14,0.23,29,-1.63,27,-1.08,14,0.03,2,1.72,0.85,"outdoors",0,"wr22"
"23",2024,"BUF",15,"REG","2","00-0031544","WR","Amari Cooper",12.7,4,59.3,0.4,"2024_15_BUF_DET",55.5,"DET",2.5,0,"2024-12-15","Sunday","16:25",9437,"WR","BUF",11,12.9,4,51.9,62.5,10,16,0,14.9,7,22,4,0,36.1,78.1,69.4,NA,69.6,0,0,2,30,0,0,357,3,92.7,331,18.8,67,73.6,77,3,81.2,290,481,108,2.7,12,1.45,7,3.64,43.73,0.27,1.84,1.21,0.63,3.5,-0.144,5,-1.02,-0.08,2,-1.74,2,0.048,3,1.43,0.305,1,1.95,1752,1816,64.1,63.6,0.491,1,6,0.509,32,9,68.1,66,61.5,67.3,66.7,2,1.48,8,0.67,5,1.07,8,0.65,4,1.43,3.69,"dome",1,"wr23"
"24",2024,"ARI",15,"REG","1","00-0039849","WR","Marvin Harrison",12.7,3.7,46.8,0.6,"2024_15_NE_ARI",46.5,"NE",-6,1,"2024-12-15","Sunday","16:25",145056,"WR","ARZ",13,14.5,1,53.6,46.9,15,32,0,2.2,1,33,1,1,77.8,34.5,77.5,NA,77.3,0,0,3,60,0,0,413,1,94.7,391,25.4,105,92.1,84,7,74.6,308,655,101,2.2,14.6,1.68,6.5,3.46,50.38,0.54,1.81,1.72,0.0900000000000001,25,-0.061,19,0.18,0.172,31,1.29,13.5,-0.052,12,0.25,0.109,15,0.36,1264,1555,61.8,57,0.448,2,13,0.552,31,28,62,60.8,66.5,61.9,60.4,24,-0.58,27,-0.85,1,2.25,25,-0.73,18,-0.24,-0.93,"closed",1,"wr24"
"25",2024,"NYJ",15,"REG","1","00-0037740","WR","Garrett Wilson",12.6,4.4,54.2,0.4,"2024_15_NYJ_JAX",41.5,"JAX",-3.5,0,"2024-12-15","Sunday","13:00",97405,"WR","NYJ",13,9.6,19,64.3,51.9,14,27,0,4.7,4,47,22,1,79.3,52.2,79.9,NA,80.6,0,0,5,42,0,0,530,5,94.5,501,32.5,172,81.3,126,5,67,355,877,358,4.4,10.8,1.75,9.7,6.23,67.46,0.38,2.2,1.58,0.62,26,-0.059,20,0.21,0.27,32,2.47,20.5,-0.118,22,-0.53,0.044,19,-0.17,1249,2036,59,58.6,0.38,4,21,0.62,29,25,62.3,63.8,58.7,63.4,58.7,23,-0.48,18,0.03,13,0.41,23,-0.35,27,-0.69,-2.64,"outdoors",0,"wr25"
"26",2024,"TB",15,"REG","1","00-0031408","WR","Mike Evans",12.6,4.5,58.9,0.2,"2024_15_TB_LAC",46,"LAC",3,0,"2024-12-15","Sunday","16:25",8642,"WR","TB",10,12.7,2,66.2,63.6,7,11,0,8.5,4,34,30,0,59.9,78.4,81.4,NA,79.4,0,0,3,32,0,0,298,0,94.3,281,31.5,94,111.7,65,7,68.5,204,590,130,3,13.7,2.1,6.5,4.3,59,0.7,2.25,2.07,0.18,8,-0.109,12,-0.52,-0.044,4,-1.31,7,0.006,6,0.93,0.164,8,0.8,774,2504,65,65.6,0.236,26,4,0.764,7,5,67.5,67.4,54.6,64.4,67.7,4,1.28,6,1.07,20,-0.56,18,-0.09,3,1.69,2.11,"dome",1,"wr26"
"27",2024,"CLE",15,"REG","1","00-0036407","WR","Jerry Jeudy",12.2,4.1,53.7,0.4,"2024_15_KC_CLE",41.5,"KC",4.5,1,"2024-12-15","Sunday","13:00",61103,"WR","CLV",13,13.2,4,62.8,35.7,5,14,0,6.3,4,42,8,0,70.7,80.6,74.8,NA,75.8,0.3,2,1,89,0,0,588,6,93.9,552,34.2,201,106,94,4,65,382,944,265,4.5,16,1.71,7.2,4.54,72.62,0.31,1.53,1.73,-0.2,13.5,-0.143,6,-1.01,0.104,21,0.47,28.5,-0.126,25,-0.62,-0.124,32,-1.53,1036,1834,57.5,61.8,0.361,7,24,0.639,26,13,66,68.2,60.9,68.5,61,6,0.77,2,1.31,7,0.93,3,0.95,14,-0.08,-2,"outdoors",0,"wr27"
"28",2024,"ATL",15,"REG","2","00-0034407","WR","Ray-Ray Mccloud",12.1,3.7,57.7,0.3,"2024_15_ATL_LV",44.5,"LV",-5.5,0,"2024-12-16","Monday","20:30",47895,"WR","ATL",13,6.4,9,80.3,41.7,5,12,0,1.9,1,24,2,3,87.9,21.1,62.8,81.7,63.1,0,0,2,60,2.5,12,483,3,90.5,437,43.5,210,95.3,66,1,56.3,272,574,308,5.8,10.8,1.31,5.1,4.08,44.15,0.08,1.08,1.51,-0.43,21,-0.087,16,-0.2,0.129,26,0.77,13,-0.048,10,0.3,0.081,16,0.13,1050,1906,52,54.3,0.355,8,32,0.645,25,32,58.6,64.7,52.9,60.9,51.6,31,-1.72,14,0.29,24,-0.96,28,-0.98,32,-2.58,-0.64,"dome",1,"wr28"
"29",2024,"ATL",15,"REG","1","00-0034407","WR","Ray-Ray Mccloud",12.1,3.7,57.7,0.3,"2024_15_ATL_LV",44.5,"LV",-5.5,0,"2024-12-16","Monday","20:30",47895,"WR","ATL",13,6.4,9,80.3,41.7,5,12,0,1.9,1,24,2,3,87.9,21.1,62.8,81.7,63.1,0,0,2,60,2.5,12,483,3,90.5,437,43.5,210,95.3,66,1,56.3,272,574,308,5.8,10.8,1.31,5.1,4.08,44.15,0.08,1.08,1.51,-0.43,21,-0.087,16,-0.2,0.129,26,0.77,13,-0.048,10,0.3,0.081,16,0.13,1050,1906,52,54.3,0.355,8,32,0.645,25,32,58.6,64.7,52.9,60.9,51.6,31,-1.72,14,0.29,24,-0.96,28,-0.98,32,-2.58,-0.64,"dome",1,"wr29"
"30",2024,"MIA",15,"REG","1","00-0036613","WR","Jaylen Waddle",12.1,4.1,54.6,0.3,"2024_15_MIA_HOU",46.5,"HOU",2.5,0,"2024-12-15","Sunday","13:00",84088,"WR","MIA",13,9.4,2,75,50,2,4,0,8.5,5,36,17,0,61.2,80.2,74.6,NA,74.2,0.2,1,1,63,0,0,448,0,94.6,424,27,121,108.6,72,2,72.5,325,700,233,4.3,13,1.65,5.5,4.15,53.85,0.15,2.23,1.65,0.58,4.5,-0.147,4,-1.07,-0.036,5,-1.21,21.5,-0.265,31,-2.26,0.13,12,0.53,804,2120,52.5,64.4,0.275,21,30,0.725,12,7,63.9,63.6,54.1,67.2,60.7,16,0.06,20,-0.03,22,-0.67,9,0.62,17,-0.16,1.74,"closed",1,"wr30"
"31",2024,"CHI",15,"REG","1","00-0034827","WR","Dj Moore",12,4.7,59.6,0.2,"2024_15_CHI_MIN",44,"MIN",6.5,0,"2024-12-16","Monday","20:00",48267,"WR","CHI",13,8.1,9,67.3,47.4,9,19,0,4.2,3,31,6,0,70.8,82.6,71,NA,70.4,0,0,2,44,0,0,567,2,91.5,519,25.6,145,95.8,101,5,73.5,417,712,399,5.9,10.5,1.37,7.8,5.23,54.77,0.38,1.03,1.34,-0.31,3.5,-0.215,1,-2.05,-0.035,6,-1.2,20.5,-0.089,17,-0.18,-0.026,24,-0.74,763,2742,62.4,61.8,0.218,27,10,0.782,6,13,65,71.1,61.8,60.3,60.8,11,0.43,1,2.15,4,1.14,29,-1.14,16,-0.14,0.46,"dome",1,"wr31"
"32",2024,"LV",15,"REG","2","00-0039543","WR","Ramel Keyton",11.9,3.8,47.2,0.5,"2024_15_ATL_LV",44.5,"ATL",5.5,1,"2024-12-16","Monday","20:30",99204,"WR","LV",3,12,0,33.3,100,1,1,0,0,0,1,23,0,64.7,61.2,58,NA,57.7,0,0,0,7,0,0,29,0,89.7,26,0,0,42.4,3,0,100,29,7,0,0,7,0.27,1,0.33,2.33,0,0,0.64,-0.64,24.5,-0.058,21,0.22,0.146,28,0.98,29.5,-0.3,32,-2.67,-0.078,27,-1.16,552,2018,66.6,58.3,0.215,28,2,0.785,5,27,63.5,65.6,56.8,59.1,63.1,17,-0.07,10,0.55,16,-0.04,31,-1.44,10,0.47,-2.14,"dome",1,"wr32"
