"","position.x","full_name","fpt_proj","receptions_proj","receiving_yards_proj","pass_td_proj","game_id","total_line","opp","spread","home","gameday","weekday","gametime","player_id","position.y","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","route_rate"
"89","WR89","Calvin Ridley",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,48262,"WR","TEN",17,16,7,56.6,45.8,11,24,1,11.1,8,40,31,0,48.9,48.7,73.4,NA,74.7,0,0,4,63,0,0,583,2,93.7
"90","WR90","Jhaquan Jackson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,101135,"WR","TEN",6,25,0,33.3,NA,0,0,0,0,0,1,31,0,68.3,20.4,69.3,NA,67.7,0,0,0,8,0,0,19,0,89.5
"91","WR91","Tyler Boyd",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,10689,"WR","TEN",16,7,5,69.6,54.5,6,11,0,2.5,1,20,31,0,81.8,78.3,60,39.1,60.9,0,0,4,40,0.9,4,464,0,92.5
"92","WR92","Nick Westbrook-Ikhine",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,47861,"WR","TEN",17,12.8,5,57.1,57.1,8,14,0,8.6,3,25,31,0,60.7,77,63.4,77.6,63.7,0,0,3,98,0.9,4,469,2,92.8
"93","WR93","Bryce Oliver",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84248,"WR","TEN",9,10.7,0,85.7,NA,0,0,0,0,0,4,31,0,74.6,72.2,68,NA,74.4,0,0,0,33,0,0,34,0,97.1
"94","WR94","Mason Kinsey",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,115664,"WR","TEN",4,8.5,0,100,NA,0,0,0,0,0,1,31,0,68.3,78.2,49.6,NA,49.4,0,0,0,11,0,0,45,1,91.1
"95","WR95","Adonai Mitchell",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,146712,"WR","IND",17,14.7,1,45.1,0,0,5,0,14.8,4,16,14,2,41.4,20.3,57.9,NA,61.4,0,0,0,36,0,0,221,1,93.2
"96","WR96","Alec Pierce",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,78038,"WR","IND",16,22.8,0,56.1,47.6,10,21,0,7.5,3,32,14,0,57.8,78,74.3,68.1,75.3,0,0,5,65,0.2,1,485,1,93.2
"97","WR97","Ashton Dulin",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,91479,"WR","IND",14,19,1,25,0,0,2,0,0,0,2,14,0,70.5,74.6,54.9,70.4,55.6,4.3,3,1,54,2.9,2,70,2,87.1
"98","WR98","Josh Downs",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,122832,"WR","IND",14,6.7,8,70.6,46.7,7,15,0,5.3,4,40,14,0,76.3,86.2,84.8,64.5,85.1,0.3,1,3,69,0.3,1,386,2,94.6
"99","WR99","Anthony Gould",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,97078,"WR","IND",3,18,0,100,NA,0,0,0,0,0,1,14,0,64.7,82.9,69.6,NA,68.5,0,0,0,23,0,0,7,0,100
"100","WR100","Michael Pittman",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,29049,"WR","IND",16,10.9,5,65.1,53.6,15,28,0,4.2,3,35,14,1,80.3,47.2,72.2,67,72.6,0.2,1,4,33,0.4,2,511,4,94.1
"101","WR101","Marquise Brown",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,61568,"WR","KC",2,8.1,0,60,100,1,1,0,0,0,5,16,0,77.3,70.6,76.5,NA,75,0,0,0,20,0,0,35,0,97.1
"102","WR102","Justin Watson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,66915,"WR","KC",17,15,0,71,83.3,5,6,1,4.3,1,13,16,0,72.1,74.9,52.7,36.3,51.7,1.7,7,0,49,0.2,1,421,1,94.8
"103","WR103","Deandre Hopkins",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,7808,"WR","KC",16,11.7,3,71.8,52.2,12,23,1,3.4,2,35,16,0,74.4,79.9,78.6,NA,77.9,0,0,2,35,0,0,393,1,90.8
"104","WR104","Nikko Remigio",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84150,"WR","KC",2,10.3,0,33.3,0,0,1,0,0,0,2,16,0,68.3,29.8,76.8,NA,75.2,8,2,0,25,0,0,25,0,96
"105","WR105","Xavier Worthy",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,144718,"WR","KC",17,9.4,6,63.4,27.3,3,11,0,7.8,5,36,16,0,63.7,82.3,65.2,NA,65,0,0,2,54,0,0,548,3,94.2
"106","WR106","Juju Smith-Schuster",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,11817,"WR","KC",14,5.2,4,72,0,0,3,1,0,0,11,16,0,83.2,74.1,57.9,77.3,58.6,1.1,3,1,50,1.4,4,285,3,91.6
"107","WR107","Tre Tucker",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,101106,"WR","LV",17,12.4,4,60.3,53.3,8,15,0,4.1,2,24,23,0,78.7,83.7,57.5,66.2,58,0,0,1,58,0.1,1,683,1,93.7
"108","WR108","Ramel Keyton",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,99204,"WR","LV",4,12,0,33.3,100,1,1,0,0,0,1,23,0,64.7,61.2,57.6,NA,57.3,0,0,0,7,0,0,30,0,90
"109","WR109","Jakobi Meyers",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,47468,"WR","LV",15,10.7,6,69,66.7,16,24,0,0,0,52,23,0,90.9,83.2,77.7,70.7,78.5,0,0,4,43,0.3,2,628,4,93
"110","WR110","Terrace Marshall",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84271,"WR","LV",7,10.4,0,60,100,1,1,0,0,0,1,23,0,70.5,65.8,51.9,NA,52,0,0,0,28,0,0,92,1,92.4
"111","WR111","Erik Ezukanma",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,78148,"WR","MIA",2,31.5,0,0,NA,0,0,0,NA,0,0,17,0,NA,NA,52.4,NA,52.9,0,0,0,0,0,0,14,0,92.9
"112","WR112","Malik Washington",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,97108,"WR","MIA",14,5.4,2,72.2,42.9,3,7,1,7.1,2,13,17,0,64.1,86.2,57.7,64.9,60.8,0.7,2,0,20,0.4,1,270,2,95.6
"113","WR113","Tyreek Hill",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,10799,"WR","MIA",17,11.9,13,66.9,40,10,25,2,3.6,3,54,17,0,85.3,84.1,72.7,NA,77.3,0.2,1,3,80,0,0,584,7,93.7
"114","WR114","Jaylen Waddle",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84088,"WR","MIA",15,9.8,3,69.9,50,2,4,0,9.4,6,38,17,0,57.2,80.8,72.1,NA,71.5,0.2,1,3,63,0,0,514,0,94.6
"115","WR115","River Cracraft",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,47417,"WR","MIA",8,8.5,1,87.5,50,1,2,1,0,0,4,17,0,75.6,69.5,57.1,NA,59.7,0,0,0,16,0,0,85,1,94.1
"116","WR116","Dwayne Eskridge",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,29573,"WR","MIA",6,5,0,100,NA,0,0,0,0,0,2,17,0,70.5,72.8,71.3,NA,71.2,0,0,0,30,0,0,22,0,86.4
"117","WR117","Javon Baker",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,123904,"WR","NE",7,13.5,0,25,0,0,1,0,0,0,1,19,0,64.7,69.5,52.5,NA,53.8,0,0,0,12,0,0,46,0,87
"118","WR118","Kendrick Bourne",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,12270,"WR","NE",12,9.4,3,75.7,60,6,10,0,3.4,1,13,19,0,77.8,77.1,62.1,70.2,62.7,0.3,1,0,37,0.3,1,317,1,91.2
"119","WR119","Kayshon Boutte",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,124087,"WR","NE",15,14.5,5,64.2,75,9,12,1,10.4,5,25,19,0,47.6,78.8,61.4,NA,62.5,0.8,4,2,48,0,0,507,3,91.9
"120","WR120","Demario Douglas",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,104155,"WR","NE",17,5.9,9,78.6,40,2,5,0,1.5,1,31,19,1,90.4,48.6,70,67.4,69.5,0,0,2,36,0.2,1,480,2,92.1
"121","WR121","Cedrick Wilson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,48170,"WR","NO",15,8.7,2,71.4,0,0,4,0,9.1,2,8,20,0,61.3,26.2,63.5,74.3,63.7,0,0,1,25,1.4,3,220,1,91.8
"122","WR122","Dante Pettis",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,48113,"WR","NO",8,11.8,3,50,0,0,2,0,0,0,8,20,0,80,83.2,70.2,NA,69.3,0,0,0,20,0,0,104,0,95.2
"123","WR123","Marquez Valdes-Scantling",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,47809,"WR","NO",14,19.2,2,46.3,10,1,10,0,13.6,3,14,20,0,45.1,74.5,61.7,NA,60.8,0,0,1,71,0,0,315,0,92.1
"124","WR124","Kevin Austin",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84345,"WR","NO",8,12,0,52.4,50,2,4,0,8.3,1,10,20,1,60.2,21,56,77,57.6,0,0,1,23,2.8,6,211,1,91
"125","WR125","Mason Tipton",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,109617,"WR","NO",11,12.9,1,58.3,75,3,4,0,12.5,2,2,20,0,51.8,73.7,48,NA,47.6,0,0,0,15,0,0,254,1,93.7
"126","WR126","Malik Nabers",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,146759,"WR","NYG",15,9.7,19,66.1,46.2,18,39,1,6.8,8,55,21,1,71.5,61.8,86.7,NA,87.1,0,0,2,59,0,0,602,6,92.4
"127","WR127","Darius Slayton",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,25578,"WR","NYG",16,13.7,7,55.7,60,12,20,0,15.2,7,30,21,0,29.9,79.3,59,74.3,59.9,0,0,2,43,0.5,3,575,5,92.3
"128","WR128","Wandale Robinson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,101735,"WR","NYG",17,5.1,20,70.5,58.6,17,29,1,7,7,36,21,0,64.2,83.2,63.4,67.8,64.6,0.2,1,2,35,0.2,1,622,4,93.1
"129","WR129","Jalin Hyatt",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,124282,"WR","NYG",16,18.6,0,42.1,60,3,5,0,11.1,1,3,21,0,54.5,70.1,48,NA,49.5,0,0,2,19,0,0,230,0,94.3
"130","WR130","Bryce Ford-Wheaton",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","WR131","Ihmir Smith-Marsette",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","WR132","Allen Lazard",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,48135,"WR","NYJ",12,11.5,3,61.7,57.1,8,14,2,17.8,8,29,22,0,29.5,77.9,62.7,52.2,63.9,1.6,7,2,52,0.7,3,451,7,93.3
"133","WR133","Garrett Wilson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,97405,"WR","NYJ",17,9.4,25,66.4,51.7,15,29,0,5.6,6,60,22,2,76.7,32.7,78.9,NA,79.3,0,0,5,42,0,0,696,5,93.8
"134","WR134","Davante Adams",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,8688,"WR","NYJ",14,9.1,12,63,50,13,26,0,10.5,10,49,22,0,51.1,82.8,75.8,NA,76.8,0,0,3,71,0,0,558,2,93.5
"135","WR135","Malachi Corley",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,66272,"WR","NYJ",5,9.3,0,50,100,2,2,0,0,0,1,22,0,70.5,14.3,52.2,66.1,57.2,0,0,0,10,2,1,49,0,95.9
"136","WR136","Xavier Gipson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,104136,"WR","NYJ",16,10.8,1,60,50,1,2,0,14.3,1,3,22,0,49.2,64.1,48.6,NA,49.9,0,0,0,17,0,0,138,0,92.8
"137","WR137","Greg Dortch",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,42237,"WR","ARZ",17,4.2,14,80.4,57.1,4,7,0,5.1,2,16,1,1,72.6,24.7,63.9,NA,65.2,0,0,0,39,0,0,310,0,93.5
"138","WR138","Zach Pascal",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","WR139","Marvin Harrison",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,145056,"WR","ARZ",17,14.2,1,54.4,42.1,16,38,0,1.6,1,43,1,1,78.8,45.4,77.7,NA,77.2,0,0,4,60,0,0,579,2,93.8
"140","WR140","Michael Wilson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84423,"WR","ARZ",16,11.7,3,67.1,61.1,11,18,1,4.1,2,27,1,1,78.2,37.2,62.9,46.8,64.5,0,0,3,41,0.2,1,538,5,93.1
"141","WR141","Zay Jones",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,11792,"WR","ARZ",11,11.1,0,72.7,0,0,1,0,0,0,5,1,0,54.5,70.1,53.1,NA,53.6,0,0,1,25,0,0,184,0,91.8
"142","WR142","Xavier Weaver",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,101130,"WR","ARZ",2,20,0,0,0,0,1,0,NA,0,0,1,0,NA,NA,49.7,NA,49.3,0,0,0,0,0,0,36,0,88.9
"143","WR143","Ricky Pearsall",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,100660,"WR","SF",11,11.3,0,70.5,55.6,5,9,0,3.1,1,19,28,0,78.5,79.2,63.9,66.2,64.1,0,0,3,46,0.3,1,325,2,94.2
"144","WR144","Jacob Cowing",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,100894,"WR","SF",10,15.6,0,80,NA,0,0,0,0,0,3,28,0,73.4,86.6,62.4,NA,62.6,1.4,1,1,41,0,0,71,2,94.4
"145","WR145","Deebo Samuel",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,48274,"WR","SF",15,6.9,15,63.8,33.3,5,15,1,8.9,5,28,28,0,60.6,42.4,70.9,NA,72.1,0.5,2,1,76,0,0,438,4,95.9
"146","WR146","Jauan Jennings",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,48027,"WR","SF",15,10.5,12,69.4,62.5,20,32,3,4.9,4,47,28,1,77.1,50.8,83.1,74.8,83.7,0,0,3,45,0.4,2,459,6,94.1
"147","WR147","Chris Conley",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,9509,"WR","SF",15,17,0,50,0,0,2,0,0,0,3,28,0,74.6,68.8,59.8,66.8,56.9,0.8,1,1,23,0.8,1,124,1,93.5
"148","WR148","Dk Metcalf",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,47864,"WR","SEA",15,14.3,5,61.1,36.6,15,41,2,4.3,3,35,29,2,80.8,27.1,74.3,NA,75,0.3,2,2,71,0,0,590,7,93.1
"149","WR149","Jaxon Smith-Njigba",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,129758,"WR","SEA",17,9.2,12,75.2,46.2,12,26,1,2,2,56,29,1,90.7,60.2,81,NA,83.5,0,0,4,46,0,0,671,3,93.1
"150","WR150","Jaelon Darden",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,61522,"WR","SEA",2,-2,0,100,NA,0,0,0,0,0,1,29,0,64.7,88.6,54.7,NA,54.8,0,0,0,6,0,0,15,0,93.3
"151","WR151","Jake Bobo",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,77997,"WR","SEA",17,8.4,0,76.5,66.7,2,3,0,7.1,1,8,29,0,63.2,72.3,55.4,67.4,56.2,0,0,0,15,1.2,2,164,4,92.1
"152","WR152","Tyler Lockett",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,9502,"WR","SEA",17,11.7,4,70,46.2,6,13,2,5.8,3,36,29,0,71.5,79.2,65.2,NA,65.6,0,0,4,37,0,0,589,3,92.5
"153","WR153","Dareke Young",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,111900,"WR","SEA",3,9,0,0,NA,0,0,0,NA,0,0,29,0,NA,NA,56.9,NA,57.2,0,0,0,0,0,0,6,0,83.3
"154","WR154","Jalen Coker",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,143068,"WR","CAR",11,11.4,4,71.1,62.5,5,8,0,3,1,23,5,0,78.9,77.1,72.8,NA,73.8,0,0,1,83,0,0,298,2,93.3
"155","WR155","Deven Thompkins",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84480,"WR","CAR",7,-1.8,1,100,NA,0,0,0,0,0,2,5,0,72.1,77.5,60.1,NA,63.1,2.9,1,0,12,0,0,34,1,100
"156","WR156","Xavier Legette",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,99197,"WR","CAR",16,12.6,8,60.5,52.2,12,23,0,14,8,27,5,0,36.5,81.2,59.3,46.2,59.4,0,0,1,35,0.5,2,441,0,94.6
"157","WR157","David Moore",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,11981,"WR","CAR",17,11.8,4,58.2,41.2,7,17,0,11.1,4,18,5,0,51.6,80.3,63.1,65.7,64,0,0,0,21,0.3,1,359,2,93.9
"158","WR158","Adam Thielen",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,8288,"WR","CAR",10,11.7,1,78.7,70,7,10,0,4,2,28,5,0,77.8,79.1,76.4,NA,76.5,0,0,4,40,0,0,319,1,93.7
"159","WR159","Brian Thomas",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,146760,"WR","JAX",17,11.9,9,67.4,52.9,9,17,0,6.5,6,53,15,0,67.7,83.6,82,NA,83.4,0,0,5,85,0,0,553,4,94.6
"160","WR160","Josh Reynolds",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,11872,"WR","JAX",9,11,0,54.2,37.5,3,8,0,0,0,8,15,0,80,72.3,61.2,NA,61.2,0,0,0,49,0,0,220,1,95.9
"161","WR161","Parker Washington",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,129799,"WR","JAX",17,11.7,8,62.7,44.4,4,9,1,8.6,3,19,15,1,60.4,25.1,59.7,NA,60.6,0,0,1,30,0,0,405,1,94.6
"162","WR162","Tim Jones",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,61669,"WR","JAX",15,7.2,0,60,100,1,1,1,0,0,3,15,0,70.5,69.5,46.8,72.2,55.4,4.1,3,0,20,4.1,3,73,5,82.2
"163","WR163","Devin Duvernay",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,40006,"WR","JAX",12,10.9,0,68.8,100,3,3,0,0,0,7,15,0,78.7,88.2,59.3,NA,59,0.7,1,1,28,0,0,141,0,92.9
"164","WR164","Mike Woods",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","WR165","Jerry Jeudy",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,61103,"WR","CLV",17,11.3,9,63.4,38.1,8,21,1,10,10,57,8,0,48.5,83,73.5,NA,74.9,0.4,3,2,89,0,0,761,8,93.8
"166","WR166","Elijah Moore",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84302,"WR","CLV",17,9.6,4,62.9,50,10,20,0,6.2,4,25,8,0,71.3,81.1,58.5,65.8,58.6,0,0,9,44,0.2,1,631,3,94.1
