"","position.x","full_name","fpt_proj","receptions_proj","receiving_yards_proj","pass_td_proj","game_id","total_line","opp","spread","home","gameday","weekday","gametime","player_id","position.y","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","route_rate"
"16","WR16","Malik Nabers",14.13,5.26,62.86,0.39,"2024_18_NYG_PHI",37,"PHI",3,0,"2025-01-05","Sunday","13:00",146759,"WR","NYG",14,9.9,18,66.2,47.4,18,38,1,6.3,7,53,21,1,74.2,60.8,87,NA,87.4,0,0,2,59,0,0,580,6,92.1
"17","WR17","Jamarr Chase",13.99,5.5,58.93,0.44,"2024_18_CIN_PIT",48,"PIT",-2,0,"2025-01-04","Saturday","20:00",84270,"WR","CIN",16,9.1,24,74.1,40,8,20,0,7.1,9,71,7,0,55.9,84.8,85.5,NA,84.7,0,0,6,70,0,0,706,1,93.3
"18","WR18","Cooper Kupp",13.92,4.82,58.83,0.36,"2024_18_SEA_LA",38.5,"SEA",6.5,1,"2025-01-05","Sunday","16:25",11824,"WR","LA",12,8.1,7,69.1,47.1,8,17,0,2.9,2,28,26,1,85.3,47.8,71.2,67.4,72.1,0,0,0,69,0.5,2,384,0,93
"19","WR19","Darnell Mooney",13.87,4.21,61.14,0.51,"2024_18_CAR_ATL",48,"CAR",-8,1,"2025-01-05","Sunday","13:00",48236,"WR","ATL",16,12.9,7,64,39.1,9,23,0,7.2,5,48,2,0,66,80.9,74,NA,74.6,0,0,3,49,0,0,566,2,93.1
"20","WR20","Davante Adams",13.61,4.5,57.35,0.43,"2024_18_MIA_NYJ",39,"MIA",1,1,"2025-01-05","Sunday","16:25",8688,"WR","NYJ",13,8.9,11,64.2,54.5,12,22,0,11.2,10,45,22,0,47.9,82.3,73.4,NA,74.4,0,0,2,71,0,0,519,2,93.3
"21","WR21","Jerry Jeudy",13.38,4.85,60.14,0.34,"2024_18_CLE_BAL",41,"BAL",20,0,"2025-01-04","Saturday","16:30",61103,"WR","CLV",16,11.6,5,65.1,42.1,8,19,1,8.7,8,54,8,0,55.2,82.6,73.7,NA,75.2,0.3,2,2,89,0,0,720,8,94
"22","WR22","Nico Collins",13.13,5.16,60.25,0.3,"2024_18_HOU_TEN",37,"TEN",1.5,0,"2025-01-05","Sunday","13:00",61441,"WR","HST",11,12,8,67,57.1,8,14,1,6,4,45,13,0,73.4,81,91.1,75.8,91.2,0,0,5,67,0.6,2,363,3,94.2
"23","WR23","Tyreek Hill",13.02,4.66,50.9,0.46,"2024_18_MIA_NYJ",39,"NYJ",-1,0,"2025-01-05","Sunday","16:25",10799,"WR","MIA",16,11.9,13,66.9,40,10,25,2,3.7,3,53,17,0,84.6,83.4,73.2,NA,77.6,0,0,3,80,0,0,563,7,93.4
"24","WR24","Ladd Mcconkey",12.45,4.37,50.37,0.43,"2024_18_LAC_LV",41.5,"LV",-4.5,0,"2025-01-05","Sunday","16:25",124030,"WR","LAC",15,10.3,12,74.8,60,12,20,0,7.2,6,49,27,2,67.5,30.5,79.7,NA,80.4,0.4,2,1,60,0,0,480,1,93.5
"25","WR25","Jakobi Meyers",12.4,4.67,58.29,0.22,"2024_18_LAC_LV",41.5,"LAC",4.5,1,"2025-01-05","Sunday","16:25",47468,"WR","LV",14,10.5,4,67.2,63.6,14,22,0,0,0,48,23,0,90.7,82.6,75.2,70.7,76.3,0,0,4,43,0.3,2,589,4,92.9
"26","WR26","Mike Evans",12.31,4.35,50.99,0.41,"2024_18_NO_TB",43.5,"NO",-14,1,"2025-01-05","Sunday","13:00",8642,"WR","TB",13,13,4,69.9,64.7,11,17,0,5.8,4,49,30,0,72.6,80.8,88.3,NA,87.1,0,0,4,57,0,0,403,0,93.8
"27","WR27","Dk Metcalf",12.23,3.76,47.91,0.46,"2024_18_SEA_LA",38.5,"LA",-6.5,0,"2025-01-05","Sunday","16:25",47864,"WR","SEA",14,14,5,61.2,37.5,15,40,2,4.5,3,33,29,2,79.6,26.7,74,NA,74.7,0.4,2,2,71,0,0,562,7,92.9
"28","WR28","Tim Patrick",12.18,3.09,45.03,0.66,"2024_18_MIN_DET",56.5,"MIN",-2.5,1,"2025-01-05","Sunday","20:20",12087,"WR","DET",15,11.7,4,72.1,33.3,1,3,0,0,0,20,11,0,88.3,76.8,68,67.3,67.1,0,0,3,42,0.6,2,331,0,97
"29","WR29","Brandon Powell",12.12,2.29,58.05,0.45,"2024_18_MIN_DET",56.5,"DET",2.5,0,"2025-01-05","Sunday","20:20",48036,"WR","MIN",15,10.4,0,70,0,0,1,1,0,0,5,18,0,75.6,86.6,59.2,70.7,61,0,0,0,13,1.6,2,125,2,92
"30","WR30","Demarcus Robinson",11.99,3.15,53.87,0.48,"2024_18_SEA_LA",38.5,"SEA",6.5,1,"2025-01-05","Sunday","16:25",10760,"WR","LA",16,17,1,51.9,50,5,10,1,3.4,1,24,26,0,77.3,76.5,63.8,NA,65.5,0,0,4,46,0,0,498,1,94
"31","WR31","Elijah Moore",11.99,4.17,51.73,0.49,"2024_18_CLE_BAL",41,"BAL",20,0,"2025-01-04","Saturday","16:30",84302,"WR","CLV",16,9.6,4,63,44.4,8,18,0,6.5,4,23,8,0,69.3,80.8,58.3,65.8,58.5,0,0,8,44,0.2,1,591,2,94.4
"32","WR32","Devonta Smith",11.68,4.29,49.34,0.39,"2024_18_NYG_PHI",37,"NYG",-3,1,"2025-01-05","Sunday","13:00",61100,"WR","PHI",13,10,8,81,43.8,7,16,0,5.6,4,42,24,0,73.5,81,82.7,NA,84.4,0.5,2,3,49,0,0,417,2,94.7
"33","WR33","Khalil Shakir",11.67,4.32,50.32,0.44,"2024_18_BUF_NE",37.5,"NE",-2.5,0,"2025-01-05","Sunday","13:00",84140,"WR","BUF",15,5.6,19,80,38.5,5,13,1,2.6,2,35,4,1,83.1,51.1,76.8,61.6,77.5,0.5,2,1,52,0.2,1,420,3,91
"34","WR34","Ramel Keyton",11.63,3.77,50.41,0.43,"2024_18_LAC_LV",41.5,"LAC",4.5,1,"2025-01-05","Sunday","16:25",99204,"WR","LV",4,12,0,33.3,100,1,1,0,0,0,1,23,0,64.7,61.2,57.6,NA,57.3,0,0,0,7,0,0,30,0,90
"35","WR35","Jayden Reed",11.62,3.18,53.81,0.35,"2024_18_CHI_GB",41,"CHI",-10,1,"2025-01-05","Sunday","13:00",78171,"WR","GB",16,8.2,6,72.6,66.7,8,12,0,15.9,10,27,12,0,29.8,68.1,71.9,66.2,69,0.8,3,0,70,0.3,1,396,0,93.4
"36","WR36","Courtland Sutton",11.55,3.9,58.1,0.38,"2024_18_KC_DEN",40,"KC",-10.5,1,"2025-01-05","Sunday","16:25",48164,"WR","DEN",16,13.5,1,60.8,54.8,17,31,0,11.6,10,53,10,1,40.4,51,72.2,62.4,73.4,0,0,7,37,0.2,1,590,1,94.4
"37","WR37","Dj Moore",11.53,4.75,53.23,0.18,"2024_18_CHI_GB",41,"GB",10,0,"2025-01-05","Sunday","13:00",48267,"WR","CHI",16,7.8,13,70.1,45,9,20,0,3.3,3,37,6,0,79.2,84.4,71.8,NA,71.6,0,0,3,44,0,0,691,4,91.9
"38","WR38","Garrett Wilson",11.33,4.33,50.68,0.27,"2024_18_MIA_NYJ",39,"MIA",1,1,"2025-01-05","Sunday","16:25",97405,"WR","NYJ",16,9.6,23,66,51.7,15,29,0,4.9,5,57,22,2,80.2,31,79.1,NA,79.6,0,0,5,42,0,0,654,5,93.6
"39","WR39","Marvin Harrison",11.32,3.59,41.67,0.35,"2024_18_SF_ARI",42.5,"SF",-4,1,"2025-01-05","Sunday","16:25",145056,"WR","ARZ",16,14.3,1,52.8,43.2,16,37,0,1.7,1,40,1,1,76.7,42.9,76.6,NA,76.3,0,0,4,60,0,0,544,2,93.8
"40","WR40","Alec Pierce",10.57,3.22,36.77,0.54,"2024_18_JAX_IND",44,"JAX",-5,1,"2025-01-05","Sunday","13:00",78038,"WR","IND",15,22.7,0,54.7,45,9,20,0,7.9,3,30,14,0,56.2,77.7,74.9,68.1,76.1,0,0,5,65,0.2,1,445,1,92.8
"41","WR41","Aj Brown",10.5,4.22,49.94,0.22,"2024_18_NYG_PHI",37,"NYG",-3,1,"2025-01-05","Sunday","13:00",48327,"WR","PHI",13,12.6,17,70.5,60,15,25,0,0,0,51,24,0,90.9,81,90.9,NA,91.6,0,0,2,67,0,0,383,2,94.3
"42","WR42","Jaylen Waddle",10.48,4.23,45.6,0.18,"2024_18_MIA_NYJ",39,"NYJ",-1,0,"2025-01-05","Sunday","16:25",84088,"WR","MIA",14,9.5,2,73,50,2,4,0,8.5,5,36,17,0,61.2,80.2,73.5,NA,73.1,0.2,1,1,63,0,0,466,0,94.4
"43","WR43","Xavier Legette",10.43,3,40.91,0.38,"2024_18_CAR_ATL",48,"ATL",8,0,"2025-01-05","Sunday","13:00",99197,"WR","CAR",15,12.8,6,60.5,54.5,12,22,0,14.8,8,25,5,0,33.8,80.9,58.6,46.2,58.6,0,0,1,35,0.5,2,422,0,94.5
"44","WR44","Michael Pittman",10.42,3.76,44.61,0.25,"2024_18_JAX_IND",44,"JAX",-5,1,"2025-01-05","Sunday","13:00",29049,"WR","IND",15,10.7,4,64.9,52,13,25,0,4.5,3,32,14,1,77.9,44.4,72.9,67,73.5,0.2,1,4,33,0.4,2,468,4,93.8
"45","WR45","Keenan Allen",10.34,4.38,50.68,0.13,"2024_18_CHI_GB",41,"GB",10,0,"2025-01-05","Sunday","13:00",7857,"WR","CHI",14,10.1,4,58.8,57.1,12,21,0,10.7,8,41,6,1,51.8,47.6,65.3,67.5,68.3,0,0,0,45,0.5,3,564,4,91.5
"46","WR46","Rome Odunze",10.25,3.25,47.63,0.26,"2024_18_CHI_GB",41,"GB",10,0,"2025-01-05","Sunday","13:00",73774,"WR","CHI",16,14.3,4,55.3,72.2,13,18,0,8.8,5,36,6,2,60.6,25.4,63.8,76.6,65.5,0,0,1,47,0.5,3,644,1,91.9
"47","WR47","Demario Douglas",10.25,4.38,46.6,0.19,"2024_18_BUF_NE",37.5,"BUF",2.5,1,"2025-01-05","Sunday","13:00",104155,"WR","NE",16,5.6,9,78.8,33.3,1,3,0,1.6,1,28,19,1,90.2,46.9,68.7,67.4,68.1,0,0,2,36,0.2,1,450,2,92.2
"48","WR48","Ray-Ray Mccloud",10.15,3.25,48.15,0.37,"2024_18_CAR_ATL",48,"CAR",-8,1,"2025-01-05","Sunday","13:00",47895,"WR","ATL",16,6.3,9,78.4,38.5,5,13,0,3.3,2,27,2,3,82.8,21.7,61.8,80.1,61.8,0,0,2,60,2.3,13,558,3,90.9
"49","WR49","Trent Sherfield",10.08,2.81,49.8,0.33,"2024_18_MIN_DET",56.5,"DET",2.5,0,"2025-01-05","Sunday","20:20",48021,"WR","MIN",16,6.8,0,88.9,NA,0,0,0,0,0,4,18,0,76.5,70.1,69.9,67,70,1.7,1,1,17,3.3,2,60,1,95
"50","WR50","Keon Coleman",10.07,2.95,39.67,0.34,"2024_18_BUF_NE",37.5,"NE",-2.5,0,"2025-01-05","Sunday","13:00",144949,"WR","BUF",12,14.7,5,57.4,40,6,15,2,15.6,5,19,4,0,41.2,76.6,68.6,NA,69.1,0,0,2,64,0,0,318,4,91.8
"51","WR51","Nick Westbrook-Ikhine",9.92,2.47,40.62,0.41,"2024_18_HOU_TEN",37,"HOU",-1.5,1,"2025-01-05","Sunday","13:00",47861,"WR","TEN",16,13.2,3,57.1,61.5,8,13,0,9.7,3,23,31,0,57.2,76.3,62.8,77.6,63.1,0,0,3,98,0.9,4,437,2,92.7
"52","WR52","Tyler Scott",9.78,3.05,39.72,0.37,"2024_18_CHI_GB",41,"GB",10,0,"2025-01-05","Sunday","13:00",123578,"WR","CHI",4,-2,0,100,NA,0,0,0,0,0,0,6,0,64.7,70.9,56.9,NA,56.6,0,0,0,5,0,0,6,0,100
"53","WR53","Deebo Samuel",9.78,3.73,42.18,0.22,"2024_18_SF_ARI",42.5,"ARI",4,0,"2025-01-05","Sunday","16:25",48274,"WR","SF",15,6.9,15,63.8,33.3,5,15,1,8.9,5,28,28,0,60.6,42.4,70.9,NA,72.1,0.5,2,1,76,0,0,438,4,95.9
"54","WR54","Kendrick Bourne",9.74,3.29,47.75,0.25,"2024_18_BUF_NE",37.5,"BUF",2.5,1,"2025-01-05","Sunday","13:00",12270,"WR","NE",11,9.6,3,74.3,60,6,10,0,3.7,1,12,19,0,76.7,76.8,62.7,70.2,63.3,0.3,1,0,37,0.3,1,303,1,90.8
"55","WR55","Calvin Ridley",9.73,3.43,42.98,0.26,"2024_18_HOU_TEN",37,"HOU",-1.5,1,"2025-01-05","Sunday","13:00",48262,"WR","TEN",16,15.9,6,56.5,45.8,11,24,1,10.3,7,38,31,0,52.8,46.9,72.4,NA,73.6,0,0,4,63,0,0,563,2,93.6
"56","WR56","Xavier Worthy",9.64,3.95,48.62,0.17,"2024_18_KC_DEN",40,"DEN",10.5,0,"2025-01-05","Sunday","16:25",144718,"WR","KC",16,9.4,6,63.4,27.3,3,11,0,7.8,5,36,16,0,63.7,82.3,65.2,NA,65,0,0,2,54,0,0,547,3,94.1
"57","WR57","Juju Smith-Schuster",9.61,3.01,41.7,0.25,"2024_18_KC_DEN",40,"DEN",10.5,0,"2025-01-05","Sunday","16:25",11817,"WR","KC",13,5.1,4,73.9,0,0,3,1,0,0,11,16,0,82.7,73.9,59,77.3,59.8,1.2,3,1,50,1.5,4,260,3,91.2
"58","WR58","Kayshon Boutte",9.56,3.23,47.82,0.18,"2024_18_BUF_NE",37.5,"BUF",2.5,1,"2025-01-05","Sunday","13:00",124087,"WR","NE",14,14.7,4,60,72.7,8,11,1,12.2,5,20,19,0,49,77.9,59.1,NA,60.3,0.8,4,2,40,0,0,478,3,91.8
"59","WR59","Jordan Whittington",9.42,4.6,43.67,0.24,"2024_18_SEA_LA",38.5,"SEA",6.5,1,"2025-01-05","Sunday","16:25",97623,"WR","LA",7,5.8,2,79.2,50,1,2,0,0,0,11,26,0,83.2,80.1,75.8,78.9,73.6,0.9,1,0,31,5.3,6,113,0,90.3
"60","WR60","Jalen Nailor",9.31,2.3,37.07,0.46,"2024_18_MIN_DET",56.5,"DET",2.5,0,"2025-01-05","Sunday","20:20",84292,"WR","MIN",16,12.5,0,65.8,40,2,5,1,13.8,4,20,18,0,44.2,77.1,59,NA,59.6,0,0,0,33,0,0,392,3,92.3
"61","WR61","Xavier Smith",9.17,3.46,36.73,0.34,"2024_18_SEA_LA",38.5,"SEA",6.5,1,"2025-01-05","Sunday","16:25",102585,"WR","LA",4,0.5,0,100,NA,0,0,0,0,0,1,26,0,68.3,86.2,75.4,NA,69.1,0,0,0,11,0,0,7,0,100
"62","WR62","Tre Tucker",9.16,3.78,43.05,0.15,"2024_18_LAC_LV",41.5,"LAC",4.5,1,"2025-01-05","Sunday","16:25",101106,"WR","LV",16,12.3,4,59.5,50,7,14,0,4.3,2,23,23,0,77.3,83.3,57.6,66.2,58.1,0,0,1,58,0.2,1,652,1,93.7
"63","WR63","Malik Washington",9.1,2.35,37.36,0.36,"2024_18_MIA_NYJ",39,"NYJ",-1,0,"2025-01-05","Sunday","16:25",97108,"WR","MIA",13,5.4,2,71,42.9,3,7,1,8.3,2,9,17,0,60.3,85.6,54.3,64.9,56.9,0.8,2,0,20,0.4,1,238,2,95.8
"64","WR64","Dareke Young",9.06,2.62,33.33,0.47,"2024_18_SEA_LA",38.5,"LA",-6.5,0,"2025-01-05","Sunday","16:25",111900,"WR","SEA",3,9,0,0,NA,0,0,0,NA,0,0,29,0,NA,NA,56.8,NA,57.2,0,0,0,0,0,0,6,0,83.3
"65","WR65","Darius Slayton",9,3.12,50.19,0.08,"2024_18_NYG_PHI",37,"PHI",3,0,"2025-01-05","Sunday","13:00",25578,"WR","NYG",15,13.7,7,56.5,63.2,12,19,0,15.2,7,30,21,0,29.9,79.3,59.8,74.3,60.8,0,0,2,43,0.5,3,550,5,92
"66","WR66","Allen Lazard",8.98,3.18,40.9,0.28,"2024_18_MIA_NYJ",39,"MIA",1,1,"2025-01-05","Sunday","16:25",48135,"WR","NYJ",11,11.4,3,59.6,57.1,8,14,2,19,8,26,22,0,29.1,77.3,61.1,39.4,62.5,1.7,7,2,52,0.5,2,414,7,93.5
"67","WR67","Kavontae Turpin",8.93,3.25,39.47,0.18,"2024_18_WAS_DAL",44,"WAS",6,1,"2025-01-05","Sunday","13:00",47658,"WR","DAL",16,8.7,4,65.1,16.7,1,6,0,12.5,4,16,9,1,47.5,28.9,69.4,NA,68.8,0,0,2,64,0,0,191,0,94.8
"68","WR68","Andrei Iosivas",8.89,2.48,37.08,0.51,"2024_18_CIN_PIT",48,"PIT",-2,0,"2025-01-04","Saturday","20:00",109811,"WR","CIN",16,12.1,0,60.7,58.3,7,12,0,8.1,3,26,7,0,61.9,77.3,54.1,65.7,56.1,0,0,1,39,0.2,1,574,2,92
"69","WR69","Marquez Valdes-Scantling",8.89,2.59,37.99,0.39,"2024_18_NO_TB",43.5,"TB",14,0,"2025-01-05","Sunday","13:00",47809,"WR","NO",13,20,0,48.5,12.5,1,8,0,15.8,3,12,20,0,40.1,73.8,62,NA,61.1,0,0,1,71,0,0,274,0,92
"70","WR70","Dyami Brown",8.89,2.87,35.63,0.35,"2024_18_WAS_DAL",44,"DAL",-6,0,"2025-01-05","Sunday","13:00",77986,"WR","WAS",15,7.8,10,79.4,50,2,4,0,6.9,2,12,32,1,67.3,27.8,64.5,66.3,65.7,0,0,0,51,0.4,1,262,4,92.7
"71","WR71","Jalen Tolbert",8.88,2.97,37.56,0.22,"2024_18_WAS_DAL",44,"WAS",6,1,"2025-01-05","Sunday","13:00",61637,"WR","DAL",16,12.7,2,66.2,57.9,11,19,0,8.2,4,26,9,0,62.5,79.2,59.4,NA,61.3,0,0,2,48,0,0,572,4,92.7
"72","WR72","Josh Palmer",8.84,3.07,46.51,0.11,"2024_18_LAC_LV",41.5,"LV",-4.5,0,"2025-01-05","Sunday","16:25",62979,"WR","LAC",15,15.1,1,61.9,45.5,5,11,1,9.3,4,28,27,0,60,78.4,67,NA,68.3,0,0,1,45,0,0,428,2,91.4
"73","WR73","Mack Hollins",8.78,2.79,38.71,0.34,"2024_18_BUF_NE",37.5,"NE",-2.5,0,"2025-01-05","Sunday","13:00",11873,"WR","BUF",16,14.4,1,63.6,55.6,5,9,0,3.4,1,23,4,0,76.3,76.5,60.2,62.4,62,4.9,20,0,44,0.2,1,408,1,92.6
"74","WR74","Tutu Atwell",8.74,4.06,43.65,0.2,"2024_18_SEA_LA",38.5,"SEA",6.5,1,"2025-01-05","Sunday","16:25",77965,"WR","LA",16,12.6,1,69.8,0,0,4,0,5.1,2,27,26,0,72,78.4,73.8,NA,75.4,0,0,2,50,0,0,244,1,92.6
"75","WR75","Ainias Smith",8.68,2.68,32.97,0.37,"2024_18_NYG_PHI",37,"NYG",-3,1,"2025-01-05","Sunday","13:00",99207,"WR","PHI",5,-0.3,0,100,NA,0,0,0,0,0,0,24,0,72.1,68.3,56.4,NA,58.7,0,0,0,5,0,0,12,0,91.7
"76","WR76","Robert Woods",8.67,2.94,40.37,0.33,"2024_18_HOU_TEN",37,"TEN",1.5,0,"2025-01-05","Sunday","13:00",7822,"WR","HST",14,9.6,0,66.7,50,1,2,0,5.3,1,11,13,2,68.7,28.9,58,75.5,57.3,0,0,0,32,1.6,3,190,1,92.6
"77","WR77","Deandre Hopkins",8.66,3.59,39.72,0.17,"2024_18_KC_DEN",40,"DEN",10.5,0,"2025-01-05","Sunday","16:25",7808,"WR","KC",16,11.7,3,71.8,52.2,12,23,1,3.4,2,35,16,0,74.4,79.9,78.6,NA,77.9,0,0,2,35,0,0,393,1,90.8
"78","WR78","Dontayvion Wicks",8.63,2.61,44.83,0.34,"2024_18_CHI_GB",41,"CHI",-10,1,"2025-01-05","Sunday","13:00",99711,"WR","GB",16,12.3,10,50,16.7,2,12,0,19,8,23,12,0,29,77.1,64,NA,63.2,1.7,5,2,36,0,0,287,2,94.1
"79","WR79","Jhaquan Jackson",8.61,2.55,33.7,0.41,"2024_18_HOU_TEN",37,"HOU",-1.5,1,"2025-01-05","Sunday","13:00",101135,"WR","TEN",6,25,0,33.3,NA,0,0,0,0,0,1,31,0,68.3,20.4,69.3,NA,67.7,0,0,0,8,0,0,19,0,89.5
"80","WR80","Kevin Austin",8.61,2.57,35.62,0.46,"2024_18_NO_TB",43.5,"TB",14,0,"2025-01-05","Sunday","13:00",84345,"WR","NO",7,12.4,0,50,50,2,4,0,9.1,1,9,20,1,58.5,20.5,58.4,77,58.3,0,0,1,23,3.3,6,183,1,91.3
"81","WR81","Tyler Boyd",8.6,2.9,40.37,0.2,"2024_18_HOU_TEN",37,"HOU",-1.5,1,"2025-01-05","Sunday","13:00",10689,"WR","TEN",16,7,5,69.6,54.5,6,11,0,2.5,1,20,31,0,81.8,78.3,60,39.1,60.9,0,0,4,40,0.9,4,464,0,92.5
"82","WR82","Justin Watson",8.54,2.83,35.89,0.23,"2024_18_KC_DEN",40,"DEN",10.5,0,"2025-01-05","Sunday","16:25",66915,"WR","KC",16,15.6,0,72.4,80,4,5,1,4.5,1,13,16,0,71.3,74.6,53.1,36.3,52.2,1.8,7,0,49,0.3,1,397,1,94.7
"83","WR83","Amari Cooper",8.48,2.93,37.96,0.21,"2024_18_BUF_NE",37.5,"NE",-2.5,0,"2025-01-05","Sunday","13:00",9437,"WR","BUF",14,13,4,53.7,64.7,11,17,0,15.4,8,24,4,0,33.9,78.8,68.3,NA,69,0,0,2,30,0,0,405,5,92.6
"84","WR84","Calvin Austin",8.47,2.95,37.48,0.34,"2024_18_CIN_PIT",48,"CIN",2,1,"2025-01-04","Saturday","20:00",61418,"WR","PIT",16,12.8,2,65.5,60,6,10,0,2.7,1,18,25,0,80.8,87.5,66.5,NA,67.5,0,0,0,55,0,0,360,1,96.1
"85","WR85","Curtis Samuel",8.46,2.65,36.66,0.24,"2024_18_BUF_NE",37.5,"NE",-2.5,0,"2025-01-05","Sunday","13:00",11795,"WR","BUF",13,5.4,2,66.7,50,3,6,0,4,1,8,4,0,74.4,76.4,61.4,NA,61.5,0,0,1,38,0,0,211,0,94.8
