"","season","club_code","week","game_type","depth_team","gsis_id","position.x","full_name","fpt_proj","receptions_proj","receiving_yards_proj","pass_td_proj","game_id","total_line","opp","spread","home","gameday","weekday","gametime","player_id","position.y","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","route_rate","routes","slot_rate","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_rate","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","targets_game","rec_game","rec_yards_game","rec_td_game","man_yprr","zone_yprr","man_adv","avg_rank.x","def_rush_epa","def_rush_epa_rank","def_rush_epa_sd","def_pass_epa","def_pass_epa_rank","def_pass_epa_sd","avg_rank.y","off_rush_epa","off_rush_epa_rank","off_rush_epa_sd","off_pass_epa","off_pass_epa_rank","off_pass_epa_sd","man_snaps","zone_snaps","def_man_grade","def_zone_grade","man_percentage","man_rank","def_man_grade_rank","zone_percentage","zone_rank","def_zone_grade_rank","def","rdef","tack","prsh","cov","def_rank","def_sd","rdef_rank","rdef_sd","tack_rank","tack_sd","prsh_rank","prsh_sd","cov_rank","cov_sd","z_score","roof","dome","position"
"33",2024,"HOU",16,"REG","1","00-0038977","WR","Tank Dell",12.4,4.4,54.2,0.2,"2024_16_HOU_KC",42.5,"KC",3.5,0,"2024-12-21","Saturday","13:00",78874,"WR","HST",13,12.6,4,60.8,46.7,7,15,0,10,5,29,13,0,55.9,82.2,69,NA,69.5,0,0,3,50,0,0,444,1,95.5,424,27.3,121,76.9,74,2,72.5,322,569,153,3.4,12.6,1.34,5.7,3.46,43.77,0.15,1.98,1.16,0.82,10,-0.148,6,-1.05,0.051,14,-0.13,24,-0.149,28,-0.85,0.024,20,-0.3,1138,1997,59.2,62.8,0.363,6,22,0.637,27,10,67.5,68.1,61.6,68.5,63.8,4,1.19,4,1.32,4,1.21,4,0.89,10,0.57,-0.17,"outdoors",0,"wr33"
"34",2024,"HOU",16,"REG","3","00-0038977","WR","Tank Dell",12.4,4.4,54.2,0.2,"2024_16_HOU_KC",42.5,"KC",3.5,0,"2024-12-21","Saturday","13:00",78874,"WR","HST",13,12.6,4,60.8,46.7,7,15,0,10,5,29,13,0,55.9,82.2,69,NA,69.5,0,0,3,50,0,0,444,1,95.5,424,27.3,121,76.9,74,2,72.5,322,569,153,3.4,12.6,1.34,5.7,3.46,43.77,0.15,1.98,1.16,0.82,10,-0.148,6,-1.05,0.051,14,-0.13,24,-0.149,28,-0.85,0.024,20,-0.3,1138,1997,59.2,62.8,0.363,6,22,0.637,27,10,67.5,68.1,61.6,68.5,63.8,4,1.19,4,1.32,4,1.21,4,0.89,10,0.57,-0.17,"outdoors",0,"wr34"
"35",2024,"LA",16,"REG","1","00-0033908","WR","Cooper Kupp",12.3,4.1,55,0.5,"2024_16_LA_NYJ",46.5,"NYJ",-3,0,"2024-12-22","Sunday","13:00",11824,"WR","LA",10,8.1,7,69.2,50,8,16,0,1.6,1,25,26,1,90,46,72.7,67.4,73.7,0,0,0,69,0.6,2,338,0,92.6,313,67.2,227,111.8,91,6,32.8,111,657,256,4.1,10.4,2.1,9.1,6.3,65.7,0.6,1.99,2.34,-0.35,24.5,-0.038,26,0.56,0.11,23,0.58,14,-0.079,15,-0.03,0.119,13,0.44,1114,1964,61.7,61.4,0.362,7,11,0.638,26,14,62.9,61.8,52.1,64,62.7,22,-0.37,24,-0.68,28,-1.22,19,-0.25,12,0.29,-0.14,"outdoors",0,"wr35"
"36",2024,"TEN",16,"REG","1","00-0034837","WR","Calvin Ridley",12.2,4.8,55.4,0.3,"2024_16_TEN_IND",42.5,"IND",3.5,0,"2024-12-22","Sunday","13:00",48262,"WR","TEN",14,15.6,5,54.6,50,11,22,1,11.7,7,31,31,0,46.8,42.4,68,NA,69.2,0,0,3,63,0,0,486,2,93.8,456,22,107,78.5,97,3,77.8,378,779,185,3.5,14.7,1.71,6.9,3.79,55.64,0.21,2.92,1.27,1.65,13.5,-0.107,12,-0.45,0.052,15,-0.12,30,-0.163,30,-1.02,-0.09,30,-1.18,441,2649,66.5,62.9,0.143,32,2,0.857,1,9,65.9,64.8,56.9,64,63.8,8,0.65,14,0.27,17,0.01,19,-0.25,10,0.57,-1.06,"closed",1,"wr36"
"37",2024,"ARI",16,"REG","1","00-0039849","WR","Marvin Harrison",12.2,3.7,46.6,0.5,"2024_16_ARI_CAR",47,"CAR",-5,0,"2024-12-22","Sunday","13:00",145056,"WR","ARZ",14,14.5,1,52.2,44.1,15,34,0,2.1,1,34,1,1,79.1,36.7,77.3,NA,76.7,0,0,3,60,0,0,451,1,94,424,25.7,116,89.4,90,7,74.3,335,687,124,2.6,14.6,1.62,6.4,3.36,49.07,0.5,1.84,1.58,0.26,30.5,0.068,31,2.11,0.173,30,1.34,10,-0.041,8,0.42,0.12,12,0.45,762,1900,60.3,58.6,0.286,18,18,0.714,15,26,57.1,58,59.7,56.2,58.8,32,-2.33,31,-1.88,9,0.72,32,-2.23,24,-0.69,-0.89,"outdoors",0,"wr37"
"38",2024,"MIA",16,"REG","1","00-0036613","WR","Jaylen Waddle",11.8,4.5,59.2,0.2,"2024_16_SF_MIA",44.5,"SF",1,1,"2024-12-22","Sunday","16:25",84088,"WR","MIA",14,9.5,2,73,50,2,4,0,8.5,5,36,17,0,61.2,80.2,73.5,NA,73.1,0.2,1,1,63,0,0,466,0,94.4,440,27.5,128,105.7,74,2,72.1,336,700,233,4.3,13,1.59,5.3,3.86,50,0.14,2.16,1.58,0.58,19.5,-0.032,28,0.65,0.029,11,-0.4,23,-0.263,31,-2.19,0.101,15,0.3,801,2168,61.3,67.7,0.27,20,13,0.73,13,4,65.2,59.4,52.9,65.8,68.2,11,0.41,30,-1.43,24,-1.01,13,0.2,2,1.68,0.7,"outdoors",0,"wr38"
"39",2024,"DEN",16,"REG","1","00-0034348","WR","Courtland Sutton",11.6,4.3,53.4,0.2,"2024_16_DEN_LAC",41.5,"LAC",3,0,"2024-12-19","Thursday","20:15",48164,"WR","DEN",15,13.6,1,60.9,50,14,28,0,12.5,10,48,10,1,36.6,48.8,72.2,75.1,73.3,0,0,6,37,0.4,2,544,1,93.9,511,16.5,90,81.7,115,6,83.3,453,917,162,2.3,13.1,1.79,7.7,4.67,61.13,0.4,2.49,1.72,0.77,9.5,-0.107,12,-0.45,-0.012,7,-0.89,21,-0.104,20,-0.32,-0.006,22,-0.53,851,2757,62.9,65.4,0.236,25,8,0.764,8,6,67.1,66.9,55.6,64,67.2,5,1.05,7,0.94,19,-0.32,19,-0.25,4,1.43,0.36,"dome",1,"wr39"
"40",2024,"CHI",16,"REG","1","00-0034827","WR","Dj Moore",11.5,4.3,55,0.2,"2024_16_DET_CHI",48,"DET",6.5,1,"2024-12-22","Sunday","13:00",48267,"WR","CHI",14,7.6,11,69.7,47.4,9,19,0,3.8,3,31,6,0,74.1,83.5,70.9,NA,69.8,0,0,2,44,0,0,605,2,91.6,554,26.8,162,96.8,109,5,72.2,437,758,442,5.8,10,1.37,7.8,5.43,54.14,0.36,0.99,1.35,-0.36,9,-0.097,14,-0.3,-0.04,4,-1.23,23,-0.109,21,-0.38,-0.04,25,-0.79,1870,1929,62.9,63.8,0.492,1,8,0.508,32,8,66.9,64.6,61.1,66.5,66.1,6,0.98,16,0.21,5,1.08,11,0.38,5,1.15,0.44,"outdoors",0,"wr40"
"41",2024,"SEA",16,"REG","1","00-0035640","WR","Dk Metcalf",11.3,3.8,48,0.4,"2024_16_MIN_SEA",42.5,"MIN",3,1,"2024-12-22","Sunday","16:05",47864,"WR","SEA",12,13.8,5,61.3,36.1,13,36,1,5,3,29,29,2,77.2,25.9,74.2,NA,74.1,0.4,2,1,71,0,0,492,5,92.3,454,13.6,67,97.1,93,3,86,423,840,240,4.2,14.7,1.85,7.8,4.75,70,0.25,1.99,1.85,0.14,2,-0.224,1,-2.16,-0.049,3,-1.34,23.5,-0.154,29,-0.91,0.036,18,-0.2,803,2939,63.8,61.4,0.215,28,4,0.785,5,14,64.9,69.9,61.6,60.6,61.4,14,0.31,1,1.89,4,1.21,29,-1.12,16,-0.03,1.14,"outdoors",0,"wr41"
"42",2024,"LV",16,"REG","2","00-0039543","WR","Ramel Keyton",11.2,2.5,41.2,0.5,"2024_16_JAX_LV",40.5,"JAX",-1.5,1,"2024-12-22","Sunday","16:25",99204,"WR","LV",4,12,0,33.3,100,1,1,0,0,0,1,23,0,64.7,61.2,57.5,NA,57.3,0,0,0,7,0,0,30,0,90,27,0,0,42.4,3,0,100,30,7,0,0,7,0.26,0.8,0.25,1.75,0,0,0.64,-0.64,26.5,-0.049,21,0.4,0.288,32,2.72,30,-0.315,32,-2.81,-0.085,28,-1.15,1412,2134,57.4,57,0.398,4,25,0.602,29,29,61.5,64,59.4,63.4,56.9,26,-0.84,18,0.02,11,0.65,23,-0.41,30,-1.17,-3.87,"dome",1,"wr42"
"43",2024,"SEA",16,"REG","2","00-0037093","WR","Dareke Young",11.1,3.7,53.3,0.4,"2024_16_MIN_SEA",42.5,"MIN",3,1,"2024-12-22","Sunday","16:05",111900,"WR","SEA",3,9,0,0,NA,0,0,0,NA,0,0,29,0,NA,NA,56.8,NA,57.2,0,0,0,0,0,0,6,0,83.3,5,0,0,39.6,1,0,100,6,0,0,NA,NA,0,0.3,0,0,0,0,0,0,2,-0.224,1,-2.16,-0.049,3,-1.34,23.5,-0.154,29,-0.91,0.036,18,-0.2,803,2939,63.8,61.4,0.215,28,4,0.785,5,14,64.9,69.9,61.6,60.6,61.4,14,0.31,1,1.89,4,1.21,29,-1.12,16,-0.03,1.14,"outdoors",0,"wr43"
"44",2024,"SEA",16,"REG","3","00-0037093","WR","Dareke Young",11.1,3.7,53.3,0.4,"2024_16_MIN_SEA",42.5,"MIN",3,1,"2024-12-22","Sunday","16:05",111900,"WR","SEA",3,9,0,0,NA,0,0,0,NA,0,0,29,0,NA,NA,56.8,NA,57.2,0,0,0,0,0,0,6,0,83.3,5,0,0,39.6,1,0,100,6,0,0,NA,NA,0,0.3,0,0,0,0,0,0,2,-0.224,1,-2.16,-0.049,3,-1.34,23.5,-0.154,29,-0.91,0.036,18,-0.2,803,2939,63.8,61.4,0.215,28,4,0.785,5,14,64.9,69.9,61.6,60.6,61.4,14,0.31,1,1.89,4,1.21,29,-1.12,16,-0.03,1.14,"outdoors",0,"wr44"
"45",2024,"IND",16,"REG","1","00-0036252","WR","Michael Pittman",11,4.2,49.4,0.2,"2024_16_TEN_IND",42.5,"TEN",-3.5,1,"2024-12-22","Sunday","13:00",29049,"WR","IND",13,11.1,4,61.9,47.6,10,21,0,5.5,3,24,14,1,72.4,37.4,69.7,67,69.7,0.2,1,4,33,0.5,2,412,3,93.9,387,25.5,105,71.9,84,2,74.3,306,608,209,4,11.7,1.57,6.5,4,46.77,0.15,0.89,1.94,-1.05,19,-0.088,17,-0.17,0.106,21,0.53,25,-0.131,24,-0.64,-0.058,26,-0.94,712,2128,58.9,59.9,0.251,24,23,0.749,10,20,63.3,64.7,56.2,62.5,60.8,20,-0.23,15,0.24,18,-0.17,26,-0.64,18,-0.19,-1.47,"closed",1,"wr45"
"46",2024,"CLE",16,"REG","1","00-0036980","WR","Elijah Moore",10.9,4.1,45.4,0.1,"2024_16_CLE_CIN",46.5,"CIN",8.5,0,"2024-12-22","Sunday","13:00",84302,"WR","CLV",14,9.6,4,64.7,44.4,8,18,0,6.8,4,22,8,0,67.8,80.5,59.7,65.8,59.9,0,0,8,44,0.2,1,523,2,94.5,494,59.7,312,44.2,85,1,39,204,480,119,2.2,8.7,0.97,6.1,3.93,34.29,0.07,1.39,0.88,0.51,27.5,0.023,30,1.45,0.114,25,0.62,28.5,-0.132,25,-0.65,-0.154,32,-1.68,1035,2422,61.1,57.2,0.299,16,15,0.701,17,28,62.2,62.7,52.1,62.9,59.3,25,-0.61,22,-0.39,28,-1.22,24,-0.53,21,-0.56,-2.3,"outdoors",0,"wr46"
"47",2024,"CLE",16,"REG","1","00-0036980","WR","Elijah Moore",10.9,4.1,45.4,0.1,"2024_16_CLE_CIN",46.5,"CIN",8.5,0,"2024-12-22","Sunday","13:00",84302,"WR","CLV",14,9.6,4,64.7,44.4,8,18,0,6.8,4,22,8,0,67.8,80.5,59.7,65.8,59.9,0,0,8,44,0.2,1,523,2,94.5,494,59.7,312,44.2,85,1,39,204,480,119,2.2,8.7,0.97,6.1,3.93,34.29,0.07,1.39,0.88,0.51,27.5,0.023,30,1.45,0.114,25,0.62,28.5,-0.132,25,-0.65,-0.154,32,-1.68,1035,2422,61.1,57.2,0.299,16,15,0.701,17,28,62.2,62.7,52.1,62.9,59.3,25,-0.61,22,-0.39,28,-1.22,24,-0.53,21,-0.56,-2.3,"outdoors",0,"wr47"
"48",2024,"BUF",16,"REG","2","00-0031544","WR","Amari Cooper",10.6,3.3,46.8,0.3,"2024_16_NE_BUF",46.5,"NE",-14,1,"2024-12-22","Sunday","13:00",9437,"WR","BUF",12,12.9,4,51.9,62.5,10,16,0,14.9,7,22,4,0,36.1,78.1,68.3,NA,68.5,0,0,2,30,0,0,373,3,92.8,346,19,71,73.6,77,3,81,302,481,108,2.7,12,1.39,6.4,3.33,40.08,0.25,1.7,1.17,0.53,25.5,-0.05,20,0.38,0.179,31,1.41,2,0.07,2,1.72,0.323,2,2.03,1352,1715,61.1,59.1,0.441,2,15,0.559,31,23,62.9,61.2,66.1,61.2,61.9,22,-0.37,26,-0.87,1,2.36,28,-0.96,13,0.09,0.62,"outdoors",0,"wr48"
"49",2024,"PIT",16,"REG","1","00-0037837","WR","Calvin Austin",10.5,2.8,41,0.5,"2024_16_PIT_BAL",44.5,"BAL",6.5,0,"2024-12-21","Saturday","16:30",61418,"WR","PIT",14,12.6,2,60.9,66.7,6,9,0,3.4,1,15,25,0,76.7,86.7,64.9,NA,66.1,0,0,0,55,0,0,293,1,95.2,279,61.1,179,122.7,46,4,38.9,114,452,138,4.9,16.1,1.62,3.3,2,32.29,0.29,1.11,1.97,-0.86,15,-0.169,3,-1.35,0.126,27,0.77,20,-0.133,26,-0.67,0.107,14,0.35,1511,2400,61.4,59.3,0.386,5,12,0.614,28,22,65.3,68.4,61.9,66.2,60.8,10,0.44,2,1.41,2,1.29,12,0.3,18,-0.19,-0.42,"outdoors",0,"wr49"
"50",2024,"PIT",16,"REG","1","00-0037837","WR","Calvin Austin",10.5,2.8,41,0.5,"2024_16_PIT_BAL",44.5,"BAL",6.5,0,"2024-12-21","Saturday","16:30",61418,"WR","PIT",14,12.6,2,60.9,66.7,6,9,0,3.4,1,15,25,0,76.7,86.7,64.9,NA,66.1,0,0,0,55,0,0,293,1,95.2,279,61.1,179,122.7,46,4,38.9,114,452,138,4.9,16.1,1.62,3.3,2,32.29,0.29,1.11,1.97,-0.86,15,-0.169,3,-1.35,0.126,27,0.77,20,-0.133,26,-0.67,0.107,14,0.35,1511,2400,61.4,59.3,0.386,5,12,0.614,28,22,65.3,68.4,61.9,66.2,60.8,10,0.44,2,1.41,2,1.29,12,0.3,18,-0.19,-0.42,"outdoors",0,"wr50"
"51",2024,"NYG",16,"REG","3","00-0038117","WR","Wandale Robinson",10.4,4.1,47,0.2,"2024_16_NYG_ATL",42,"ATL",9,0,"2024-12-22","Sunday","13:00",101735,"WR","NYG",14,5.5,10,68.9,60.9,14,23,1,6.6,5,27,21,0,64.7,81.7,58.8,67.8,60.2,0,0,1,25,0.2,1,532,3,92.5,492,78.8,419,83.1,103,2,20.5,109,523,258,3.6,7.4,1.06,7.4,5.07,37.36,0.14,0.96,1.13,-0.17,22,-0.084,18,-0.11,0.119,26,0.69,23.5,-0.096,18,-0.23,-0.089,29,-1.18,605,2251,66.3,59,0.212,29,3,0.788,4,24,65,66.6,57.4,59.3,64.9,12,0.34,8,0.84,15,0.14,31,-1.45,6,0.85,-1.87,"closed",1,"wr51"
"52",2024,"NYG",16,"REG","1","00-0038117","WR","Wandale Robinson",10.4,4.1,47,0.2,"2024_16_NYG_ATL",42,"ATL",9,0,"2024-12-22","Sunday","13:00",101735,"WR","NYG",14,5.5,10,68.9,60.9,14,23,1,6.6,5,27,21,0,64.7,81.7,58.8,67.8,60.2,0,0,1,25,0.2,1,532,3,92.5,492,78.8,419,83.1,103,2,20.5,109,523,258,3.6,7.4,1.06,7.4,5.07,37.36,0.14,0.96,1.13,-0.17,22,-0.084,18,-0.11,0.119,26,0.69,23.5,-0.096,18,-0.23,-0.089,29,-1.18,605,2251,66.3,59,0.212,29,3,0.788,4,24,65,66.6,57.4,59.3,64.9,12,0.34,8,0.84,15,0.14,31,-1.45,6,0.85,-1.87,"closed",1,"wr52"
"53",2024,"ATL",16,"REG","1","00-0034407","WR","Ray-Ray Mccloud",10.3,3.6,48.4,0.2,"2024_16_NYG_ATL",42,"NYG",-9,1,"2024-12-22","Sunday","13:00",47895,"WR","ATL",14,6.6,9,78.3,41.7,5,12,0,3.6,2,25,2,3,81.2,21.2,62.2,81.7,62.5,0,0,2,60,2.4,12,500,3,90.6,453,42.6,213,94.9,69,1,57.2,286,588,308,5.7,10.9,1.3,4.9,3.86,42,0.07,1.13,1.46,-0.33,26.5,-0.04,24,0.53,0.163,29,1.22,14,-0.054,11,0.26,0.065,17,0.02,966,1894,55.6,60.3,0.338,11,28,0.662,22,17,63.5,63.2,54.3,67.1,58.6,19,-0.17,21,-0.23,21,-0.65,10,0.53,26,-0.74,-1.2,"closed",1,"wr53"
"54",2024,"ATL",16,"REG","2","00-0034407","WR","Ray-Ray Mccloud",10.3,3.6,48.4,0.2,"2024_16_NYG_ATL",42,"NYG",-9,1,"2024-12-22","Sunday","13:00",47895,"WR","ATL",14,6.6,9,78.3,41.7,5,12,0,3.6,2,25,2,3,81.2,21.2,62.2,81.7,62.5,0,0,2,60,2.4,12,500,3,90.6,453,42.6,213,94.9,69,1,57.2,286,588,308,5.7,10.9,1.3,4.9,3.86,42,0.07,1.13,1.46,-0.33,26.5,-0.04,24,0.53,0.163,29,1.22,14,-0.054,11,0.26,0.065,17,0.02,966,1894,55.6,60.3,0.338,11,28,0.662,22,17,63.5,63.2,54.3,67.1,58.6,19,-0.17,21,-0.23,21,-0.65,10,0.53,26,-0.74,-1.2,"closed",1,"wr54"
"55",2024,"CHI",16,"REG","1","00-0030279","WR","Keenan Allen",10.3,3.8,47.4,0.2,"2024_16_DET_CHI",48,"DET",6.5,1,"2024-12-22","Sunday","13:00",7857,"WR","CHI",12,10.3,3,55.8,50,9,18,0,11.7,7,32,6,1,48.9,40.6,61.8,67.5,64.1,0,0,0,40,0.6,3,476,3,91,433,54,257,93.9,95,6,45.6,217,553,174,3.3,10.4,1.28,7.9,4.42,46.08,0.5,1.04,1.45,-0.41,9,-0.097,14,-0.3,-0.04,4,-1.23,23,-0.109,21,-0.38,-0.04,25,-0.79,1870,1929,62.9,63.8,0.492,1,8,0.508,32,8,66.9,64.6,61.1,66.5,66.1,6,0.98,16,0.21,5,1.08,11,0.38,5,1.15,0.44,"outdoors",0,"wr55"
"56",2024,"CHI",16,"REG","1","00-0039919","WR","Rome Odunze",10.2,3.4,49.1,0.2,"2024_16_DET_CHI",48,"DET",6.5,1,"2024-12-22","Sunday","13:00",73774,"WR","CHI",14,14.3,4,56.6,76.9,10,13,0,7.8,4,32,6,1,62.5,36.7,64.5,73.7,64.7,0,0,1,47,0.4,2,563,1,91.8,517,34.6,195,87.6,83,3,65,366,624,227,4.8,13.3,1.21,5.9,3.36,44.57,0.21,1.04,1.41,-0.37,9,-0.097,14,-0.3,-0.04,4,-1.23,23,-0.109,21,-0.38,-0.04,25,-0.79,1870,1929,62.9,63.8,0.492,1,8,0.508,32,8,66.9,64.6,61.1,66.5,66.1,6,0.98,16,0.21,5,1.08,11,0.38,5,1.15,0.44,"outdoors",0,"wr56"
"57",2024,"CHI",16,"REG","3","00-0039919","WR","Rome Odunze",10.2,3.4,49.1,0.2,"2024_16_DET_CHI",48,"DET",6.5,1,"2024-12-22","Sunday","13:00",73774,"WR","CHI",14,14.3,4,56.6,76.9,10,13,0,7.8,4,32,6,1,62.5,36.7,64.5,73.7,64.7,0,0,1,47,0.4,2,563,1,91.8,517,34.6,195,87.6,83,3,65,366,624,227,4.8,13.3,1.21,5.9,3.36,44.57,0.21,1.04,1.41,-0.37,9,-0.097,14,-0.3,-0.04,4,-1.23,23,-0.109,21,-0.38,-0.04,25,-0.79,1870,1929,62.9,63.8,0.492,1,8,0.508,32,8,66.9,64.6,61.1,66.5,66.1,6,0.98,16,0.21,5,1.08,11,0.38,5,1.15,0.44,"outdoors",0,"wr57"
"58",2024,"TEN",16,"REG","2","00-0039392","WR","Jhaquan Jackson",10.2,3.6,39.9,0.5,"2024_16_TEN_IND",42.5,"IND",3.5,0,"2024-12-22","Sunday","13:00",101135,"WR","TEN",6,25,0,33.3,NA,0,0,0,0,0,1,31,0,68.3,20.4,69.3,NA,67.7,0,0,0,8,0,0,19,0,89.5,17,63.2,12,42.4,3,0,26.3,5,8,3,3,8,0.47,0.5,0.17,1.33,0,0,0.73,-0.73,13.5,-0.107,12,-0.45,0.052,15,-0.12,30,-0.163,30,-1.02,-0.09,30,-1.18,441,2649,66.5,62.9,0.143,32,2,0.857,1,9,65.9,64.8,56.9,64,63.8,8,0.65,14,0.27,17,0.01,19,-0.25,10,0.57,-1.06,"closed",1,"wr58"
"59",2024,"TEN",16,"REG","1","00-0039392","WR","Jhaquan Jackson",10.2,3.6,39.9,0.5,"2024_16_TEN_IND",42.5,"IND",3.5,0,"2024-12-22","Sunday","13:00",101135,"WR","TEN",6,25,0,33.3,NA,0,0,0,0,0,1,31,0,68.3,20.4,69.3,NA,67.7,0,0,0,8,0,0,19,0,89.5,17,63.2,12,42.4,3,0,26.3,5,8,3,3,8,0.47,0.5,0.17,1.33,0,0,0.73,-0.73,13.5,-0.107,12,-0.45,0.052,15,-0.12,30,-0.163,30,-1.02,-0.09,30,-1.18,441,2649,66.5,62.9,0.143,32,2,0.857,1,9,65.9,64.8,56.9,64,63.8,8,0.65,14,0.27,17,0.01,19,-0.25,10,0.57,-1.06,"closed",1,"wr59"
"60",2024,"TEN",16,"REG","1","00-0039392","WR","Jhaquan Jackson",10.2,3.6,39.9,0.5,"2024_16_TEN_IND",42.5,"IND",3.5,0,"2024-12-22","Sunday","13:00",101135,"WR","TEN",6,25,0,33.3,NA,0,0,0,0,0,1,31,0,68.3,20.4,69.3,NA,67.7,0,0,0,8,0,0,19,0,89.5,17,63.2,12,42.4,3,0,26.3,5,8,3,3,8,0.47,0.5,0.17,1.33,0,0,0.73,-0.73,13.5,-0.107,12,-0.45,0.052,15,-0.12,30,-0.163,30,-1.02,-0.09,30,-1.18,441,2649,66.5,62.9,0.143,32,2,0.857,1,9,65.9,64.8,56.9,64,63.8,8,0.65,14,0.27,17,0.01,19,-0.25,10,0.57,-1.06,"closed",1,"wr60"
"61",2024,"KC",16,"REG","1","00-0030564","WR","Deandre Hopkins",9.9,3.4,35.8,0.4,"2024_16_HOU_KC",42.5,"HOU",-3.5,1,"2024-12-21","Saturday","13:00",7808,"WR","KC",14,12.2,2,71.4,55,11,20,1,3.8,2,32,16,0,71.4,79.2,78.8,NA,78.1,0,0,2,35,0,0,337,1,91.7,309,25.2,85,107.2,70,5,74.8,252,566,98,2,11.3,1.83,5,3.57,40.43,0.36,1.87,1.82,0.05,3.5,-0.152,5,-1.1,-0.051,2,-1.36,9,-0.041,8,0.42,0.129,10,0.52,869,2395,55.4,67.1,0.266,21,29,0.734,12,5,66,64.9,54.8,68.5,63.9,7,0.68,12,0.31,20,-0.53,4,0.89,8,0.6,1.88,"outdoors",0,"wr61"
"62",2024,"LA",16,"REG","1","00-0032775","WR","Demarcus Robinson",9.8,2.8,36.4,0.6,"2024_16_LA_NYJ",46.5,"NYJ",-3,0,"2024-12-22","Sunday","13:00",10760,"WR","LA",14,16.7,1,53.8,50,5,10,1,3.4,1,24,26,0,77.3,76.5,66.6,NA,68,0,0,3,46,0,0,452,1,94,425,36.3,164,97.2,52,7,63.7,288,433,57,2,15.5,1.02,3.7,2,30.93,0.5,1.16,1.09,0.0699999999999998,24.5,-0.038,26,0.56,0.11,23,0.58,14,-0.079,15,-0.03,0.119,13,0.44,1114,1964,61.7,61.4,0.362,7,11,0.638,26,14,62.9,61.8,52.1,64,62.7,22,-0.37,24,-0.68,28,-1.22,19,-0.25,12,0.29,-0.14,"outdoors",0,"wr62"
"63",2024,"DEN",16,"REG","1","00-0038976","WR","Marvin Mims",9.7,3.2,45.9,0.3,"2024_16_DEN_LAC",41.5,"LAC",3,0,"2024-12-19","Thursday","20:15",122937,"WR","DEN",15,8.9,5,68.4,0,0,2,0,7.1,2,9,10,0,65.8,89.4,63.3,NA,66.9,0.6,1,2,93,0,0,168,0,95.2,160,33.3,56,93.1,38,2,52.4,88,350,366,14.1,13.5,2.19,2.5,1.73,23.33,0.13,3.03,2.28,0.75,9.5,-0.107,12,-0.45,-0.012,7,-0.89,21,-0.104,20,-0.32,-0.006,22,-0.53,851,2757,62.9,65.4,0.236,25,8,0.764,8,6,67.1,66.9,55.6,64,67.2,5,1.05,7,0.94,19,-0.32,19,-0.25,4,1.43,0.36,"dome",1,"wr63"
"64",2024,"DEN",16,"REG","1","00-0038976","WR","Marvin Mims",9.7,3.2,45.9,0.3,"2024_16_DEN_LAC",41.5,"LAC",3,0,"2024-12-19","Thursday","20:15",122937,"WR","DEN",15,8.9,5,68.4,0,0,2,0,7.1,2,9,10,0,65.8,89.4,63.3,NA,66.9,0.6,1,2,93,0,0,168,0,95.2,160,33.3,56,93.1,38,2,52.4,88,350,366,14.1,13.5,2.19,2.5,1.73,23.33,0.13,3.03,2.28,0.75,9.5,-0.107,12,-0.45,-0.012,7,-0.89,21,-0.104,20,-0.32,-0.006,22,-0.53,851,2757,62.9,65.4,0.236,25,8,0.764,8,6,67.1,66.9,55.6,64,67.2,5,1.05,7,0.94,19,-0.32,19,-0.25,4,1.43,0.36,"dome",1,"wr64"
"65",2024,"DEN",16,"REG","1","00-0038976","WR","Marvin Mims",9.7,3.2,45.9,0.3,"2024_16_DEN_LAC",41.5,"LAC",3,0,"2024-12-19","Thursday","20:15",122937,"WR","DEN",15,8.9,5,68.4,0,0,2,0,7.1,2,9,10,0,65.8,89.4,63.3,NA,66.9,0.6,1,2,93,0,0,168,0,95.2,160,33.3,56,93.1,38,2,52.4,88,350,366,14.1,13.5,2.19,2.5,1.73,23.33,0.13,3.03,2.28,0.75,9.5,-0.107,12,-0.45,-0.012,7,-0.89,21,-0.104,20,-0.32,-0.006,22,-0.53,851,2757,62.9,65.4,0.236,25,8,0.764,8,6,67.1,66.9,55.6,64,67.2,5,1.05,7,0.94,19,-0.32,19,-0.25,4,1.43,0.36,"dome",1,"wr65"
"66",2024,"SF",16,"REG","1","00-0035719","WR","Deebo Samuel",9.6,3,43.4,0.2,"2024_16_SF_MIA",44.5,"MIA",-1,0,"2024-12-22","Sunday","16:25",48274,"WR","SF",13,7.7,8,61.4,38.5,5,13,1,10.4,5,22,28,0,54.6,59.6,67.9,NA,69.6,0.6,2,1,76,0,0,360,4,96.4,347,32.8,118,86,70,1,60.6,218,569,315,7.3,13.2,1.64,5.4,3.31,43.77,0.08,1.58,1.59,-0.01,13,-0.119,10,-0.62,0.066,16,0.05,12,-0.059,13,0.2,0.124,11,0.48,864,2202,60.6,59.9,0.282,19,17,0.718,14,20,64.9,68.2,52.8,63.6,60.4,14,0.31,3,1.35,26,-1.04,22,-0.36,19,-0.29,0.43,"outdoors",0,"wr66"
