"","season","club_code","week","game_type","depth_team","gsis_id","position.x","full_name","fpt_proj","receptions_proj","receiving_yards_proj","pass_td_proj","game_id","total_line","opp","spread","home","gameday","weekday","gametime","player_id","position.y","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","route_rate","routes","slot_rate","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_rate","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","targets_game","rec_game","rec_yards_game","rec_td_game","man_yprr","zone_yprr","man_adv","avg_rank.x","def_rush_epa","def_rush_epa_rank","def_rush_epa_sd","def_pass_epa","def_pass_epa_rank","def_pass_epa_sd","avg_rank.y","off_rush_epa","off_rush_epa_rank","off_rush_epa_sd","off_pass_epa","off_pass_epa_rank","off_pass_epa_sd","man_snaps","zone_snaps","def_man_grade","def_zone_grade","man_percentage","man_rank","def_man_grade_rank","zone_percentage","zone_rank","def_zone_grade_rank","def","rdef","tack","prsh","cov","def_rank","def_sd","rdef_rank","rdef_sd","tack_rank","tack_sd","prsh_rank","prsh_sd","cov_rank","cov_sd","z_score","roof","dome","position"
"11",2024,"BAL",16,"REG","1","00-0039064","WR","Zay Flowers",14.7,4.7,65,0.4,"2024_16_PIT_BAL",44.5,"PIT",-6.5,1,"2024-12-21","Saturday","16:30",97268,"WR","BLT",14,10.3,16,68,53.3,8,15,0,4.3,3,41,3,0,74.3,82.7,80,NA,81.8,0,0,0,53,0,0,455,2,93.6,426,37.6,171,111.9,97,4,62.2,283,916,419,6.3,13.9,2.15,6.9,4.71,65.43,0.29,2.09,1.98,0.11,9,-0.105,13,-0.42,-0.025,5,-1.05,2.5,0.038,4,1.35,0.327,1,2.06,1143,2274,56,60,0.335,13,27,0.665,20,19,67.6,67.8,61,76,58.9,3,1.22,5,1.22,6,1.06,1,2.79,23,-0.66,3.11,"outdoors",0,"wr11"
"12",2024,"BUF",16,"REG","1","00-0037261","WR","Khalil Shakir",14.6,4.8,65.4,0.5,"2024_16_NE_BUF",46.5,"NE",-14,1,"2024-12-22","Sunday","13:00",84140,"WR","BUF",13,4.9,19,83.5,50,5,10,0,1.4,1,33,4,0,87.2,81.5,80.2,61.6,80.9,0.6,2,1,52,0.3,1,361,1,91.7,331,75.3,272,115.4,85,4,23.3,84,774,573,8.1,10.9,2.34,6.5,5.46,59.54,0.31,1.79,2.22,-0.43,25.5,-0.05,20,0.38,0.179,31,1.41,2,0.07,2,1.72,0.323,2,2.03,1352,1715,61.1,59.1,0.441,2,15,0.559,31,23,62.9,61.2,66.1,61.2,61.9,22,-0.37,26,-0.87,1,2.36,28,-0.96,13,0.09,0.62,"outdoors",0,"wr12"
"13",2024,"PHI",16,"REG","1","00-0036912","WR","Devonta Smith",14.5,5.1,58.6,0.6,"2024_16_PHI_WAS",45.5,"WAS",-3.5,0,"2024-12-22","Sunday","13:00",61100,"WR","PHI",11,9.9,7,78.9,40,6,15,0,5.1,3,33,24,0,74.5,79.9,79.3,NA,81.1,0.6,2,3,46,0,0,358,2,95.3,341,54.5,195,116.1,71,6,45,161,662,247,4.4,11.8,1.94,6.5,5.09,60.18,0.55,1.58,2.04,-0.46,21,-0.04,24,0.53,0.09,18,0.34,5,0.078,1,1.82,0.139,9,0.6,1070,2039,58,60.9,0.344,10,24,0.656,23,15,60.7,59.5,58,64.5,58.8,29,-1.11,28,-1.4,14,0.29,15,-0.13,24,-0.69,0.26,"outdoors",0,"wr13"
"14",2024,"CIN",16,"REG","1","00-0036900","WR","Jamarr Chase",14.3,5.4,58.9,0.5,"2024_16_CLE_CIN",46.5,"CLE",-8.5,1,"2024-12-22","Sunday","13:00",84270,"WR","CIN",14,9.2,20,75.6,42.1,8,19,0,7.3,8,61,7,0,53.4,83.8,84.3,NA,83.6,0,0,6,70,0,0,608,1,93.3,567,33.9,206,127.2,135,15,64,389,1413,688,6.7,13.9,2.49,9.6,7.29,100.93,1.07,1.72,2.97,-1.25,18,-0.082,19,-0.08,0.081,17,0.23,11,-0.082,16,-0.07,0.196,6,1.04,1248,1773,59.3,55.5,0.413,3,21,0.587,30,32,65.7,67.2,52.4,67.3,58.3,9,0.58,6,1.03,27,-1.14,8,0.58,29,-0.82,0.81,"outdoors",0,"wr14"
"15",2024,"DET",16,"REG","1","00-0036963","WR","Amon-Ra St Brown",14.2,5.5,61.4,0.4,"2024_16_DET_CHI",48,"CHI",-6.5,0,"2024-12-22","Sunday","13:00",84470,"WR","DET",14,8.4,10,83.3,66.7,18,27,1,1,1,58,11,1,91,58.3,86.7,62.3,88.6,0,0,1,66,0.2,1,473,3,96.4,456,52.2,247,130.8,114,10,47.1,223,1056,339,3.6,11.1,2.32,8.1,6.79,75.43,0.71,2,2.39,-0.39,18.5,-0.037,27,0.57,0.018,10,-0.53,4,0.008,5,0.99,0.252,3,1.48,576,2526,62,62.2,0.186,30,10,0.814,3,12,64.7,65.3,60,64.9,62.8,15,0.24,10,0.43,8,0.8,14,-0.03,11,0.32,2.01,"outdoors",0,"wr15"
"16",2024,"PIT",16,"REG","1","00-0037247","WR","George Pickens",14.1,4.4,60.4,0.5,"2024_16_PIT_BAL",44.5,"BAL",6.5,0,"2024-12-21","Saturday","16:30",99229,"WR","PIT",12,13.8,10,63.2,37.5,9,24,0,11.3,7,35,25,1,50.6,42.5,81.2,NA,82.4,0,0,2,44,0,0,384,4,93.2,358,25,96,97.4,87,3,75,288,850,217,3.9,15.5,2.37,7.2,4.58,70.83,0.25,3.28,2.14,1.14,15,-0.169,3,-1.35,0.126,27,0.77,20,-0.133,26,-0.67,0.107,14,0.35,1511,2400,61.4,59.3,0.386,5,12,0.614,28,22,65.3,68.4,61.9,66.2,60.8,10,0.44,2,1.41,2,1.29,12,0.3,18,-0.19,-0.42,"outdoors",0,"wr16"
"17",2024,"JAX",16,"REG","1","00-0039893","WR","Brian Thomas",14.1,4.9,63,0.4,"2024_16_JAX_LV",40.5,"LV",1.5,0,"2024-12-22","Sunday","16:25",146760,"WR","JAX",14,12.2,8,66.7,33.3,4,12,0,7.2,5,42,15,0,67.4,81.7,78.4,NA,80.3,0,0,4,85,0,0,447,4,94.6,423,27.1,121,109.5,96,8,72.7,325,956,444,6.9,14.9,2.26,6.9,4.57,68.29,0.57,2.03,2.49,-0.46,20,-0.09,16,-0.2,0.111,24,0.59,15.5,-0.053,10,0.28,0.003,21,-0.46,1112,1974,50.9,55.6,0.36,8,32,0.64,25,31,58.5,63.8,52,61.4,52.1,31,-1.86,20,-0.04,30,-1.24,27,-0.91,32,-2.38,-1.05,"dome",1,"wr17"
"18",2024,"DAL",16,"REG","1","00-0036358","WR","Ceedee Lamb",14,5.3,61.7,0.5,"2024_16_TB_DAL",48,"TB",4,1,"2024-12-22","Sunday","20:20",61570,"WR","DAL",14,8.1,17,68.1,56.7,17,30,0,10.5,11,50,9,1,51.6,61,75.9,67.1,78.2,0.2,1,6,65,0.2,1,547,6,91.6,501,51,279,88.1,138,6,47.3,259,1089,500,5.3,11.6,2.17,9.9,6.71,77.79,0.43,3.33,1.91,1.42,14.5,-0.123,9,-0.68,0.096,20,0.41,24.5,-0.111,22,-0.41,-0.079,27,-1.1,651,3359,53,64.9,0.162,31,30,0.838,2,7,62.5,61.9,54.2,64.3,61.7,23,-0.5,23,-0.64,22,-0.68,16,-0.18,14,0.04,-1.51,"closed",1,"wr18"
"19",2024,"MIA",16,"REG","1","00-0033040","WR","Tyreek Hill",13.8,4.4,56,0.6,"2024_16_SF_MIA",44.5,"SF",1,1,"2024-12-22","Sunday","16:25",10799,"WR","MIA",14,11.9,8,65.7,45.5,10,22,1,2.9,2,44,17,0,86.1,82.3,71.2,NA,74.8,0,0,3,80,0,0,496,6,93.3,463,36.3,180,93.8,102,5,62.9,312,805,259,3.9,12,1.74,7.3,4.79,57.5,0.36,1.91,1.92,-0.01,19.5,-0.032,28,0.65,0.029,11,-0.4,23,-0.263,31,-2.19,0.101,15,0.3,801,2168,61.3,67.7,0.27,20,13,0.73,13,4,65.2,59.4,52.9,65.8,68.2,11,0.41,30,-1.43,24,-1.01,13,0.2,2,1.68,0.7,"outdoors",0,"wr19"
"20",2024,"NYG",16,"REG","1","00-0039337","WR","Malik Nabers",13.8,5.2,64.8,0.3,"2024_16_NYG_ATL",42,"ATL",9,0,"2024-12-22","Sunday","13:00",146759,"WR","NYG",12,10,11,66.7,45.2,14,31,0,7.2,7,46,21,1,68.2,57.1,82,NA,82.6,0,0,1,39,0,0,512,4,91.8,470,26,133,92.2,135,4,73.6,377,901,301,3.3,10,1.92,11.2,7.5,75.08,0.33,2.17,2.03,0.14,22,-0.084,18,-0.11,0.119,26,0.69,23.5,-0.096,18,-0.23,-0.089,29,-1.18,605,2251,66.3,59,0.212,29,3,0.788,4,24,65,66.6,57.4,59.3,64.9,12,0.34,8,0.84,15,0.14,31,-1.45,6,0.85,-1.87,"closed",1,"wr20"
"21",2024,"PHI",16,"REG","1","00-0035676","WR","Aj Brown",13.5,4.6,61.2,0.4,"2024_16_PHI_WAS",45.5,"WAS",-3.5,0,"2024-12-22","Sunday","13:00",48327,"WR","PHI",11,12.9,15,74.7,68.4,13,19,0,0,0,46,24,0,90.6,79.9,91.1,NA,91.9,0,0,1,67,0,0,320,2,95,304,19.1,61,133.1,75,5,80.9,259,946,331,5.9,16.9,3.11,6.8,5.09,86,0.45,4.83,2.63,2.2,21,-0.04,24,0.53,0.09,18,0.34,5,0.078,1,1.82,0.139,9,0.6,1070,2039,58,60.9,0.344,10,24,0.656,23,15,60.7,59.5,58,64.5,58.8,29,-1.11,28,-1.4,14,0.29,15,-0.13,24,-0.69,0.26,"outdoors",0,"wr21"
"22",2024,"SEA",16,"REG","2","00-0038543","WR","Jaxon Smith-Njigba",13.2,4.6,63.7,0.3,"2024_16_MIN_SEA",42.5,"MIN",3,1,"2024-12-22","Sunday","16:05",129758,"WR","SEA",14,9.3,11,76.6,47.4,9,19,0,2.3,2,49,29,1,90.3,56,82.3,NA,85,0,0,4,46,0,0,570,1,92.5,527,85.1,485,103.2,111,5,14.2,81,994,422,5,11.7,1.89,7.9,6.07,71,0.36,2.76,1.59,1.17,2,-0.224,1,-2.16,-0.049,3,-1.34,23.5,-0.154,29,-0.91,0.036,18,-0.2,803,2939,63.8,61.4,0.215,28,4,0.785,5,14,64.9,69.9,61.6,60.6,61.4,14,0.31,1,1.89,4,1.21,29,-1.12,16,-0.03,1.14,"outdoors",0,"wr22"
"23",2024,"SEA",16,"REG","1","00-0038543","WR","Jaxon Smith-Njigba",13.2,4.6,63.7,0.3,"2024_16_MIN_SEA",42.5,"MIN",3,1,"2024-12-22","Sunday","16:05",129758,"WR","SEA",14,9.3,11,76.6,47.4,9,19,0,2.3,2,49,29,1,90.3,56,82.3,NA,85,0,0,4,46,0,0,570,1,92.5,527,85.1,485,103.2,111,5,14.2,81,994,422,5,11.7,1.89,7.9,6.07,71,0.36,2.76,1.59,1.17,2,-0.224,1,-2.16,-0.049,3,-1.34,23.5,-0.154,29,-0.91,0.036,18,-0.2,803,2939,63.8,61.4,0.215,28,4,0.785,5,14,64.9,69.9,61.6,60.6,61.4,14,0.31,1,1.89,4,1.21,29,-1.12,16,-0.03,1.14,"outdoors",0,"wr23"
"24",2024,"NE",16,"REG","2","00-0038621","WR","Demario Douglas",13,4.4,61.2,0.3,"2024_16_NE_BUF",46.5,"BUF",14,0,"2024-12-22","Sunday","13:00",104155,"WR","NE",14,5.8,9,78.6,33.3,1,3,0,1.8,1,25,19,1,89.2,42.5,68.9,67.4,68.2,0,0,2,35,0.3,1,386,2,93,359,78.8,304,94.5,70,2,20.5,79,508,322,5.9,9.2,1.42,5,3.93,36.29,0.14,1.29,1.66,-0.37,13,-0.131,7,-0.8,0.091,19,0.35,25.5,-0.137,27,-0.71,-0.038,24,-0.78,706,2376,56.6,56.5,0.229,26,26,0.771,7,30,61.3,61.7,59.5,68.3,56.1,27,-0.91,25,-0.71,10,0.67,6,0.84,31,-1.37,-1.13,"outdoors",0,"wr24"
"25",2024,"NE",16,"REG","1","00-0038621","WR","Demario Douglas",13,4.4,61.2,0.3,"2024_16_NE_BUF",46.5,"BUF",14,0,"2024-12-22","Sunday","13:00",104155,"WR","NE",14,5.8,9,78.6,33.3,1,3,0,1.8,1,25,19,1,89.2,42.5,68.9,67.4,68.2,0,0,2,35,0.3,1,386,2,93,359,78.8,304,94.5,70,2,20.5,79,508,322,5.9,9.2,1.42,5,3.93,36.29,0.14,1.29,1.66,-0.37,13,-0.131,7,-0.8,0.091,19,0.35,25.5,-0.137,27,-0.71,-0.038,24,-0.78,706,2376,56.6,56.5,0.229,26,26,0.771,7,30,61.3,61.7,59.5,68.3,56.1,27,-0.91,25,-0.71,10,0.67,6,0.84,31,-1.37,-1.13,"outdoors",0,"wr25"
"26",2024,"NYJ",16,"REG","1","00-0031381","WR","Davante Adams",13,4.1,54.8,0.5,"2024_16_LA_NYJ",46.5,"LA",3,1,"2024-12-22","Sunday","13:00",8688,"WR","NYJ",11,9.4,10,65,57.1,12,21,0,11.8,9,39,22,0,45.5,81.3,73.1,NA,74.3,0,0,1,71,0,0,438,2,93.8,411,45,197,106.5,103,6,54.8,240,860,369,5.5,12.8,2.09,9.4,6.09,78.18,0.55,2.53,2.22,0.31,25.5,-0.042,23,0.5,0.13,28,0.82,17.5,-0.102,19,-0.3,0.078,16,0.12,739,2103,63.8,60.1,0.26,22,4,0.74,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,"outdoors",0,"wr26"
"27",2024,"ATL",16,"REG","1","00-0036309","WR","Darnell Mooney",12.9,3.8,59.1,0.5,"2024_16_NYG_ATL",42,"NYG",-9,1,"2024-12-22","Sunday","13:00",48236,"WR","ATL",14,12.8,7,63.3,39.1,9,23,0,8.1,5,42,2,0,62.2,80.2,73.8,NA,74.4,0,0,3,49,0,0,498,2,93.2,464,41.4,206,99.9,90,5,56.8,283,873,238,4.2,15.3,1.88,6.4,4.07,62.36,0.36,2.39,1.66,0.73,26.5,-0.04,24,0.53,0.163,29,1.22,14,-0.054,11,0.26,0.065,17,0.02,966,1894,55.6,60.3,0.338,11,28,0.662,22,17,63.5,63.2,54.3,67.1,58.6,19,-0.17,21,-0.23,21,-0.65,10,0.53,26,-0.74,-1.2,"closed",1,"wr27"
"28",2024,"MIN",16,"REG","1","00-0038994","WR","Jordan Addison",12.9,4.5,58.5,0.4,"2024_16_MIN_SEA",42.5,"SEA",-3,0,"2024-12-22","Sunday","16:05",123000,"WR","MIN",12,13.9,5,70.8,72.7,8,11,0,5.6,3,33,18,0,73.4,80.2,75,67.4,76.4,0,0,2,69,0.2,1,422,4,90.3,381,32.2,136,126.6,72,7,67.3,284,771,179,3.5,15.1,2.02,6,4.25,64.25,0.58,1.53,2.26,-0.73,13,-0.097,14,-0.3,0.036,12,-0.31,15.5,-0.119,23,-0.5,0.16,8,0.76,946,1963,61.1,62.6,0.325,14,15,0.675,19,11,63.6,65.3,59.1,63.9,61.5,18,-0.13,10,0.43,12,0.57,21,-0.28,15,-0.01,1.07,"outdoors",0,"wr28"
"29",2024,"NYJ",16,"REG","1","00-0037740","WR","Garrett Wilson",12.8,4.6,59.1,0.3,"2024_16_LA_NYJ",46.5,"LA",3,1,"2024-12-22","Sunday","13:00",97405,"WR","NYJ",14,9.9,19,63.6,50,14,28,0,4.5,4,50,22,1,80.4,53.2,79.4,NA,80,0,0,5,42,0,0,571,5,94,537,32.6,186,83.9,132,6,66.9,382,933,372,4.4,11.1,1.74,9.4,6,66.64,0.43,2.12,1.59,0.53,25.5,-0.042,23,0.5,0.13,28,0.82,17.5,-0.102,19,-0.3,0.078,16,0.12,739,2103,63.8,60.1,0.26,22,4,0.74,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,"outdoors",0,"wr29"
"30",2024,"CLE",16,"REG","1","00-0036407","WR","Jerry Jeudy",12.6,4.4,56.8,0.4,"2024_16_CLE_CIN",46.5,"CIN",8.5,0,"2024-12-22","Sunday","13:00",61103,"WR","CLV",14,12.5,4,64.8,37.5,6,16,0,5.4,4,48,8,0,75.5,81.6,76.7,NA,77.9,0.3,2,1,89,0,0,629,6,94,591,35.3,222,105.2,108,4,63.8,401,1052,312,4.5,15,1.78,7.7,5,75.14,0.29,1.75,1.77,-0.02,27.5,0.023,30,1.45,0.114,25,0.62,28.5,-0.132,25,-0.65,-0.154,32,-1.68,1035,2422,61.1,57.2,0.299,16,15,0.701,17,28,62.2,62.7,52.1,62.9,59.3,25,-0.61,22,-0.39,28,-1.22,24,-0.53,21,-0.56,-2.3,"outdoors",0,"wr30"
"31",2024,"TEN",16,"REG","1","00-0036182","WR","Nick Westbrook-Ikhine",12.4,2.9,45.6,0.6,"2024_16_TEN_IND",42.5,"IND",3.5,0,"2024-12-22","Sunday","13:00",47861,"WR","TEN",14,13.1,3,56.1,66.7,8,12,0,11.5,3,19,31,0,52,75.3,63.5,73.9,63.6,0,0,3,98,0.6,2,357,2,93.3,333,19.3,69,97.9,41,8,80.7,288,393,109,4.7,17.1,1.18,2.9,1.64,28.07,0.57,1.18,1.27,-0.0900000000000001,13.5,-0.107,12,-0.45,0.052,15,-0.12,30,-0.163,30,-1.02,-0.09,30,-1.18,441,2649,66.5,62.9,0.143,32,2,0.857,1,9,65.9,64.8,56.9,64,63.8,8,0.65,14,0.27,17,0.01,19,-0.25,10,0.57,-1.06,"closed",1,"wr31"
"32",2024,"LV",16,"REG","1","00-0034960","WR","Jakobi Meyers",12.4,4.3,54.7,0.4,"2024_16_JAX_LV",40.5,"JAX",-1.5,1,"2024-12-22","Sunday","16:25",47468,"WR","LV",12,10.1,4,69.6,66.7,12,18,0,0,0,42,23,0,90.5,82,75.6,66.3,76.7,0,0,4,43,0.2,1,508,4,93.3,474,34.4,175,83,102,2,65.4,332,802,249,3.5,11.3,1.69,8.5,5.92,66.83,0.17,1.59,1.87,-0.28,26.5,-0.049,21,0.4,0.288,32,2.72,30,-0.315,32,-2.81,-0.085,28,-1.15,1412,2134,57.4,57,0.398,4,25,0.602,29,29,61.5,64,59.4,63.4,56.9,26,-0.84,18,0.02,11,0.65,23,-0.41,30,-1.17,-3.87,"dome",1,"wr32"
