player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1496,,,G,Scottie Scheffler,90.61,13.7,94.22,113.5,39,0,0,11200,,35127,1496
1023,,,G,Jorge Campillo,50.13,0.5,43.04,83,27,0,0,6500,,36632,1023
2024,,,G,Max Homa,74.86,16,78.18,102.5,33,0,0,8000,,36137,2024
2167,,,G,J.J. Spaun,53.45,0.24,44.37,85.5,28,0,0,6600,,36093,2167
1760,,,G,Tom Hoge,58.38,0.86,54.11,90,29.5,0,0,7100,,34888,1760
300102,,,G,Collin Morikawa,72.63,11.7,81.4,100.5,32.5,0,0,9400,,36083,300102
1112,,,G,Robert Streb,49.73,0.25,30.09,82,27,0,0,6200,,34814,1112
1156,,,G,Thriston Lawrence,57.99,0.4,56.26,89.5,29,0,0,6600,,3600388,1156
1860,,,G,Corey Conners,75.4,13,79.43,102,33,0,0,8300,,37123,1860
2158,,,G,Lucas Glover,57.13,0.35,48.67,89,29,0,0,6500,,34876,2158
700009,,,G,Joohyung Kim,46.41,0.84,27.6,78.5,26,0,0,6400,,2087790,700009
696566,,,G,Brandon Wu,49.42,0.21,36.07,81.5,27,0,0,6100,,1074861,696566
1421,,,G,Bio Kim,38.21,0.11,21.88,67,24,0,0,6600,,36670,1421
1455,,,G,Ryan Armour,52.09,0.27,34.86,84,28,0,0,6000,,36068,1455
1356,,,G,Tyrrell Hatton,68.4,14.7,68.68,97.5,31.5,0,0,7800,,35279,1356
1125,,,G,Adrian Otaegui,65.14,0.66,51.33,95.5,30.5,0,0,6300,,36688,1125
1048,,,G,Ryan Fox,73.66,14.6,76.98,101.85,32.5,0,0,8500,,36650,1048
670464,,,G,Robert Macintyre,59.71,12.2,54.97,91.5,29,0,0,7600,,1156742,670464
1631,,,G,Charley Hoffman,53.87,0.19,35.17,87.5,28,0,0,6300,,34766,1631
1115,,,G,Nick Watney,32.31,0.04,19.95,38,21.5,0,0,6000,,36095,1115
1478,,,G,Jhonattan Vegas,62.8,1.4,61.5,94.5,30.5,0,0,7200,,35007,1478
1005,,,G,Stewart Cink,54.37,0.95,46.96,86.5,28,0,0,6400,,34863,1005
670432,,,G,Adri Arnaus,56.43,3.2,60.53,88.5,28.5,0,0,6700,,658702,670432
670465,,,G,Kalle Samooja,49.34,0.3,40.64,82.5,27,0,0,6300,,2879284,670465
320038,,,G,Sebastian Munoz,67.9,8.1,65.19,98,31,0,0,7500,,36138,320038
1237,,,G,Rickie Fowler,51.94,3.9,40.34,84.5,27.5,0,0,6900,,34760,1237
670620,,,G,Sungjae Im,77.14,9.5,78.66,103,33.5,0,0,8700,,382250,670620
250167,,,G,Johannes Veerman,57.67,1.2,50.07,89.5,29,0,0,7000,,2927801,250167
691179,,,G,Matthew Jordan,52.23,0.67,38.28,85.5,27.5,0,0,6200,,3600382,691179
1941,,,G,Matthew NeSmith,62.7,1.9,54.89,92.5,30.5,0,0,6900,,35080,1941
1600,,,G,Harris English,49.36,2.4,46.27,82,27,0,0,7100,,34758,1600
696569,,,G,Cameron Young,72.72,12.8,71.46,100.85,32.5,0,0,8100,,1074862,696569
1622,,,G,Joel Dahmen,56.38,0.95,52.4,88,29,0,0,7100,,36136,1622
1204,,,G,Daniel Gavins,41.34,0.03,34.35,73,24.5,0,0,6100,,3600387,1204
1216,,,G,Russell Knox,56.07,1.1,45.42,88,29,0,0,6900,,34778,1216
1579,,,G,Will Zalatoris,80.13,21.7,86.25,106,34,0,0,9300,,35055,1579
670533,,,G,Garrick Higgo,48.46,0.68,34.7,81.5,27,0,0,6500,,2879219,670533
1931,,,G,Hideki Matsuyama,79.47,13.4,79.51,105.5,34.5,0,0,9000,,34791,1931
671028,,,G,Mito Pereira,73.88,14.3,77.17,102,32.5,0,0,7700,,278841,671028
292342,,,G,Adrian Meronk,67.47,4.6,69.22,97.5,31.5,0,0,7700,,2927743,292342
121942,,,G,Thomas Detry,55.59,3.8,53.89,87,28.5,0,0,7100,,36642,121942
405819,,,G,Connor Syme,29.92,0.01,,36,20.4,0,0,6100,,37346,405819
113835,,,G,Matthieu Pavon,55.71,0.37,46.43,87,28.5,0,0,6300,,37343,113835
344989,,,G,Marcus Armitage,58.51,0.4,53.99,90.5,29,0,0,6600,,458376,344989
1701,,,G,Justin Thomas,92.63,18.9,94.41,115.5,50.75,0,0,10600,,34818,1701
1822,,,G,Luke Donald,48.42,0.38,34.53,81,27,0,0,6400,,34870,1822
1327,,,G,Thomas Bjorn,30.05,0.01,13.17,36,20,0,0,6000,,36631,1327
670403,,,G,Andrew Novak,56.65,0.11,44.07,88.85,28.5,0,0,6000,,37983,670403
690049,,,G,Viktor Hovland,74.92,13.6,81.05,102.5,33.5,0,0,8800,,658704,690049
190,,,G,Harold Varner III,,0,,,,0,0,7500,,34947,190
1449,,,G,Cameron Tringale,64.59,2.2,66.92,94.5,30.5,0,0,7200,,35004,1449
692778,,,G,Antoine Rozner,52.39,1.4,46.75,84.5,27.5,0,0,6600,,2785072,692778
1813,,,G,Francesco Molinari,55,1.3,47.57,87,28.65,0,0,7000,,34915,1813
1725,,,G,Billy Horschel,69.81,8.4,72.5,99,31.5,0,0,8200,,34768,1725
