player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Spieth, Jordan",150,+5320,+3000,-0.428,+3000,-0.428,+2900,-0.447,+3000,-0.428,+3327,-0.368,+3550,-0.327,+2800,-0.465,+3000,-0.428,+3000,-0.428,+2500,-0.520,+2500,-0.520,+3300,-0.373,+3000,-0.428,,0.00,+3000,-0.428
"Hovland, Viktor",150,+5342,+3500,-0.339,+3300,-0.375,+3400,-0.357,+3000,-0.430,+3773,-0.288,+4050,-0.237,+3300,-0.375,+3000,-0.430,+3300,-0.375,+3300,-0.375,+3300,-0.375,+3600,-0.320,+3300,-0.375,+3000,-0.430,+3300,-0.375
"Conners, Corey",150,+5425,+5000,-0.077,+5000,-0.077,+5000,-0.077,+5000,-0.077,+5437,0.002,+6050,0.113,+5000,-0.077,+5000,-0.077,+5000,-0.077,+5000,-0.077,+5000,-0.077,+5000,-0.077,+5000,-0.077,+4500,-0.167,+5000,-0.077
"Niemann, Joaquin",150,+5518,+5000,-0.092,+4000,-0.270,+4000,-0.270,+4000,-0.270,+5312,-0.037,+5490,-0.005,+4000,-0.270,+4000,-0.270,+4000,-0.270,+4000,-0.270,+4000,-0.270,+4600,-0.163,+4000,-0.270,+3500,-0.359,+4000,-0.270
"Fleetwood, Tommy",150,+5566,+4500,-0.188,+4000,-0.276,+3700,-0.329,+4500,-0.188,+4395,-0.207,+4850,-0.126,+3300,-0.400,+4000,-0.276,+5000,-0.100,+3300,-0.400,+5000,-0.100,+4500,-0.188,+5000,-0.100,+4000,-0.276,+4500,-0.188
"Young, Cameron",150,+5639,+5500,-0.024,+5000,-0.111,+6000,0.063,+5000,-0.111,+5072,-0.099,+6050,0.072,+5000,-0.111,+5500,-0.024,+5500,-0.024,+5000,-0.111,+5000,-0.111,+5800,0.028,+5000,-0.111,,0.00,+5000,-0.111
"Fox, Ryan",150,+5774,+4000,-0.302,+4000,-0.302,+4000,-0.302,+4500,-0.217,+3509,-0.386,+4811,-0.164,+4000,-0.302,+4000,-0.302,+4500,-0.217,+3300,-0.421,+4000,-0.302,+4500,-0.217,+4000,-0.302,+3500,-0.387,+4000,-0.302
"Hatton, Tyrrell",150,+5774,+5000,-0.132,+5000,-0.132,+4500,-0.217,+4500,-0.217,+5184,-0.100,+4650,-0.191,+4000,-0.302,+5000,-0.132,+5000,-0.132,+5000,-0.132,+5000,-0.132,+4500,-0.217,+5000,-0.132,+5000,-0.132,+5000,-0.132
"Morikawa, Collin",150,+5852,+3000,-0.479,+3000,-0.479,+2600,-0.546,+2800,-0.513,+2464,-0.569,+3439,-0.405,+2500,-0.563,+2500,-0.563,+2800,-0.513,+2200,-0.614,+2500,-0.563,+2900,-0.496,+2500,-0.563,+2000,-0.647,+3000,-0.479
"Bradley, Keegan",150,+6436,+6000,-0.067,+5000,-0.220,+5500,-0.143,+5500,-0.143,+5543,-0.137,+6050,-0.059,+5000,-0.220,+6000,-0.067,+5000,-0.220,+5000,-0.220,+5000,-0.220,+6200,-0.036,+6000,-0.067,+4500,-0.296,+6600,0.025
"Homa, Max",150,+7490,+6000,-0.196,+5000,-0.328,+5000,-0.328,+6000,-0.196,+5921,-0.207,+7550,0.008,+5000,-0.328,+6000,-0.196,+4500,-0.394,+4000,-0.460,+5000,-0.328,+6000,-0.196,+5000,-0.328,+3500,-0.526,+5000,-0.328
"Meronk, Adrian",150,+8182,+7500,-0.082,+6600,-0.191,+6500,-0.203,+6500,-0.203,+5778,-0.290,+8050,-0.016,+6600,-0.191,+8000,-0.022,+6600,-0.191,+6600,-0.191,+6600,-0.191,+7000,-0.143,+6600,-0.191,+5500,-0.324,+8000,-0.022
"Pereira, Mito",150,+8558,+7500,-0.122,+6600,-0.226,+6500,-0.238,+7500,-0.122,+6685,-0.216,+10550,0.230,+6600,-0.226,+6000,-0.295,+7000,-0.180,+6600,-0.226,+6600,-0.226,+8000,-0.064,+6600,-0.226,+5500,-0.353,,0.00
"Mitchell, Keith",150,+8691,+8000,-0.079,+6600,-0.238,+6500,-0.249,+7000,-0.192,+7199,-0.170,+6550,-0.244,+6600,-0.238,+8000,-0.079,+6600,-0.238,+6600,-0.238,+6600,-0.238,+8000,-0.079,+6600,-0.238,,0.00,+6600,-0.238
"Herbert, Lucas",150,+8769,+6000,-0.312,+5000,-0.425,+4500,-0.481,+5500,-0.369,+5223,-0.400,+4250,-0.510,+4000,-0.538,+5000,-0.425,+5500,-0.369,+4000,-0.538,+6000,-0.312,+6000,-0.312,+6000,-0.312,+5000,-0.425,+5500,-0.369
"Rose, Justin",150,+10344,+7000,-0.320,+5000,-0.512,+5000,-0.512,+7000,-0.320,+8447,-0.182,+8050,-0.220,+5000,-0.512,+6600,-0.358,+5500,-0.464,+4000,-0.607,+6600,-0.358,+7500,-0.272,+6600,-0.358,+4500,-0.560,+5500,-0.464
"Woodland, Gary",150,+10510,+9000,-0.142,+8000,-0.237,+8000,-0.237,+8000,-0.237,+10708,0.019,+10050,-0.043,+8000,-0.237,+8000,-0.237,+7500,-0.284,+8000,-0.237,+8000,-0.237,+10000,-0.048,+8000,-0.237,,0.00,+8000,-0.237
"Varner III, Harold",150,+10510,+9000,-0.142,+6600,-0.369,+7000,-0.331,+8000,-0.237,+8513,-0.188,+9050,-0.138,+6600,-0.369,+8000,-0.237,+7500,-0.284,+6600,-0.369,+6600,-0.369,+10000,-0.048,+8000,-0.237,+6000,-0.425,+8000,-0.237
"Smith, Jordan",150,+10653,+11000,0.032,+10000,-0.061,+9500,-0.107,+11000,0.032,+9452,-0.112,+10550,-0.010,+8000,-0.247,+10000,-0.061,+12500,0.172,+10000,-0.061,+10000,-0.061,+10500,-0.014,+10000,-0.061,+8000,-0.247,+8000,-0.247
"Munoz, Sebastian",150,+10770,+9000,-0.163,+7000,-0.347,+7500,-0.301,+10000,-0.071,+9452,-0.121,+10050,-0.066,+6600,-0.384,+8000,-0.255,+7500,-0.301,+6600,-0.384,+8000,-0.255,+10000,-0.071,+8000,-0.255,+6600,-0.384,+8000,-0.255
"Kirk, Chris",150,+11361,+11000,-0.032,+8000,-0.293,+9500,-0.162,+9000,-0.206,+10708,-0.057,+10250,-0.097,+8000,-0.293,+10000,-0.119,+10000,-0.119,+8000,-0.293,+10000,-0.119,+11500,0.012,+10000,-0.119,+8000,-0.293,+9000,-0.206
"Rai, Aaron",150,+11699,+7000,-0.398,+6600,-0.432,+6500,-0.441,+6000,-0.483,+6376,-0.451,+7050,-0.394,+6600,-0.432,+6000,-0.483,+7000,-0.398,+5000,-0.568,+6600,-0.432,+7000,-0.398,+6600,-0.432,,0.00,+6600,-0.432
"Noren, Alex",150,+12439,+9000,-0.274,+8000,-0.354,+8000,-0.354,+9000,-0.274,+12488,0.004,+12050,-0.031,+8000,-0.354,+8000,-0.354,+10000,-0.195,+8000,-0.354,+8000,-0.354,+10000,-0.195,+10000,-0.195,+6600,-0.466,+8000,-0.354
"Kokrak, Jason",150,+12518,+12500,-0.001,+10000,-0.200,+11000,-0.120,+10000,-0.200,+14205,0.134,+9550,-0.235,+10000,-0.200,+10000,-0.200,+12500,-0.001,+10000,-0.200,+10000,-0.200,+12000,-0.041,+12500,-0.001,+8000,-0.358,+12500,-0.001
"Horschel, Billy",150,+12887,+5500,-0.569,+4000,-0.684,+4500,-0.646,+6000,-0.530,+8580,-0.332,+7050,-0.449,+4000,-0.684,+6500,-0.492,+4500,-0.646,+4000,-0.684,+5000,-0.607,+7500,-0.415,+5000,-0.607,+4000,-0.684,+4000,-0.684
"List, Luke",150,+13599,+14000,0.029,+12500,-0.080,+10000,-0.263,+11000,-0.190,+12806,-0.058,+10050,-0.259,+10000,-0.263,+12500,-0.080,+12500,-0.080,+12500,-0.080,+12500,-0.080,+13500,-0.007,+12500,-0.080,+10000,-0.263,+10000,-0.263
"Kim, Si Woo",150,+15285,+14000,-0.083,+12500,-0.181,+12000,-0.213,+13000,-0.148,+19360,0.265,+9550,-0.373,+10000,-0.343,+12500,-0.181,+12500,-0.181,+10000,-0.343,+12500,-0.181,+16000,0.046,+15000,-0.018,+10000,-0.343,+15000,-0.018
"Lee, Kyounghoon",150,+15464,+12500,-0.190,+10000,-0.351,+14000,-0.094,+15000,-0.030,+15252,-0.014,+14550,-0.059,+12500,-0.190,+11000,-0.287,+10000,-0.351,+10000,-0.351,+12500,-0.190,+16000,0.034,+12500,-0.190,+8000,-0.480,+12500,-0.190
"Grace, Branden",150,+15586,,0.00,,0.00,,0.00,+13000,-0.165,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,+10000,-0.356,,0.00,,0.00,,0.00
"Lee, Min Woo",150,+15964,+9000,-0.434,+8000,-0.496,+8000,-0.496,+8000,-0.496,+11286,-0.291,+9050,-0.430,+8000,-0.496,+9000,-0.434,+7000,-0.558,+8000,-0.496,+15000,-0.060,+10000,-0.371,+10000,-0.371,+7000,-0.558,+9000,-0.434
"Leishman, Marc",150,+16498,+10000,-0.391,+8000,-0.512,+7500,-0.542,+10000,-0.391,+11102,-0.325,+12050,-0.268,+6600,-0.596,+10000,-0.391,+7500,-0.542,+6600,-0.596,+8000,-0.512,+11000,-0.331,+10000,-0.391,+6600,-0.596,+9000,-0.452
"McNealy, Maverick",150,+17216,+11000,-0.359,+8000,-0.532,+10000,-0.417,+11000,-0.359,+13781,-0.198,+11550,-0.327,+10000,-0.417,+10000,-0.417,+10000,-0.417,+8000,-0.532,+10000,-0.417,+15000,-0.128,+12500,-0.272,+6600,-0.613,+10000,-0.417
"Bezuidenhout, Christiaan",150,+18249,+7500,-0.586,+6600,-0.635,+9500,-0.477,+7500,-0.586,+8642,-0.524,+7550,-0.583,+8000,-0.559,+7000,-0.613,+7000,-0.613,+6600,-0.635,+8000,-0.559,+9000,-0.504,+8000,-0.559,+5500,-0.695,+6600,-0.635
"Arnaus, Adri",150,+18419,+20000,0.085,+17500,-0.050,+16000,-0.131,+18000,-0.023,+17139,-0.069,+9550,-0.479,,0.00,+15000,-0.185,+20000,0.085,+15000,-0.185,+15000,-0.185,+16000,-0.131,+20000,0.085,+17500,-0.050,+15000,-0.185
"Harman, Brian",150,+18948,+10000,-0.470,+6600,-0.648,+8500,-0.548,+13000,-0.312,+12765,-0.325,+9050,-0.520,+8000,-0.575,+12500,-0.338,+7000,-0.627,+6600,-0.648,+6600,-0.648,+13000,-0.312,+10000,-0.470,+6600,-0.648,+8000,-0.575
"Li, Haotong",150,+19224,+11000,-0.426,+10000,-0.477,+9500,-0.503,+11000,-0.426,+9452,-0.506,+14050,-0.268,+8000,-0.581,+12500,-0.348,+12500,-0.348,+8000,-0.581,+10000,-0.477,+12000,-0.374,+10000,-0.477,+8000,-0.581,+12500,-0.348
"Tringale, Cameron",150,+20102,+16000,-0.203,+10000,-0.500,+11000,-0.451,+20000,-0.005,+20703,0.030,+15050,-0.250,+10000,-0.500,+15000,-0.253,+12500,-0.376,+10000,-0.500,+12500,-0.376,+18000,-0.104,+12500,-0.376,+10000,-0.500,+10000,-0.500
"Van Rooyen, Erik",150,+21405,+15000,-0.298,+12500,-0.414,+12000,-0.437,+13000,-0.391,+13725,-0.357,+10050,-0.528,+10000,-0.530,+12500,-0.414,+15000,-0.298,+12500,-0.414,+15000,-0.298,+16000,-0.251,+15000,-0.298,+12500,-0.414,+12500,-0.414
"Macintyre, Robert",150,+21522,+7500,-0.649,+6600,-0.690,+6000,-0.718,+7500,-0.649,+7872,-0.631,+9050,-0.577,+5000,-0.764,+6600,-0.690,+7500,-0.649,+6600,-0.690,+8000,-0.625,+8500,-0.602,+8000,-0.625,+6600,-0.690,+8000,-0.625
"Hughes, Mackenzie",150,+21758,+17500,-0.195,+10000,-0.538,+16000,-0.263,+18000,-0.172,+18818,-0.135,+11050,-0.490,+15000,-0.309,+15000,-0.309,+12500,-0.424,+10000,-0.538,+15000,-0.309,+20000,-0.080,+15000,-0.309,+10000,-0.538,+10000,-0.538
"Lahiri, Anirban",150,+21999,+27500,0.249,+25000,0.136,+28000,0.272,+30000,0.362,+23904,0.086,,0.00,+25000,0.136,,0.00,+25000,0.136,+20000,-0.090,+30000,0.362,+22500,0.023,+25000,0.136,+20000,-0.090,+20000,-0.090
"NeSmith, Matthew",150,+22757,+17500,-0.230,+15000,-0.339,+16000,-0.296,+20000,-0.121,+19756,-0.131,+18050,-0.206,+15000,-0.339,+20000,-0.121,+15000,-0.339,+15000,-0.339,+15000,-0.339,+20000,-0.121,+15000,-0.339,+12500,-0.449,+12500,-0.449
"Burmester, Dean",150,+25874,+22500,-0.130,+15000,-0.419,+19000,-0.265,+25000,-0.034,+18033,-0.302,,0.00,+17500,-0.322,+17500,-0.322,+20000,-0.226,+15000,-0.419,+20000,-0.226,+22500,-0.130,+20000,-0.226,,0.00,+20000,-0.226
"Hoge, Tom",150,+27486,+16000,-0.416,+12500,-0.543,+12000,-0.561,+20000,-0.271,,0.00,+20050,-0.270,+10000,-0.634,+15000,-0.453,+10000,-0.634,+10000,-0.634,+15000,-0.453,+22500,-0.181,+15000,-0.453,+12500,-0.543,+15000,-0.453
"Tarren, Callum",150,+27486,+30000,0.091,+30000,0.091,+30000,0.091,+30000,0.091,+17308,-0.369,,0.00,+30000,0.091,,0.00,+25000,-0.090,+20000,-0.271,+30000,0.091,+30000,0.091,+25000,-0.090,+25000,-0.090,+35000,0.272
"Knox, Russell",150,+27486,+17500,-0.362,+17500,-0.362,+14000,-0.489,+20000,-0.271,+20021,-0.271,+25050,-0.088,+12500,-0.543,+17500,-0.362,+15000,-0.453,+12500,-0.543,+15000,-0.453,+20000,-0.271,+15000,-0.453,+15000,-0.453,+20000,-0.271
"Clark, Wyndham",150,+28269,+25000,-0.115,+20000,-0.291,+19000,-0.327,+20000,-0.291,+19756,-0.300,,0.00,+17500,-0.380,,0.00,+20000,-0.291,+20000,-0.291,+25000,-0.115,+27500,-0.027,+20000,-0.291,+17500,-0.380,+15000,-0.468
"Stenson, Henrik",150,+29312,+17500,-0.402,+12500,-0.572,+16000,-0.453,+30000,0.023,+21138,-0.278,+25050,-0.145,+15000,-0.487,+20000,-0.317,+15000,-0.487,+12500,-0.572,+15000,-0.487,+27500,-0.062,+20000,-0.317,,0.00,+8000,-0.725
"Vegas, Jhonattan",150,+30669,+16000,-0.477,+12500,-0.591,+11000,-0.639,+25000,-0.184,+25096,-0.181,+16050,-0.475,+10000,-0.672,+20000,-0.347,+15000,-0.509,+12500,-0.591,+10000,-0.672,+20000,-0.347,+15000,-0.509,,0.00,+12500,-0.591
"Molinari, Edoardo",150,+30908,+20000,-0.352,+17500,-0.432,+14000,-0.545,+30000,-0.029,+26662,-0.137,+25050,-0.189,+12500,-0.594,+17500,-0.432,+20000,-0.352,+15000,-0.513,+20000,-0.352,+30000,-0.029,+20000,-0.352,+15000,-0.513,+15000,-0.513
"Fowler, Rickie",150,+31900,+11000,-0.653,+10000,-0.684,+11000,-0.653,+13000,-0.591,+11937,-0.624,+13029,-0.590,+8000,-0.747,+9000,-0.716,+12500,-0.606,+10000,-0.684,+15000,-0.528,+16000,-0.497,+15000,-0.528,+8000,-0.747,+12500,-0.606
"Molinari, Francesco",150,+33513,+17500,-0.476,+15000,-0.551,+14000,-0.581,+25000,-0.253,+26662,-0.204,+25050,-0.252,+12500,-0.625,+17500,-0.476,+15000,-0.551,+12500,-0.625,+15000,-0.551,+20000,-0.402,+15000,-0.551,+12500,-0.625,+15000,-0.551
"Smalley, Alex",150,+33513,+25000,-0.253,+20000,-0.402,+21000,-0.372,+25000,-0.253,+31480,-0.060,+17550,-0.475,+20000,-0.402,+17500,-0.476,+20000,-0.402,+20000,-0.402,+20000,-0.402,+30000,-0.105,+25000,-0.253,+17500,-0.476,+17500,-0.476
"Willett, Danny",150,+34383,+22500,-0.345,+20000,-0.417,+16000,-0.533,+25000,-0.272,+23842,-0.306,,0.00,+15000,-0.562,,0.00,+25000,-0.272,+20000,-0.417,+25000,-0.272,+25000,-0.272,+25000,-0.272,+17500,-0.490,+20000,-0.417
"Perez, Victor",150,+35936,+9000,-0.747,+7000,-0.803,+6500,-0.817,+8000,-0.775,+7733,-0.783,+10225,-0.713,+6600,-0.814,+12500,-0.650,+12500,-0.650,+8000,-0.775,+15000,-0.581,+10000,-0.720,+12500,-0.650,+7000,-0.803,+9000,-0.747
"Kuchar, Matt",150,+37636,+12500,-0.666,+8000,-0.785,+9500,-0.746,+18000,-0.520,+17263,-0.540,+15050,-0.599,+8000,-0.785,+12500,-0.666,+7500,-0.799,+8000,-0.785,+8000,-0.785,+15000,-0.600,+10000,-0.732,+8000,-0.785,+8000,-0.785
"Lipsky, David",150,+39116,+30000,-0.232,+20000,-0.487,+25000,-0.360,+30000,-0.232,+31480,-0.195,,0.00,+25000,-0.360,,0.00,+20000,-0.487,+20000,-0.487,+20000,-0.487,+35000,-0.105,+25000,-0.360,+17500,-0.551,+15000,-0.615
"Harding, Justin",150,+39116,+10000,-0.742,,0.00,,0.00,+20000,-0.487,,0.00,,0.00,,0.00,+10000,-0.742,+10000,-0.742,,0.00,+10000,-0.742,+30000,-0.232,,0.00,,0.00,,0.00
"Straka, Sepp",150,+41137,+25000,-0.391,+20000,-0.513,+17000,-0.585,+25000,-0.391,,0.00,+21050,-0.487,+15000,-0.634,,0.00,+25000,-0.391,+20000,-0.513,+20000,-0.513,+30000,-0.270,+20000,-0.513,+17500,-0.573,+20000,-0.513
"Cink, Stewart",150,+42911,+30000,-0.300,+25000,-0.416,+28000,-0.347,+35000,-0.184,+41735,-0.027,,0.00,+25000,-0.416,,0.00,+20000,-0.533,+25000,-0.416,+30000,-0.300,+40000,-0.068,+25000,-0.416,,0.00,+20000,-0.533
"Frittelli, Dylan",150,+43378,+27500,-0.365,+20000,-0.538,+16000,-0.630,+30000,-0.308,+41735,-0.038,,0.00,+15000,-0.653,,0.00,+25000,-0.423,+20000,-0.538,+20000,-0.538,+35000,-0.193,+25000,-0.423,+17500,-0.595,+10000,-0.768
"Rodgers, Patrick",150,+43856,+20000,-0.543,+12500,-0.713,+12000,-0.725,+25000,-0.429,,0.00,+15050,-0.655,+10000,-0.770,+20000,-0.543,+15000,-0.656,+12500,-0.713,+12500,-0.713,+30000,-0.315,+15000,-0.656,+12500,-0.713,+12500,-0.713
"Law, David",150,+44344,+30000,-0.323,+30000,-0.323,+27000,-0.390,+25000,-0.435,+26662,-0.398,,0.00,+25000,-0.435,,0.00,+40000,-0.098,+20000,-0.548,+50000,0.127,+35000,-0.210,+30000,-0.323,+25000,-0.435,+25000,-0.435
"Ramsay, Richie",150,+45877,+17500,-0.617,+17500,-0.617,+19000,-0.585,+35000,-0.237,+34903,-0.239,+25050,-0.453,+17500,-0.617,+17500,-0.617,+20000,-0.563,+15000,-0.672,+15000,-0.672,+32500,-0.291,+25000,-0.454,+15000,-0.672,+15000,-0.672
"Poulter, Ian",150,+46412,+11000,-0.761,,0.00,,0.00,+11000,-0.761,,0.00,,0.00,,0.00,+12500,-0.729,+12500,-0.729,,0.00,+11000,-0.761,+15000,-0.675,,0.00,,0.00,,0.00
"Palmer, Ryan",150,+47519,+20000,-0.578,+15000,-0.683,+14000,-0.704,+30000,-0.368,,0.00,+20050,-0.577,+12500,-0.735,+17500,-0.630,+15000,-0.683,+15000,-0.683,+15000,-0.683,+30000,-0.368,+15000,-0.683,+12500,-0.735,+15000,-0.683
"Otaegui, Adrian",150,+47519,+15000,-0.683,,0.00,,0.00,+30000,-0.368,,0.00,,0.00,,0.00,+15000,-0.683,+15000,-0.683,,0.00,+15000,-0.683,+30000,-0.368,,0.00,,0.00,,0.00
"Harrington, Padraig",150,+48093,+25000,-0.479,+20000,-0.583,+16000,-0.666,+25000,-0.479,+19762,-0.588,,0.00,+15000,-0.687,,0.00,+20000,-0.583,+15000,-0.687,+20000,-0.583,+25000,-0.479,+25000,-0.479,+17500,-0.635,+17500,-0.635
"Hojgaard, Rasmus",150,+48680,+17500,-0.639,+15000,-0.690,+14000,-0.711,+15000,-0.690,+19923,-0.590,+16050,-0.669,+12500,-0.742,+17500,-0.639,+12500,-0.742,+12500,-0.742,+15000,-0.690,+19000,-0.608,+15000,-0.690,+12500,-0.742,+20000,-0.588
"Lawrence, Thriston",150,+49900,+25000,-0.498,+25000,-0.498,+17000,-0.658,+25000,-0.498,+26662,-0.465,,0.00,+15000,-0.698,,0.00,+25000,-0.498,+20000,-0.598,+25000,-0.498,+27500,-0.448,+25000,-0.498,+20000,-0.598,+20000,-0.598
"Dahmen, Joel",150,+49900,+20000,-0.598,+12500,-0.748,+11000,-0.778,+25000,-0.498,+39936,-0.199,+20050,-0.597,+10000,-0.798,+20000,-0.598,+15000,-0.698,+12500,-0.748,+12500,-0.748,+20000,-0.598,+20000,-0.598,+10000,-0.798,+15000,-0.698
"Detry, Thomas",150,+51182,+15000,-0.706,+12500,-0.754,+11000,-0.784,+20000,-0.608,,0.00,+15050,-0.705,+10000,-0.803,+12500,-0.754,+12500,-0.754,+8000,-0.842,+15000,-0.706,+20000,-0.608,+15000,-0.706,+12500,-0.754,+12500,-0.754
"Merritt, Troy",150,+51182,+25000,-0.511,+15000,-0.706,+21000,-0.589,+40000,-0.218,,0.00,+17550,-0.656,+20000,-0.608,+17500,-0.657,+15000,-0.706,+15000,-0.706,+20000,-0.608,+35000,-0.316,+20000,-0.608,+20000,-0.608,+17500,-0.657
"Veerman, Johannes",150,+53233,+17500,-0.670,+15000,-0.717,+12000,-0.773,+18000,-0.661,,0.00,+20050,-0.622,+10000,-0.811,+17500,-0.670,+20000,-0.623,+15000,-0.717,+15000,-0.717,+20000,-0.623,+15000,-0.717,+15000,-0.717,+17500,-0.670
"Zanotti, Fabrizio",150,+53954,+25000,-0.536,+20000,-0.628,+21000,-0.610,+35000,-0.351,+34903,-0.352,,0.00,+20000,-0.628,+22500,-0.582,+20000,-0.628,+20000,-0.628,+20000,-0.628,+40000,-0.258,+25000,-0.536,+17500,-0.674,+15000,-0.721
"Ghim, Doug",150,+57043,,0.00,,0.00,+21000,-0.631,+35000,-0.386,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,+35000,-0.386,+25000,-0.561,,0.00,,0.00
"Kim, Joohyung",150,+57871,+30000,-0.481,+25000,-0.567,+25000,-0.567,+40000,-0.308,+38324,-0.337,,0.00,+25000,-0.567,,0.00,+25000,-0.567,+20000,-0.653,+30000,-0.481,+50000,-0.136,+30000,-0.481,+25000,-0.567,+25000,-0.567
"Taylor, Nick",150,+58724,,0.00,+25000,-0.573,+14000,-0.760,,0.00,,0.00,,0.00,+12500,-0.786,+15000,-0.743,+25000,-0.573,+20000,-0.658,,0.00,+40000,-0.318,+25000,-0.573,+20000,-0.658,+20000,-0.658
"Armitage, Marcus",150,+60506,+27500,-0.545,+25000,-0.586,+28000,-0.536,+40000,-0.338,,0.00,,0.00,+25000,-0.586,+22500,-0.627,+25000,-0.586,+25000,-0.586,+25000,-0.586,+40000,-0.338,+30000,-0.503,+20000,-0.668,+20000,-0.668
"Campillo, Jorge",150,+60506,+35000,-0.421,+25000,-0.586,+28000,-0.536,+40000,-0.338,+38324,-0.366,,0.00,+25000,-0.586,,0.00,+25000,-0.586,+25000,-0.586,+25000,-0.586,+45000,-0.256,+30000,-0.503,+25000,-0.586,+20000,-0.668
"Catlin, John",150,+61438,+22500,-0.633,+20000,-0.673,+16000,-0.738,+25000,-0.592,+25915,-0.577,+25050,-0.591,+15000,-0.755,+20000,-0.673,+20000,-0.673,+15000,-0.755,+20000,-0.673,+22500,-0.633,+20000,-0.673,+17500,-0.714,+15000,-0.755
