player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Imahira, Shugo",150,Inf,+75000,-0.793,+50000,-0.862,+50000,-0.862,+30000,-0.917,,0.00,,0.00,+30000,-0.917,,0.00,+50000,-0.862,+30000,-0.917,+120000,-0.670,+50000,-0.862,+60000,-0.835,,0.00
"Kennedy, Brad",150,Inf,+75000,-0.812,+50000,-0.875,+100000,-0.750,+30000,-0.925,,0.00,,0.00,+50000,-0.875,,0.00,+50000,-0.875,+50000,-0.875,+100000,-0.750,+50000,-0.875,+60000,-0.850,,0.00
"Parry, John",150,Inf,+100000,-0.750,+100000,-0.750,+100000,-0.750,+80000,-0.800,,0.00,,0.00,+50000,-0.875,,0.00,+75000,-0.812,+100000,-0.750,Inf,-0.250,+50000,-0.875,+60000,-0.850,+100000,-0.750
"Kim, Minkyu",150,Inf,+100000,-0.750,+75000,-0.812,+100000,-0.750,+40000,-0.900,,0.00,,0.00,,0.00,,0.00,+100000,-0.750,+50000,-0.875,+150000,-0.625,+50000,-0.875,+75000,-0.812,,0.00
"Van Meijel, Lars",150,Inf,+100000,-0.800,+50000,-0.900,+100000,-0.800,+100000,-0.800,,0.00,,0.00,+50000,-0.900,,0.00,+50000,-0.900,+100000,-0.800,Inf,-0.600,+50000,-0.900,+100000,-0.800,+100000,-0.800
"Mickelson, Phil",150,Inf,+35000,-0.930,+20000,-0.960,+21000,-0.958,+30000,-0.940,+27852,-0.944,+35050,-0.930,+17500,-0.965,,0.00,+15000,-0.970,+25000,-0.950,+47500,-0.905,+20000,-0.960,+16000,-0.968,+35000,-0.930
"Rutherford, Jamie",150,Inf,+100000,-0.825,+100000,-0.825,+100000,-0.825,+100000,-0.825,,0.00,,0.00,+50000,-0.912,,0.00,+75000,-0.869,+100000,-0.825,Inf,-0.475,+50000,-0.912,+75000,-0.869,+100000,-0.825
"Campbell, Ben",150,Inf,+75000,-0.869,+50000,-0.912,+100000,-0.825,+50000,-0.912,,0.00,,0.00,+50000,-0.912,,0.00,+50000,-0.912,+50000,-0.912,Inf,-0.650,+50000,-0.912,+75000,-0.869,+50000,-0.912
"Kim, Sihwan",150,Inf,+75000,-0.869,+50000,-0.912,+50000,-0.912,+40000,-0.930,,0.00,,0.00,+30000,-0.947,,0.00,+40000,-0.930,+30000,-0.947,,0.00,+50000,-0.912,+60000,-0.895,,0.00
"Farr, Oliver",150,Inf,Inf,-0.800,+100000,-0.900,+100000,-0.900,+40000,-0.960,,0.00,,0.00,+50000,-0.950,,0.00,+100000,-0.900,+50000,-0.950,+150000,-0.850,+50000,-0.950,+75000,-0.925,+50000,-0.950
"Fernandez-Valdes, Jorge",150,Inf,Inf,-0.850,+100000,-0.925,,0.00,+80000,-0.940,,0.00,,0.00,+50000,-0.962,,0.00,+100000,-0.925,,0.00,Inf,-0.775,+50000,-0.962,+100000,-0.925,,0.00
"Cho, Mingyu",150,Inf,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,+50000,-0.962,Inf,-0.812,,0.00,,0.00,,0.00
"Clarke, Darren",150,Inf,Inf,-0.900,+100000,-0.950,+100000,-0.950,+80000,-0.960,,0.00,,0.00,+50000,-0.975,,0.00,+100000,-0.950,+50000,-0.975,Inf,-0.850,+50000,-0.975,+75000,-0.962,+100000,-0.950
"Chesters, Ashley",150,Inf,+100000,-0.950,+50000,-0.975,+50000,-0.975,+40000,-0.980,,0.00,,0.00,+30000,-0.985,,0.00,+40000,-0.980,+50000,-0.975,+150000,-0.925,+50000,-0.975,+60000,-0.970,+50000,-0.975
"Penge, Marco",150,Inf,+100000,-0.950,+75000,-0.962,+100000,-0.950,+80000,-0.960,,0.00,,0.00,+50000,-0.975,,0.00,+75000,-0.962,+100000,-0.950,Inf,-0.850,+50000,-0.975,+60000,-0.970,+100000,-0.950
"De Los Santos, Justin",150,Inf,,0.00,,0.00,+100000,-0.975,+50000,-0.987,,0.00,,0.00,,0.00,,0.00,,0.00,+100000,-0.975,Inf,-0.925,+50000,-0.987,,0.00,,0.00
"Brown, Barclay",150,Inf,+150000,-0.962,+100000,-0.975,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,+75000,-0.981,+100000,-0.975,Inf,-0.900,+50000,-0.987,+150000,-0.962,+100000,-0.975
"Quayle, Anthony",150,Inf,+100000,-0.975,+75000,-0.981,+100000,-0.975,+40000,-0.990,,0.00,,0.00,+50000,-0.987,,0.00,+50000,-0.987,+50000,-0.987,Inf,-0.950,+50000,-0.987,+60000,-0.985,,0.00
"Wrigley, Alex",124,Inf,Inf,-0.937,+100000,-0.975,+100000,-0.975,+100000,-0.975,,0.00,,0.00,,0.00,,0.00,+150000,-0.962,+100000,-0.975,Inf,-0.875,+50000,-0.987,+175000,-0.956,+100000,-0.975
"Carey, David",150,,Inf,-1.200,+100000,-1.100,+50000,-1.050,+80000,-1.080,,0.00,,0.00,+30000,-1.030,,0.00,+100000,-1.100,+100000,-1.100,Inf,-1.300,+50000,-1.050,+150000,-1.150,+100000,-1.100
"Bairstow, Sam",150,,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,,0.00,+50000,-1.050,+100000,-1.100,Inf,-1.300,+50000,-1.050,+60000,-1.060,+100000,-1.100
"Potgieter, Aldrich",41,,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,,0.00,+75000,-1.075,+75000,-1.075,Inf,-1.500,+50000,-1.050,+75000,-1.075,,0.00
"Daly, John",150,,Inf,-1.400,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,,0.00,+100000,-1.100,+100000,-1.100,Inf,-2.000,+50000,-1.050,+75000,-1.075,,0.00
"Floydd, Jack",150,,Inf,-1.250,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,,0.00,+150000,-1.150,+100000,-1.100,Inf,-1.500,+50000,-1.050,+150000,-1.150,+100000,-1.100
"Dodd, Stephen",150,,Inf,-1.400,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,,0.00,+100000,-1.100,+50000,-1.050,Inf,-1.400,+50000,-1.050,Inf,-1.200,+100000,-1.100
"Mullarney, Ronan",150,,Inf,-1.250,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,,0.00,+150000,-1.150,+100000,-1.100,Inf,-1.500,+50000,-1.050,+175000,-1.175,+100000,-1.100
"Duval, David",149,,Inf,-1.400,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,,0.00,+100000,-1.100,+100000,-1.100,Inf,-2.000,+50000,-1.050,Inf,-1.200,,0.00
"Lawrie, Paul",150,,Inf,-1.200,+100000,-1.100,+100000,-1.100,+50000,-1.050,,0.00,,0.00,+50000,-1.050,,0.00,+100000,-1.100,+100000,-1.100,Inf,-1.300,+50000,-1.050,+75000,-1.075,,0.00
"Griffin, Matthew",150,,+100000,-1.100,+75000,-1.075,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,,0.00,+75000,-1.075,+50000,-1.050,Inf,-1.250,+50000,-1.050,+75000,-1.075,,0.00
"Ford, Matt",150,,Inf,-1.250,+100000,-1.100,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,,0.00,+150000,-1.150,+100000,-1.100,Inf,-1.500,+50000,-1.050,+150000,-1.150,+100000,-1.100
"Dinwiddie, Robert",150,,+150000,-1.150,+75000,-1.075,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+50000,-1.050,,0.00,+100000,-1.100,+100000,-1.100,Inf,-1.300,+50000,-1.050,+100000,-1.100,+100000,-1.100
"Jarvis, Aaron",61,,Inf,-1.400,+100000,-1.100,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,,0.00,+100000,-1.100,+50000,-1.050,Inf,-1.500,+50000,-1.050,+100000,-1.100,,0.00
"Papadatos, Dimitrios",150,,+100000,-1.100,+50000,-1.050,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,,0.00,+75000,-1.075,+50000,-1.050,Inf,-1.200,+50000,-1.050,+75000,-1.075,,0.00
"Celli, Filippo",150,,Inf,-1.200,+100000,-1.100,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,,0.00,+100000,-1.100,+100000,-1.100,Inf,-1.500,+50000,-1.050,+75000,-1.075,,0.00
"Morgan, Jediah",150,,Inf,-1.200,+100000,-1.100,+100000,-1.100,+50000,-1.050,,0.00,,0.00,+50000,-1.050,,0.00,+100000,-1.100,+50000,-1.050,Inf,-1.300,+50000,-1.050,+100000,-1.100,,0.00
"Calcavecchia, Mark",150,,Inf,-1.400,+100000,-1.100,,0.00,+100000,-1.100,,0.00,,0.00,,0.00,,0.00,+150000,-1.150,+100000,-1.100,Inf,-2.000,+50000,-1.050,Inf,-1.200,,0.00
