datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Im, Sungjae","Sungjae Im",150,23258459,8300,32.443,1:04 pm,0,65.5,4,0,69.5,0.65,100,8.40463464306055,
"Conners, Corey","Corey Conners",150,23258460,8200,30.950,8:36 am,1,60.4,3,0,63.3,0.35,100,6.35107665980459,
"DeChambeau, Bryson","Bryson DeChambeau",150,23258461,8100,29.687,7:52 am,1,54.1,1.9,0,55.9,-0.01,100,5.7547043259358,
"Niemann, Joaquin","Joaquin Niemann",150,23258462,8000,31.604,1:26 pm,0,65.2,3.9,0,69.1,0.7,100,10.2187897217626,
"Homa, Max","Max Homa",150,23258464,7900,31.335,2:59 pm,0,63.2,3.3,0,66.5,0.59,100,11.9471257179116,
"Young, Cameron","Cameron Young",150,23258465,7800,31.455,8:25 am,1,60.7,3,0,63.7,0.47,100,5.46007997411139,
"Macintyre, Robert","Robert Macintyre",150,23258466,7800,30.315,8:25 am,1,55.4,2,0,57.4,0.13,100,5.16018347124185,
"Leishman, Marc","Marc Leishman",150,23258468,7700,30.232,1:15 pm,0,57.4,2.4,0,59.8,0.29,100,6.35309396701023,
"Scott, Adam","Adam Scott",150,23258467,7700,31.261,1:15 pm,0,59.7,2.8,0,62.5,0.43,100,8.33492743184986,
"Ancer, Abraham","Abraham Ancer",150,23258470,7600,29.743,2:26 pm,0,54.8,2,0,56.9,0.15,100,3.23823760591967,
"Simpson, Webb","Webb Simpson",150,23258469,7600,29.711,6:35 am,1,55.1,2,0,57.1,0.17,100,4.91767488151292,
"Casey, Paul","Paul Casey",150,23258472,7500,30.688,1:04 pm,0,56.9,2.4,0,59.3,0.31,100,2.82575606822041,
"Woods, Tiger","Tiger Woods",150,23258471,7500,28.721,2:59 pm,0,49.8,1.5,0,51.3,-0.07,100,5.43206417552805,
"Horschel, Billy","Billy Horschel",150,23258473,7500,29.842,8:36 am,1,56,2.1,0,58.2,0.25,100,4.44323501709407,
"Power, Seamus","Seamus Power",150,23258474,7400,32.024,8:03 am,1,63.8,3.6,0,67.4,0.77,100,11.1442624081217,
"Rose, Justin","Justin Rose",150,23258477,7400,30.497,8:14 am,1,55.9,2.1,0,58,0.26,100,7.81773665834287,
"Garcia, Sergio","Sergio Garcia",150,23258475,7400,31.121,12:53 pm,0,58.5,2.7,0,61.3,0.44,100,4.57806952696549,
"Westwood, Lee","Lee Westwood",150,23258476,7400,26.766,9:03 am,1,45.2,0.9,0,46.1,-0.21,100,0.652058464081641,
"Pereira, Mito","Mito Pereira",150,23258482,7300,30.456,3:21 pm,0,57.2,2.4,0,59.6,0.37,100,4.91162178984431,
"Gooch, Talor","Talor Gooch",150,23258481,7300,31.429,12:31 pm,0,59.9,2.9,0,62.7,0.54,100,5.6881176418997,
"Poston, J.T.","J.T. Poston",150,23258479,7300,30.135,9:03 am,1,54.2,1.9,0,56.1,0.19,100,3.13022055348291,
"Reed, Patrick","Patrick Reed",150,23258478,7300,30.037,7:41 am,1,55,2.1,0,57,0.24,100,5.90908628270244,
"Bezuidenhout, Christiaan","Christiaan Bezuidenhout",150,23258480,7300,29.806,11:47 am,0,56.5,2.3,0,58.7,0.33,100,6.99784602519362,
"Munoz, Sebastian","Sebastian Munoz",150,23321381,7200,30.756,3:32 pm,0,56.8,2.3,0,59,0.37,100,3.20067368596516,
"Varner III, Harold","Harold Varner III",150,23258486,7200,31.077,3:10 pm,0,59.9,2.8,0,62.6,0.56,100,4.31495797391969,
"Kokrak, Jason","Jason Kokrak",150,23258487,7200,30.775,9:47 am,1,57.7,2.4,0,60,0.42,100,2.50881718017743,
"Bradley, Keegan","Keegan Bradley",150,23258488,7200,30.918,3:32 pm,0,59.5,2.7,0,62.2,0.54,100,6.594492265626,
"Henley, Russell","Russell Henley",150,23258485,7200,29.547,12:42 pm,0,53.8,1.9,0,55.7,0.19,100,4.21065702501763,
"Pieters, Thomas","Thomas Pieters",150,23258483,7200,31.595,2:48 pm,0,60.7,3,0,63.7,0.62,100,7.28905847408499,
"Smith, Jordan","Jordan L. Smith",150,23258484,7200,30.675,2:04 pm,0,60.4,2.9,0,63.4,0.6,100,6.53772616164774,
"Meronk, Adrian","Adrian Meronk",150,23258490,7100,30.587,11:58 am,0,57.8,2.4,0,60.2,0.46,100,3.4557747075421,
"Molinari, Francesco","Francesco Molinari",150,23258492,7100,28.170,8:14 am,1,48.7,1.2,0,50,-0.05,100,0.898458181884037,
"Theegala, Sahith","Sahith Theegala",150,23321383,7100,30.451,3:32 pm,0,56.2,2.2,0,58.4,0.36,100,3.45522148538853,
"Poulter, Ian","Ian Poulter",150,23258494,7100,26.967,7:08 am,1,47.5,1.1,0,48.6,-0.09,100,0.414595155311238,
"Woodland, Gary","Gary Woodland",150,23258493,7100,30.790,1:04 pm,0,58.8,2.6,0,61.4,0.52,100,6.15731035557468,
"Perez, Victor","Victor Perez",150,23258491,7100,28.438,9:36 am,1,50.4,1.4,0,51.9,0.01,100,2.11950605432401,
"Fox, Ryan","Ryan Fox",150,23258489,7100,32.331,11:36 am,0,66.3,4,0,70.3,1,100,13.9934926122114,
"Wise, Aaron","Aaron Wise",150,23321384,7000,31.423,12:20 pm,0,60.8,3,0,63.7,0.67,100,7.32723900910985,
"Kim, Si Woo","Si Woo Kim",150,23321377,7000,30.055,12:20 pm,0,55.7,2.2,0,57.8,0.36,100,2.09538545652339,
"Tringale, Cameron","Cameron Tringale",150,23258498,7000,30.465,7:52 am,1,57.2,2.4,0,59.6,0.45,100,4.09972403945635,
"Na, Kevin","Kevin Na",150,23258496,7000,28.576,1:48 pm,0,50.4,1.4,0,51.8,0.03,100,2.80729170347442,
"Stenson, Henrik","Henrik Stenson",150,23258499,7000,28.439,12:42 pm,0,50.4,1.5,0,51.9,0.04,100,1.63048587841105,
"Willett, Danny","Danny Willett",150,23258495,7000,29.341,8:47 am,1,53,1.8,0,54.8,0.19,100,4.25346265506126,
"Hoge, Tom","Tom Hoge",150,23258500,7000,28.589,7:41 am,1,50.4,1.4,0,51.9,0.04,100,1.0470039934262,
"Wiesberger, Bernd","Bernd Wiesberger",150,23258497,7000,27.828,11:47 am,0,48.4,1.3,0,49.7,-0.04,100,1.62218719992407,
"English, Harris","Harris English",150,23258501,7000,28.606,2:37 pm,0,50.2,1.4,0,51.6,0.02,100,2.34239212536208,
"Kitayama, Kurt","Kurt Kitayama",150,23321378,6900,29.387,7:30 am,1,53.8,1.8,0,55.5,0.26,100,3.26995364283775,
"Hojgaard, Nicolai","Nicolai Hojgaard",150,23258507,6900,26.638,9:47 am,1,45.8,0.9,0,46.7,-0.12,100,1.72521863243608,
"Arnaus, Adri","Adri Arnaus",150,23258508,6900,31.362,9:25 am,1,58.3,2.4,0,60.7,0.54,100,3.4675404131657,
"Kisner, Kevin","Kevin Kisner",150,23258505,6900,28.323,10:31 am,1,48.9,1.3,0,50.2,-0.01,100,3.98694773032951,
"Harman, Brian","Brian Harman",150,23321376,6900,28.769,8:47 am,1,51.7,1.7,0,53.4,0.15,100,2.74352912106348,
"Mitchell, Keith","Keith Mitchell",150,23258504,6900,31.386,2:48 pm,0,60.4,2.9,0,63.3,0.68,100,8.90362703752517,
"Herbert, Lucas","Lucas Herbert",150,23258506,6900,31.125,7:30 am,1,59.1,2.6,0,61.7,0.59,100,4.83476490690235,
"Li, Haotong","Hao-Tong Li",150,23258502,6900,31.427,11:58 am,0,57,2.2,0,59.1,0.45,100,4.71500276935084,
"Lee, Min Woo","Min Woo Lee",150,23258503,6900,30.048,6:35 am,1,55.1,2,0,57.1,0.35,100,2.51404562550754,
"Cink, Stewart","Stewart Cink",150,23258512,6800,29.824,12:53 pm,0,54.1,1.8,0,56,0.31,100,2.04177059797412,
"List, Luke","Luke List",150,23321379,6800,30.195,9:14 am,1,57.7,2.5,0,60.1,0.53,100,2.86511596256846,
"Hughes, Mackenzie","Mackenzie Hughes",150,23258511,6800,29.788,9:36 am,1,53.7,1.9,0,55.6,0.29,100,2.36534330530848,
"Kirk, Chris","Chris Kirk",150,23258509,6800,29.654,10:31 am,1,54.6,2,0,56.5,0.34,100,4.16297247572555,
"Harding, Justin","Justin Harding",150,23258514,6800,28.198,2:04 pm,0,49.6,1.3,0,50.9,0.04,100,1.25870802358592,
"Frittelli, Dylan","Dylan Frittelli",150,23258510,6800,29.931,10:42 am,1,55.4,2,0,57.4,0.39,100,3.06486182161936,
"Straka, Sepp","Sepp Straka",150,23321382,6800,28.562,9:14 am,1,50.6,1.5,0,52,0.1,100,0.698047504440244,
"Lee, Kyounghoon","Kyoung-Hoon Lee",150,23258515,6800,30.207,8:25 am,1,55.9,2.2,0,58.1,0.42,100,2.5701106687662,
"Migliozzi, Guido","Guido Migliozzi",150,23258513,6800,25.005,7:08 am,1,41.4,0.6,0,42,-0.25,100,0.664106877546248,
"Higgo, Garrick","Garrick Higgo",150,23258516,6700,26.045,7:19 am,1,43.7,0.8,0,44.5,-0.16,100,0.472431074065603,
"Van Rooyen, Erik","Erik Van Rooyen",150,23258522,6700,29.290,1:48 pm,0,52.5,1.7,0,54.2,0.24,100,1.54956649000243,
"Scrivener, Jason","Jason Scrivener",150,23258519,6700,26.135,2:15 pm,0,44.4,0.9,0,45.2,-0.14,100,0.671668790889696,
"Burmester, Dean","Dean Burmester",150,23258521,6700,30.993,6:57 am,1,59.2,2.7,0,61.8,0.65,100,5.30644358744791,
"Horsfield, Sam","Sam Horsfield",150,23258518,6700,31.756,12:20 pm,0,59.5,2.7,0,62.2,0.66,100,4.39944936876342,
"Harrington, Padraig","Padraig Harrington",150,23258520,6700,28.289,2:48 pm,0,50,1.4,0,51.5,0.09,100,2.3990376191921,
"Larrazabal, Pablo","Pablo Larrazabal",150,23258517,6700,28.661,8:47 am,1,50.3,1.4,0,51.7,0.11,100,1.13685979086681,
"Grillo, Emiliano","Emiliano Grillo",150,23258523,6700,29.328,2:26 pm,0,51.7,1.6,0,53.3,0.19,100,2.8680623105416,
"Detry, Thomas","Thomas Detry",150,23258529,6600,29.568,11:04 am,1,54.7,2,0,56.7,0.4,100,3.52005725651558,
"Clark, Wyndham","Wyndham Clark",150,23258530,6600,29.948,12:31 pm,0,57,2.2,0,59.2,0.53,100,4.79118957168511,
"Mansell, Richard","Richard Mansell",150,23258527,6600,29.601,11:04 am,1,52.7,1.8,0,54.5,0.28,100,1.03783292398688,
"Norris, Shaun","Shaun Norris",150,23258524,6600,25.019,12:31 pm,0,41.9,0.6,0,42.6,-0.2,100,0.0405602774101806,
"Kennedy, Brad","Brad Kennedy",150,23258528,6600,23.821,9:25 am,1,39.4,0.5,0,39.9,-0.29,100,0.0405602774101806,
"Jordan, Matthew","Matthew Jordan",150,23258531,6600,28.759,10:42 am,1,50.5,1.5,0,52,0.15,100,1.24092855818969,
"Mickelson, Phil","Phil Mickelson",150,23258525,6600,24.172,7:30 am,1,39.4,0.5,0,39.9,-0.29,100,0.904273438680834,
"Vincent, Scott","Scott Vincent",150,23258526,6600,26.337,9:36 am,1,44.8,0.9,0,45.6,-0.11,100,0.0405602774101806,
"Kim, Sihwan","Sihwan Kim",150,23258535,6500,24.648,9:47 am,1,40.9,0.6,0,41.5,-0.22,100,0.0405602774101806,
"Lawrence, Thriston","Thriston Lawrence",150,23258536,6500,29.427,12:09 pm,0,52.8,1.7,0,54.6,0.31,100,2.60632780710459,
"Canter, Laurie","Laurie Canter",150,23258539,6500,30.102,3:43 pm,0,54.4,2,0,56.4,0.41,100,1.87904144135318,
"Armitage, Marcus","Marcus Armitage",150,23258537,6500,28.693,11:58 am,0,52.4,1.7,0,54.1,0.28,100,0.897604086536847,
"Law, David","David Law",150,23258533,6500,28.423,2:15 pm,0,50.3,1.4,0,51.8,0.16,100,0.529957275350041,
"Johnson, Zach","Zach Johnson",150,23258532,6500,25.582,8:36 am,1,43.1,0.8,0,43.9,-0.15,100,2.26195685283829,
"Bland, Richard","Richard Bland",150,23258538,6500,27.283,1:37 pm,0,47.9,1.2,0,49.1,0.02,100,1.20936317058478,
"Kim, Joohyung","Joohyung Kim",150,23258534,6500,28.819,7:41 am,1,51.1,1.5,0,52.6,0.21,100,5.92662650792423,
"Zanotti, Fabrizio","Fabrizio Zanotti",150,23258541,6400,27.539,12:09 pm,0,48.1,1.2,0,49.3,0.05,100,1.87455868318016,
"Papadatos, Dimitrios","Dimi Papadatos",150,23258545,6400,18.447,3:43 pm,0,30.2,0.1,0,30.3,-0.55,100,0.0405602774101806,
"Quayle, Anthony","Anthony Quayle",150,23258540,6400,21.961,10:53 am,1,35.7,0.3,0,36.1,-0.37,100,0.0405602774101806,
"Lombard, Zander","Zander Lombard",150,23258547,6400,26.679,10:53 am,1,45.4,0.9,0,46.3,-0.06,100,0.0405602774101806,
"Bjork, Alexander","Alexander Bjork",150,23258546,6400,27.368,11:15 am,1,47,1.1,0,48.1,-0.01,100,1.41172203964407,
"Catlin, John","John Catlin",150,23258543,6400,26.101,3:54 pm,0,44.5,0.9,0,45.4,-0.09,100,0.470675269716371,
"Parry, John","John Parry",150,23258544,6400,23.969,10:53 am,1,39.8,0.5,0,40.3,-0.24,100,0.0405602774101806,
"Kim, Chan","Chan Kim",150,23258548,6300,24.811,6:57 am,1,41.3,0.6,0,41.9,-0.18,100,0.130522770283709,
"Higa, Kazuki","Kazuki Higa",150,23258556,6300,25.483,1:48 pm,0,43.2,0.7,0,43.9,-0.12,100,0.0405602774101806,
"Van Meijel, Lars","Lars Van Meijel",150,23258552,6300,23.492,4:16 pm,0,38.7,0.5,0,39.2,-0.27,100,0.0405602774101806,
"Chesters, Ashley","Ashley Chesters",150,23258553,6300,21.239,7:19 am,1,34.9,0.3,0,35.2,-0.39,100,0.0555085254678131,
"Kaewkanjana, Sadom","Sadom Kaewkanjana",150,23258550,6300,24.061,6:46 am,1,39.5,0.5,0,40,-0.24,100,0.0405602774101806,
"Penge, Marco","Marco Penge",150,23258549,6300,22.667,11:04 am,1,36.9,0.4,0,37.3,-0.32,100,0.0405602774101806,
"Donaldson, Jamie","Jamie Donaldson",150,23321375,6300,24.300,7:08 am,1,40.5,0.6,0,41,-0.21,100,1.13725068385473,
"De Los Santos, Justin","Justin De Los Santos",150,23258554,6300,17.607,9:14 am,1,29,0.1,0,29.2,-0.57,100,0.0405602774101806,
"Potgieter, Aldrich","Aldrich Potgieter",41,23258551,6300,17.313,12:42 pm,0,28.5,0.1,0,28.6,-0.59,100,0.0405602774101806,
"Kanaya, Takumi","Takumi Kanaya",150,23258555,6300,25.183,10:31 am,1,42.5,0.7,0,43.2,-0.14,100,0.0405602774101806,
"Cho, Mingyu","Mingyu Cho",150,23258561,6200,19.951,4:05 pm,0,32.6,0.2,0,32.8,-0.44,100,0.0405602774101806,
"Imahira, Shugo","Shugo Imahira",150,23258559,6200,24.229,2:15 pm,0,40.6,0.5,0,41.1,-0.19,100,0.424433273345272,
"Dinwiddie, Robert","Robert Dinwiddie",150,23258562,6200,16.457,4:05 pm,0,27.6,0.1,0,27.7,-0.6,100,0.0405602774101806,
"Els, Ernie","Ernie Els",150,23258564,6200,25.021,9:25 am,1,41.8,0.7,0,42.5,-0.15,100,0.0475104166481874,
"Bairstow, Sam","Sam Bairstow",150,23258565,6200,21.165,11:47 am,0,34.3,0.3,0,34.6,-0.39,100,0.0405602774101806,
"Campbell, Ben","Ben Campbell",150,23258563,6200,22.750,6:46 am,1,36.9,0.4,0,37.3,-0.31,100,0.0405602774101806,
"Rutherford, Jamie","Jamie Rutherford",150,23258558,6200,23.255,3:54 pm,0,37.6,0.4,0,38.1,-0.28,100,0.0405602774101806,
"Jarvis, Aaron","Aaron Jarvis",61,23258557,6200,9.669,12:53 pm,0,17.7,0,0,17.7,-0.91,100,0.0405602774101806,
"Mullinax, Trey","Trey Mullinax",150,23321380,6200,28.239,10:42 am,1,49.6,1.3,0,50.9,0.19,100,1.5362552291222,
"Nakajima, Keita","Keita Nakajima",150,23258560,6200,24.840,2:37 pm,0,40.8,0.6,0,41.4,-0.18,100,0.0405602774101806,
"Wrigley, Alex","Alex Wrigley",124,23258567,6100,18.505,12:09 pm,0,29.7,0.1,0,29.8,-0.52,100,0.0405602774101806,
"Morgan, Jediah","Jediah Morgan",150,23258570,6100,14.299,11:36 am,0,24.7,0,0,24.7,-0.68,100,0.0405602774101806,
"Brown, Barclay","Barclay Brown",150,23258571,6100,20.343,6:46 am,1,33.2,0.2,0,33.4,-0.41,100,0.0405602774101806,
"Lawrie, Paul","Paul Lawrie",150,23258576,6100,16.479,6:35 am,1,26.9,0.1,0,27,-0.61,100,0.0405602774101806,
"Wu, Brandon","Brandon Wu",150,23321385,6100,27.148,6:57 am,1,46.5,1,0,47.6,0.04,100,1.31093022061233,
"Fernandez-Valdes, Jorge","Jorge Fernandez-Valdes",150,23258573,6100,21.908,4:05 pm,0,35.6,0.3,0,35.9,-0.33,100,0.0405602774101806,
"Celli, Filippo","Filippo Celli",150,23258572,6100,17.576,1:37 pm,0,29,0.1,0,29.1,-0.54,100,0.0405602774101806,
"Calcavecchia, Mark","Mark Calcavecchia",150,23258566,6100,8.048,11:36 am,0,14.2,0,0,14.2,-1,100,0.0405602774101806,
"Kim, Minkyu","Minkyu Kim",150,23258569,6100,23.112,7:19 am,1,38.1,0.4,0,38.5,-0.26,100,0.0405602774101806,
"Griffin, Matthew","Matthew Griffin",150,23258574,6100,15.528,3:43 pm,0,26.3,0.1,0,26.3,-0.63,100,0.0405602774101806,
"Ford, Matt","Matt Ford",150,23258568,6100,16.728,11:15 am,1,27.8,0.1,0,27.9,-0.58,100,0.0405602774101806,
"Katsuragawa, Yuto","Yuto Katsuragawa",150,23258575,6100,24.972,2:26 pm,0,41.7,0.6,0,42.3,-0.14,100,0.11452655264446,
"Farr, Oliver","Oliver Farr",150,23258583,6000,22.154,11:15 am,1,36.4,0.4,0,36.8,-0.29,100,0.0405602774101806,
"Carey, David","David Carey",150,23258585,6000,15.569,3:54 pm,0,26.3,0.1,0,26.4,-0.61,100,0.0405602774101806,
"Mullarney, Ronan","Ronan Mullarney",150,23258577,6000,12.823,4:16 pm,0,22.4,0,0,22.4,-0.73,100,0.0405602774101806,
"Duval, David","David Duval",149,23258581,6000,11.508,2:04 pm,0,20.5,0,0,20.5,-0.79,100,0.0405602774101806,
"Dodd, Stephen","Stephen Dodd",150,23258580,6000,10.618,9:03 am,1,19.5,0,0,19.5,-0.82,100,0.0405602774101806,
"Clarke, Darren","Darren Clarke",150,23258586,6000,21.126,1:37 pm,0,34.3,0.3,0,34.6,-0.36,100,0.0405602774101806,
"Floydd, Jack","Jack Floydd",150,23258582,6000,14.198,4:16 pm,0,24.6,0,0,24.6,-0.67,100,0.0405602774101806,
"Daly, John","John Daly",150,23258587,6000,14.519,7:52 am,1,24.6,0,0,24.7,-0.66,100,0.0405602774101806,
