team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,12,459,11,49,459,91.5,69,9
TB,30,11,426,5,64,426,90.0,77,8
MIA,17,11,404,12,53,404,88.7,78,13
NYJ,22,11,424,23,47,424,88.0,86,16
KC,16,11,440,21,62,440,87.8,95,12
CAR,5,11,391,17,61,391,87.5,88,10
WAS,32,12,437,11,79,437,87.2,101,11
GB,12,11,354,13,64,354,87.1,84,7
BLT,3,12,387,6,85,387,87.0,96,5
BUF,4,11,386,9,83,386,87.0,96,4
JAX,15,11,374,13,54,374,86.8,83,16
ARZ,1,11,355,6,67,355,86.6,84,11
SF,28,11,399,16,85,399,86.3,105,4
DET,11,11,352,20,54,352,85.5,88,14
IND,14,12,403,19,68,403,85.2,103,16
LAC,27,11,369,19,53,369,85.1,91,19
DAL,9,11,481,19,76,481,84.9,120,25
CHI,6,11,447,10,78,447,84.8,112,24
NO,20,11,385,17,79,385,84.7,107,11
LV,23,11,462,18,81,462,84.7,120,21
ATL,2,11,389,31,65,389,84.1,110,14
LA,26,11,412,29,66,412,83.6,115,20
PIT,25,11,367,14,70,367,83.4,103,19
MIN,18,11,381,12,83,381,83.1,112,17
HST,13,12,482,19,95,482,83.0,139,25
CIN,7,11,453,25,94,453,82.9,137,18
CLV,8,11,487,28,101,487,82.4,150,21
PHI,24,11,351,9,82,351,81.9,109,18
NYG,21,11,436,34,85,436,81.5,140,21
SEA,29,11,460,20,111,460,80.3,156,25
TEN,31,11,398,23,92,398,79.3,140,25
NE,19,12,464,31,120,464,77.5,180,29
