player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Skylar Thompson,60417,QB,MIA,2,40,50.0,6,7,13.8,2.76,0,0,0.0,42.9,3,4,0.0,9,22.5,0,1,,,,,16.1,28.8,71.9,29.7,,,1,0,9,50.0,50.9,22.2,2,0,0,0,0,1,11.1,22,3.1,0,17,20.3,39.7,41.8,55.3,80.0,25,26,6.2,2.78,0,0,0.0,69.2,18,13,10.0,31,77.5,2,7,,,,,26.5,49.6,76.4,52.2,,55.3,0,0,32,30.8,86.2,12.9,4,1,0,1,0,2,6.3,165,6.3,77.3,22,22,7.6,2.51,0,0,0.0,72.7,16,0,5.9,23,57.5,1,6,,,,,76.1,56.6,75.3,59.3,,55.3,0,0,24,,90.5,0.0,0,1,0,0,0,1,4.2,147,6.7,0,66.7,9,11,7.8,3.14,0,0,0.0,45.5,5,17,16.7,17,42.5,1,2,,,,,13.8,27.5,74.1,28.4,,,1,0,17,35.3,55.1,35.3,6,0,0,1,0,2,11.8,40,3.6
Tommy DeVito,60545,QB,NYG,1,39,78.6,14,15,5.8,2.87,0,0,0.0,73.3,11,10,0.0,22,56.4,0,8,,,,,75.6,51.6,75.0,51.2,,59.5,0,0,22,40.0,94.6,18.2,4,3,0,1,0,1,4.5,113,7.5,0,21,79.9,51.1,51.8,55.4,73.3,15,16,7.4,2.79,0,0,0.0,62.5,10,7,9.1,17,43.6,1,4,,,,,75.1,53.9,74.7,55.4,,57.9,0,0,20,0.0,74.0,0.0,0,1,0,1,0,0,0.0,76,4.8,73.7,19,19,6.8,2.51,0,0,0.0,73.7,14,0,0.0,22,56.4,0,9,,,,,75.9,53.6,75.2,53.5,,59.5,0,0,23,,94.6,0.0,0,3,0,0,0,1,4.3,142,7.5,0,80.0,10,12,6.3,3.25,0,0,0.0,58.3,7,17,12.5,17,43.6,1,3,,,,,74.8,51.6,74.5,53.2,,57.9,0,0,19,23.5,67.0,23.5,4,1,0,2,0,0,0.0,47,3.9
Jake Haener,60596,QB,NO,4,36,55.6,9,9,10.8,3.0,0,1,11.1,55.6,5,8,0.0,11,30.6,0,4,,,,,71.9,62.0,72.9,63.4,,58.3,0,0,11,12.5,126.6,9.1,1,1,0,0,1,0,0.0,89,9.9,0,20,79.8,61.0,60.0,61.5,63.2,19,20,8.5,2.7,0,1,4.5,45.0,9,9,25.0,25,69.4,3,4,,,,,76.8,59.3,75.8,58.0,,63.2,1,0,27,11.1,57.9,4.0,1,3,0,0,0,0,0.0,88,4.4,70.6,17,17,9.7,2.29,0,1,5.9,52.9,9,0,25.0,19,52.8,3,5,,,,,74.8,60.1,74.5,61.2,,57.9,0,0,19,,88.1,0.0,0,1,0,0,1,0,0.0,91,5.4,0,45.5,11,12,8.5,3.34,0,1,7.1,41.7,5,17,0.0,17,47.2,0,3,,,,,74.8,60.5,74.7,58.5,,63.6,1,0,19,11.8,66.7,11.8,2,3,0,0,0,0,0.0,86,7.2
Desmond Ridder,55086,QB,LV,2,34,66.7,6,8,4.3,2.18,1,0,0.0,37.5,3,5,25.0,10,29.4,1,1,,,,,71.4,28.4,72.3,29.3,,,0,0,10,40.0,45.8,20.0,2,0,0,1,0,1,10.0,14,1.8,0,23,27.2,39.8,41.6,54.6,81.3,16,18,5.9,2.77,0,1,5.3,72.2,13,12,0.0,24,70.6,0,6,,,,,24.6,52.4,75.5,54.4,,54.6,1,0,25,33.3,109.5,16.7,4,2,0,1,1,1,4.0,124,6.9,80.0,15,16,4.5,1.93,1,0,0.0,68.8,11,0,8.3,17,50.0,1,4,,,,,74.5,44.3,74.3,46.0,,58.3,0,0,18,,75.5,0.0,0,1,0,0,0,1,5.6,62,3.9,0,71.4,7,10,7.7,3.26,0,1,10.0,50.0,5,17,0.0,17,50.0,0,3,,,,,21.8,42.5,74.1,44.2,,58.3,1,0,17,35.3,108.8,35.3,6,1,0,2,1,1,5.9,76,7.6
Brandon Allen,10835,QB,SF,1,32,50.0,8,9,10.9,2.61,0,0,0.0,33.3,3,5,25.0,10,31.3,1,2,,,,,18.7,46.8,72.3,47.7,,,0,1,10,20.0,2.8,10.0,1,0,0,1,0,1,10.0,22,2.4,0,28,20.2,48.0,49.3,54.4,83.3,18,20,6.0,2.89,0,0,0.0,70.0,14,7,6.7,22,68.8,1,6,,,,,24.0,50.8,75.0,53.6,,55.7,0,0,22,14.3,114.0,4.5,1,1,0,2,1,2,9.1,177,8.9,85.0,20,20,6.2,2.44,0,0,0.0,75.0,15,0,11.8,20,62.5,2,7,,,,,75.1,69.5,74.7,68.6,,,0,1,20,,96.7,0.0,0,0,0,0,1,1,5.0,174,8.7,0,33.3,6,9,11.8,3.41,0,0,0.0,22.2,2,12,0.0,12,37.5,0,1,,,,,12.7,26.1,72.9,27.6,,55.7,0,0,12,16.7,39.6,16.7,2,1,0,3,0,2,16.7,25,2.8
Marcus Mariota,9435,QB,WAS,2,29,80.0,10,11,10.5,3.43,0,0,0.0,54.5,6,3,25.0,12,41.4,2,5,,,,,72.8,79.6,73.2,76.2,,63.3,0,0,13,0.0,72.9,0.0,0,1,0,1,0,0,0.0,67,6.1,0,32,80.1,81.2,87.0,53.9,86.7,15,15,9.5,3.28,0,3,16.7,86.7,13,4,0.0,17,58.6,0,9,,,,,75.1,86.5,74.7,86.2,,58.3,0,0,20,25.0,144.0,5.9,1,1,0,0,2,0,0.0,136,9.1,85.7,21,21,7.9,2.86,0,1,4.2,81.0,17,0,5.6,22,75.9,1,11,,,,,76.3,84.0,75.5,83.5,,58.3,0,0,25,,115.5,0.0,0,1,0,0,1,0,0.0,166,7.9,0,75.0,4,5,20.8,4.86,0,2,33.3,40.0,2,7,33.3,7,24.1,1,3,,,,,70.3,83.3,71.5,79.4,,63.3,0,0,8,14.3,105.8,14.3,1,1,0,1,1,0,0.0,37,7.4
Tim Boyle,21956,QB,NYG,2,29,50.0,2,2,10.0,2.77,0,0,0.0,50.0,1,3,0.0,3,10.3,0,0,,,,,65.5,46.0,68.2,47.2,,,0,0,3,33.3,56.3,33.3,1,0,0,0,0,0,0.0,3,1.5,0,21,77.6,57.5,56.3,62.1,63.6,22,24,7.2,2.32,0,0,0.0,58.3,14,4,0.0,26,89.7,0,8,,,,,77.0,60.4,75.9,59.5,,62.1,0,0,28,0.0,76.7,0.0,0,2,1,1,0,0,0.0,150,6.3,70.0,20,21,5.1,1.94,0,0,0.0,66.7,14,0,0.0,22,75.9,0,7,,,,,75.9,57.3,75.2,58.3,,58.3,0,0,23,,87.4,0.0,0,1,1,0,0,0,0.0,150,7.1,0,25.0,4,5,19.5,3.7,0,0,0.0,20.0,1,7,0.0,7,24.1,0,1,,,,,70.3,58.1,71.5,54.0,,63.3,0,0,8,14.3,39.6,14.3,1,1,0,1,0,0,0.0,3,0.6
Dorian Thompson-Robinson,83574,QB,CLV,2,27,37.5,8,11,3.6,2.78,0,0,0.0,18.2,2,7,33.3,12,44.4,1,0,,,,,20.7,31.8,73.5,28.8,,65.9,1,1,14,14.3,1.7,8.3,1,0,0,2,0,1,7.1,13,1.2,0,8,27.0,32.2,26.7,88.5,75.0,12,14,6.8,2.19,1,0,0.0,64.3,9,2,0.0,15,55.6,0,3,,,,,73.9,29.1,73.9,29.9,,,0,1,16,0.0,46.4,0.0,0,0,0,1,0,2,12.5,69,4.9,68.8,16,17,5.3,2.04,1,0,0.0,58.8,10,0,9.1,18,66.7,1,2,,,,,75.4,30.7,74.9,29.1,,65.9,0,2,21,,27.7,0.0,0,0,0,0,0,2,9.5,66,3.9,1,25.0,4,8,6.8,3.27,0,0,0.0,12.5,1,9,0.0,9,33.3,0,1,,,,,18.1,28.9,71.9,29.7,,,1,0,9,11.1,39.6,11.1,1,0,0,3,0,1,11.1,16,2.0
Davis Mills,52269,QB,HST,2,14,55.6,9,9,8.2,2.29,0,0,0.0,44.4,4,3,20.0,10,71.4,1,2,,,,,71.4,53.5,72.3,53.9,,,0,0,10,33.3,60.9,10.0,1,0,0,0,0,0,0.0,47,5.2,0,13,73.2,63.2,62.7,,100.0,3,4,7.3,2.28,1,0,0.0,75.0,3,0,0.0,4,28.6,0,2,,,,,66.9,77.7,69.2,76.1,,,0,0,4,,97.9,0.0,0,0,0,0,0,0,0.0,32,8.0,70.0,10,11,7.0,2.17,1,0,0.0,54.5,6,0,14.3,11,78.6,1,3,,,,,71.9,61.6,72.6,61.3,,,0,0,11,,71.0,0.0,0,0,0,0,0,0,0.0,62,5.6,0,50.0,2,2,13.0,2.7,0,0,0.0,50.0,1,3,0.0,3,21.4,0,1,,,,,65.5,64.0,68.2,63.6,,,0,0,3,33.3,79.2,33.3,1,0,0,0,0,0,0.0,17,8.5
Drew Lock,39517,QB,NYG,2,11,100.0,2,2,-2.0,2.43,0,0,0.0,100.0,2,2,0.0,3,27.3,0,0,,,,,13.5,28.4,68.2,29.6,,,0,0,3,50.0,79.2,33.3,1,0,0,0,0,1,33.3,5,2.5,0,21,18.7,27.5,25.4,65.9,33.3,6,7,12.2,2.59,1,0,0.0,28.6,2,1,0.0,8,72.7,0,1,,,,,69.6,36.7,71.5,29.6,,65.9,0,0,8,0.0,39.6,0.0,0,1,0,0,0,1,12.5,4,0.6,42.9,7,8,10.0,2.3,1,0,0.0,37.5,3,0,0.0,8,72.7,0,0,,,,,69.6,29.6,71.5,31.2,,,0,0,8,,45.8,0.0,0,0,0,0,0,1,12.5,6,0.8,0,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,3,0.0,3,27.3,0,1,,,,,13.5,38.6,68.2,30.5,,65.9,0,0,3,33.3,79.2,33.3,1,1,0,0,0,1,33.3,3,3.0
Hendon Hooker,60593,QB,DET,3,11,0.0,1,1,8.0,2.9,0,0,0.0,0.0,0,2,,2,18.2,0,0,,,,,63.6,43.9,66.9,45.5,,,0,0,2,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,0,11,74.1,74.1,72.8,63.8,87.5,8,8,5.3,2.8,0,0,0.0,75.0,6,3,14.3,9,81.8,1,3,,,,,70.9,80.9,71.9,82.5,,58.3,0,0,9,0.0,96.9,0.0,0,1,0,0,0,0,0.0,62,7.8,100.0,6,6,3.0,2.07,0,0,0.0,83.3,5,0,16.7,6,54.5,1,2,,,,,68.9,77.7,70.6,76.1,,,0,0,6,,95.1,0.0,0,0,0,0,0,0,0.0,41,6.8,0,33.3,3,3,10.7,3.72,0,0,0.0,33.3,1,5,0.0,5,45.5,0,1,,,,,68.0,58.4,69.9,61.2,,58.3,0,0,5,20.0,59.0,20.0,1,1,0,0,0,0,0.0,21,7.0
Tyrod Taylor,6332,QB,NYJ,1,9,100.0,1,1,8.0,2.1,0,0,0.0,100.0,1,0,0.0,1,11.1,0,1,,,,,60.4,73.7,64.6,72.2,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0,0,22,71.4,66.1,59.8,65.6,71.4,7,7,4.1,2.66,0,0,0.0,71.4,5,3,0.0,8,88.9,0,2,,,,,70.9,59.8,71.9,53.2,,65.6,0,0,9,0.0,81.3,0.0,0,1,0,0,0,0,0.0,33,4.7,80.0,5,5,6.0,2.4,0,0,0.0,80.0,4,0,0.0,6,66.7,0,2,,,,,69.6,61.2,71.1,53.7,,65.6,0,0,7,,127.9,0.0,0,1,0,0,1,0,0.0,26,5.2,0,66.7,3,3,2.3,3.0,0,0,0.0,66.7,2,3,0.0,3,33.3,0,1,,,,,65.5,69.5,68.2,68.6,,,0,0,3,0.0,71.5,0.0,0,0,0,0,0,0,0.0,10,3.3
Trey Lance,91399,QB,DAL,1,8,66.7,3,3,13.3,2.07,0,0,0.0,66.7,2,2,0.0,3,37.5,0,1,,,,,65.5,52.5,68.2,53.1,,,0,1,3,0.0,31.9,0.0,0,0,0,0,0,1,33.3,10,3.3,0,9,73.1,55.1,49.2,65.0,66.7,3,3,1.3,3.54,0,0,0.0,66.7,2,2,0.0,5,62.5,0,0,,,,,68.0,51.3,69.9,51.9,,,0,0,5,100.0,72.9,40.0,2,0,0,0,0,0,0.0,11,3.7,75.0,4,4,2.0,2.45,0,0,0.0,75.0,3,0,0.0,4,50.0,0,0,,,,,66.9,56.6,69.2,56.8,,,0,0,4,,80.2,0.0,0,0,0,0,0,0,0.0,15,3.8,0,50.0,2,2,18.0,3.53,0,0,0.0,50.0,1,4,0.0,4,50.0,0,1,,,,,66.9,47.9,69.2,48.9,,,0,1,4,50.0,16.7,50.0,2,0,0,0,0,1,25.0,6,3.0
Michael Penix Jr.,82134,QB,ATL,2,6,100.0,1,1,4.0,2.9,0,0,0.0,100.0,1,1,0.0,2,33.3,0,1,,,,,63.6,69.7,66.9,68.7,,,0,0,2,100.0,83.3,50.0,1,0,0,0,0,0,0.0,4,4.0,0,2,68.9,92.1,91.4,,66.7,3,4,16.7,2.38,0,1,25.0,50.0,2,1,0.0,4,66.7,0,2,,,,,66.9,92.7,69.2,91.5,,,0,0,4,0.0,79.2,0.0,0,0,0,1,0,0,0.0,34,8.5,75.0,4,4,13.5,2.23,0,1,25.0,75.0,3,0,0.0,4,66.7,0,3,,,,,66.9,94.9,69.2,93.5,,,0,0,4,,104.2,0.0,0,0,0,0,0,0,0.0,38,9.5,0,,0,1,,3.2,0,0,0.0,0.0,0,2,,2,33.3,0,0,,,,,63.6,55.4,66.9,56.1,,,0,0,2,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
Taylor Heinicke,9896,QB,LAC,1,5,,0,0,,2.3,0,0,,,0,1,,1,20.0,0,0,,,,,60.4,60.0,64.6,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,27,68.0,66.0,65.2,,100.0,2,2,7.5,2.73,0,0,0.0,100.0,2,2,0.0,4,80.0,0,1,,,,,66.9,68.3,69.2,67.5,,,0,0,4,100.0,116.7,50.0,2,0,0,0,0,0,0.0,24,12.0,100.0,2,2,7.5,2.4,0,0,0.0,100.0,2,0,0.0,2,40.0,0,1,,,,,63.6,74.3,66.9,72.9,,,0,0,2,,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0,0,,0,0,,2.8,0,0,,,0,3,,3,60.0,0,0,,,,,65.5,52.5,68.2,53.2,,,0,0,3,100.0,0.0,100.0,3,0,0,0,0,0,0.0,0,
Taysom Hill,12112,TE,NO,3,4,100.0,2,2,6.5,4.0,0,0,0.0,100.0,2,1,0.0,2,50.0,0,1,,,,75.6,70.7,86.9,76.9,70.4,85.7,,0,0,2,0.0,110.4,0.0,0,0,0,0,0,0,0.0,21,10.5,0,20,44.3,74.9,38.7,90.8,0.0,2,2,20.5,3.3,0,0,0.0,0.0,0,1,,2,50.0,0,0,,,,29.9,21.3,44.0,80.8,25.9,51.3,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0,50.0,2,2,29.0,3.6,0,0,0.0,50.0,1,0,0.0,2,50.0,0,1,,,,40.1,23.5,57.1,80.7,39.7,61.3,,0,1,2,,41.7,0.0,0,0,0,0,0,1,50.0,18,9.0,0,50.0,2,2,-2.0,3.7,0,0,0.0,50.0,1,2,0.0,2,50.0,0,0,,,,68.3,66.9,67.1,77.0,55.0,71.0,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5
Kenny Pickett,60515,QB,PHI,2,4,50.0,2,2,5.5,2.35,0,0,0.0,50.0,1,2,0.0,2,50.0,0,0,,,,,63.6,45.8,66.9,47.1,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,0,24,71.3,54.0,44.6,65.0,,0,1,,2.85,0,0,0.0,0.0,0,2,,2,50.0,0,0,,,,,63.6,55.4,66.9,56.0,,,1,0,2,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,50.0,2,3,5.5,2.6,0,0,0.0,33.3,1,4,0.0,4,100.0,0,0,,,,,66.9,43.2,69.2,44.6,,,1,0,4,25.0,42.4,25.0,1,0,0,0,0,0,0.0,5,1.7
Mitch Trubisky,11757,QB,BUF,2,3,100.0,1,1,1.0,1.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,,60.4,60.2,64.6,60.0,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,0,4,72.8,29.6,24.6,61.9,50.0,2,2,8.5,2.1,0,0,0.0,50.0,1,0,0.0,2,66.7,0,0,,,,,63.6,21.8,66.9,23.5,,,0,0,2,,56.3,0.0,0,0,0,0,0,1,50.0,3,1.5,66.7,3,3,6.0,1.87,0,0,0.0,66.7,2,0,0.0,3,100.0,0,0,,,,,65.5,23.1,68.2,24.6,,,0,0,3,,70.1,0.0,0,0,0,0,0,1,33.3,5,1.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Courtland Sutton,48164,WR,DEN,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.4,75.5,72.5,82.6,,73.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,10,42.7,72.8,78.4,,100.0,2,2,9.0,2.9,0,0,0.0,100.0,2,1,0.0,2,100.0,0,2,,,,36.3,28.6,71.6,52.8,78.4,71.2,,0,0,2,0.0,158.3,0.0,0,0,0,0,1,0,0.0,30,15.0,100.0,1,1,16.0,2.9,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,43.3,35.9,71.2,55.9,71.3,72.3,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0,1,100.0,1,1,2.0,2.9,0,0,0.0,100.0,1,1,0.0,1,50.0,0,1,,,,78.0,71.6,74.7,82.2,68.9,72.2,,0,0,1,0.0,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0
Johnny Hekker,7252,P,CAR,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,5,63.6,47.9,50.7,,0.0,2,2,10.5,2.15,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,,63.6,47.9,67.4,50.7,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,2,2,10.5,2.15,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,,63.6,47.9,67.4,50.7,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Stefon Diggs,9579,WR,HST,2,2,,0,0,,4.9,0,0,,,0,0,,1,50.0,0,1,,,,65.6,73.3,73.0,5.6,,72.9,62.6,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,13,79.7,79.0,60.4,64.9,100.0,1,1,-4.0,3.4,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,89.0,77.3,80.5,82.2,60.4,79.0,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,1,1,-4.0,4.15,0,0,0.0,100.0,1,0,0.0,2,100.0,0,2,,,,82.2,78.3,81.4,35.2,60.4,80.4,62.6,0,0,2,,118.8,0.0,0,1,0,0,0,0,0.0,13,13.0,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,77.3,70.6,71.1,81.0,,70.1,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Justin Jefferson,61398,WR,MIN,2,2,,0,0,,8.0,0,0,,,0,1,,1,50.0,0,0,,,,70.5,74.7,91.5,80.4,,91.1,58.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,1,18,45.5,84.6,60.3,58.3,100.0,1,1,-4.0,3.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,75.3,31.1,76.7,55.9,60.3,76.0,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,100.0,1,1,-4.0,3.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,75.3,31.1,78.7,49.4,60.3,77.9,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,2,,0,0,,8.0,0,0,,,0,1,,1,50.0,0,0,,,,70.5,74.7,88.7,82.5,,87.3,58.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Bryan Anger,7072,P,DAL,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,9,63.6,44.6,44.8,,50.0,2,2,6.5,1.95,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0,,,,,63.6,44.6,67.4,44.8,,,0,0,2,,56.3,0.0,0,0,0,0,0,1,50.0,4,2.0,50.0,2,2,6.5,1.95,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0,,,,,63.6,44.6,67.4,44.8,,,0,0,2,,56.3,0.0,0,0,0,0,0,1,50.0,4,2.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Nick Mullens,12282,QB,MIN,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,18,66.1,76.9,75.5,60.0,100.0,2,2,12.0,2.15,0,0,0.0,100.0,2,1,0.0,2,100.0,0,2,,,,,63.6,77.2,66.9,75.5,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,38,19.0,100.0,1,1,2.0,2.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,,60.4,60.5,64.6,60.4,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,0,100.0,1,1,22.0,2.1,0,0,0.0,100.0,1,1,0.0,1,50.0,0,1,,,,,60.4,76.6,64.6,74.8,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0
Riley Dixon,10862,P,DEN,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,10,60.4,61.3,60.4,,100.0,1,1,-4.0,0.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.4,61.3,60.5,60.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,100.0,1,1,-4.0,0.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.4,61.3,60.5,60.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Adonai Mitchell,146712,WR,IND,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,54.5,70.1,74.4,77.0,,75.5,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,14,26.0,62.0,60.0,55.4,100.0,1,1,-6.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,63.2,21.8,56.8,81.6,60.0,57.7,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,100.0,1,1,-6.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,55.6,23.9,58.6,81.7,60.0,60.4,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,70.5,65.8,71.6,77.0,,70.3,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
