"","teams","lines","totals"
"1","Iowa","-9.5","29.5"
"2","Kentucky","9.5","29.5"
"3","Kansas State","5.5","61.5"
"4","Alabama","-5.5","61.5"
"5","TCU","7.5","58"
"6","Michigan","-7.5","58"
"7","Ohio State","5.5","62"
"8","Georgia","-5.5","62"
"9","Mississippi State","-1.5","46"
"10","Illinois","1.5","46"
"11","Tulane","2","63"
"12","USC","-2","63"
"13","Utah","-2","52.5"
"14","Penn State","2","52.5"
