"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"11","Tony Finau",22818983,9100,64.43,67.84,14.6,88,29,0.762,0.0141,0.4633,0.3388,0.1926,0.1031,0.0649,0.0225,4,0.0922,80,2.47,0.04,0.01,15,2022-05-29,"Charles Schwab"
"12","Daniel Berger",22818984,9000,72.22,72.94,13,91.5,53,0.7364,0.0111,0.4234,0.3008,0.1636,0.0876,0.0546,0.0183,23,0.098,67.5,2.03,-0.32,-0.05,13,2022-05-29,"Charles Schwab"
"13","Talor Gooch",22818985,8900,78.76,64.42,13.9,86.5,27,0.7525,0.0208,0.4482,0.3295,0.1854,0.1006,0.063,0.0214,27,0.1063,60,2.4,0.13,0.02,14,2022-05-29,"Charles Schwab"
"14","Tommy Fleetwood",22818986,8800,73.38,68.15,18.7,88,29,0.7534,0.0171,0.4399,0.3169,0.173,0.0902,0.0542,0.0186,35,0.1676,53.5,2.11,-0.09,-0.01,19,2022-05-29,"Charles Schwab"
"15","Webb Simpson",22818987,8700,66.5,64.95,9.4,85,28,0.696,0.0133,0.3512,0.2421,0.1239,0.0614,0.0356,0.0119,27,0.0998,59,1.37,-0.77,-0.12,9,2022-05-29,"Charles Schwab"
"16","Mito Pereira",22818988,8600,70.18,68.32,5.6,88.5,29,0.7165,0.0098,0.3894,0.2738,0.1419,0.0716,0.0425,0.0139,7,0.0918,79,1.62,-0.46,-0.07,6,2022-05-29,"Charles Schwab"
"17","Billy Horschel",22818989,8500,76.46,63.19,10.1,84.5,27,0.7416,0.0171,0.4264,0.3046,0.1658,0.0869,0.054,0.0189,100,0.1093,28,2.22,0.19,0.03,10,2022-05-29,"Charles Schwab"
"18","Davis Riley",22818990,8400,64.97,55.6,14.4,79.5,25.5,0.6256,0.0067,0.2647,0.1704,0.0793,0.0364,0.021,0.0059,4,0.1362,91,0.7,-1.28,-0.19,14,2022-05-29,"Charles Schwab"
"19","Jason Kokrak",22818992,8200,70.46,63.39,8.8,84,27.5,0.7022,0.0157,0.3664,0.2549,0.135,0.0683,0.041,0.0134,67,0.15,50,1.63,-0.26,-0.04,9,2022-05-29,"Charles Schwab"
"20","Kevin Na",22818993,8100,62,59.33,20.5,82,26,0.7469,0.0192,0.4393,0.3208,0.1815,0.0988,0.0612,0.0219,7,0.1753,76.5,2.7,0.86,0.13,21,2022-05-29,"Charles Schwab"
"21","Gary Woodland",22818995,7900,56.81,62.73,10.3,83.5,27,0.6819,0.0124,0.336,0.227,0.1147,0.0561,0.033,0.01,100,0.1038,21.5,1.27,-0.45,-0.07,10,2022-05-29,"Charles Schwab"
"22","Chris Kirk",22818996,7900,64.03,67.47,20.1,88,28.5,0.7667,0.0141,0.4774,0.3546,0.2022,0.1128,0.0713,0.0244,15,0.1773,66,3.09,1.37,0.21,20,2022-05-29,"Charles Schwab"
"23","Harold Varner III",22818997,7800,65.85,65.01,15.4,85.5,28,0.7497,0.0208,0.4392,0.3198,0.1795,0.0969,0.0615,0.0214,27,0.1965,77,2.74,1.09,0.16,16,2022-05-29,"Charles Schwab"
"24","Brian Harman",22818998,7800,61.59,64.37,16.8,84.5,27,0.7513,0.0158,0.4335,0.315,0.1712,0.0896,0.0544,0.0174,100,0.2163,24,2.23,0.58,0.09,17,2022-05-29,"Charles Schwab"
"25","Justin Rose",22818999,7700,66.41,60.14,9.3,82,26,0.6754,0.0092,0.3376,0.2329,0.1196,0.0611,0.0361,0.0114,100,0.1387,23,1.48,-0.09,-0.01,9,2022-05-29,"Charles Schwab"
"26","Sebastian Munoz",22819000,7700,68.76,62.99,14.6,84.5,27,0.7052,0.0122,0.382,0.2689,0.1432,0.0736,0.0456,0.0158,48,0.148,53.5,2.05,0.48,0.07,15,2022-05-29,"Charles Schwab"
"27","Christiaan Bezuidenhout",22819001,7600,62.73,58.39,3.7,80,25.5,0.6671,0.0116,0.315,0.2082,0.1008,0.0495,0.0274,0.0082,15,0.0391,63,1.08,-0.39,-0.06,4,2022-05-29,"Charles Schwab"
"28","Tom Hoge",22819002,7600,70.12,58.6,10.6,82,25.5,0.7143,0.0112,0.3916,0.277,0.1454,0.0751,0.0451,0.0148,100,0.1624,23.5,1.95,0.48,0.07,11,2022-05-29,"Charles Schwab"
"29","Cameron Tringale",22819003,7500,68.12,60.21,5.8,82.5,26,0.691,0.0117,0.342,0.2324,0.1147,0.0548,0.0329,0.0107,100,0.0882,27.5,1.43,0.08,0.01,6,2022-05-29,"Charles Schwab"
"30","C.T. Pan",22819004,7500,63.91,58.59,5.5,81,25.5,0.6948,0.0136,0.35,0.2396,0.1216,0.0597,0.035,0.0122,52,0.0748,52.5,1.63,0.28,0.04,6,2022-05-29,"Charles Schwab"
"31","Maverick McNealy",22819005,7500,76.78,59.67,14.8,82.5,26,0.698,0.0154,0.3557,0.2456,0.1245,0.062,0.0368,0.0116,100,0.1412,28.5,1.55,0.2,0.03,15,2022-05-29,"Charles Schwab"
"32","Rickie Fowler",22819006,7400,53.29,51.49,4.1,76,24,0.5979,0.0082,0.2354,0.1472,0.066,0.0307,0.017,0.0045,57,0.0495,53,0.61,-0.59,-0.09,4,2022-05-29,"Charles Schwab"
"33","Kevin Kisner",22819007,7400,57.79,49.23,2.5,74.5,23.5,0.642,0.007,0.2927,0.1926,0.094,0.0455,0.0255,0.0083,100,0.048,18.5,1.12,-0.08,-0.01,2,2022-05-29,"Charles Schwab"
"34","Patrick Reed",22819008,7400,61.56,51.17,5,75,24,0.6478,0.0102,0.2861,0.1877,0.0872,0.0404,0.0228,0.0072,7,0.0722,72,0.97,-0.23,-0.03,5,2022-05-29,"Charles Schwab"
"35","Troy Merritt",22819010,7300,67.25,53.81,7.9,77.5,24.5,0.6714,0.0083,0.3262,0.2217,0.1102,0.0532,0.0301,0.009,57,0.0904,49.5,1.23,0.19,0.03,8,2022-05-29,"Charles Schwab"
"36","Ryan Palmer",22819011,7300,55.5,61.22,3.9,83.5,26.43,0.6382,0.0105,0.2825,0.1868,0.0896,0.0427,0.0247,0.0075,40,0.0681,54,1.03,-0.01,0,4,2022-05-29,"Charles Schwab"
"37","Matthew NeSmith",22819012,7300,58.26,55.43,6.5,79,25,0.6449,0.01,0.2833,0.1846,0.0873,0.0409,0.0227,0.0067,57,0.0465,50,0.92,-0.12,-0.02,6,2022-05-29,"Charles Schwab"
"38","Ian Poulter",22819013,7200,50.19,51.12,1.8,74.58,24,0.6108,0.0078,0.2423,0.1504,0.0659,0.0294,0.0162,0.004,40,0.0175,58.5,0.56,-0.33,-0.05,2,2022-05-29,"Charles Schwab"
"39","Aaron Rai",22819015,7200,58,54.71,4.3,78.5,24.5,0.6253,0.0063,0.2612,0.1667,0.0741,0.0332,0.0188,0.0053,68,0.0327,41.5,0.74,-0.15,-0.02,4,2022-05-29,"Charles Schwab"
"40","Joel Dahmen",22819016,7200,62.94,52.56,3.4,77,24,0.6292,0.0095,0.2658,0.1692,0.0801,0.0359,0.0198,0.0056,63,0.0456,48.5,0.78,-0.11,-0.02,3,2022-05-29,"Charles Schwab"
"41","Lucas Herbert",22819018,7100,53.88,44.96,2.8,71.5,22.5,0.6018,0.0089,0.2371,0.1505,0.0678,0.0314,0.0172,0.0049,48,0.0247,56,0.69,-0.07,-0.01,3,2022-05-29,"Charles Schwab"
"42","Nate Lashley",22819019,7100,59.97,50.94,6,75.5,24,0.6016,0.0077,0.2343,0.147,0.0655,0.0298,0.0162,0.0043,100,0.031,23.5,0.61,-0.15,-0.02,6,2022-05-29,"Charles Schwab"
"43","Dylan Frittelli",22819020,7100,54.74,48.14,0.82,73,23,0.5958,0.0074,0.2263,0.1399,0.0601,0.0262,0.014,0.0039,35,0.0086,61,0.55,-0.21,-0.03,1,2022-05-29,"Charles Schwab"
"44","Stewart Cink",22819021,7100,55.1,51.91,5.6,76,24.5,0.5863,0.0055,0.225,0.1433,0.0638,0.0284,0.0154,0.0046,100,0.0616,33.5,0.65,-0.11,-0.02,6,2022-05-29,"Charles Schwab"
"45","David Lipsky",22819023,7000,55.08,55.5,4.3,80,25,0.5851,0.0059,0.2346,0.1489,0.0671,0.0309,0.0175,0.0052,48,0.0332,56,0.74,0.05,0.01,4,2022-05-29,"Charles Schwab"
"46","Emiliano Grillo",22819024,7000,51.72,52.99,1.9,77.5,24,0.5396,0.0062,0.1763,0.1066,0.0441,0.0189,0.0101,0.0026,63,0.0204,49,0.37,-0.32,-0.05,2,2022-05-29,"Charles Schwab"
"47","James Hahn",22819025,7000,46.47,50.35,2,74.58,23.5,0.565,0.0042,0.2037,0.1235,0.0523,0.0216,0.0124,0.0034,100,0.0156,13,0.49,-0.2,-0.03,2,2022-05-29,"Charles Schwab"
"48","Matt Jones",22819026,7000,56.17,56.34,1.1,80.5,25.5,0.5972,0.0055,0.2367,0.147,0.0652,0.029,0.0156,0.0046,12,0.006,73.5,0.66,-0.03,0,1,2022-05-29,"Charles Schwab"
"49","Brendon Todd",22819027,7000,56.09,51.01,0.69,74.5,24,0.6052,0.0048,0.2385,0.1488,0.0676,0.0293,0.0161,0.0043,3,0.0221,91.5,0.61,-0.08,-0.01,1,2022-05-29,"Charles Schwab"
"50","Russell Knox",22819028,6900,57.1,54.15,3.7,77.5,24.5,0.6534,0.01,0.2889,0.1881,0.0872,0.0416,0.0244,0.0072,15,0.0328,66.5,1.04,0.38,0.06,4,2022-05-29,"Charles Schwab"
"51","Min Woo Lee",22819029,6900,40.29,46.18,0.75,72,22.5,0.5411,0.0062,0.1784,0.1043,0.0428,0.0174,0.0094,0.0023,100,0.0021,26.5,0.33,-0.33,-0.05,1,2022-05-29,"Charles Schwab"
"52","Adam Long",22819030,6900,58.37,49.3,7.2,74.5,23,0.6546,0.0129,0.3001,0.1992,0.097,0.0469,0.0281,0.0088,35,0.0475,50.5,1.28,0.62,0.09,7,2022-05-29,"Charles Schwab"
"53","Pat Perez",22819031,6900,54.97,52.13,0.58,76,24.5,0.607,0.0044,0.2387,0.148,0.0665,0.0287,0.0159,0.0041,12,0.0096,68.5,0.59,-0.07,-0.01,1,2022-05-29,"Charles Schwab"
"54","Patton Kizzire",22819032,6900,61.03,53.48,3,77.5,24.5,0.5936,0.0092,0.2304,0.1461,0.0646,0.0281,0.0159,0.0046,100,0.0388,23.5,0.67,0.01,0,3,2022-05-29,"Charles Schwab"
"55","Scott Piercy",22819033,6800,50.22,47.93,0.35,73.5,23.5,0.5431,0.0042,0.1821,0.1072,0.0439,0.018,0.0098,0.0026,100,0.0039,22.5,0.38,-0.25,-0.04,0,2022-05-29,"Charles Schwab"
"56","Stephan Jaeger",22819034,6800,50.48,44.54,3.9,71,23,0.5527,0.005,0.1936,0.1192,0.0507,0.0213,0.0115,0.0033,100,0.019,25,0.49,-0.14,-0.02,4,2022-05-29,"Charles Schwab"
"57","Peter Malnati",22819035,6800,59.86,46.33,2.7,72.5,22.5,0.5366,0.0041,0.1758,0.1053,0.0431,0.0185,0.01,0.0027,100,0.0257,22.5,0.4,-0.23,-0.03,3,2022-05-29,"Charles Schwab"
"58","Denny McCarthy",22819036,6800,64.66,48.97,4.4,73.5,23.5,0.625,0.0063,0.2619,0.1671,0.0765,0.0358,0.0197,0.006,27,0.0606,62,0.88,0.25,0.04,4,2022-05-29,"Charles Schwab"
"59","Kevin Streelman",22819037,6800,54.66,59.22,4.3,82,25.5,0.6227,0.0084,0.2567,0.1635,0.0744,0.034,0.0189,0.0056,100,0.0367,16,0.82,0.19,0.03,4,2022-05-29,"Charles Schwab"
"60","Alex Smalley",22819038,6700,57.18,54.62,3.3,77.5,25,0.5708,0.0046,0.2112,0.1316,0.0582,0.0256,0.0132,0.0036,27,0.011,61.5,0.54,-0.05,-0.01,3,2022-05-29,"Charles Schwab"
"61","Taylor Moore",22819039,6700,51.82,49.76,1.2,74.5,23.5,0.5924,0.0063,0.2155,0.1315,0.0562,0.0232,0.0119,0.0032,100,0.0037,16,0.48,-0.11,-0.02,1,2022-05-29,"Charles Schwab"
"62","Doug Ghim",22819040,6700,54.97,57.96,6.4,80,25.5,0.6667,0.0069,0.3133,0.2086,0.1013,0.0478,0.0274,0.0078,100,0.0499,9,1.16,0.57,0.09,6,2022-05-29,"Charles Schwab"
"63","Lucas Glover",22819041,6700,61.88,57.54,6.1,80.5,25.5,0.6157,0.0064,0.2616,0.1685,0.0785,0.0363,0.0197,0.0062,40,0.0569,54,0.93,0.34,0.05,6,2022-05-29,"Charles Schwab"
"64","Rory Sabbatini",22819042,6700,60.65,49.48,0.79,75,23.5,0.6124,0.0095,0.2496,0.1608,0.0741,0.0327,0.0177,0.0054,52,0.0334,52.5,0.81,0.22,0.03,1,2022-05-29,"Charles Schwab"
"65","Richard Bland",22819043,6600,53.11,51.51,0.19,75,24,0.5061,0.0027,0.1495,0.0856,0.0333,0.0128,0.0068,0.0017,100,0.0034,16,0.26,-0.29,-0.04,0,2022-05-29,"Charles Schwab"
"66","Brian Stuard",22819044,6600,48.41,47.26,0.57,72.5,22.5,0.567,0.0041,0.1979,0.1188,0.0496,0.021,0.0107,0.0028,100,0.0049,28,0.42,-0.13,-0.02,1,2022-05-29,"Charles Schwab"
"67","J.T. Poston",22819045,6600,46.69,49.58,5.5,74.5,23.5,0.6243,0.0061,0.2689,0.1751,0.0819,0.0378,0.0214,0.0061,100,0.0441,21.5,0.92,0.37,0.06,6,2022-05-29,"Charles Schwab"
"68","Matthias Schwab",22819046,6600,59.25,55.4,0.8,78,25,0.5679,0.0068,0.1968,0.1198,0.0496,0.0216,0.0118,0.0033,57,0.0158,51.5,0.5,-0.05,-0.01,1,2022-05-29,"Charles Schwab"
"69","Patrick Rodgers",22819047,6600,57.41,52.35,0.91,76.5,24.5,0.569,0.0036,0.1996,0.12,0.0526,0.0229,0.0113,0.0028,35,0.0172,60,0.42,-0.13,-0.02,1,2022-05-29,"Charles Schwab"
"70","Carlos Ortiz",22819048,6500,58.59,49.36,0.95,75,23,0.5141,0.0039,0.1574,0.0924,0.0371,0.0148,0.0076,0.0022,100,0.0048,31.5,0.34,-0.16,-0.02,1,2022-05-29,"Charles Schwab"
"71","Charley Hoffman",22819049,6500,46.93,52.31,0.77,77,24.5,0.4556,0.0025,0.117,0.0642,0.0229,0.009,0.0044,0.0012,66,0.0073,47.5,0.18,-0.32,-0.05,1,2022-05-29,"Charles Schwab"
"72","Greyson Sigg",22819050,6500,57.55,47.36,0.62,72.5,23,0.5517,0.0062,0.1837,0.1101,0.0453,0.0189,0.0099,0.0028,100,0.0027,19,0.43,-0.07,-0.01,1,2022-05-29,"Charles Schwab"
"73","Sahith Theegala",22819051,6500,65.42,53.7,8.3,78,25,0.5704,0.0072,0.1989,0.1191,0.0486,0.0207,0.0117,0.0032,57,0.0451,53,0.49,-0.01,0,8,2022-05-29,"Charles Schwab"
"74","Beau Hossler",22819052,6500,53.43,41.22,0.63,67,21.5,0.4851,0.0032,0.1374,0.0793,0.0319,0.013,0.0068,0.0016,21,0.0117,68,0.25,-0.25,-0.04,1,2022-05-29,"Charles Schwab"
"75","Brandon Wu",22819053,6500,52.91,47.73,0.98,72.5,23.5,0.5412,0.0065,0.1748,0.103,0.0422,0.0174,0.0092,0.0024,100,0.0072,16,0.37,-0.13,-0.02,1,2022-05-29,"Charles Schwab"
"76","Mark Hubbard",22819055,6400,70.94,50.54,3.4,74.5,23.5,0.658,0.0106,0.2974,0.193,0.0912,0.0411,0.0222,0.0066,52,0.0532,51.5,1.03,0.59,0.09,3,2022-05-29,"Charles Schwab"
"77","Zach Johnson",22819056,6400,38.91,45.59,0.14,72,22.5,0.5804,0.006,0.2072,0.1242,0.0513,0.0214,0.012,0.0031,23,0.0041,62,0.48,0.04,0.01,0,2022-05-29,"Charles Schwab"
"78","Scott Stallings",22819057,6400,55.4,52.13,0.65,76,24,0.5791,0.0049,0.2185,0.1369,0.0606,0.0271,0.015,0.004,4,0.0073,93.5,0.62,0.18,0.03,1,2022-05-29,"Charles Schwab"
"79","Harry Higgs",22819058,6400,46.2,45.33,0.42,71.5,22.5,0.55,0.0065,0.1816,0.1069,0.0454,0.0188,0.0108,0.003,69,0.0038,37.5,0.47,0.03,0,0,2022-05-29,"Charles Schwab"
"80","Kurt Kitayama",22819059,6400,52.6,54.3,3.8,78.5,24.5,0.4862,0.0029,0.1364,0.0768,0.0307,0.0128,0.0066,0.0018,40,0.0246,61.5,0.28,-0.16,-0.02,4,2022-05-29,"Charles Schwab"
"81","Sam Ryder",22819060,6300,54.45,47.43,0.28,73,23,0.5193,0.0052,0.1551,0.0887,0.0348,0.0141,0.007,0.002,100,0.0051,22,0.32,-0.05,-0.01,0,2022-05-29,"Charles Schwab"
"82","Austin Smotherman",22819061,6300,58.1,50.28,7.6,75,24,0.4982,0.0032,0.146,0.0847,0.0326,0.0127,0.0062,0.0015,63,0.0479,52.5,0.24,-0.13,-0.02,8,2022-05-29,"Charles Schwab"
"83","Nick Taylor",22819062,6300,53.84,51.8,0.93,75.5,24,0.5932,0.0053,0.2251,0.1393,0.0611,0.0258,0.0138,0.004,48,0.0059,65.5,0.63,0.26,0.04,1,2022-05-29,"Charles Schwab"
"84","Tyler Duncan",22819063,6300,54.82,46.23,0.65,71,22.5,0.5269,0.0038,0.172,0.1017,0.0425,0.0176,0.0093,0.0024,15,0.0049,66.5,0.38,0.01,0,1,2022-05-29,"Charles Schwab"
"85","Chad Ramey",22819064,6300,56.4,44.8,0.57,70.08,22.5,0.5569,0.0064,0.1846,0.1094,0.0462,0.0192,0.01,0.0023,27,0.0053,62,0.37,0,0,1,2022-05-29,"Charles Schwab"
"86","Chez Reavie",22819065,6300,49.24,46.74,0.46,71.5,23,0.516,0.0037,0.1555,0.0904,0.0352,0.014,0.0074,0.0019,27,0.0043,60.5,0.3,-0.07,-0.01,0,2022-05-29,"Charles Schwab"
"87","Danny Lee",22819066,6300,48.5,44.95,0.85,71.08,22.5,0.5442,0.0037,0.1801,0.1082,0.0446,0.018,0.01,0.0026,23,0.0037,70,0.41,0.04,0.01,1,2022-05-29,"Charles Schwab"
"88","Michael Thompson",22819067,6200,57.44,47.25,0.59,71.5,23,0.5393,0.0037,0.1781,0.1061,0.0454,0.0197,0.0102,0.0031,40,0.0054,51,0.5,0.2,0.03,1,2022-05-29,"Charles Schwab"
"89","Paul Barjon",22819068,6200,47.97,44.76,0.22,70.5,22.5,0.4257,0.0031,0.0932,0.0491,0.0174,0.0063,0.0028,6e-04,100,0.0013,20.5,0.1,-0.2,-0.03,0,2022-05-29,"Charles Schwab"
"90","Bill Haas",22819069,6200,53.07,40.11,0.28,66,21,0.4409,0.002,0.1016,0.0531,0.0196,0.0069,0.0031,7e-04,27,0.0022,61.5,0.11,-0.19,-0.03,0,2022-05-29,"Charles Schwab"
"91","Garrick Higgo",22819070,6200,46.03,42.81,0.64,68.5,22.5,0.3996,0.0028,0.0751,0.0388,0.013,0.0049,0.0024,5e-04,100,0.0017,17,0.08,-0.22,-0.03,1,2022-05-29,"Charles Schwab"
"92","Brandt Snedeker",22819071,6200,43.91,47.57,0.7,73,23,0.5045,0.0046,0.1441,0.0812,0.0312,0.0126,0.0063,0.0015,57,0.0056,52.5,0.24,-0.06,-0.01,1,2022-05-29,"Charles Schwab"
"93","Wyndham Clark",22819072,6200,54.86,42.38,0.66,68,22,0.4833,0.0032,0.1328,0.0756,0.03,0.0117,0.0057,0.0014,100,0.0046,26.5,0.23,-0.07,-0.01,1,2022-05-29,"Charles Schwab"
"94","Kramer Hickok",22819073,6200,46.81,47.58,0.69,73,23,0.5441,0.004,0.1824,0.108,0.0449,0.0185,0.0093,0.0023,100,0.0045,22,0.37,0.07,0.01,1,2022-05-29,"Charles Schwab"
"95","Andrew Putnam",22819074,6200,52.18,47.48,0.87,72.5,23,0.6081,0.008,0.2402,0.1502,0.066,0.0296,0.0149,0.0041,15,0.0058,69.5,0.66,0.36,0.05,1,2022-05-29,"Charles Schwab"
"96","Kevin Tway",22819075,6100,43.18,37.55,0.15,64,20.5,0.4513,0.0036,0.1034,0.0552,0.0191,0.0068,0.0033,8e-04,100,0.0012,17.5,0.13,-0.08,-0.01,0,2022-05-29,"Charles Schwab"
"97","Max McGreevy",22819076,6100,46.82,34.51,0.08,60,19.5,0.3666,0.0013,0.065,0.0328,0.0109,0.0035,0.0015,3e-04,52,4e-04,46.5,0.05,-0.16,-0.02,0,2022-05-29,"Charles Schwab"
"98","Camilo Villegas",22819077,6100,47.03,44.59,0.27,70.5,22,0.4037,0.0019,0.0847,0.0444,0.0159,0.0054,0.0028,7e-04,100,0.001,25,0.11,-0.1,-0.01,0,2022-05-29,"Charles Schwab"
"99","Lee Hodges",22819078,6100,51.47,48.63,0.32,73.5,23.5,0.5026,0.0046,0.1433,0.0808,0.0305,0.0128,0.0064,0.0015,35,0.0031,59,0.25,0.04,0.01,0,2022-05-29,"Charles Schwab"
"100","Trey Mullinax",22819079,6100,52.11,48.62,0.6,73.5,23.5,0.4888,0.0042,0.1295,0.0733,0.0271,0.0105,0.0053,0.0013,100,0.0073,15,0.21,0,0,1,2022-05-29,"Charles Schwab"
"101","John Pak",22819080,6100,49.77,36.68,0.03,62.5,20.43,0.3201,0.001,0.047,0.0224,0.0063,0.0022,8e-04,2e-04,100,4e-04,14.5,0.03,-0.18,-0.03,0,2022-05-29,"Charles Schwab"
"102","Doc Redman",22819081,6100,50,44.32,0.73,70,22,0.518,0.0048,0.1531,0.0892,0.0363,0.0144,0.008,0.0023,100,0.0059,24,0.38,0.17,0.03,1,2022-05-29,"Charles Schwab"
"103","Adam Svensson",22819082,6100,53.02,51.29,1.4,75,24,0.5088,0.0037,0.1536,0.0894,0.0351,0.0143,0.0076,0.002,40,0.0083,52,0.33,0.12,0.02,1,2022-05-29,"Charles Schwab"
"104","Tyler Strafaci",22819083,6000,0,27.58,0.02,49.64,15.3,0.1265,2e-04,0.0059,0.0024,6e-04,2e-04,1e-04,0,100,7e-04,15.5,0,-0.13,-0.02,0,2022-05-29,"Charles Schwab"
"105","Martin Trainer",22819084,6000,44.26,29.15,0.07,50.58,17.5,0.32,0.0018,0.0482,0.0241,0.0076,0.003,0.0014,3e-04,52,0.001,51.5,0.05,-0.08,-0.01,0,2022-05-29,"Charles Schwab"
"106","Nick Watney",22819085,6000,47.78,36.68,0.15,62.5,20,0.3754,0.0016,0.0719,0.037,0.0127,0.004,0.0022,6e-04,100,0.0015,23,0.1,-0.03,0,0,2022-05-29,"Charles Schwab"
"107","Ryan Brehm",22819086,6000,57.82,30.46,0.23,54,17.5,0.3617,0.0024,0.0639,0.0322,0.0102,0.0035,0.0017,6e-04,100,0.0022,25,0.1,-0.03,0,0,2022-05-29,"Charles Schwab"
"108","Robert Streb",22819087,6000,48.86,43.44,0.49,68.5,22,0.5298,0.004,0.1732,0.1024,0.0417,0.017,0.0092,0.0029,100,0.0053,17.5,0.48,0.35,0.05,1,2022-05-29,"Charles Schwab"
"109","Hayden Buckley",22819088,6000,51.97,47.74,0.63,73,23,0.4624,0.0027,0.1167,0.0647,0.0244,0.0088,0.0041,9e-04,100,0.0029,12,0.15,0.02,0,1,2022-05-29,"Charles Schwab"
"110","Erik Compton",22819089,6000,44.5,29.2,0.04,50,17.5,0.2017,9e-04,0.0139,0.0051,0.001,3e-04,1e-04,0,100,4e-04,16,0,-0.13,-0.02,0,2022-05-29,"Charles Schwab"
"111","Luke Donald",22819090,6000,49.77,46.38,0.54,71.5,22.5,0.461,0.0024,0.1172,0.0645,0.0238,0.0094,0.0048,0.001,40,0.0034,56,0.17,0.04,0.01,1,2022-05-29,"Charles Schwab"
"112","Adam Schenk",22819091,6000,47.73,45.66,1.4,72.08,22.5,0.5154,0.0037,0.1583,0.0921,0.0367,0.0148,0.0081,0.0023,100,0.0168,27,0.38,0.25,0.04,1,2022-05-29,"Charles Schwab"
"113","James Piot",22819092,6000,18.33,29.34,0.02,51.08,17.5,0.1473,3e-04,0.0071,0.003,8e-04,1e-04,0,0,100,2e-04,17.5,0,-0.13,-0.02,0,2022-05-29,"Charles Schwab"
