"","name","slotName","mar19","jan23","delta","percent_change","projectedPoints","projectedPoints_jan23","projectedPoints_delta","positionRank","teamName","team_abbr","team","playerid","espn_headshot"
"241","Lane Thomas","OF",231.7,212.2,-19.5,-0.08,681,681,0,"OF78","Washington Nationals","WSH","https://a.espncdn.com/i/teamlogos/mlb/500/wsh.png",16939,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36409.png"
"242","Josh Jung","IF",232.4,234.4,2,0.01,885,885,0,"IF81","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",26299,NA
"243","Randal Grichuk","OF",233.4,181,-52.4,-0.22,828,1025,-197,"OF79","Colorado Rockies","COL","https://a.espncdn.com/i/teamlogos/mlb/500/col.png",10243,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31399.png"
"244","Michael Kopech","P",233.4,238.1,4.69999999999999,0.02,674,444,230,"P81","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",17282,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33763.png"
"245","Max Kepler","OF",233.7,230,-3.69999999999999,-0.02,864,864,0,"OF80","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",12144,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31870.png"
"246","Mitch Keller","P",233.8,239.6,5.79999999999998,0.02,558,558,0,"P82","Pittsburgh Pirates","PIT","https://a.espncdn.com/i/teamlogos/mlb/500/pit.png",17594,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33722.png"
"247","Sean Murphy","IF",234.3,201.9,-32.4,-0.14,965,965,0,"IF82","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",19352,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33557.png"
"248","Edward Cabrera","P",234.3,236.1,1.79999999999998,0.01,245,245,0,"P83","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",NA,NA
"249","Bryan De La Cruz","OF",235.1,216.7,-18.4,-0.08,445,445,0,"OF81","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",19600,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40787.png"
"250","Josh Naylor","IF",235.6,237.7,2.09999999999999,0.01,871,697,174,"IF83","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",18839,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35066.png"
"251","Lance McCullers Jr.","P",235.6,146.1,-89.5,-0.38,642,621,21,"P84","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",NA,NA
"252","Alek Thomas","OF",235.7,238.4,2.70000000000002,0.01,602,461,141,"OF82","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",23792,NA
"253","Brendan Donovan","IF",236.2,NA,NA,NA,870,455,415,"IF84","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",24679,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41773.png"
"254","Corey Kluber","P",236.9,NA,NA,NA,706,542,164,"P85","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",2429,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30981.png"
"255","Thairo Estrada","IF",237,239.3,2.30000000000001,0.01,887,887,0,"IF85","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",16426,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36485.png"
"256","TJ Friedl","OF",237,239.8,2.80000000000001,0.01,825,275,550,"OF83","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",NA,NA
"257","Taijuan Walker","P",237.3,237.4,0.0999999999999943,0,783,783,0,"P86","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",11836,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31864.png"
"258","MacKenzie Gore","P",237.4,239.9,2.5,0.01,643,180,463,"P87","Washington Nationals","WSH","https://a.espncdn.com/i/teamlogos/mlb/500/wsh.png",NA,NA
"259","Eddie Rosario","OF",237.4,NA,NA,NA,687,687,0,"OF84","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",12155,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31944.png"
"260","Myles Straw","OF",237.4,221.9,-15.5,-0.07,890,890,0,"OF85","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",17620,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39105.png"
"261","Luis Urias","IF",237.4,230.8,-6.59999999999999,-0.03,1020,1020,0,"IF86","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",16622,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35383.png"
"262","Tommy Pham","OF",237.5,225.2,-12.3,-0.05,1004,1004,0,"OF86","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",2967,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31208.png"
"263","Josiah Gray","P",237.5,239.4,1.90000000000001,0.01,481,481,0,"P88","Washington Nationals","WSH","https://a.espncdn.com/i/teamlogos/mlb/500/wsh.png",24580,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41165.png"
"264","Jose Urquidy","P",237.7,238.9,1.20000000000002,0.01,822,656,166,"P89","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",18413,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35759.png"
"265","Graham Ashcraft","P",237.7,239.9,2.20000000000002,0.01,728,215,513,"P90","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",27552,NA
"266","Chris Taylor","IF",237.7,234.5,-3.19999999999999,-0.01,1011,1011,0,"IF87","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",13757,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32900.png"
"267","Wil Myers","IF",238,237.5,-0.5,0,832,832,0,"IF88","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",10047,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31265.png"
"268","Alejandro Kirk","IF",238.1,220.7,-17.4,-0.07,860,860,0,"IF89","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",22581,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42081.png"
"269","Emmanuel Clase","P",238.1,239.9,1.80000000000001,0.01,355,340,15,"P91","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",NA,NA
"270","Nick Pivetta","P",238.1,233,-5.09999999999999,-0.02,842,766,76,"P92","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",15454,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36071.png"
"271","Carlos Carrasco","P",238.2,234.3,-3.89999999999998,-0.02,686,686,0,"P93","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",6632,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28968.png"
"272","Cal Quantrill","P",238.3,233.8,-4.5,-0.02,760,760,0,"P94","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",19312,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39875.png"
"273","Franmil Reyes","OF",238.5,NA,NA,NA,918,0,918,"OF87","",NA,NA,14566,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33339.png"
"274","Michael Brantley","OF",238.6,210.1,-28.5,-0.12,734,734,0,"OF88","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",4106,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30043.png"
"275","Avisail Garcia","OF",238.6,236.1,-2.5,-0.01,784,784,0,"OF89","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",5760,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30729.png"
"276","Josh Lowe","OF",238.6,239.9,1.30000000000001,0.01,582,163,419,"OF90","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",19953,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40557.png"
"277","Kyle Gibson","P",238.7,238.7,0,0,820,820,0,"P95","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",10123,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31053.png"
"278","Gabriel Moreno","IF",238.8,239,0.199999999999989,0,660,596,64,"IF90","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",22664,NA
"279","Jared Walsh","IF",238.8,239.7,0.899999999999977,0,686,896,-210,"IF91","Los Angeles Angels","LAA","https://a.espncdn.com/i/teamlogos/mlb/500/laa.png",18607,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35673.png"
"280","Jon Berti","OF",238.8,236.8,-2,-0.01,689,689,0,"OF91","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",12037,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32273.png"
"281","Kenta Maeda","P",238.9,239.4,0.5,0,763,381,382,"P96","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",NA,NA
"282","Kyle Bradish","P",238.9,240,1.09999999999999,0,779,678,101,"P97","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",24586,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4311625.png"
"283","CJ Abrams","IF",238.9,239.2,0.299999999999983,0,693,693,0,"IF92","Washington Nationals","WSH","https://a.espncdn.com/i/teamlogos/mlb/500/wsh.png",25768,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42402.png"
"284","AJ Pollock","OF",238.9,237.5,-1.40000000000001,-0.01,974,974,0,"OF92","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",NA,NA
"285","Manuel Margot","OF",239,238.5,-0.5,0,735,735,0,"OF93","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",14712,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33599.png"
"286","Josh Hader","P",239,NA,NA,NA,376,376,0,"P98","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",NA,NA
"287","Brandon Belt","IF",239,239.9,0.900000000000006,0,762,762,0,"IF93","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",10264,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30901.png"
"288","Shintaro Fujinami","P",239,NA,NA,NA,0,NA,NA,"P99","Oakland Athletics","OAK","https://a.espncdn.com/i/teamlogos/mlb/500/oak.png",NA,NA
"289","Joey Votto","IF",239,237.5,-1.5,-0.01,936,936,0,"IF94","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",4314,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28670.png"
"290","David Peterson","P",239,240,1,0,566,518,48,"P100","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",NA,NA
"291","Brett Baty","IF",239.1,NA,NA,NA,903,35,868,"IF95","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",26123,NA
"292","Devin Williams","P",239.1,NA,NA,NA,461,471,-10,"P101","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",NA,NA
"293","Justin Steele","P",239.2,236.8,-2.39999999999998,-0.01,778,415,363,"P102","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",17312,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41022.png"
"294","David Peralta","OF",239.2,NA,NA,NA,936,0,936,"OF94","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",2136,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33384.png"
"295","Vaughn Grissom","IF",239.3,225.5,-13.8,-0.06,785,1026,-241,"IF96","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",26031,NA
"296","Garrett Whitlock","P",239.3,NA,NA,NA,506,358,148,"P103","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",NA,NA
"297","Josh Donaldson","IF",239.3,NA,NA,NA,944,944,0,"IF97","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",5038,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29563.png"
"298","Eric Lauer","P",239.3,239.6,0.299999999999983,0,655,655,0,"P104","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",19316,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39915.png"
"299","Jordan Romano","P",239.3,NA,NA,NA,385,385,0,"P105","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",NA,NA
"300","Roansy Contreras","P",239.4,237.9,-1.5,-0.01,662,236,426,"P106","Pittsburgh Pirates","PIT","https://a.espncdn.com/i/teamlogos/mlb/500/pit.png",NA,NA
"301","Mike Soroka","P",239.4,NA,NA,NA,413,21,392,"P107","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",NA,NA
"302","Alex Kirilloff","OF",239.4,229.9,-9.5,-0.04,742,742,0,"OF95","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",20325,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40636.png"
"303","Roberto Perez","IF",239.5,NA,NA,NA,197,0,197,"IF98","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",2900,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32265.png"
"304","Isaac Paredes","IF",239.5,239.9,0.400000000000006,0,742,462,280,"IF99","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",20036,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39706.png"
"305","Tyler Stephenson","IF",239.5,238.2,-1.30000000000001,-0.01,737,484,253,"IF100","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",17988,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34975.png"
"306","Brandon Marsh","OF",239.5,236.6,-2.90000000000001,-0.01,541,541,0,"OF96","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",20202,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40803.png"
"307","Brian Anderson","OF",239.5,NA,NA,NA,863,668,195,"OF97","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",18289,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33776.png"
"308","Zach Eflin","P",239.5,239.4,-0.0999999999999943,0,710,507,203,"P108","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",NA,NA
"309","Matthew Boyd","P",239.5,NA,NA,NA,640,277,363,"P108","Detroit Tigers","DET","https://a.espncdn.com/i/teamlogos/mlb/500/det.png",NA,NA
"310","Sam Hilliard","OF",239.5,NA,NA,NA,409,409,0,"OF97","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",17954,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35831.png"
"311","Bryson Stott","IF",239.5,239.9,0.400000000000006,0,905,412,493,"IF101","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",26294,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42417.png"
"312","Steven Matz","P",239.5,NA,NA,NA,565,438,127,"P110","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",NA,NA
"313","Trevor Story","IF",239.5,144.2,-95.3,-0.4,526,526,0,"IF102","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",12564,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32150.png"
"314","Ryan Pepiot","P",239.5,NA,NA,NA,325,108,217,"P111","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",NA,NA
"315","Trayce Thompson","OF",239.6,237.2,-2.40000000000001,-0.01,332,332,0,"OF99","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",9952,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30743.png"
"316","Nolan Gorman","IF",239.6,238,-1.59999999999999,-0.01,298,298,0,"IF103","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",22263,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41174.png"
"317","Kolten Wong","IF",239.6,239.6,0,0,986,986,0,"IF104","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",12532,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32061.png"
"318","Aledmys Diaz","OF",239.6,239.9,0.300000000000011,0,783,783,0,"OF100","Oakland Athletics","OAK","https://a.espncdn.com/i/teamlogos/mlb/500/oak.png",15937,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33390.png"
"319","Rafael Ortega","OF",239.6,NA,NA,NA,555,555,0,"OF101","",NA,NA,10323,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31833.png"
"320","Matt Vierling","OF",239.6,239.3,-0.299999999999983,0,533,343,190,"OF102","Detroit Tigers","DET","https://a.espncdn.com/i/teamlogos/mlb/500/det.png",21558,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41636.png"
"321","Adalberto Mondesi","IF",239.7,239.6,-0.0999999999999943,0,750,368,382,"IF105","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",13769,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32821.png"
"322","Jesus Sanchez","OF",239.7,NA,NA,NA,470,470,0,"OF103","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",19913,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39957.png"
"323","Josh Rojas","IF",239.7,239.9,0.200000000000017,0,877,877,0,"IF106","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",19734,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40718.png"
"324","Tony Kemp","IF",239.7,NA,NA,NA,798,798,0,"IF106","Oakland Athletics","OAK","https://a.espncdn.com/i/teamlogos/mlb/500/oak.png",14894,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34083.png"
"325","Yusei Kikuchi","P",239.7,NA,NA,NA,637,637,0,"P112","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",NA,NA
"326","Ryan Pressly","P",239.7,NA,NA,NA,348,348,0,"P112","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",NA,NA
"327","William Contreras","IF",239.7,237.5,-2.19999999999999,-0.01,972,972,0,"IF108","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",20503,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39895.png"
"328","Camilo Doval","P",239.7,NA,NA,NA,378,378,0,"P114","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",NA,NA
"329","Nick Gordon","IF",239.7,NA,NA,NA,783,524,259,"IF109","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",16337,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33705.png"
"330","Jhoan Duran","P",239.7,NA,NA,NA,448,219,229,"P115","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",NA,NA
"331","Bailey Ober","P",239.7,NA,NA,NA,428,294,134,"P115","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",NA,NA
"332","J.P. Crawford","IF",239.7,238.9,-0.799999999999983,0,1048,1048,0,"IF110","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",15491,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33210.png"
"333","Jose Siri","OF",239.7,239.7,0,0,330,330,0,"OF104","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",17452,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33954.png"
"334","Shea Langeliers","IF",239.7,NA,NA,NA,891,891,0,"IF111","Oakland Athletics","OAK","https://a.espncdn.com/i/teamlogos/mlb/500/oak.png",25816,NA
"335","Garrett Cooper","IF",239.7,239.2,-0.5,0,703,703,0,"IF111","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",15279,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33398.png"
"336","Kyle Isbel","OF",239.7,NA,NA,NA,292,292,0,"OF105","Kansas City Royals","KC","https://a.espncdn.com/i/teamlogos/mlb/500/kc.png",21614,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41263.png"
"337","Ha-Seong Kim","IF",239.7,239.9,0.200000000000017,0,774,774,0,"IF113","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",NA,NA
"338","Raisel Iglesias","P",239.7,240,0.300000000000011,0,408,413,-5,"P117","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",NA,NA
