"","name","slotName","mar19","jan23","delta","percent_change","projectedPoints","projectedPoints_jan23","projectedPoints_delta","positionRank","teamName","team_abbr","team","playerid","espn_headshot"
"21","Matt Olson","IF",21.9,25.5,3.6,0.16,1444,1444,0,"IF9","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",14344,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32767.png"
"22","Sandy Alcantara","P",22.2,22.1,-0.0999999999999979,0,1125,1125,0,"P3","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",18684,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35241.png"
"23","Austin Riley","IF",23.2,21.3,-1.9,-0.08,1407,1407,0,"IF10","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",18360,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34982.png"
"24","Michael Harris II","OF",25.8,28.9,3.1,0.12,1269,1269,0,"OF11","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",25931,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42470.png"
"25","Rafael Devers","IF",26,22.4,-3.6,-0.14,1411,1411,0,"IF11","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",17350,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33859.png"
"26","Spencer Strider","P",26.4,39.3,12.9,0.49,1099,1038,61,"P4","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",27498,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4307825.png"
"27","Bo Bichette","IF",26.8,26.1,-0.699999999999999,-0.03,1361,1361,0,"IF12","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",19612,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38904.png"
"28","Randy Arozarena","OF",27.5,30.2,2.7,0.1,1209,1209,0,"OF12","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",19290,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36488.png"
"29","Aaron Nola","P",29,34.3,5.3,0.18,1181,1181,0,"P5","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",16149,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33709.png"
"30","Jacob deGrom","P",30.4,26.1,-4.3,-0.14,967,839,128,"P6","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",NA,NA
"31","Cedric Mullins","OF",31.6,33.3,1.7,0.05,1270,1270,0,"OF13","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",NA,NA
"32","Bobby Witt Jr.","IF",32.1,28.8,-3.3,-0.1,1402,1402,0,"IF13","Kansas City Royals","KC","https://a.espncdn.com/i/teamlogos/mlb/500/kc.png",25764,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42403.png"
"33","Max Scherzer","P",33.5,36.8,3.3,0.1,1111,1111,0,"P7","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",3137,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28976.png"
"34","George Springer","OF",35.4,33.3,-2.1,-0.06,1115,1115,0,"OF14","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",12856,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32078.png"
"35","Bryan Reynolds","OF",36.3,28,-8.3,-0.23,1247,1247,0,"OF15","Pittsburgh Pirates","PIT","https://a.espncdn.com/i/teamlogos/mlb/500/pit.png",19326,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38980.png"
"36","Marcus Semien","IF",37.2,40.8,3.59999999999999,0.1,1388,1458,-70,"IF14","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",12533,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32146.png"
"37","Corbin Carroll","OF",37.4,78.5,41.1,1.1,1271,1271,0,"OF16","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",25878,NA
"38","Shane Bieber","P",37.6,46.9,9.3,0.25,1246,1101,145,"P8","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",19427,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40912.png"
"39","Brandon Woodruff","P",39.8,48.1,8.3,0.21,1099,1099,0,"P9","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",16162,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37515.png"
"40","Adolis Garcia","OF",40.5,45.1,4.6,0.11,1076,1112,-36,"OF17","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",19287,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35537.png"
"41","Shane McClanahan","P",41.4,42.8,1.4,0.03,1096,1096,0,"P10","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",21483,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41199.png"
"42","Nolan Arenado","IF",42.5,38.5,-4,-0.09,1305,1305,0,"IF15","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",9777,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31261.png"
"43","Justin Verlander","P",43.4,46.2,2.8,0.06,1055,1050,5,"P11","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",8700,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6341.png"
"44","Dylan Cease","P",44.5,41.3,-3.2,-0.07,1085,1085,0,"P12","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",18525,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34943.png"
"45","Francisco Lindor","IF",45.3,42.4,-2.9,-0.06,1305,1305,0,"IF16","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",12916,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32129.png"
"46","Teoscar Hernandez","OF",46.3,54.7,8.40000000000001,0.18,1365,1243,122,"OF18","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",13066,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33377.png"
"47","Byron Buxton","OF",46.6,45.4,-1.2,-0.03,1155,1155,0,"OF19","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",14161,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32655.png"
"48","Luis Robert Jr.","OF",49.3,NA,NA,NA,1123,NA,NA,"OF20","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",NA,NA
"49","Corey Seager","IF",49.3,52.7,3.40000000000001,0.07,1207,1207,0,"IF17","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",13624,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32691.png"
"50","Framber Valdez","P",49.8,53.6,3.8,0.08,1123,1024,99,"P13","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",17295,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36581.png"
"51","Luis Castillo","P",52.2,56,3.8,0.07,1018,987,31,"P14","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",15689,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35124.png"
"52","Luis Castillo","P",52.2,NA,NA,NA,1018,0,1018,"P14","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",15689,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35124.png"
"53","Eloy Jimenez","OF",52.8,51.7,-1.09999999999999,-0.02,1277,1160,117,"OF21","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",17484,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33867.png"
"54","Cristian Javier","P",53,65.8,12.8,0.24,1005,848,157,"P15","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",17606,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41261.png"
"55","Christian Yelich","OF",54.9,52.9,-2,-0.04,1177,1177,0,"OF22","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",11477,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31283.png"
"56","Zack Wheeler","P",56.3,58.8,2.5,0.04,1073,1073,0,"P16","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",10310,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31267.png"
"57","Alex Bregman","IF",58.5,48.4,-10.1,-0.17,1259,1101,158,"IF18","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",17678,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34886.png"
"58","Ozzie Albies","IF",59.2,67.9,8.7,0.15,1302,1302,0,"IF19","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",16556,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33783.png"
"59","Kris Bryant","OF",59.8,62.3,2.5,0.04,1132,710,422,"OF23","Colorado Rockies","COL","https://a.espncdn.com/i/teamlogos/mlb/500/col.png",15429,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33172.png"
"60","Carlos Rodon","P",61.5,31.5,-30,-0.49,727,936,-209,"P17","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",16137,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33696.png"
"61","Alek Manoah","P",61.6,60.4,-1.2,-0.02,1066,1066,0,"P18","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",26410,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42436.png"
"62","Yu Darvish","P",61.8,71.4,9.60000000000001,0.16,1155,1155,0,"P19","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",13074,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32055.png"
"63","Kevin Gausman","P",62.3,68.5,6.2,0.1,1116,1116,0,"P20","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",14107,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32667.png"
"64","Bryce Harper","OF",62.7,67.6,4.89999999999999,0.08,966,966,0,"OF24","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",11579,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30951.png"
"65","Taylor Ward","OF",65,81.7,16.7,0.26,1148,812,336,"OF25","Los Angeles Angels","LAA","https://a.espncdn.com/i/teamlogos/mlb/500/laa.png",17548,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34923.png"
"66","Robbie Ray","P",65.1,65.8,0.700000000000003,0.01,1116,1111,5,"P21","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",11486,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32175.png"
"67","Steven Kwan","OF",66.6,68.2,1.60000000000001,0.02,1244,1244,0,"OF26","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",24610,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41996.png"
"68","Jose Abreu","IF",67.7,57.5,-10.2,-0.15,1278,1438,-160,"IF20","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",15676,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33095.png"
"69","Max Fried","P",68.5,72.6,4.09999999999999,0.06,1007,1012,-5,"P22","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",13743,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32685.png"
"70","Xander Bogaerts","IF",69.8,57.1,-12.7,-0.18,1297,1297,0,"IF21","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",12161,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31606.png"
"71","Jose Altuve","IF",69.9,35,-34.9,-0.5,781,1346,-565,"IF22","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",5417,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31662.png"
"72","Julio Urias","P",70.1,74.9,4.80000000000001,0.07,953,1025,-72,"P23","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",14765,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33223.png"
"73","Oneil Cruz","IF",70.6,81.3,10.7,0.15,1264,1143,121,"IF23","Pittsburgh Pirates","PIT","https://a.espncdn.com/i/teamlogos/mlb/500/pit.png",21711,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39712.png"
"74","Giancarlo Stanton","OF",71.8,65.1,-6.7,-0.09,956,956,0,"OF27","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",4949,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30583.png"
"75","Zac Gallen","P",74.1,85.3,11.2,0.15,985,985,0,"P24","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",19291,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39910.png"
"76","J.D. Martinez","OF",76,86.4,10.4,0.14,1207,1207,0,"OF28","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",6184,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31065.png"
"77","Starling Marte","OF",76.6,64.2,-12.4,-0.16,1177,1193,-16,"OF29","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",9241,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30830.png"
"78","Nick Castellanos","OF",77.3,82,4.7,0.06,1162,1162,0,"OF30","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",11737,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31187.png"
"79","Jazz Chisholm Jr.","IF",78.5,86.7,8.2,0.1,1199,1199,0,"IF24","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",20454,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41433.png"
"80","Brandon Nimmo","OF",79.1,54.6,-24.5,-0.31,1122,1122,0,"OF31","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",12927,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32159.png"
"81","Anthony Santander","OF",79.3,75.5,-3.8,-0.05,1059,1059,0,"OF32","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",14551,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36084.png"
"82","Willy Adames","IF",81,90.9,9.90000000000001,0.12,1327,1327,0,"IF25","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",15986,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33675.png"
"83","Daulton Varsho","OF",82.9,81.8,-1.10000000000001,-0.01,970,970,0,"OF33","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",19918,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40963.png"
"84","Triston McKenzie","P",83.6,87.4,3.80000000000001,0.05,989,859,130,"P25","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",18000,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34954.png"
"85","Masataka Yoshida","OF",84.1,108.3,24.2,0.29,1066,949,117,"OF34","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",NA,NA
"86","Tyler O'Neill","OF",84.5,91.8,7.3,0.09,1161,1161,0,"OF35","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",15711,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34168.png"
"87","Wander Franco","IF",86.2,72.6,-13.6,-0.16,1255,1072,183,"IF26","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",23667,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40929.png"
"88","Dansby Swanson","IF",86.8,75.9,-10.9,-0.13,1294,1399,-105,"IF27","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",18314,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34895.png"
"89","Blake Snell","P",88.5,104.9,16.4,0.19,1017,989,28,"P26","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",13543,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33748.png"
"90","Joe Musgrove","P",88.6,81.3,-7.3,-0.08,852,997,-145,"P27","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",12970,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34848.png"
"91","Hunter Greene","P",89,98.1,9.09999999999999,0.1,851,380,471,"P28","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",22182,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39635.png"
"92","Ian Happ","OF",91.3,88.4,-2.89999999999999,-0.03,1190,1190,0,"OF36","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",17919,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34945.png"
"93","Carlos Correa","IF",92.5,78.2,-14.3,-0.15,1258,1258,0,"IF28","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",14162,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32653.png"
"94","Lucas Giolito","P",92.8,106.2,13.4,0.14,1005,991,14,"P29","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",15474,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32697.png"
"95","Lars Nootbaar","OF",93.5,121.5,28,0.3,1180,1180,0,"OF37","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",21454,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4448736.png"
"96","Vinnie Pasquantino","IF",95.4,92.9,-2.5,-0.03,1184,1184,0,"IF29","Kansas City Royals","KC","https://a.espncdn.com/i/teamlogos/mlb/500/kc.png",27676,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4109109.png"
"97","Logan Gilbert","P",97.5,97.9,0.400000000000006,0,863,717,146,"P30","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",22250,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41221.png"
"98","Hunter Renfroe","OF",97.5,108.7,11.2,0.11,1049,1049,0,"OF38","Los Angeles Angels","LAA","https://a.espncdn.com/i/teamlogos/mlb/500/laa.png",15464,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33205.png"
"99","Logan Webb","P",99.2,102,2.8,0.03,901,901,0,"P31","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",17995,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41216.png"
"100","Christian Walker","IF",99.4,100.4,1,0.01,1150,1150,0,"IF30","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",13419,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32758.png"
"101","Riley Greene","OF",100.8,125.8,25,0.25,1196,354,842,"OF39","Detroit Tigers","DET","https://a.espncdn.com/i/teamlogos/mlb/500/det.png",25976,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42179.png"
"102","Charlie Morton","P",102.9,123.6,20.7,0.2,950,950,0,"P32","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",4676,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29155.png"
"103","George Kirby","P",103,128.4,25.4,0.25,812,733,79,"P33","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",25436,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42406.png"
"104","Alex Verdugo","OF",105.1,107.4,2.30000000000001,0.02,1158,1158,0,"OF40","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",17027,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33786.png"
"105","Jeremy Pena","IF",105.4,107.8,2.39999999999999,0.02,1120,1120,0,"IF31","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",21636,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41273.png"
"106","Matt Chapman","IF",106.6,126.3,19.7,0.18,1126,1126,0,"IF32","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",16505,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33857.png"
"107","Nick Lodolo","P",107,98.2,-8.8,-0.08,871,319,552,"P34","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",26378,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42433.png"
"108","Nathaniel Lowe","IF",108.6,101,-7.59999999999999,-0.07,1124,1124,0,"IF33","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",19566,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40538.png"
"109","Gunnar Henderson","IF",109.4,109.6,0.199999999999989,0,1203,1137,66,"IF34","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",26289,NA
"110","Tommy Edman","IF",112.2,108.8,-3.40000000000001,-0.03,1215,1215,0,"IF35","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",19470,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39907.png"
"111","Kyle Wright","P",112.7,102.3,-10.4,-0.09,817,611,206,"P35","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",19665,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39652.png"
"112","Jake McCarthy","OF",113.3,103.2,-10.1,-0.09,1060,1000,60,"OF41","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",21622,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41197.png"
"113","Max Muncy","IF",114.2,126.3,12.1,0.11,1198,1198,0,"IF36","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",13301,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33303.png"
"114","Seiya Suzuki","OF",114.3,76.4,-37.9,-0.33,1093,1093,0,"OF42","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",30116,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4142424.png"
"115","Chris Sale","P",114.8,155.3,40.5,0.35,709,97,612,"P36","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",NA,NA
"116","Nestor Cortes","P",114.9,116.7,1.8,0.02,910,660,250,"P37","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",17874,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36480.png"
"117","Joey Meneses","OF",116.3,118.6,2.3,0.02,1169,1169,0,"OF43","Washington Nationals","WSH","https://a.espncdn.com/i/teamlogos/mlb/500/wsh.png",14366,NA
"118","Rhys Hoskins","IF",117.3,64.2,-53.1,-0.45,122,1313,-1191,"IF37","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",16472,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35291.png"
"119","Lance Lynn","P",118.2,128.8,10.6,0.09,865,865,0,"P38","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",2520,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30820.png"
"120","Jake Cronenworth","IF",119.2,138,18.8,0.16,1240,1240,0,"IF38","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",18036,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36364.png"
"121","Tim Anderson","IF",122.1,124.9,2.80000000000001,0.02,1253,928,325,"IF39","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",15172,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33184.png"
"122","Jesse Winker","OF",122.3,131.5,9.2,0.08,1019,1019,0,"OF44","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",13590,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32833.png"
"123","C.J. Cron","IF",124.1,103.9,-20.2,-0.16,1105,1105,0,"IF40","Colorado Rockies","COL","https://a.espncdn.com/i/teamlogos/mlb/500/col.png",12546,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32155.png"
"124","Chris Bassitt","P",125.1,116.8,-8.3,-0.07,887,973,-86,"P39","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",12304,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33148.png"
"125","Mitch Haniger","OF",126.1,92.6,-33.5,-0.27,921,1256,-335,"OF45","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",14274,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32771.png"
"126","Anthony Rizzo","IF",127,110.7,-16.3,-0.13,1172,1172,0,"IF41","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",3473,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30782.png"
"127","Luis Severino","P",127,135.1,8.09999999999999,0.06,640,629,11,"P40","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",15890,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33263.png"
"128","J.T. Realmuto","IF",127.2,119.1,-8.10000000000001,-0.06,1188,1188,0,"IF42","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",11739,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32177.png"
