player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Brendon Lewis,131687,QB,COLORADO,2,-3.16,0,32,143,64.7,17,20,5.5,3.51,1,1,4.8,55.0,11,14,0.0,28,87.5,0,5,,,,,29.7,49.6,18.4,,49.5,,,58.5,,,1,0,29,14.3,66.3,7.1,2,6,0,1,0,2,6.9,88,4.4,70.6,17,19,4.2,3.02,0,1,5.3,63.2,12,12,0.0,25,78.1,0,3,,,,,28.5,49.9,16.2,,57.3,,,51.7,,,1,0,25,16.7,71.8,8.0,2,4,0,1,0,1,4.0,78,4.1,75.0,4,5,2.8,3.87,1,0,0.0,60.0,3,2,0.0,7,21.9,0,2,,,,,64.9,60.0,69.5,,45.2,,,71.0,,,0,0,8,0.0,64.6,0.0,0,2,0,0,0,1,12.5,14,2.8,0,100.0,4,4,-2.8,1.03,0,0,0.0,100.0,4,0,0.0,4,12.5,0,0,,,,,63.3,65.0,67.4,,64.7,,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,4,1.0,-1.31
Carson Beck,124010,QB,GEORGIA,4,16.07,0,32,173,78.3,23,23,9.5,2.72,0,2,8.0,69.6,16,5,11.1,25,78.1,2,12,,,,,32.0,80.4,75.9,,89.4,,,49.3,,,0,0,27,0.0,136.8,0.0,0,2,0,0,3,0,0.0,205,8.9,81.0,21,21,5.6,2.24,0,1,4.5,71.4,15,4,11.8,24,75.0,2,10,,,,,30.5,71.5,75.8,,80.5,,,49.3,,,0,0,25,0.0,127.1,0.0,0,2,0,0,2,0,0.0,170,8.1,87.5,8,8,10.5,2.65,0,1,11.1,87.5,7,1,0.0,8,25.0,0,4,,,,,65.1,86.8,69.8,,86.0,,,,,,0,0,9,0.0,152.1,0.0,0,0,0,0,1,0,0.0,88,11.0,0,100.0,6,6,-2.8,1.0,0,0,0.0,100.0,6,0,0.0,7,21.9,0,2,,,,,64.6,64.2,69.1,,63.9,,,,,,0,0,7,,103.5,0.0,0,0,0,0,0,0,0.0,53,8.8,2.9
Cade McNamara,101620,QB,MICHIGAN,3,57.14,0,30,222,76.2,21,25,6.3,2.51,0,0,0.0,52.0,13,12,18.8,29,96.7,3,6,,,,,68.1,43.4,76.2,,42.2,,,,,,0,1,29,33.3,48.6,13.8,4,0,1,3,0,1,3.4,119,4.8,70.6,17,21,7.0,2.46,0,0,0.0,42.9,9,10,25.0,25,83.3,3,5,,,,,67.7,37.3,75.9,,35.7,,,,,,0,1,25,40.0,36.4,16.0,4,0,1,3,0,1,4.0,93,4.4,100.0,5,5,2.0,2.46,0,0,0.0,100.0,5,2,0.0,5,16.7,0,2,,,,,63.8,74.7,68.1,,74.2,,,,,,0,0,5,0.0,158.3,0.0,0,0,0,0,1,0,0.0,87,17.4,0,100.0,1,1,-3.0,1.2,0,0,0.0,100.0,1,0,0.0,1,3.3,0,1,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,61,61.0,12.97
Ethan Garbers,131896,QB,UCLA,4,-38.1,0,30,324,78.3,23,23,8.8,2.5,0,0,0.0,69.6,16,2,11.1,25,83.3,2,11,,,,,28.2,48.0,76.9,,43.3,,,63.1,,,0,1,26,50.0,109.3,4.0,1,1,0,0,2,3,11.5,212,9.2,85.7,21,21,5.1,2.33,0,0,0.0,81.0,17,2,5.6,23,76.7,1,10,,,,,27.6,51.2,76.8,,46.3,,,63.1,,,0,1,24,50.0,119.2,4.3,1,1,0,0,2,3,12.5,205,9.8,66.7,6,7,14.2,2.44,1,0,0.0,42.9,3,0,25.0,7,23.3,1,2,,,,,64.6,51.0,69.1,,51.1,,,,,,0,0,7,,67.6,0.0,0,0,0,0,0,0,0.0,50,7.1,0,100.0,4,5,-2.5,1.64,1,0,0.0,80.0,4,0,0.0,5,16.7,0,1,,,,,63.8,62.6,68.1,,62.4,,,,,,0,0,5,,102.5,0.0,0,0,0,0,0,0,0.0,43,8.6,-2.62
Jarrett Guest,97997,QB,COAST CAR,4,-16.67,0,28,141,50.0,16,18,18.0,3.07,0,2,9.5,44.4,8,11,0.0,26,92.9,0,9,,,,,71.1,55.7,27.0,,52.4,,,63.0,,,0,3,30,27.3,46.3,11.5,3,5,0,2,0,2,6.7,202,11.2,66.7,12,14,13.5,3.19,0,1,6.7,50.0,7,10,12.5,21,75.0,1,8,,,,,70.9,57.3,24.7,,51.6,,,65.1,,,0,1,23,30.0,57.4,14.3,3,4,0,2,0,1,4.3,146,10.4,33.3,6,6,19.7,2.43,0,1,12.5,33.3,2,1,0.0,7,25.0,0,1,,,,,65.1,56.2,69.8,,59.0,,,57.3,,,0,2,9,0.0,29.9,0.0,0,1,0,0,0,1,11.1,57,9.5,0,100.0,2,2,-4.0,2.15,0,0,0.0,50.0,1,0,50.0,2,7.1,1,0,,,,,61.8,63.0,66.6,,62.7,,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,-0.93
Joe Milton III,82151,QB,TENNESSEE,5,14.58,0,28,307,70.0,20,20,21.9,3.57,0,4,16.7,70.0,14,7,0.0,23,82.1,0,11,,,,,69.1,90.1,76.7,,83.0,,,79.3,,,0,0,28,0.0,152.1,0.0,0,3,0,0,5,1,3.7,429,21.5,66.7,9,9,17.6,3.45,0,1,10.0,66.7,6,3,0.0,10,35.7,0,4,,,,,67.7,72.0,75.6,,61.9,,,73.6,,,0,0,12,0.0,146.8,0.0,0,1,0,0,1,1,9.1,137,15.2,81.3,16,16,17.9,3.11,0,3,15.8,81.3,13,4,0.0,18,64.3,0,9,,,,,67.2,90.5,72.5,,87.3,,,71.0,,,0,0,21,0.0,158.3,0.0,0,2,0,0,4,0,0.0,328,20.5,0,100.0,5,5,1.2,1.64,0,0,0.0,100.0,5,0,0.0,5,17.9,0,2,,,,,63.8,59.3,68.1,,59.2,,,,,,0,0,5,,96.7,0.0,0,0,0,0,0,0,0.0,36,7.2,5.28
Gunnar Holmberg,77625,QB,FIU,1,17.5,0,27,166,68.8,16,18,8.4,2.82,0,0,0.0,61.1,11,8,0.0,24,88.9,0,6,,,,,27.3,58.3,74.6,,58.1,,,60.4,,,0,0,27,12.5,90.3,4.2,1,5,1,1,1,2,7.4,81,4.5,71.4,14,16,6.4,2.41,0,0,0.0,62.5,10,5,0.0,20,74.1,0,5,,,,,25.1,54.0,74.0,,50.6,,,63.1,,,0,0,21,0.0,93.2,0.0,0,4,1,1,1,2,9.5,70,4.4,80.0,5,5,7.4,3.4,0,0,0.0,80.0,4,3,0.0,7,25.9,0,2,,,,,65.1,69.0,69.8,,72.6,,,57.3,,,0,0,9,33.3,94.2,14.3,1,1,0,0,0,0,0.0,33,6.6,0,100.0,3,3,-2.7,1.4,0,0,0.0,100.0,3,0,0.0,3,11.1,0,1,,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,97.2,0.0,0,0,0,0,0,0,0.0,22,7.3,2.22
Kai Horton,144418,QB,TULANE,3,4.44,0,26,319,61.9,21,22,15.5,2.61,0,0,0.0,54.5,12,6,7.7,24,92.3,1,8,,,,,68.8,59.5,76.6,,55.4,,,66.9,,,0,0,25,33.3,108.5,8.3,2,0,0,1,2,1,4.0,162,7.4,64.7,17,18,12.2,2.37,0,0,0.0,55.6,10,4,9.1,19,73.1,1,6,,,,,68.3,56.8,76.3,,51.4,,,66.9,,,0,0,19,25.0,110.9,5.3,1,0,0,1,2,1,5.3,110,6.1,60.0,5,5,23.4,3.09,0,0,0.0,60.0,3,3,0.0,7,26.9,0,3,,,,,12.7,44.0,69.5,,44.2,,,,,,0,0,8,66.7,137.5,28.6,2,0,0,0,1,1,12.5,55,11.0,0,100.0,1,1,-1.0,1.95,0,0,0.0,100.0,1,1,0.0,2,7.7,0,1,,,,,5.8,26.7,65.5,,27.2,,,,,,0,0,2,100.0,118.8,50.0,1,0,0,0,1,1,50.0,3,3.0,4.89
Artur Sitkowski,83547,QB,ILLINOIS,3,-0.79,0,26,187,75.0,16,17,8.4,2.59,0,1,5.6,64.7,11,3,8.3,18,69.2,1,4,,,,,70.7,61.2,77.4,,54.4,,,66.2,,,0,1,19,0.0,55.0,0.0,0,1,0,1,0,1,5.3,96,5.6,82.4,17,18,4.1,2.36,0,0,0.0,72.2,13,2,7.1,19,73.1,1,4,,,,,70.8,58.7,77.4,,51.2,,,66.2,,,0,1,20,0.0,55.3,0.0,0,1,0,1,0,1,5.0,70,3.9,71.4,7,7,6.0,2.1,0,1,14.3,71.4,5,1,0.0,7,26.9,0,1,,,,,64.6,68.1,69.1,,67.8,,,,,,0,0,7,0.0,86.0,0.0,0,0,0,0,0,0,0.0,41,5.9,0,87.5,8,8,-2.9,1.61,0,0,0.0,87.5,7,0,0.0,8,30.8,0,1,,,,,64.9,61.9,69.5,,61.6,,,,,,0,0,8,,79.2,0.0,0,0,0,0,0,0,0.0,15,1.9,1.97
Jake Lange,121467,QB,SO MISS,4,7.14,0,25,296,63.2,19,20,12.6,2.49,1,2,8.7,55.0,11,11,8.3,24,96.0,1,6,,,,,18.9,52.8,75.3,,57.7,,,46.3,,,0,1,27,27.3,50.0,12.5,3,1,0,0,0,2,7.4,110,5.5,50.0,14,14,10.6,2.64,0,0,0.0,50.0,7,9,0.0,17,68.0,0,4,,,,,15.8,33.5,74.6,,38.0,,,46.3,,,0,1,19,22.2,30.4,11.8,2,1,0,0,0,2,10.5,55,3.9,83.3,6,7,14.2,2.1,1,2,25.0,57.1,4,2,20.0,8,32.0,1,2,,,,,65.1,86.2,69.8,,85.5,,,,,,0,0,9,50.0,82.4,12.5,1,0,0,0,0,0,0.0,55,7.9,0,0.0,1,1,-5.0,1.8,0,0,0.0,0.0,0,0,,1,4.0,0,0,,,,,60.3,54.8,63.6,,55.3,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,3.93
Kyron Drones,144506,QB,BAYLOR,3,-5.13,0,25,118,68.4,19,21,13.8,3.44,0,3,13.0,61.9,13,8,0.0,24,96.0,0,13,,,,,70.5,72.1,76.7,,73.6,,,60.0,,,0,1,26,0.0,92.4,0.0,0,3,0,2,1,1,3.8,215,10.2,75.0,8,9,15.5,3.55,0,2,20.0,66.7,6,4,0.0,11,44.0,0,6,,,,,69.9,81.1,75.8,,90.5,,,57.2,,,0,0,12,0.0,146.8,0.0,0,2,0,1,1,0,0.0,124,13.8,66.7,12,13,11.5,3.29,0,1,7.1,61.5,8,4,0.0,14,56.0,0,7,,,,,66.4,57.2,71.4,,54.2,,,63.7,,,0,1,15,0.0,51.8,0.0,0,1,0,1,0,1,6.7,95,7.3,0,100.0,1,1,0.0,2.4,0,0,0.0,100.0,1,0,0.0,1,4.0,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-6.47
Cade Klubnik,156253,QB,CLEMSON,5,39.39,0,24,140,46.7,15,16,10.2,3.97,0,1,5.0,37.5,6,8,14.3,20,83.3,1,5,,,,,72.2,57.0,76.8,,48.7,,,65.9,,,0,1,25,25.0,47.1,10.0,2,2,0,1,1,2,8.0,73,4.6,40.0,10,11,8.7,3.79,0,1,7.7,27.3,3,6,25.0,14,58.3,1,1,,,,,72.1,63.9,76.3,,56.0,,,65.9,,,0,0,17,16.7,69.9,7.1,1,2,0,1,1,1,5.9,6,0.5,75.0,8,9,7.6,3.25,0,0,0.0,66.7,6,3,0.0,10,41.7,0,4,,,,,65.8,46.8,70.7,,46.9,,,,,,0,1,12,33.3,54.6,10.0,1,0,0,1,0,1,8.3,79,8.8,0,100.0,3,4,-1.7,1.55,0,0,0.0,75.0,3,1,0.0,4,16.7,0,0,,,,,63.3,61.6,67.4,,61.4,,,,,,0,0,4,0.0,77.1,0.0,0,0,0,1,0,0,0.0,12,3.0,8.23
Logan Smothers,129713,QB,NEBRASKA,3,-22.92,0,24,238,69.2,13,15,10.5,3.01,0,2,13.3,40.0,6,11,33.3,20,83.3,3,4,,,,,32.4,76.7,75.3,,73.0,,,68.1,,,1,0,20,36.4,59.3,20.0,4,1,0,1,0,1,5.0,86,5.7,80.0,15,16,8.3,2.62,0,2,12.5,56.3,9,9,25.0,21,87.5,3,4,,,,,33.2,79.4,75.4,,76.7,,,68.1,,,1,0,21,44.4,72.1,19.0,4,1,0,0,0,1,4.8,89,5.6,50.0,2,3,-0.5,3.47,0,0,0.0,33.3,1,2,0.0,3,12.5,0,1,,,,,62.7,52.3,66.6,,52.3,,,,,,0,0,3,0.0,42.4,0.0,0,0,0,1,0,0,0.0,7,2.3,0,100.0,4,4,-3.0,1.35,0,0,0.0,100.0,4,0,0.0,4,16.7,0,1,,,,,63.3,65.0,67.4,,64.7,,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,10,2.5,-3.23
Nick Patti,77614,QB,PITTSBURGH,1,-25.27,0,24,268,53.3,15,19,9.7,2.83,1,0,0.0,42.1,8,12,0.0,23,95.8,0,3,,,,,68.8,61.9,14.3,,63.2,,,60.9,,,0,0,24,16.7,67.4,8.7,2,2,0,3,1,0,0.0,58,3.1,53.8,13,13,9.5,2.63,0,0,0.0,53.8,7,7,0.0,15,62.5,0,3,,,,,68.2,63.6,8.6,,68.6,,,55.7,,,0,0,16,14.3,93.8,6.7,1,1,0,0,1,0,0.0,66,5.1,66.7,3,7,6.3,3.08,1,0,0.0,28.6,2,5,0.0,9,37.5,0,1,,,,,65.1,58.2,69.8,,51.8,,,64.0,,,0,0,9,20.0,39.6,11.1,1,1,0,3,0,0,0.0,13,1.9,0,100.0,1,1,-3.0,2.1,0,0,0.0,100.0,1,0,0.0,1,4.2,0,1,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0,-3.22
Calvin Brownholtz,83584,QB,UTEP,4,36.84,0,23,330,68.4,19,20,9.4,2.64,0,0,0.0,65.0,13,4,0.0,22,95.7,0,9,,,,,73.3,78.0,74.9,,61.5,,,81.0,,,1,2,22,25.0,42.9,4.5,1,1,0,0,0,2,9.1,126,6.3,66.7,18,19,8.4,2.57,0,0,0.0,63.2,12,4,0.0,21,91.3,0,7,,,,,73.3,74.0,74.9,,55.0,,,81.0,,,1,2,21,25.0,37.1,4.8,1,1,0,0,0,2,9.5,100,5.3,100.0,2,2,11.5,2.5,0,0,0.0,100.0,2,0,0.0,2,8.7,0,2,,,,,61.8,83.0,65.5,,82.3,,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,33,16.5,0,100.0,1,1,-5.0,1.0,0,0,0.0,100.0,1,0,0.0,1,4.3,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,11.24
Shawqi Itraish,145393,QB,RICE,2,-38.1,0,22,275,64.3,14,16,8.9,2.36,2,0,0.0,50.0,8,6,11.1,18,81.8,1,4,,,,,67.0,38.0,17.9,,37.5,,,57.0,,,0,2,19,16.7,20.8,5.6,1,1,0,0,0,3,15.8,64,4.0,84.6,13,14,5.7,2.37,1,0,0.0,71.4,10,4,9.1,16,72.7,1,5,,,,,66.7,54.5,16.8,,55.5,,,57.0,,,0,0,17,25.0,86.9,6.3,1,1,0,0,0,1,5.9,85,6.1,40.0,5,6,7.8,1.87,1,0,0.0,33.3,2,2,0.0,6,27.3,0,1,,,,,64.6,29.1,69.1,,29.3,,,,,,0,2,7,0.0,2.8,0.0,0,0,0,0,0,2,28.6,15,2.5,0,100.0,4,4,-3.0,1.68,0,0,0.0,100.0,4,0,0.0,4,18.2,0,2,,,,,63.8,65.6,68.1,,65.4,,,,,,0,0,5,,104.2,0.0,0,0,0,0,0,0,0.0,36,9.0,-3.57
Kyle Crum,158784,QB,S DIEGO ST,2,15.0,0,22,284,31.3,16,17,12.7,2.7,1,0,0.0,29.4,5,12,0.0,22,100.0,0,3,,,,,20.2,28.2,20.0,,26.9,,,58.3,,,0,1,24,33.3,35.2,18.2,4,1,0,0,1,5,20.8,53,3.1,25.0,12,12,12.4,2.89,0,0,0.0,25.0,3,10,0.0,16,72.7,0,2,,,,,18.2,27.8,16.8,,26.0,,,58.3,,,0,1,18,30.0,32.6,18.8,3,1,0,0,1,5,27.8,33,2.8,50.0,4,5,13.5,2.18,1,0,0.0,40.0,2,2,0.0,6,27.3,0,1,,,,,64.2,51.1,68.6,,51.1,,,,,,0,0,6,50.0,52.1,16.7,1,0,0,0,0,0,0.0,20,4.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,1.25
Chandler Morris,122938,QB,TCU,1,9.89,0,21,305,69.2,13,13,9.4,2.97,0,0,0.0,46.2,6,4,33.3,14,66.7,3,3,,,,,70.6,59.0,1.1,,67.5,,,53.2,,,0,0,15,0.0,57.5,0.0,0,1,0,0,0,0,0.0,53,4.1,69.2,13,13,6.2,2.65,0,0,0.0,61.5,8,4,11.1,14,66.7,1,4,,,,,70.6,57.2,1.1,,65.7,,,53.2,,,0,0,15,0.0,76.4,0.0,0,1,0,0,0,0,0.0,72,5.5,100.0,7,7,3.1,1.73,0,0,0.0,71.4,5,1,28.6,7,33.3,2,2,,,,,64.6,69.1,69.1,,68.8,,,,,,0,0,7,0.0,84.8,0.0,0,0,0,0,0,0,0.0,39,5.6,0,100.0,7,7,-2.7,1.09,0,0,0.0,100.0,7,1,0.0,7,33.3,0,3,,,,,64.6,66.2,69.1,,65.9,,,,,,0,0,7,0.0,101.2,0.0,0,0,0,0,0,0,0.0,58,8.3,0.03
Justin Lynch,144392,QB,N ILLINOIS,3,-23.81,0,21,254,61.5,13,18,9.5,2.57,2,0,0.0,44.4,8,4,0.0,19,90.5,0,3,,,,,44.7,65.8,82.2,,50.5,57.2,,67.0,,,1,0,19,0.0,63.0,0.0,0,1,0,2,0,0,0.0,103,5.7,72.7,11,14,7.4,2.32,2,0,0.0,57.1,8,2,0.0,14,66.7,0,4,,,,,43.6,69.4,82.1,,57.1,,,68.0,,,0,0,14,0.0,81.5,0.0,0,0,0,1,0,0,0.0,107,7.6,50.0,4,6,8.5,2.76,0,0,0.0,33.3,2,2,0.0,7,33.3,0,0,,,,,64.6,42.7,69.5,,47.0,57.2,,56.3,,,1,0,7,0.0,42.4,0.0,0,1,0,1,0,0,0.0,11,1.8,0,100.0,2,2,-4.5,1.5,0,0,0.0,100.0,2,0,0.0,2,9.5,0,1,,,,,61.8,62.3,65.5,,62.1,,,,,,0,0,2,,97.9,0.0,0,0,0,0,0,0,0.0,15,7.5,-5.81
Ty Thompson,146568,QB,OREGON,5,50.0,0,21,264,72.7,11,13,7.5,2.27,2,0,0.0,46.2,6,1,25.0,13,61.9,2,3,,,,,70.1,54.8,76.2,,54.5,,,56.2,,,0,1,16,0.0,27.1,0.0,0,0,0,0,0,0,0.0,58,4.5,75.0,16,18,3.6,2.0,2,0,0.0,50.0,9,1,25.0,19,90.5,3,5,,,,,70.3,54.5,76.5,,54.1,,,56.2,,,0,2,22,0.0,21.3,0.0,0,0,0,0,0,0,0.0,74,4.1,100.0,2,2,1.0,2.0,0,0,0.0,100.0,2,0,0.0,2,9.5,0,0,,,,,61.8,62.4,65.5,,62.3,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-1.0,0,85.7,7,7,-3.3,1.56,0,0,0.0,71.4,5,0,16.7,8,38.1,1,2,,,,,64.6,59.3,69.5,,59.1,,,,,,0,1,8,,34.5,0.0,0,0,0,0,0,0,0.0,14,2.0,-5.11
Noah Kim,129623,QB,MICH STATE,4,1.67,0,20,223,87.5,16,18,11.1,2.87,0,2,10.5,72.2,13,2,7.1,19,95.0,1,8,,,,,67.1,84.2,74.6,,86.4,,,57.0,,,0,0,20,0.0,141.4,0.0,0,1,0,2,3,0,0.0,171,9.5,84.6,13,15,9.5,2.71,0,2,13.3,73.3,11,2,0.0,16,80.0,0,6,,,,,66.5,74.0,74.2,,76.5,,,57.0,,,0,0,16,0.0,136.1,0.0,0,1,0,2,2,0,0.0,120,8.0,100.0,4,4,13.0,3.1,0,0,0.0,75.0,3,0,25.0,4,20.0,1,3,,,,,63.8,89.0,68.1,,88.1,,,,,,0,0,5,,156.3,0.0,0,0,0,0,1,0,0.0,54,13.5,0,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,1,5.0,0,1,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,5.5
Kyle McCord,145053,QB,OHIO STATE,6,8.79,0,20,260,76.9,13,14,7.4,2.46,0,0,0.0,71.4,10,4,0.0,14,70.0,0,6,,,,,69.4,73.0,76.4,,76.9,,,55.8,,,1,0,14,0.0,134.8,0.0,0,0,0,0,1,0,0.0,166,11.9,83.3,12,13,2.4,1.93,0,0,0.0,76.9,10,4,0.0,13,65.0,0,4,,,,,69.3,68.3,76.3,,71.8,,,55.8,,,1,0,13,0.0,95.0,0.0,0,0,0,0,0,0,0.0,90,6.9,85.7,7,7,7.0,2.84,0,0,0.0,85.7,6,0,0.0,7,35.0,0,4,,,,,64.6,75.2,69.1,,74.8,,,,,,0,0,7,,158.3,0.0,0,0,0,0,1,0,0.0,100,14.3,0,100.0,6,6,-3.0,1.77,0,0,0.0,100.0,6,0,0.0,6,30.0,0,2,,,,,64.2,66.2,68.6,,65.9,,,,,,0,0,6,,83.3,0.0,0,0,0,0,0,0,0.0,24,4.0,7.37
Tyhier Tyler,82083,QB,ARMY,7,0.0,0,20,114,54.5,11,14,19.8,3.51,1,0,0.0,42.9,6,10,0.0,20,100.0,0,8,,,,66.7,55.6,74.7,82.6,,47.5,57.4,,73.8,,,0,1,20,20.0,99.7,10.0,2,4,0,2,2,2,10.0,234,16.7,60.0,5,7,15.8,3.29,1,0,0.0,42.9,3,5,0.0,9,45.0,0,4,,,,,54.2,76.5,82.4,,40.9,,,74.0,,,0,1,9,0.0,31.5,0.0,0,2,0,1,0,2,22.2,56,8.0,50.0,6,7,23.2,3.68,0,0,0.0,42.9,3,5,0.0,11,55.0,0,4,,,,66.7,66.1,58.4,70.7,,58.0,57.4,,60.6,,,0,0,11,40.0,129.5,18.2,2,2,0,1,2,0,0.0,178,25.4,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,17.43
Ty Keyes,145417,QB,SO MISS,2,1.67,0,20,296,53.3,15,15,15.6,2.71,0,2,12.5,53.3,8,6,0.0,18,90.0,0,6,,,,,72.5,64.5,76.2,,62.8,,,62.0,,,0,2,19,0.0,98.6,0.0,0,3,0,0,3,1,5.3,273,18.2,58.3,12,12,14.7,2.68,0,2,15.4,58.3,7,4,0.0,15,75.0,0,4,,,,,72.5,61.3,75.9,,57.5,,,62.0,,,0,1,16,0.0,86.8,0.0,0,3,0,0,1,1,6.3,124,10.3,60.0,5,5,10.8,2.34,0,0,0.0,60.0,3,2,0.0,5,25.0,0,2,,,,,63.8,72.7,68.1,,72.3,,,,,,0,1,5,0.0,104.2,0.0,0,0,0,0,2,0,0.0,148,29.6,0,100.0,2,2,-2.0,1.6,0,0,0.0,100.0,2,0,0.0,2,10.0,0,0,,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-0.5,19.27
