player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Will Rogers,124184,QB,MISS STATE,10,78.1,452,492,6.1,2.42,16,13,2.5,66.3,326,0,102,7.6,520,27,161,227,66.6,73.5,71.8,61.7,1,5,548,2,19.6,98.1,3.8,20,5,5,18,27,14,2.6,3154,6.4
Kyle Vantrease,55029,QB,GA SOUTHRN,10,69.4,445,468,8.8,2.28,7,17,3.5,61.5,288,0,106,6.8,480,21,158,174,73.9,66.5,65.6,57.3,1,13,505,0,3.8,86.3,0.8,4,8,0,15,21,22,4.4,3315,7.1
John Paddock,77689,QB,BALL ST,11,68.5,425,452,7.5,2.19,13,16,3.4,59.7,270,0,116,7.2,470,21,139,117,67.9,67.8,67.3,49.9,4,12,498,1,11.2,78.3,2.8,13,5,0,10,18,18,3.6,2625,5.8
Austin Reed,111760,QB,W KENTUCKY,11,76.3,418,443,7.9,2.26,11,23,5.0,67.9,301,0,82,5.6,474,18,164,346,54.1,83.4,83.7,61.4,5,7,496,2,14.6,108.9,2.5,12,14,2,7,31,17,3.4,3554,8.0
Michael Penix Jr.,82134,QB,WASHINGTON,10,75.5,412,429,9.6,2.54,3,18,3.9,66.7,286,0,96,8.0,444,25,178,340,80.1,86.6,86.8,55.6,1,6,472,3,4.2,106.6,0.9,4,11,2,11,25,5,1.1,3640,8.5
Hunter Dekkers,122511,QB,IOWA STATE,10,75.3,385,399,7.3,2.6,2,11,2.7,66.9,267,1,138,7.9,441,23,140,193,69.0,73.6,73.9,57.9,2,13,457,3,17.4,86.1,5.4,24,17,1,9,17,12,2.6,2644,6.6
Aidan O'Connell,60516,QB,PURDUE,9,73.6,371,399,8.5,2.51,4,17,4.0,63.4,253,0,104,7.3,422,20,130,273,72.7,70.6,69.6,62.4,6,11,450,4,14.4,86.4,3.6,15,7,0,18,18,21,4.7,2674,6.7
Connor Bazelak,99135,QB,INDIANA,9,64.7,354,386,8.3,2.47,5,9,2.2,54.7,211,0,138,7.9,409,18,103,190,66.4,53.9,53.4,55.3,1,9,438,6,15.2,71.1,5.1,21,1,0,26,12,14,3.2,2111,5.5
Layne Hatcher,82068,QB,TEXAS ST,10,72.9,347,382,8.1,2.72,4,13,3.3,62.6,239,0,115,5.5,420,14,105,314,58.2,58.3,58.3,52.3,1,9,437,5,19.1,86.6,5.2,22,13,0,30,19,18,4.1,2351,6.2
Cameron Ward,133244,QB,WASH STATE,10,74.8,349,381,7.3,2.95,4,9,2.3,63.0,240,0,158,8.0,442,21,139,341,48.1,64.5,60.7,71.5,1,8,462,2,20.3,91.5,7.2,32,25,0,27,20,14,3.0,2579,6.8
DJ Irons,145585,QB,AKRON,10,73.8,359,380,9.1,2.89,1,11,2.8,66.1,251,2,157,5.3,455,14,142,102,61.8,72.1,68.5,71.5,3,7,473,6,26.1,86.6,9.0,41,32,2,15,10,15,3.2,2589,6.8
Clayton Tune,77652,QB,HOUSTON,10,79.1,349,378,9.3,3.08,6,19,4.8,68.0,257,0,120,6.9,441,19,166,182,51.8,89.9,85.0,76.8,2,8,466,2,17.5,110.5,4.8,21,40,1,20,31,15,3.2,3015,8.0
Jack Plummer,83543,QB,CAL,10,74.0,342,376,9.0,2.62,3,14,3.5,62.5,235,0,157,7.1,417,18,125,130,65.3,74.7,71.1,76.4,5,7,443,3,19.1,88.6,7.2,30,11,0,26,16,16,3.6,2523,6.7
Jayden de Laura,131928,QB,ARIZONA,10,71.1,356,369,9.8,3.14,2,21,5.4,62.9,232,0,139,8.3,428,21,169,109,27.2,75.4,71.5,73.7,1,8,450,6,16.5,102.4,5.4,23,35,2,8,24,22,4.9,3128,8.5
Holton Ahlers,77651,QB,E CAROLINA,10,76.6,346,368,8.2,2.44,10,16,4.1,67.9,250,0,121,5.7,398,15,137,156,73.9,86.0,84.7,65.7,3,5,420,1,9.9,104.0,3.0,12,18,2,7,20,11,2.6,2905,7.9
Frank Harris,60586,QB,UTSA,10,76.0,341,361,8.9,2.6,5,18,4.7,68.4,247,0,116,4.6,413,12,168,331,62.6,90.9,87.1,81.1,1,6,435,3,12.9,107.6,3.6,15,37,2,12,22,10,2.3,3046,8.4
Drake Maye,143969,QB,N CAROLINA,10,79.3,334,360,10.5,2.88,3,33,8.8,69.4,250,0,164,5.7,451,15,180,245,59.5,92.7,92.0,76.1,4,3,469,2,17.7,126.2,6.4,29,58,2,17,33,8,1.7,3384,9.4
Seth Henigan,144267,QB,MEMPHIS,10,73.3,341,353,9.5,2.88,2,12,3.1,64.6,228,0,131,8.8,428,22,136,218,52.2,77.7,77.3,64.0,1,7,458,2,20.6,96.5,6.3,27,46,0,9,17,13,2.8,2780,7.9
Kurtis Rourke,97998,QB,OHIO,11,77.8,334,352,10.0,2.87,3,29,7.9,69.0,243,0,120,6.5,381,17,152,259,62.5,93.1,92.1,76.2,4,4,399,2,13.3,117.2,4.2,16,12,0,11,25,11,2.8,3261,9.3
Cole Snyder,97617,QB,BUFFALO,10,67.2,323,351,9.7,2.47,8,14,3.8,59.0,207,0,117,4.6,404,10,117,126,57.9,64.6,62.3,61.8,2,7,418,0,23.9,84.0,6.9,28,24,0,18,14,21,5.0,2337,6.7
Matt McDonald,60350,QB,BOWL GREEN,10,73.3,322,345,8.6,2.7,14,16,4.3,61.7,213,0,138,9.7,402,23,113,122,66.8,82.1,81.3,62.8,5,5,430,3,22.5,96.9,7.7,31,24,0,4,21,10,2.3,2407,7.0
Caleb Williams,144622,QB,USC,10,74.5,322,344,10.3,3.31,5,19,5.1,63.7,219,0,131,8.8,391,21,152,326,48.8,89.7,85.1,75.9,2,2,419,1,14.5,119.3,4.9,19,28,1,14,31,7,1.7,3015,8.8
Tanner McKee,131770,QB,STANFORD,10,69.5,315,344,8.2,2.5,5,14,3.8,59.6,205,0,125,6.4,401,14,112,300,72.2,74.7,75.4,53.0,2,7,424,0,27.2,82.6,8.5,34,22,3,19,11,6,1.4,2365,6.9
E.J. Warner,156185,QB,TEMPLE,9,68.1,326,344,8.2,2.26,3,7,1.9,58.7,202,0,107,9.0,354,20,112,306,58.0,57.4,59.7,35.2,1,9,372,3,5.6,81.0,1.7,6,4,0,14,13,20,5.4,2334,6.8
Hayden Wolff,98362,QB,DOMINION,10,65.4,318,339,9.7,2.67,12,18,5.1,56.3,191,0,139,8.2,385,17,102,263,33.7,65.8,64.3,65.1,2,6,401,2,22.3,83.8,8.1,31,15,1,6,14,18,4.5,2311,6.8
Grayson James,145214,QB,FIU,10,69.6,319,339,6.9,2.36,5,8,2.3,59.0,200,0,109,9.9,372,22,100,166,68.4,68.9,65.3,70.6,2,10,386,2,10.1,73.1,3.0,11,18,0,13,11,13,3.4,1897,5.6
Brennan Armstrong,77696,QB,VIRGINIA,10,66.1,322,333,10.3,2.84,8,14,4.0,53.8,179,0,165,16.0,411,34,113,335,50.5,58.4,56.3,60.9,0,12,431,0,20.0,66.2,8.0,33,45,0,3,7,19,4.4,2185,6.6
Ben Bryant,77655,QB,CINCINNATI,10,70.4,318,332,10.5,2.44,4,22,6.4,61.7,205,0,94,8.5,367,19,121,138,56.4,80.1,82.6,49.5,5,7,380,5,24.5,97.7,6.3,23,12,1,4,20,11,2.9,2618,7.9
Brayden Schager,146078,QB,HAWAII,10,67.6,309,330,9.5,2.81,2,11,3.2,54.5,180,0,113,13.9,361,29,94,180,62.3,61.1,59.2,62.1,3,10,380,1,8.0,68.2,2.5,9,15,1,15,9,14,3.7,1916,5.8
Jaren Hall,82094,QB,BYU,10,75.3,299,330,9.5,2.76,6,15,4.3,65.8,217,0,84,3.6,366,8,129,128,54.1,80.6,76.8,69.8,2,5,390,0,13.1,107.8,3.0,11,24,1,22,24,11,2.8,2613,7.9
Stetson Bennett,60387,QB,GEORGIA,10,76.5,310,329,9.4,2.48,4,17,5.0,67.5,222,0,59,6.3,344,15,144,173,42.3,86.7,83.4,71.3,3,5,357,1,13.6,102.9,2.3,8,6,1,11,14,10,2.8,2900,8.8
JT Daniels,83578,QB,W VIRGINIA,10,70.2,315,327,9.1,2.49,2,11,3.2,61.2,200,0,86,9.5,350,21,107,343,62.5,70.0,69.4,54.0,7,9,371,2,19.8,81.7,4.9,17,6,0,3,13,12,3.2,2107,6.4
Chevan Cordeiro,75886,QB,S JOSE ST,9,72.3,300,326,10.3,2.73,7,19,5.4,60.1,196,0,128,9.7,409,21,126,285,67.0,76.9,73.8,67.8,2,3,435,2,26.6,93.5,8.3,34,49,0,17,14,11,2.5,2414,7.4
Tanner Mordecai,77656,QB,SMU,9,72.2,313,325,9.9,2.63,0,24,6.9,63.1,205,0,79,9.3,356,21,130,287,49.6,82.6,84.5,49.4,2,7,380,0,17.7,108.7,3.9,14,16,0,10,27,8,2.1,2755,8.5
Chase Cunningham,78533,QB,MIDDLE TN,9,77.2,298,324,6.5,2.5,3,14,4.0,65.4,212,0,126,7.8,354,18,97,224,62.7,57.4,59.2,51.1,3,8,380,2,14.3,88.8,5.1,18,11,1,19,14,17,4.5,2183,6.7
Carter Bradley,77685,QB,S ALABAMA,10,74.8,301,323,8.5,2.4,8,16,4.7,63.8,206,0,86,8.4,364,19,131,288,71.9,73.7,74.4,58.8,7,7,382,5,20.9,98.7,4.9,18,22,1,6,19,12,3.1,2547,7.9
Austin Aune,83528,QB,N TEXAS,11,65.9,308,322,12.2,2.55,2,23,6.8,57.5,185,0,78,8.9,344,18,130,251,64.5,77.0,76.3,60.5,1,11,363,1,12.8,103.4,2.9,10,10,2,9,29,18,5.0,2912,9.0
Daniel Richardson,97103,QB,C MICHIGAN,10,66.1,307,321,8.7,2.42,6,10,2.9,55.8,179,0,100,11.8,351,24,102,134,63.0,59.5,57.1,67.3,1,5,374,0,20.0,83.7,5.7,20,9,0,7,15,13,3.5,2005,6.2
Gavin Hardison,100827,QB,UTEP,10,65.3,291,316,12.0,2.97,6,21,6.3,51.9,164,0,102,13.7,359,26,102,330,56.9,70.8,69.3,61.6,3,8,380,2,21.6,73.4,6.1,22,19,1,15,11,18,4.7,2047,6.5
Grant Wells,97784,QB,VA TECH,10,71.9,285,312,8.8,2.74,7,14,4.2,58.3,182,0,110,11.2,354,23,96,337,69.0,66.9,65.2,63.3,1,9,375,2,22.7,75.4,7.1,25,17,0,19,9,11,2.9,2028,6.5
Sam Hartman,77618,QB,WAKE,9,69.8,295,307,12.7,2.98,5,21,6.3,62.2,191,0,122,7.3,363,15,135,339,51.2,82.6,85.0,51.2,5,10,390,1,23.0,108.0,7.7,28,28,0,2,28,13,3.3,2742,8.9
Bryce Young,123943,QB,ALABAMA,9,76.4,275,305,9.6,2.98,1,17,5.3,63.0,192,0,112,8.6,342,18,130,103,53.8,89.7,89.7,65.3,9,4,359,4,11.6,106.5,3.8,13,23,0,20,22,8,2.2,2440,8.0
Payton Thorne,101629,QB,MICH STATE,10,71.5,288,303,8.3,2.7,6,14,4.3,63.0,191,1,86,7.3,332,15,104,223,72.1,72.1,71.1,61.5,1,9,357,3,18.6,89.4,4.8,16,13,1,7,16,12,3.4,2152,7.1
Chase Brice,60363,QB,APP STATE,10,70.5,288,302,10.8,2.54,2,27,8.4,62.6,189,0,95,6.9,342,14,112,108,56.7,74.3,75.6,55.1,1,6,361,2,15.8,106.4,4.4,15,25,0,11,25,15,4.2,2378,7.9
DJ Uiagalelei,122162,QB,CLEMSON,10,73.3,281,301,9.3,2.51,2,22,6.9,65.1,196,0,85,4.9,338,10,103,140,51.8,80.3,77.6,68.1,5,5,354,2,18.8,100.7,4.7,16,16,0,13,19,8,2.3,2181,7.2
