playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8474636,2021,Michael Hutchinson,TOR,G,other,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8474636,2021,Michael Hutchinson,TOR,G,all,2,4723.0,4.09,6.0,65.0,3.02,4.0,8.55,11.0,39.59,42.0,1.3,2.0,20.56,13.0,14.61,17.0,3.9,32.0,15.0,5.0,0.84,1.89,1.36,3.0,2.0,1.0,13.0,0.0,0.0
8474636,2021,Michael Hutchinson,TOR,G,5on5,2,3869.0,3.65,5.0,52.0,2.42,4.0,7.24,9.0,32.6,35.0,1.08,1.0,15.85,12.0,11.91,12.0,3.46,24.0,13.0,5.0,0.68,1.61,1.36,2.0,2.0,1.0,10.0,0.0,0.0
8474636,2021,Michael Hutchinson,TOR,G,4on5,2,547.0,0.27,1.0,12.0,0.57,0.0,1.22,2.0,6.21,6.0,0.02,0.0,4.5,1.0,2.23,4.0,0.27,8.0,1.0,0.0,0.16,0.1,0.0,1.0,0.0,0.0,3.0,0.0,0.0
8474636,2021,Michael Hutchinson,TOR,G,5on4,2,305.0,0.17,0.0,1.0,0.03,0.0,0.1,0.0,0.78,1.0,0.2,1.0,0.21,0.0,0.47,1.0,0.17,0.0,1.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477424,2021,Juuse Saros,NSH,G,other,52,7281.0,15.39,10.0,220.0,9.19,11.0,21.03,21.0,112.84,114.0,2.07,3.0,70.34,65.0,34.97,46.0,13.13,86.0,52.0,17.0,3.3,6.17,5.93,2.0,5.0,3.0,65.0,0.0,0.0
8477424,2021,Juuse Saros,NSH,G,all,52,185000.0,150.94,127.0,2918.0,116.19,98.0,354.06,401.0,1606.54,1641.0,48.77,47.0,926.48,726.0,643.11,818.0,143.35,1655.0,455.0,134.0,51.19,54.85,44.91,39.0,48.0,40.0,674.0,0.0,0.0
8477424,2021,Juuse Saros,NSH,G,5on5,52,146109.0,98.99,84.0,2144.0,81.09,62.0,272.34,317.0,1181.84,1211.0,38.27,40.0,673.75,499.0,490.26,639.0,96.5,1260.0,321.0,74.0,40.24,38.86,19.89,31.0,37.0,16.0,489.0,0.0,0.0
8477424,2021,Juuse Saros,NSH,G,4on5,52,16757.0,31.73,30.0,480.0,23.04,23.0,53.27,57.0,263.6,262.0,1.07,0.0,163.69,147.0,86.51,95.0,29.1,265.0,63.0,39.0,6.37,7.41,17.95,4.0,6.0,20.0,113.0,0.0,0.0
8477424,2021,Juuse Saros,NSH,G,5on4,52,14853.0,4.17,3.0,58.0,2.14,2.0,5.55,5.0,38.56,46.0,7.25,4.0,13.04,8.0,26.63,34.0,3.98,34.0,15.0,4.0,1.06,1.98,1.14,2.0,0.0,1.0,5.0,0.0,0.0
8477992,2021,Jonas Johansson,FLA,G,other,10,773.0,0.47,1.0,10.0,0.31,0.0,1.12,0.0,6.31,7.0,0.21,0.0,2.59,1.0,3.35,6.0,0.47,6.0,2.0,0.0,0.17,0.3,0.0,1.0,0.0,0.0,2.0,0.0,0.0
8477992,2021,Jonas Johansson,FLA,G,all,10,25591.0,19.9,29.0,386.0,14.57,15.0,49.06,48.0,210.72,228.0,7.22,4.0,116.92,87.0,87.35,108.0,19.39,218.0,59.0,18.0,6.27,7.55,6.08,12.0,10.0,7.0,91.0,0.0,0.0
8477992,2021,Jonas Johansson,FLA,G,5on5,10,20652.0,15.06,24.0,320.0,12.13,15.0,43.12,38.0,176.09,190.0,5.56,3.0,99.09,75.0,71.39,88.0,14.6,188.0,45.0,14.0,5.27,5.9,3.89,8.0,10.0,6.0,73.0,0.0,0.0
8477992,2021,Jonas Johansson,FLA,G,4on5,10,1642.0,3.73,3.0,44.0,1.74,0.0,3.72,8.0,20.16,20.0,0.19,0.0,12.66,10.0,6.52,7.0,3.69,16.0,9.0,4.0,0.58,0.96,2.19,2.0,0.0,1.0,15.0,0.0,0.0
8477992,2021,Jonas Johansson,FLA,G,5on4,10,2524.0,0.61,0.0,11.0,0.35,0.0,0.95,2.0,7.51,10.0,1.26,1.0,2.24,1.0,5.66,7.0,0.61,7.0,3.0,0.0,0.23,0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8476341,2021,Anton Forsberg,OTT,G,other,31,3135.0,7.32,7.0,99.0,4.81,7.0,11.53,13.0,57.43,55.0,0.96,2.0,33.61,25.0,18.64,24.0,6.83,44.0,25.0,9.0,1.87,2.9,2.55,2.0,3.0,2.0,21.0,0.0,0.0
8476341,2021,Anton Forsberg,OTT,G,all,31,100009.0,83.43,77.0,1723.0,66.88,54.0,207.86,221.0,929.0,939.0,27.59,37.0,527.19,452.0,371.89,448.0,79.85,923.0,297.0,67.0,27.82,35.23,20.37,25.0,29.0,23.0,436.0,2.0,1.0
8476341,2021,Anton Forsberg,OTT,G,5on5,31,81273.0,58.29,56.0,1323.0,47.29,34.0,162.6,171.0,703.85,705.0,22.36,29.0,395.12,343.0,293.55,348.0,56.73,718.0,224.0,37.0,21.69,26.77,9.82,22.0,22.0,12.0,344.0,0.0,0.0
8476341,2021,Anton Forsberg,OTT,G,4on5,31,8312.0,16.61,14.0,276.0,14.16,13.0,31.58,32.0,152.89,162.0,0.74,0.0,93.69,81.0,48.92,64.0,15.09,146.0,44.0,20.0,3.85,5.0,7.75,1.0,4.0,9.0,66.0,2.0,1.0
8476341,2021,Anton Forsberg,OTT,G,5on4,31,7289.0,1.21,0.0,24.0,0.63,0.0,2.16,5.0,14.82,17.0,3.51,6.0,4.77,3.0,10.78,12.0,1.2,15.0,4.0,1.0,0.4,0.56,0.25,0.0,0.0,0.0,4.0,0.0,0.0
8476883,2021,Andrei Vasilevskiy,TBL,G,other,48,5075.0,13.16,10.0,152.0,6.69,5.0,14.87,16.0,82.8,80.0,1.28,3.0,45.23,37.0,27.15,35.0,11.99,58.0,36.0,16.0,2.64,4.77,5.75,2.0,5.0,3.0,42.0,0.0,0.0
8476883,2021,Andrei Vasilevskiy,TBL,G,all,48,173741.0,136.37,114.0,2539.0,99.46,89.0,305.67,303.0,1401.09,1411.0,45.3,59.0,782.03,580.0,564.68,788.0,130.37,1397.0,416.0,120.0,43.37,50.95,42.06,33.0,40.0,41.0,606.0,4.0,2.0
8476883,2021,Andrei Vasilevskiy,TBL,G,5on5,48,141135.0,92.18,77.0,1976.0,73.72,68.0,247.48,246.0,1085.45,1099.0,35.83,43.0,607.4,441.0,448.72,628.0,89.59,1133.0,306.0,65.0,35.35,37.28,19.57,29.0,28.0,20.0,472.0,4.0,2.0
8476883,2021,Andrei Vasilevskiy,TBL,G,4on5,48,13106.0,25.96,25.0,340.0,16.35,15.0,36.85,35.0,184.31,184.0,0.83,0.0,113.38,93.0,56.39,80.0,23.76,163.0,57.0,35.0,3.74,6.58,15.64,2.0,5.0,18.0,85.0,0.0,0.0
8476883,2021,Andrei Vasilevskiy,TBL,G,5on4,48,14425.0,4.38,2.0,61.0,2.28,1.0,5.25,5.0,42.16,44.0,7.19,12.0,12.47,4.0,29.51,42.0,4.36,38.0,13.0,4.0,1.39,1.89,1.1,0.0,2.0,0.0,6.0,0.0,0.0
8475883,2021,Frederik Andersen,CAR,G,other,42,5963.0,11.43,9.0,139.0,6.39,7.0,15.33,13.0,80.1,76.0,1.66,2.0,47.03,38.0,25.06,40.0,10.58,58.0,35.0,15.0,2.49,4.38,4.56,1.0,6.0,2.0,31.0,0.0,0.0
