player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,8,12,0,3,0,,,7.0,,,0,0,,62.5,0,,100.0,1,0,0.0,0,6,50.0,86,1,0,0,0,0,0,0.0,,0,0,,,3.5,,,0,0,,56.0,0,,100.0,2,0,0.0,0,4,33.3,113,2,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,8,7,0,24,0,,,2.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,34,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,6.7,3.0,3.0,0,0,0.0,87.7,0,2,20.0,1,0,79.2,2,6,85.7,89,3,2,2,0,2,5,0.3,1.0
Jason Pierre-Paul,5540,ED,BLT,6,5,0,3,0,,,7.1,,,0,0,,65.9,0,,0.0,0,0,0.0,0,3,60.0,42,0,2,0,0,0,0,0.0,,0,0,1.0,100.0,2.3,2.0,2.0,0,0,0.0,32.4,0,8,,0,0,100.0,1,2,40.0,87,1,0,1,0,8,7,4.0,8.0
Kareem Jackson,5545,S,DEN,8,346,0,10,0,4.7,66.7,100.0,32.0,21.3,0,3,100.0,72.5,0,5,0.0,0,2,109.7,2,70,20.2,70,2,5,3,1,8,2,0.1,4.0,0,0,10.8,60.0,100.0,31.2,18.7,0,0,0.0,61.9,0,22,23.1,3,0,109.6,6,199,57.5,199,1,10,10,1,58,18,0.3,9.7
Devin McCourty,5552,S,NE,9,338,0,19,1,15.6,80.0,100.0,36.3,29.0,0,1,20.0,59.7,1,26,0.0,0,1,111.7,4,150,44.4,150,0,11,5,2,54,6,0.4,13.5,0,1,18.0,66.7,99.4,40.3,26.8,1,1,16.7,65.3,1,54,6.7,1,1,70.1,4,164,48.5,165,1,13,6,0,91,21,0.6,22.8
Jerry Hughes,5556,ED,HST,8,2,0,13,0,,,2.3,,,0,0,,60.0,0,,66.7,2,0,0.0,0,1,50.0,43,2,1,0,0,0,0,0.0,,0,0,,,0.8,,,0,0,,68.2,1,,75.0,3,0,0.0,0,1,50.0,129,6,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,8,13,0,16,1,,,1.9,,,0,0,,60.1,0,,50.0,1,0,0.0,0,1,7.7,54,2,0,0,0,0,0,0.0,,0,0,8.0,100.0,12.7,10.0,10.0,0,0,0.0,56.2,0,8,0.0,0,0,100.0,1,10,76.9,79,2,2,1,0,8,0,0.8,8.0
Von Miller,6154,ED,BUF,8,2,0,4,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,62,3,0,0,0,0,0,,,0,0,,,1.7,,,0,0,,78.7,0,,33.3,1,0,0.0,0,2,100.0,117,6,2,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,8,351,0,18,0,14.8,25.0,100.0,35.0,8.8,0,1,25.0,68.6,0,6,,0,1,79.2,1,39,11.1,39,0,0,4,1,6,2,0.2,6.0,0,0,12.8,47.4,100.0,18.3,8.7,0,4,21.1,71.4,1,23,7.1,1,4,46.6,9,179,51.0,179,3,13,19,0,123,31,0.7,13.7
Robert Quinn,6166,ED,PHI,9,5,0,24,0,,,5.3,,,0,0,,60.7,0,,,0,0,0.0,0,3,60.0,57,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,1.7,2.0,2.0,0,0,0.0,59.7,0,13,0.0,0,0,118.8,1,2,40.0,119,2,1,1,0,13,10,6.5,13.0
