player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Matt Prater,3471,K,ARZ,8,0,4,3,75.0,4,4,100.0,1,75.9,0,0,,10,9,90.0,0,6,5,83.3,16,14,87.5,2,2,100.0
Nick Folk,3794,K,TEN,7,0,3,3,100.0,3,3,100.0,31,84.8,0,0,,12,12,100.0,0,5,5,100.0,16,16,100.0,5,5,100.0
Graham Gano,5443,K,NYG,8,0,4,3,75.0,6,3,50.0,21,48.7,0,0,,8,8,100.0,0,5,3,60.0,17,11,64.7,2,2,100.0
Greg Zuerlein,7163,K,NYJ,6,0,2,1,50.0,4,4,100.0,22,83.8,0,0,,6,6,100.0,0,7,7,100.0,17,16,94.1,4,4,100.0
Justin Tucker,7604,K,BLT,8,0,4,1,25.0,4,4,100.0,3,69.3,0,0,,22,21,95.5,0,3,3,100.0,16,13,81.3,5,5,100.0
Dustin Hopkins,7958,K,CLV,7,0,7,7,100.0,9,7,77.8,8,85.9,0,0,,10,10,100.0,0,1,1,100.0,20,18,90.0,3,3,100.0
Brandon McManus,8437,K,JAX,8,0,5,4,80.0,8,7,87.5,15,85.5,0,0,,18,18,100.0,0,5,5,100.0,19,17,89.5,1,1,100.0
Brett Maher,8585,K,LA,7,0,7,3,42.9,9,7,77.8,26,51.5,0,0,,13,12,92.3,0,4,4,100.0,23,17,73.9,3,3,100.0
Cairo Santos,8932,K,CHI,8,0,3,3,100.0,2,2,100.0,6,80.5,0,0,,17,16,94.1,0,2,2,100.0,11,11,100.0,4,4,100.0
Chris Boswell,8990,K,PIT,7,0,5,4,80.0,4,4,100.0,25,88.2,0,0,,9,9,100.0,0,1,1,100.0,13,12,92.3,3,3,100.0
Jason Myers,10207,K,SEA,7,0,3,1,33.3,4,3,75.0,29,56.5,0,0,,16,16,100.0,0,8,7,87.5,18,14,77.8,3,3,100.0
Wil Lutz,11096,K,DEN,7,0,3,2,66.7,0,0,,10,65.1,0,0,,16,15,93.8,0,6,5,83.3,15,13,86.7,6,6,100.0
Ka'imi Fairbairn,11161,K,HST,7,0,1,0,0.0,2,2,100.0,13,70.1,0,0,,13,13,100.0,0,9,9,100.0,18,17,94.4,6,6,100.0
Jake Elliott,11908,K,PHI,8,0,6,5,83.3,3,3,100.0,24,81.9,0,0,,23,22,95.7,0,6,5,83.3,20,18,90.0,5,5,100.0
Harrison Butker,11988,K,KC,8,0,3,3,100.0,2,2,100.0,16,90.4,0,0,,19,19,100.0,0,10,10,100.0,18,18,100.0,3,3,100.0
Younghoe Koo,12042,K,ATL,8,0,1,1,100.0,6,5,83.3,2,74.7,0,0,,11,10,90.9,0,5,5,100.0,17,16,94.1,5,5,100.0
Austin Seibert,13701,K,NYJ,1,0,0,0,,0,0,,22,62.4,0,0,,1,1,100.0,0,1,1,100.0,1,1,100.0,0,0,
Greg Joseph,22842,K,MIN,8,0,5,3,60.0,3,1,33.3,18,55.5,0,0,,21,19,90.5,0,0,0,,14,10,71.4,6,6,100.0
Daniel Carlson,28121,K,LV,8,0,2,0,0.0,3,2,66.7,23,62.3,0,0,,11,11,100.0,0,2,2,100.0,14,11,78.6,7,7,100.0
Jason Sanders,29578,K,MIA,8,0,1,0,0.0,5,4,80.0,17,65.8,0,0,,35,34,97.1,0,1,1,100.0,9,7,77.8,2,2,100.0
Tyler Bass,33010,K,BUF,8,0,5,3,60.0,2,1,50.0,4,69.6,0,0,,25,25,100.0,0,6,6,100.0,14,11,78.6,1,1,100.0
Chase McLaughlin,33285,K,TB,7,0,4,3,75.0,1,0,0.0,30,89.4,0,0,,9,9,100.0,0,5,5,100.0,14,12,85.7,4,4,100.0
Joey Slye,39235,K,WAS,8,0,4,3,75.0,4,2,50.0,32,76.7,0,0,,17,17,100.0,0,4,4,100.0,14,10,71.4,2,1,50.0
Eddy Pineiro,44140,K,CAR,7,0,4,3,75.0,5,4,80.0,5,62.7,0,0,,12,11,91.7,0,3,3,100.0,14,12,85.7,2,2,100.0
Lucas Havrisik,57498,K,LA,1,0,0,0,,1,1,100.0,26,65.3,0,0,,0,0,,0,1,1,100.0,2,2,100.0,0,0,
Blake Grupe,57502,K,NO,8,0,5,3,60.0,5,4,80.0,20,55.2,0,0,,16,16,100.0,0,4,4,100.0,21,17,81.0,7,6,85.7
Anders Carlson,57509,K,GB,7,0,2,2,100.0,1,0,0.0,12,61.2,0,0,,13,13,100.0,0,5,5,100.0,10,9,90.0,2,2,100.0
Riley Patterson,57556,K,DET,7,0,2,1,50.0,1,1,100.0,11,66.6,0,0,,23,23,100.0,0,8,8,100.0,13,11,84.6,2,1,50.0
Matt Gay,57643,K,IND,8,0,6,5,83.3,4,3,75.0,14,88.3,0,0,,21,21,100.0,0,2,2,100.0,16,14,87.5,4,4,100.0
Cameron Dicker,77069,K,LAC,7,0,4,3,75.0,2,2,100.0,27,80.4,0,0,,19,19,100.0,0,3,3,100.0,12,11,91.7,3,3,100.0
Chad Ryland,77083,K,NE,8,0,3,1,33.3,6,4,66.7,19,54.4,0,0,,11,11,100.0,0,2,2,100.0,13,9,69.2,2,2,100.0
Evan McPherson,82583,K,CIN,7,0,7,4,57.1,5,5,100.0,7,69.6,0,0,,14,14,100.0,0,0,0,,14,11,78.6,2,2,100.0
Jake Moody,82603,K,SF,8,0,3,2,66.7,4,2,50.0,28,64.4,0,0,,26,26,100.0,0,3,3,100.0,15,12,80.0,5,5,100.0
Brandon Aubrey,156112,K,DAL,7,0,3,3,100.0,1,1,100.0,9,81.8,0,0,,18,17,94.4,0,6,6,100.0,18,18,100.0,8,8,100.0
