player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
DeAndre Houston-Carson,10819,S,BLT,4,0,0,3,59.6,,,,,,58.7,,,72.4,0,0,0,10,23,14,12,14,1
Anthony Brown,10823,CB,SF,2,0,0,28,,,,,,,60.1,,,65.8,0,0,0,0,2,0,0,1,0
Wes Schweitzer,10829,G,NYJ,5,0,0,22,,,63.8,,,,62.6,,,71.7,0,0,18,0,0,0,0,0,0
Kamu Grugier-Hill,10842,LB,CAR,7,0,0,5,60.1,,,,,,60.4,,,70.9,1,0,0,27,9,11,30,9,1
Elandon Roberts,10848,LB,PIT,7,0,0,25,58.3,,,,,,47.3,,,30.4,0,1,0,29,0,0,40,1,0
Kevon Seymour,10852,CB,BLT,7,0,0,3,59.4,,,,,,66.4,,,86.2,0,0,0,20,34,25,32,36,1
Ted Karras,10855,C,CIN,5,0,0,7,,,64.4,,,,62.8,,,72.2,0,0,22,0,0,0,0,0,0
Riley Dixon,10862,P,DEN,8,0,0,10,,,61.3,,60.0,,62.4,,63.6,70.4,0,0,31,0,1,0,32,0,0
Jalen Mills,10867,S,NE,1,0,0,19,,,,,,,60.0,,,69.0,0,0,0,0,0,0,0,2,0
Dwayne Washington,10870,HB,DEN,7,0,0,10,,,,,,,69.0,,,76.1,1,0,0,0,36,41,29,17,1
Tyler Matakevich,10880,LB,BUF,8,0,0,4,60.0,,,,,,58.9,,,33.8,2,1,0,22,46,35,21,28,0
Luke Rhodes,10940,LS,IND,8,0,0,14,,,71.1,,,7.4,48.1,,,66.6,1,0,39,0,0,0,35,0,0
Matthias Farley,10953,S,CAR,3,0,0,5,,,,,,,34.4,,,66.9,0,1,0,0,7,7,13,3,1
Reid Ferguson,10965,LS,BUF,8,0,0,4,,,77.0,,,24.6,55.1,,,65.5,0,0,39,0,0,0,21,0,0
Justin Murray,11022,T,TEN,4,0,0,31,,,63.2,,,,62.3,,,70.9,0,0,15,0,0,0,0,0,0
Kyle Peko,11027,DI,TEN,7,0,0,31,57.9,,,,,,59.0,,,70.5,0,0,0,31,0,0,0,7,0
Kalif Raymond,11028,WR,DET,8,0,0,11,,,,59.0,,,61.0,72.7,,64.7,0,0,0,0,0,4,0,35,0
J.P. Holtz,11062,TE,NO,1,0,0,20,,,,,,,57.7,,,64.8,0,0,0,0,0,5,3,0,0
Wil Lutz,11096,K,DEN,8,0,0,10,,65.1,,,83.3,,60.6,,,62.8,0,0,31,0,39,0,0,0,0
Michael Pierce,11101,DI,BLT,1,0,0,3,,,,,,,60.0,,,63.8,0,0,0,0,0,0,0,0,0
Jake Brendel,11117,C,SF,3,0,0,28,,,61.5,,,,61.2,,,61.9,0,0,10,0,0,0,0,0,0
Ka'imi Fairbairn,11161,K,HST,7,0,0,13,,70.1,,,78.4,,60.6,,,62.7,0,0,32,0,35,0,0,0,1
Morgan Fox,11184,DI,LAC,7,0,0,27,58.4,,,,,,59.7,,,69.3,0,0,0,29,0,0,0,4,0
Cory Littleton,11190,LB,HST,6,0,0,13,,,,,,,64.0,,,73.9,0,0,0,0,32,26,26,20,0
Jonathan Jones,11217,CB,NE,1,0,0,19,,,,,,,60.1,,,66.8,0,0,0,0,1,0,0,1,0
Romeo Okwara,11250,ED,DET,7,0,0,11,58.4,,,,,,58.9,,,68.0,0,0,0,22,0,0,0,1,0
George Fant,11282,T,HST,7,0,0,13,,,63.8,,,,62.5,,,70.8,0,0,32,0,0,0,0,0,0
Roy Robertson-Harris,11341,DI,JAX,8,0,0,15,57.5,,,,,,59.4,,,72.7,0,0,0,29,0,0,0,8,0
C.J. Ham,11347,FB,MIN,8,1,0,18,,,,,,,56.1,,,71.8,0,0,0,0,39,34,24,7,1
Antonio Hamilton Sr.,11353,CB,ARZ,7,0,0,1,59.1,,,,,,65.2,,,73.8,1,0,0,34,26,21,3,10,2
Zach Wood,11414,LS,NO,8,1,0,20,,,82.2,,,50.2,68.4,,,28.5,0,1,37,0,0,0,40,0,1
Lucas Patrick,11435,C,CHI,8,0,0,6,,,63.8,,,,61.9,,,62.7,0,0,23,0,0,0,0,0,0
Zach Triner,11518,LS,TB,7,0,0,30,,,69.9,,,62.8,52.7,,,66.6,2,0,24,0,0,0,34,0,0
Taybor Pepper,11748,LS,SF,8,0,0,28,,,72.4,,,63.5,65.5,,,65.9,0,0,42,0,0,0,25,0,0
Myles Garrett,11756,ED,CLV,7,0,0,8,87.9,,,,,,90.9,,,68.3,0,0,0,27,0,0,0,0,0
Solomon Thomas,11758,DI,NYJ,7,0,0,22,59.9,,,,,,60.7,,,65.1,0,0,0,30,0,0,0,0,0
Marshon Lattimore,11766,CB,NO,3,0,0,20,,,,,,,60.0,,,67.5,0,0,0,0,0,0,0,3,0
Haason Reddick,11768,ED,PHI,2,0,0,24,,,,,,,60.4,,,65.9,0,0,0,0,0,0,0,2,0
Derek Barnett,11769,ED,PHI,8,0,0,24,59.0,,,,,,62.8,,,74.0,0,0,0,26,0,0,0,21,0
Marlon Humphrey,11771,CB,BLT,2,0,0,3,60.0,,,,,,60.0,,,65.5,0,0,0,1,0,0,0,0,0
Jonathan Allen,11772,DI,WAS,3,0,0,32,59.4,,,,,,59.7,,,63.6,0,0,0,3,0,0,0,0,0
Adoree' Jackson,11773,CB,NYG,1,0,0,21,,,,,,,60.0,61.2,,62.5,0,0,0,0,0,0,0,4,0
Garett Bolles,11775,T,DEN,7,0,0,10,,,63.6,,,,62.3,,,68.6,0,0,31,0,0,0,0,0,0
Charles Harris,11777,ED,DET,7,0,0,11,60.0,,,,,,61.4,,,65.9,0,0,0,24,0,0,0,2,0
Evan Engram,11778,TE,JAX,2,0,0,15,,,,60.0,,,58.9,,,64.4,0,0,0,0,0,4,0,0,0
Jabrill Peppers,11780,S,NE,8,1,0,19,,,,,,,59.2,42.4,,69.8,0,1,0,0,26,13,7,22,1
T.J. Watt,11785,ED,PIT,7,0,0,25,60.0,,,,,,60.6,,,66.4,0,0,0,16,0,0,0,1,0
Ryan Ramczyk,11787,T,NO,7,0,0,20,,,63.8,,,,62.6,,,71.9,0,0,32,0,0,0,0,0,0
Cam Robinson,11789,T,JAX,1,0,0,15,,,60.0,,,,60.1,,,63.5,0,0,2,0,0,0,0,0,0
Budda Baker,11791,S,ARZ,3,0,1,1,59.3,,,,,,29.9,,,22.1,0,1,0,5,0,0,0,0,0
Marcus Maye,11794,S,NO,2,0,0,20,,,,,,,60.0,,,64.9,0,0,0,0,0,0,0,2,0
Justin Evans,11805,S,PHI,4,0,0,24,59.5,,,,,,82.9,,,66.6,0,0,0,8,19,5,4,0,1
DeMarcus Walker,11806,ED,CHI,4,0,0,6,59.6,,,,,,62.4,,,68.6,0,0,0,6,0,0,0,4,0
Teez Tabor,11808,S,SEA,1,0,0,29,,,,,,,60.5,,,62.5,0,0,0,0,3,0,0,0,0
Dalvin Tomlinson,11810,DI,CLV,7,0,0,8,59.4,,62.0,,,,65.2,,,74.5,0,0,10,4,0,0,0,14,0
Zach Cunningham,11812,LB,PHI,2,0,0,24,,,,,,,60.3,,,63.3,0,0,0,0,0,0,2,2,0
Ethan Pocic,11813,C,CLV,7,0,0,8,,,61.1,,,,61.4,,,65.5,0,0,28,0,0,0,0,0,0
Tanoh Kpassagnon,11814,ED,NO,8,0,0,20,58.2,,,,,,59.2,,,73.4,0,0,0,30,0,0,0,0,0
Chidobe Awuzie,11815,CB,CIN,5,0,0,7,60.2,,,,,,62.1,,,69.7,0,0,0,17,0,0,0,0,0
JuJu Smith-Schuster,11817,WR,NE,1,0,0,19,,,,,,,60.0,,,60.0,0,0,0,0,0,1,0,0,0
Dion Dawkins,11818,T,BUF,8,0,0,4,,,64.1,,,,62.5,,,69.1,0,0,38,0,0,0,0,0,0
Taylor Moton,11819,T,CAR,7,0,0,5,,,63.3,,,,62.4,,,71.4,0,0,26,0,0,0,0,0,0
Larry Ogunjobi,11820,DI,PIT,7,0,0,25,58.7,,,,,,59.1,,,66.3,0,0,0,22,0,0,0,0,0
Ahkello Witherspoon,11821,CB,LA,1,0,0,26,,,,,,,60.0,,,61.6,0,0,0,0,1,0,0,0,0
Dawuane Smoot,11823,ED,JAX,2,0,0,15,,,,,,,60.0,,,67.9,0,0,0,0,0,0,0,2,0
Dan Feeney,11826,G,CHI,7,0,0,6,,,64.5,,,,62.8,,,72.3,0,0,23,0,0,0,0,0,0
Duke Riley,11830,LB,MIA,8,0,1,17,60.0,,,61.2,,,55.5,,,76.6,0,1,0,38,49,44,20,28,0
Alex Anzalone,11831,LB,DET,3,0,0,11,,,,,,,60.8,,,66.1,0,0,0,0,0,0,0,3,0
Fabian Moreau,11836,CB,DEN,5,0,0,10,,,,,,,58.6,,,71.9,0,0,0,0,14,0,9,3,0
Shaquill Griffin,11845,CB,HST,4,0,0,13,,,,,,,56.1,,,75.0,0,0,0,0,8,6,0,13,0
John Johnson III,11847,S,LA,8,2,0,26,,,,,,,50.4,,,67.3,0,0,0,0,27,42,1,0,0
Montravius Adams,11848,DI,PIT,7,0,0,25,58.4,,60.8,,,,59.6,,,68.3,0,0,23,23,0,0,0,0,0
Cameron Sutton,11850,CB,DET,3,0,0,11,,,,,,,60.0,,,69.6,0,0,0,0,0,0,0,3,0
Rasul Douglas,11854,CB,GB,7,0,0,12,61.3,,,,,,51.0,,,77.5,0,1,0,35,30,1,0,9,0
Trey Hendrickson,11858,ED,CIN,2,0,0,7,,,,,,,59.7,,,65.4,0,0,0,0,0,0,0,2,0
Jaleel Johnson,11864,DI,TEN,2,0,0,31,59.6,,,,,,60.5,,,65.6,0,0,0,2,0,0,0,1,0
Rayshawn Jenkins,11868,S,JAX,8,0,0,15,59.5,,,,,,57.7,,,70.2,0,0,0,28,40,4,0,11,0
Samaje Perine,11869,HB,DEN,8,0,0,10,,,,,,,60.1,,,70.1,0,0,0,0,0,46,3,0,0
Mack Hollins,11873,WR,ATL,7,0,0,2,,,,,,,64.0,,,75.4,1,0,0,0,15,9,22,10,1
Jalen Reeves-Maybin,11879,LB,DET,8,1,0,11,57.9,,,,,,57.7,,,35.7,3,1,0,30,43,37,27,32,5
David Sharpe,11884,T,CAR,1,0,0,5,,,60.0,,,,60.3,,,63.5,0,0,4,0,0,0,0,0,0
Deatrich Wise Jr.,11886,ED,NE,8,0,0,19,58.3,,61.0,,,,57.9,,,72.3,0,0,18,41,0,0,0,5,0
Sean Harlow,11891,C,NYG,2,0,0,21,,,60.0,,,,60.6,,,63.9,0,0,8,0,0,0,0,0,0
Carlos Watkins,11897,DI,ARZ,2,0,0,1,59.4,,,,,,60.2,,,64.7,0,0,0,4,0,0,0,1,0
Grover Stewart,11899,DI,IND,6,0,0,14,57.5,,64.8,,,,60.2,,,74.2,0,0,25,33,0,0,0,7,0
Damontae Kazee,11904,S,PIT,7,0,0,25,59.9,,,,,,54.8,,,75.7,0,0,0,5,27,0,0,28,0
Desmond King II,11906,CB,PIT,3,0,0,25,,,,60.2,,,60.8,,,63.2,0,0,0,0,3,12,0,0,0
Jake Elliott,11908,K,PHI,8,0,0,24,,81.9,,,71.7,,60.7,,,62.9,0,0,43,0,46,0,0,0,0
Jermaine Eluemunor,11914,T,LV,7,0,0,23,,,62.4,,,,62.0,,,70.2,0,0,19,0,0,0,0,0,0
Anthony Walker Jr.,11916,LB,CLV,7,0,0,8,59.3,,,,,,70.1,,,77.7,0,0,0,26,0,18,33,5,2
Matt Milano,11918,LB,BUF,1,0,0,4,,,,,,,60.0,,,65.7,0,0,0,0,0,0,0,1,0
Jamal Agnew,11920,WR,JAX,7,0,0,15,,,,67.9,,,60.9,70.4,,64.4,0,0,0,2,0,33,0,32,0
Isaiah McKenzie,11927,WR,IND,8,0,0,14,,,,54.1,,,61.1,57.8,,64.4,0,0,0,0,0,28,0,32,0
Eric Saubert,11929,TE,DAL,1,0,0,9,,,,,,,61.1,,,67.4,0,0,0,0,2,6,2,4,0
Trent Taylor,11932,WR,CHI,8,0,0,6,,,,,,,59.1,65.9,,65.0,0,0,0,0,0,6,0,25,0
Xavier Woods,11946,S,CAR,3,0,0,5,59.6,,,,,,60.5,,,64.9,0,0,0,9,0,0,0,2,0
Alex Armah,11948,FB,WAS,2,0,0,32,,,60.0,,,,67.1,,,68.9,0,0,5,0,8,15,0,3,0
Jeremiah Ledbetter,11960,DI,JAX,8,0,0,15,58.2,,,,,,58.8,,,71.3,0,0,0,29,0,0,0,0,0
Rudy Ford,11963,S,GB,3,0,0,12,,,,,,,61.6,,,78.8,0,0,0,0,4,0,0,0,0
Corey Levin,11972,C,TEN,6,0,0,31,,,60.8,,,,61.2,,,65.0,0,0,23,0,0,0,0,0,0
Isaac Rochell,11980,ED,LV,7,0,0,23,80.1,,,,,,89.9,,,68.9,0,0,0,31,0,0,0,2,0
Harrison Butker,11988,K,KC,8,0,0,16,,90.4,,,87.1,,60.7,,,62.8,0,0,37,0,41,0,0,0,0
Noah Brown,11993,WR,HST,3,0,0,13,,,,,,,69.1,,,69.2,0,0,0,0,0,3,0,11,0
Patrick O'Connor,12005,DI,TB,3,0,0,30,58.7,,,,,,59.0,,,66.7,0,0,0,9,0,0,0,0,0
Michael Davis,12040,CB,LAC,7,0,0,27,60.2,,,,,,61.9,,,75.8,0,0,0,29,11,0,0,11,0
Younghoe Koo,12042,K,ATL,8,0,0,2,,74.7,,,,,60.2,,,61.6,0,0,28,0,0,0,0,0,0
Aviante Collins,12049,T,CHI,1,0,0,6,,,60.0,,,,60.4,,,64.2,0,0,3,0,0,0,0,0,0
Mo Alie-Cox,12078,TE,IND,8,0,0,14,,,63.9,,,,59.9,,,64.6,0,0,36,0,0,0,18,0,0
Josh Tupou,12093,DI,CIN,4,0,0,7,58.4,,60.5,,,,59.7,,,68.1,0,0,6,6,0,0,0,0,0
Taysom Hill,12112,TE,NO,8,0,0,20,,,,,,,62.3,,,75.1,0,0,0,0,0,11,40,37,1
Darrell Daniels,12122,FB,DET,3,1,0,11,,,61.7,,,,70.9,,,70.8,0,0,18,0,19,10,10,13,0
Thomas Hennessy,12124,LS,NYJ,7,2,0,22,,,77.5,,,65.2,74.5,,,66.9,0,0,25,0,0,0,40,0,0
Rigoberto Sanchez,12130,P,IND,8,0,0,14,,,61.7,,60.0,,62.7,,60.5,71.2,1,0,39,0,1,0,35,0,0
Storm Norton,12188,T,ATL,5,0,0,2,,,61.3,,,,61.1,,,62.5,0,0,15,0,0,0,0,0,0
Robert Tonyan,12193,TE,CHI,8,0,0,6,,,63.3,,,,62.3,,,67.1,0,0,26,0,0,39,28,0,1
Johnny Mundt,12206,TE,MIN,8,0,0,18,,,63.1,,,,60.5,,,68.7,0,0,35,0,0,34,24,5,0
Adam Butler,12214,DI,LV,8,0,0,23,59.4,,63.4,,,,61.7,,,65.9,0,0,27,8,0,0,0,1,0
Arthur Maulet,12224,CB,BLT,6,0,0,3,59.7,,,,,,72.8,,,74.7,0,0,0,5,28,16,0,28,1
Calvin Munson,12236,LB,NE,2,0,0,19,,,,,,,59.4,,,66.0,1,0,0,0,8,7,4,0,0
Pharaoh Brown,12247,TE,NE,7,0,0,19,,,60.5,,,,55.2,,,72.2,0,0,11,0,0,39,33,8,0
Corey Clement,12253,HB,ARZ,2,0,0,1,,,,,,,58.7,,,66.4,0,0,0,0,5,13,0,3,0
Cameron Johnston,12255,P,HST,3,0,0,13,,,60.0,,,,61.4,,63.5,67.1,0,0,10,0,0,0,17,0,0
Matt Breida,12271,HB,NYG,5,0,0,21,,,,,,,68.9,,,72.8,0,0,0,0,2,4,11,11,1
Zach Pascal,12303,WR,ARZ,7,1,0,1,,,,,,,72.0,,,70.6,1,0,0,0,34,35,20,18,2
Dan Skipper,12307,T,DET,2,0,0,11,,,60.4,,,,61.2,,,66.6,0,0,10,0,0,0,0,0,0
Joe Jones,12321,LB,TEN,1,1,0,31,60.0,,,,,,77.5,,,69.6,0,0,0,1,2,2,4,5,0
Dare Ogunbowale,12329,HB,HST,2,0,0,13,,,,,,,37.7,,,68.9,0,0,0,0,8,10,9,7,0
Andrew Wylie,12333,T,WAS,8,0,0,32,,,22.4,,,,28.3,,,71.8,0,0,31,0,0,0,0,0,0
Caleb Johnson,12488,LB,JAX,8,1,0,15,,,,,,,73.1,,,73.5,0,0,0,0,44,31,32,26,2
Sione Takitaki,12666,LB,CLV,6,0,0,8,59.7,,,,,,55.1,,,69.5,0,0,0,20,0,24,25,0,0
Quenton Nelson,12954,G,IND,3,0,0,14,,,62.6,,,,61.5,,,62.1,0,0,15,0,0,0,0,0,0
Sam Mustipher,13026,C,BLT,1,0,0,3,,,60.0,,,,60.0,,,60.7,0,0,1,0,0,0,0,0,0
Austin Seibert,13701,K,NYJ,1,0,0,22,,62.4,,,60.0,,60.0,,,61.3,0,0,2,0,3,0,0,0,0
Joshua Kelley,13750,HB,LAC,4,0,0,27,,,,,,,53.5,,,66.5,0,0,0,0,0,20,15,0,0
Giovanni Ricci,13756,TE,CAR,5,0,0,5,,,,,,,64.9,,,73.1,2,0,0,0,19,30,23,16,2
Sam Eguavoen,15301,LB,NYJ,7,0,0,22,,,,,,,62.8,,,74.6,2,0,0,0,33,33,40,32,2
Justin Hardee,18348,CB,NYJ,5,0,0,22,60.4,,,,,,67.3,,,79.6,1,0,0,23,20,28,25,18,1
Jonathan Ledbetter,18645,DI,ARZ,5,0,0,1,58.8,,,,,,60.4,,,73.0,0,0,0,13,0,0,0,2,0
Scott Daly,18793,LS,DET,8,0,0,11,,,76.2,,,41.6,52.0,,,27.8,0,1,37,0,0,0,27,0,0
Christian Kuntz,20035,LS,PIT,7,0,0,25,,,51.5,,,13.8,63.3,,,28.3,0,1,23,0,0,0,41,0,4
Ross Dwelley,20994,TE,SF,8,1,0,28,,,63.8,,,,64.7,,,75.8,0,0,42,0,15,36,25,19,0
Tanner Conner,22777,TE,MIA,2,0,0,17,,,,,,,73.7,,,66.6,0,0,0,0,11,9,0,3,0
Greg Joseph,22842,K,MIN,8,0,0,18,,55.5,,,67.9,,60.6,,,62.8,0,0,35,0,39,0,0,0,0
Cole Strange,22976,G,NE,3,0,0,19,,,60.2,,,,61.2,,,67.7,0,0,8,0,0,0,0,0,0
K.J. Osborn,23503,WR,MIN,1,0,0,18,,,,,,,60.0,,,61.6,0,0,0,0,1,0,0,0,0
Dylan Cole,24304,LB,CHI,7,0,0,6,59.6,,,,,,57.1,,,30.0,0,1,0,35,34,39,25,16,1
Trent Scott,24481,T,WAS,1,0,0,32,,,60.0,,,,60.6,,,64.7,0,0,4,0,0,0,0,0,0
Nathan Shepherd,24614,DI,NO,8,0,0,20,58.5,,,,,,59.4,,,68.9,0,0,0,30,0,0,0,2,0
Foyesade Oluokun,24904,LB,JAX,8,0,0,15,60.0,,,,,,63.6,,,68.7,0,0,0,29,0,4,0,11,0
Levi Wallace,25445,CB,PIT,6,0,0,25,60.9,,,,,,63.2,,,72.3,0,0,0,25,0,0,0,1,0
Anfernee Jennings,25449,ED,NE,5,0,0,19,58.9,,60.0,,,,59.5,,,67.0,0,0,3,15,0,17,0,2,0
Shyheim Carter,25451,S,TEN,2,1,0,31,,,,,,,44.1,,,23.6,0,1,0,0,11,2,0,4,0
Tytus Howard,25472,G,HST,3,0,0,13,,,60.9,,,,61.3,,,66.2,0,0,10,0,0,0,0,0,0
Dane Cruikshank,25546,S,TEN,2,1,0,31,59.5,,,,,,68.8,,,67.8,0,0,0,7,9,13,1,3,0
Darius Slayton,25578,WR,NYG,2,0,0,21,,,,,,,60.0,60.5,,62.8,0,0,0,0,0,0,0,2,0
JaMycal Hasty,25582,HB,JAX,3,0,0,15,,,,,,,55.6,,,69.1,0,0,0,0,0,2,0,12,0
Jonathan Ward,25859,HB,TEN,1,0,0,31,,,,,,,63.0,,,66.8,0,0,0,0,5,5,8,5,0
Sean Murphy-Bunting,25891,CB,TEN,2,0,0,31,60.0,,,,,,61.0,,,66.9,0,0,0,6,0,0,0,0,0
Clelin Ferrell,25955,ED,SF,8,0,0,28,58.8,,,,,,60.1,,,71.5,0,0,0,30,0,0,0,1,0
Dexter Lawrence,25991,DI,NYG,6,0,0,21,59.0,,,,,,61.8,,,74.5,0,0,0,5,0,0,0,15,0
KhaDarel Hodge,26104,WR,ATL,8,0,0,2,,,,,,,67.5,,,79.1,0,0,0,0,35,31,26,36,2
Tae Davis,26296,LB,ATL,7,2,0,2,59.9,,,,,,57.5,,,76.1,1,1,0,25,29,32,29,32,0
Maxx Crosby,26316,ED,LV,3,0,0,23,58.9,,,,,,59.8,,,68.6,0,0,0,15,0,0,0,1,0
Craig James,26360,CB,NYJ,2,0,0,22,60.0,,,,,,64.2,,,72.7,0,0,0,3,12,3,1,8,0
Harrison Bryant,26394,TE,CLV,7,0,0,8,,,60.9,,,,45.8,,,69.5,0,0,11,0,4,31,35,0,0
Jeremiah Moon,26453,ED,BLT,4,0,0,3,59.4,,,,,,80.5,,,73.3,0,0,0,3,21,17,13,20,1
Josh Jones,26634,T,HST,5,0,0,13,,,25.7,,,,29.6,,,67.7,0,0,21,0,0,0,0,0,0
D.J. Reed,26940,CB,NYJ,3,0,0,22,,,,,,,60.0,60.5,,68.1,0,0,0,0,0,0,0,5,0
Trent Sieg,27036,LS,DAL,7,0,0,9,,,75.8,,,53.2,69.6,,,65.6,0,0,36,0,0,0,22,0,1
Jack Driscoll,27064,T,PHI,8,0,0,24,,,64.6,,,,63.0,,,72.8,0,0,43,0,0,0,0,0,0
Bryce Huff,27128,ED,NYJ,7,0,0,22,,,,,,,63.5,,,72.0,0,0,0,0,16,18,0,16,0
Siran Neal,27130,CB,BUF,8,1,0,4,60.3,,,,,,59.7,,,81.9,1,1,0,23,45,34,21,28,3
Chris Evans,27303,HB,CIN,5,1,0,7,,,,62.3,,,68.8,,,69.8,0,0,0,0,15,15,27,9,0
Ben Bredeson,27305,C,NYG,7,0,0,21,,,60.7,,,,61.2,,,65.1,0,0,19,0,0,0,0,0,0
Mike Onwenu,27357,G,NE,6,0,0,19,,,60.5,,,,61.2,,,65.0,0,0,19,0,0,0,0,0,0
Tyrone Wheatley Jr.,27361,T,NE,2,0,0,19,,,60.0,,,,60.4,,,63.4,0,0,5,0,0,0,0,0,0
Devin Bush,27375,LB,SEA,4,0,0,29,,,,,,,48.7,,,69.2,0,0,0,0,19,0,4,8,0
David Long Jr.,27377,CB,LV,5,0,0,23,60.0,,,,,,60.3,,,73.8,0,0,0,1,1,0,0,14,0
Josh Uche,27379,ED,NE,3,0,0,19,,,,,,,71.4,,,65.6,0,0,0,0,0,20,0,3,0
Nick Bawden,27413,FB,NYJ,7,0,0,22,,,,,,,49.3,,,50.5,1,1,0,0,24,36,40,29,0
Rashaad Penny,27414,HB,PHI,1,0,0,24,,,,59.6,,,60.0,,,60.9,0,0,0,0,0,2,0,0,0
Corey Bojorquez,27626,P,CLV,7,0,0,8,,,61.2,,,,62.5,,72.1,70.2,0,2,30,0,0,0,35,0,0
Nick Leverett,27699,C,TB,2,0,0,30,,,60.0,,,,60.4,,,61.4,0,0,3,0,0,0,0,0,0
D'Angelo Ross,27732,CB,HST,3,1,0,13,59.9,,,,,,80.4,,,77.4,0,0,0,12,13,0,14,12,2
Khalil Dorsey,27819,CB,DET,4,1,0,11,59.9,,,58.9,,,82.7,,,78.3,0,0,0,14,18,18,14,16,3
Armon Watts,27844,DI,PIT,3,0,0,25,58.9,,,,,,59.2,,,65.8,0,0,0,5,0,0,0,0,0
Ben Skowronek,27948,WR,LA,8,1,0,26,,,,,,,59.9,,,47.5,1,1,0,0,43,42,29,25,3
Dre'Mont Jones,28075,DI,SEA,6,0,0,29,58.3,,,,,,58.5,,,68.0,0,0,0,27,0,0,0,0,0
Malik Harrison,28081,LB,BLT,8,1,0,3,58.7,,,,,,68.1,,,56.1,0,1,0,22,43,33,36,42,2
Jerome Baker,28091,LB,MIA,1,0,0,17,,,,,,,60.0,,,64.5,0,0,0,0,0,1,0,0,0
Neville Gallimore,28094,DI,DAL,1,0,0,9,59.4,,,,,,59.8,,,63.7,0,0,0,1,0,0,0,0,0
Daniel Carlson,28121,K,LV,8,0,0,23,,62.3,,,73.5,,60.6,,,62.6,0,0,27,0,32,0,0,0,1
Shane Lemieux,28149,G,NYG,4,0,0,21,,,60.0,,,,61.0,,,64.9,0,0,10,0,0,0,0,0,0
Tremon Smith,28196,CB,DEN,8,0,1,10,59.5,,,,,,60.8,,,29.5,2,3,0,40,40,46,32,18,3
Calvin Throckmorton,28238,G,CAR,7,0,0,5,,,63.8,,,,61.9,,,62.9,0,0,26,0,0,0,0,0,0
Troy Dye,28251,LB,MIN,8,0,0,18,59.3,,,,,,90.1,,,77.4,0,0,0,23,39,34,24,31,2
Brenden Schooler,28253,S,NE,8,0,0,19,83.8,,,,,,90.2,,,68.4,2,1,0,41,31,47,40,32,7
Ryan Bates,28300,C,BUF,8,0,0,4,,,61.6,,,,61.6,,,65.8,0,0,38,0,0,0,0,0,0
Irvin Charles,28304,WR,NYJ,2,0,0,22,,,,,,,86.5,,,71.3,2,0,0,0,12,8,7,8,1
Juwan Johnson,28305,TE,NO,4,0,0,20,,,60.0,,,,54.5,,,65.6,0,0,4,0,0,8,0,0,0
Kevin Givens,28308,DI,SF,8,0,0,28,57.9,,,,,,58.5,,,69.5,0,0,0,30,0,0,0,1,0
Olisaemeka Udoh,28394,T,MIN,2,0,0,18,,,60.0,,,,61.2,,,67.8,0,0,5,0,0,0,0,0,0
Myles Adams,28430,DI,SEA,6,0,0,29,59.4,,,,,,60.0,,,65.5,0,0,0,18,0,0,0,0,0
Bilal Nichols,28451,DI,LV,8,0,0,23,57.5,,,,,,58.0,,,70.9,0,0,0,33,0,0,0,2,0
Aaron Stinnie,28653,G,TB,2,0,0,30,,,60.0,,,,60.5,,,63.7,0,0,6,0,0,0,0,0,0
Nate Herbig,28844,G,PIT,7,0,0,25,,,64.5,,,,62.9,,,72.5,0,0,23,0,0,0,0,0,0
DeShon Elliott,28854,S,MIA,3,0,0,17,59.8,,,,,,61.5,,,63.1,0,0,0,13,0,9,0,0,0
Richie James,28991,WR,KC,2,0,0,16,,,,57.4,,,60.5,41.0,,63.1,0,0,0,0,0,7,0,10,0
Joejuan Williams,29113,CB,CHI,4,0,0,6,,,,,,,40.1,,,73.8,0,1,0,0,14,19,0,9,0
Logan Cooke,29214,P,JAX,8,0,0,15,,,61.6,,,,62.6,,75.3,71.1,0,0,37,0,0,0,32,0,0
Phil Haynes,29244,G,SEA,3,0,0,29,,,60.9,,,,61.3,,,65.4,0,0,14,0,0,0,0,0,0
Andre Dillard,29250,T,TEN,7,0,0,31,,,63.4,,,,62.2,,,68.3,0,0,28,0,0,0,0,0,0
Colton McKivitz,29314,T,SF,8,0,0,28,,,64.6,,,,63.0,,,72.9,0,0,42,0,0,0,0,0,0
David Long Jr.,29367,LB,MIA,8,0,0,17,,,,,,,55.9,,,67.5,1,0,0,0,0,0,20,0,1
Germaine Pratt,29407,LB,CIN,7,0,0,7,60.0,,,,,,61.8,,,68.8,0,0,0,22,0,1,0,3,0
Jeff Wilson Jr.,29413,HB,MIA,1,0,0,17,,,,,,,59.7,,,64.5,0,0,0,0,0,6,0,0,0
Chris Board,29456,LB,NE,8,2,0,19,58.6,,,,,,65.2,,,57.3,1,1,0,41,31,47,40,32,3
Nick Gates,29476,C,WAS,1,0,0,32,,,60.0,,,,60.3,,,63.3,0,0,4,0,0,0,0,0,0
