"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"DeAndre Hopkins","TEN","All Defenders","PIT","72.06515228426396","31.984321409156724"
"DeAndre Hopkins","TEN","Patrick Peterson","PIT","86.9","9.497882245866336"
"DeAndre Hopkins","TEN","Joey Porter Jr.","PIT","23.61","9.497882245866336"
"DeAndre Hopkins","TEN","Chandon Sullivan","PIT","96.65","12.988556917424049"
"Keenan Allen","LAC","All Defenders","NYJ","63.267321652065085","39.801957142845524"
"Keenan Allen","LAC","D.J. Reed","NYJ","51.1","7.771095512245184"
"Keenan Allen","LAC","Sauce Gardner","NYJ","35.28","7.771095512245184"
"Keenan Allen","LAC","Michael Carter II","NYJ","76.13","24.25976611835516"
"Adam Thielen","CAR","All Defenders","IND","89.06065727699529","34.49489517259723"
"Adam Thielen","CAR","Jaylon Jones","IND","93.13","10.607585135235299"
"Adam Thielen","CAR","Tony Brown","IND","99.99","10.607585135235299"
"Adam Thielen","CAR","Kenny Moore II","IND","77.08","13.279724902126635"
"Mike Evans","TB","All Defenders","HST","48.41141829393628","32.53349087736538"
"Mike Evans","TB","Steven Nelson","HST","29.599999999999998","11.836439640891413"
"Mike Evans","TB","Shaquill Griffin","HST","71.94","11.836439640891413"
"Mike Evans","TB","Tavierre Thomas","HST","42.11","8.860611595582556"
"Odell Beckham Jr.","BLT","All Defenders","SEA","26.338535031847137","27.597180300696937"
"Odell Beckham Jr.","BLT","Tariq Woolen","SEA","39.34","12.831809948731697"
"Odell Beckham Jr.","BLT","Devon Witherspoon","SEA","11.28","12.831809948731697"
"Odell Beckham Jr.","BLT","Jamal Adams","SEA","39.989999999999995","1.9335604032335436"
"Brandin Cooks","DAL","All Defenders","PHI","44.205658093797275","32.23409977184892"
"Brandin Cooks","DAL","James Bradberry","PHI","47.949999999999996","11.947586148416013"
"Brandin Cooks","DAL","Darius Slay","PHI","48.08","11.947586148416013"
"Brandin Cooks","DAL","Sydney Brown","PHI","33.29","8.338927475016892"
"Davante Adams","LV","All Defenders","NYG","78.70854897218864","33.829854689458934"
"Davante Adams","LV","Deonte Banks","NYG","90.35","11.535694102088778"
"Davante Adams","LV","Adoree' Jackson","NYG","98.29","11.535694102088778"
"Davante Adams","LV","Cor'Dale Flott","NYG","45.23","10.758466485281378"
"Allen Robinson II","PIT","All Defenders","TEN","36.66774703557312","34.47991092427363"
"Allen Robinson II","PIT","Kristian Fulton","TEN","38.080000000000005","6.950495878015634"
"Allen Robinson II","PIT","Sean Murphy-Bunting","TEN","4.96","6.950495878015634"
"Allen Robinson II","PIT","Eric Garror","TEN","46.9","20.57891916824237"
"Amari Cooper","CLV","All Defenders","ARZ","71.43493946731236","31.00662284018994"
"Amari Cooper","CLV","Marco Wilson","ARZ","94.67","11.374100145977666"
"Amari Cooper","CLV","Antonio Hamilton Sr.","ARZ","56.35","11.374100145977666"
"Amari Cooper","CLV","Garrett Williams","ARZ","60.209999999999994","8.25842254823461"
"DeVante Parker","NE","All Defenders","WAS","16.610000000000003","30.189598811732914"
"DeVante Parker","NE","Kendall Fuller","WAS","1.91","12.938399490742679"
"DeVante Parker","NE","Benjamin St-Juste","WAS","22.830000000000002","12.938399490742679"
"DeVante Parker","NE","Danny Johnson","WAS","42.05","4.312799830247559"
"Tyler Lockett","SEA","All Defenders","BLT","68.32354243542436","34.135107792272436"
"Tyler Lockett","SEA","Brandon Stephens","BLT","53.949999999999996","11.336382661640291"
"Tyler Lockett","SEA","Marlon Humphrey","BLT","79.91","11.336382661640291"
"Tyler Lockett","SEA","Arthur Maulet","BLT","71.08","11.462342468991851"
"Stefon Diggs","BUF","All Defenders","CIN","74.02291115311908","39.33096717732668"
"Stefon Diggs","BUF","Cam Taylor-Britt","CIN","79.83","12.862490211110615"
"Stefon Diggs","BUF","DJ Turner II","CIN","78.67","12.862490211110615"
"Stefon Diggs","BUF","Mike Hilton","CIN","64.14","13.605986755105448"
"Michael Thomas","NO","All Defenders","CHI","50.06200000000001","32.36638535322483"
"Michael Thomas","NO","Tyrique Stevenson","CHI","80.51","10.912095633372942"
"Michael Thomas","NO","Jaylon Johnson","CHI","8.1","10.912095633372942"
"Michael Thomas","NO","Kyler Gordon","CHI","61.980000000000004","10.542194086478945"
"Tyler Boyd","CIN","All Defenders","BUF","33.41445219123506","37.84575232641371"
"Tyler Boyd","CIN","Christian Benford","BUF","31.369999999999997","2.224003373763355"
"Tyler Boyd","CIN","Dane Jackson","BUF","30.42","2.224003373763355"
"Tyler Boyd","CIN","Taron Johnson","BUF","33.75","33.397745578887"
"Tyreek Hill","MIA","All Defenders","KC","91.63753833049404","32.83479893754067"
"Tyreek Hill","MIA","L'Jarius Sneed","KC","96.22","14.76726902812732"
"Tyreek Hill","MIA","Jaylen Watson","KC","98.29","8.026905702788902"
"Tyreek Hill","MIA","Trent McDuffie","KC","78.19","10.040624206624447"
"Curtis Samuel","WAS","All Defenders","NE","73.4038793103448","31.88554984344746"
"Curtis Samuel","WAS","J.C. Jackson","NE","96.52","4.672882304643162"
"Curtis Samuel","WAS","Jonathan Jones","NE","55.13","4.672882304643162"
"Curtis Samuel","WAS","Myles Bryant","NE","72.39999999999999","22.539785234161137"
"Cooper Kupp","LA","All Defenders","GB","66.88285714285715","37.65744651872261"
"Cooper Kupp","LA","Rasul Douglas","GB","33.76","8.069452825440559"
"Cooper Kupp","LA","Jaire Alexander","GB","71.08","8.069452825440559"
"Cooper Kupp","LA","Keisean Nixon","GB","77.73","21.51854086784149"
"Chris Godwin","TB","All Defenders","HST","49.20319911415342","32.28818164052396"
"Chris Godwin","TB","Steven Nelson","HST","37.72","7.118091181069809"
"Chris Godwin","TB","Shaquill Griffin","HST","78.67","18.877567844590615"
"Chris Godwin","TB","Tavierre Thomas","HST","50.32","6.29252261486354"
"Noah Brown","HST","All Defenders","TB","51.603962264150944","26.99720079827254"
"Noah Brown","HST","Jamel Dean","TB","41.33","7.301129775633454"
"Noah Brown","HST","Carlton Davis III","TB","45.57","7.301129775633454"
"Noah Brown","HST","Christian Izien","TB","61.21","12.394941247005633"
"K.J. Osborn","MIN","All Defenders","ATL","13.519819639278555","34.56683906804551"
"K.J. Osborn","MIN","A.J. Terrell","ATL","18.9","7.966305596844156"
"K.J. Osborn","MIN","Jeff Okudah","ATL","34.01","7.966305596844156"
"K.J. Osborn","MIN","Dee Alford","ATL","2.46","18.634227874357197"
"Darius Slayton","NYG","All Defenders","LV","38.77183082271148","30.916937040492765"
"Darius Slayton","NYG","Amik Robertson","LV","78.29","11.105736364487552"
"Darius Slayton","NYG","Marcus Peters","LV","14.180000000000001","11.105736364487552"
"Darius Slayton","NYG","Nate Hobbs","LV","19.73","8.70546431151766"
"Michael Gallup","DAL","All Defenders","PHI","40.10911392405064","32.391997071217595"
"Michael Gallup","DAL","James Bradberry","PHI","41.29","14.760910057770044"
"Michael Gallup","DAL","Darius Slay","PHI","41.38","14.760910057770044"
"Michael Gallup","DAL","Sydney Brown","PHI","27.500000000000004","2.8701769556775085"
"Michael Pittman Jr.","IND","All Defenders","CAR","56.70592300098717","36.80536076839463"
"Michael Pittman Jr.","IND","Donte Jackson","CAR","49.6","13.188890383936082"
"Michael Pittman Jr.","IND","CJ Henderson","CAR","89.86","13.188890383936082"
"Michael Pittman Jr.","IND","Troy Hill","CAR","23.76","10.427580000522468"
"Diontae Johnson","PIT","All Defenders","TEN","71.46661146496815","35.94987819912879"
"Diontae Johnson","PIT","Kristian Fulton","TEN","88.09","15.433259812874397"
"Diontae Johnson","PIT","Sean Murphy-Bunting","TEN","48.08","15.433259812874397"
"Diontae Johnson","PIT","Eric Garror","TEN","92","5.083358573379995"
"Olamide Zaccheaus","PHI","All Defenders","DAL","24.19","30.02890799303784"
"Olamide Zaccheaus","PHI","DaRon Bland","DAL","0.61","5.459801453279607"
"Olamide Zaccheaus","PHI","Stephon Gilmore","DAL","15.010000000000002","5.459801453279607"
"Olamide Zaccheaus","PHI","Jourdan Lewis","DAL","33.550000000000004","19.109305086478624"
"Van Jefferson","ATL","All Defenders","MIN","26.642481203007524","26.70287866376032"
"Van Jefferson","ATL","Akayleb Evans","MIN","27.68","8.030940951506864"
"Van Jefferson","ATL","Byron Murphy Jr.","MIN","50.77","8.030940951506864"
"Van Jefferson","ATL","Josh Metellus","MIN","7.6499999999999995","10.640996760746592"
"Jakobi Meyers","LV","All Defenders","NYG","63.54877172653533","31.397306560280914"
"Jakobi Meyers","LV","Deonte Banks","NYG","83.61","8.47690895544085"
"Jakobi Meyers","LV","Adoree' Jackson","NYG","96.22","8.47690895544085"
"Jakobi Meyers","LV","Cor'Dale Flott","NYG","32.6","14.443488649399216"
"Scott Miller","ATL","All Defenders","MIN","49.182","15.456117444827498"
"Scott Miller","ATL","Akayleb Evans","MIN","47.19","5.838977701379277"
"Scott Miller","ATL","Byron Murphy Jr.","MIN","70.38","5.838977701379277"
"Scott Miller","ATL","Josh Metellus","MIN","19.5","3.7781620420689443"
"Hunter Renfrow","LV","All Defenders","NYG","9.948164948453607","24.141827865323396"
"Hunter Renfrow","LV","Deonte Banks","NYG","39.04","1.6426398341354065"
"Hunter Renfrow","LV","Adoree' Jackson","NYG","68.95","1.6426398341354065"
"Hunter Renfrow","LV","Cor'Dale Flott","NYG","3.01","20.856548197052586"
"DJ Chark Jr.","CAR","All Defenders","IND","50.6879381443299","31.764337248013305"
"DJ Chark Jr.","CAR","Jaylon Jones","IND","37.46","11.843404094190529"
"DJ Chark Jr.","CAR","Tony Brown","IND","89.32","11.843404094190529"
"DJ Chark Jr.","CAR","Kenny Moore II","IND","13.44","8.077529059632251"
"Marquez Valdes-Scantling","KC","All Defenders","MIA","25.208931750741844","35.234476724496"
"Marquez Valdes-Scantling","KC","Jalen Ramsey","MIA","0.4","11.256909972316722"
"Marquez Valdes-Scantling","KC","Eli Apple","MIA","55.26","11.256909972316722"
"Marquez Valdes-Scantling","KC","Kader Kohou","MIA","20.57","12.72065677986255"
"D.K. Metcalf","SEA","All Defenders","BLT","70.07870056497174","33.586819740980445"
"D.K. Metcalf","SEA","Brandon Stephens","BLT","56.35","12.144386798998578"
"D.K. Metcalf","SEA","Marlon Humphrey","BLT","81.41000000000001","12.144386798998578"
"D.K. Metcalf","SEA","Arthur Maulet","BLT","73.21","9.298046142983287"
"Braxton Berrios","MIA","All Defenders","KC","33.133026706231455","18.13316214785626"
"Braxton Berrios","MIA","L'Jarius Sneed","KC","54.52","3.1746485659451613"
"Braxton Berrios","MIA","Jaylen Watson","KC","66.73","3.1746485659451613"
"Braxton Berrios","MIA","Trent McDuffie","KC","18.32","11.783865015965938"
"Brandon Powell","MIN","All Defenders","ATL","22.3134693877551","22.23560848618851"
"Brandon Powell","MIN","A.J. Terrell","ATL","40.050000000000004","3.403409462171711"
"Brandon Powell","MIN","Jeff Okudah","ATL","57.269999999999996","3.403409462171711"
"Brandon Powell","MIN","Dee Alford","ATL","10.69","15.428789561845091"
"Allen Lazard","NYJ","All Defenders","LAC","42.9247461928934","32.66972903858494"
"Allen Lazard","NYJ","Asante Samuel Jr.","LAC","6.3","11.028106502872582"
"Allen Lazard","NYJ","Michael Davis","LAC","63.53","11.028106502872582"
"Allen Lazard","NYJ","Ja'Sir Taylor","LAC","59.57","10.613516032839776"
"Terry McLaurin","WAS","All Defenders","NE","75.24406779661017","38.52505959887854"
"Terry McLaurin","WAS","J.C. Jackson","NE","96.58","14.691760016521478"
"Terry McLaurin","WAS","Jonathan Jones","NE","55.46","14.691760016521478"
"Terry McLaurin","WAS","Myles Bryant","NE","72.75","9.141539565835586"
"Darnell Mooney","CHI","All Defenders","NO","42.765465729349735","30.431003620570422"
"Darnell Mooney","CHI","Marshon Lattimore","NO","19.5","4.706376658365901"
"Darnell Mooney","CHI","Paulson Adebo","NO","7.1499999999999995","4.706376658365901"
"Darnell Mooney","CHI","Alontae Taylor","NO","55.95","21.018250303838624"
"DJ Moore","CHI","All Defenders","NO","77.14651629072682","34.15467694736187"
"DJ Moore","CHI","Marshon Lattimore","NO","79.65","12.75450342144591"
"DJ Moore","CHI","Paulson Adebo","NO","61.47","12.75450342144591"
"DJ Moore","CHI","Alontae Taylor","NO","96.58","8.645670104470048"
"A.J. Brown","PHI","All Defenders","DAL","82.62642570281125","36.49968770106587"
"A.J. Brown","PHI","DaRon Bland","DAL","62.4","13.485828387542409"
"A.J. Brown","PHI","Stephon Gilmore","DAL","92.09","13.485828387542409"
"A.J. Brown","PHI","Jourdan Lewis","DAL","97.86","9.528030925981048"
"Gabe Davis","BUF","All Defenders","CIN","54.93655384615384","41.184504337775174"
"Gabe Davis","BUF","Cam Taylor-Britt","CIN","58.4","17.698776735925946"
"Gabe Davis","BUF","DJ Turner II","CIN","56.54","17.698776735925946"
"Gabe Davis","BUF","Mike Hilton","CIN","39.44","5.786950865923281"
"DeVonta Smith","PHI","All Defenders","DAL","37.64836298932384","38.45059423513644"
"DeVonta Smith","PHI","DaRon Bland","DAL","9.68","14.265033626380694"
"DeVonta Smith","PHI","Stephon Gilmore","DAL","45.1","14.265033626380694"
"DeVonta Smith","PHI","Jourdan Lewis","DAL","67.15","9.92052698237506"
"Tee Higgins","CIN","All Defenders","BUF","22.829245283018867","36.04601839753787"
"Tee Higgins","CIN","Christian Benford","BUF","22.830000000000002","14.962498202751568"
"Tee Higgins","CIN","Dane Jackson","BUF","21.83","14.962498202751568"
"Tee Higgins","CIN","Taron Johnson","BUF","25.27","6.121021992034732"
"Donovan Peoples-Jones","CLV","All Defenders","ARZ","30.71238966630786","31.112087543728006"
"Donovan Peoples-Jones","CLV","Marco Wilson","ARZ","63.27","10.783737555522515"
"Donovan Peoples-Jones","CLV","Antonio Hamilton Sr.","ARZ","12.46","10.783737555522515"
"Donovan Peoples-Jones","CLV","Garrett Williams","ARZ","14.549999999999999","9.544612432682973"
"Nico Collins","HST","All Defenders","TB","84.59403973509933","26.685484359737483"
"Nico Collins","HST","Jamel Dean","TB","81.84","11.133678905056037"
"Nico Collins","HST","Carlton Davis III","TB","84.31","11.133678905056037"
"Nico Collins","HST","Christian Izien","TB","92.25","4.418126549625412"
"Marquise Brown","ARZ","All Defenders","CLV","63.52489457831326","32.897522813287765"
"Marquise Brown","ARZ","Martin Emerson Jr.","CLV","64.69","10.156614723981916"
"Marquise Brown","ARZ","Denzel Ward","CLV","67.25999999999999","10.156614723981916"
"Marquise Brown","ARZ","Greg Newsome II","CLV","59.57","12.584293365323934"
"CeeDee Lamb","DAL","All Defenders","PHI","85.55443531827515","37.8033048882074"
"CeeDee Lamb","DAL","James Bradberry","PHI","90.55","6.7921749029120075"
"CeeDee Lamb","DAL","Darius Slay","PHI","90.63","6.7921749029120075"
"CeeDee Lamb","DAL","Sydney Brown","PHI","82.73","24.21895508238339"
"Jalen Reagor","NE","All Defenders","WAS","7.901121495327103","15.986320096728882"
"Jalen Reagor","NE","Kendall Fuller","WAS","0.44999999999999996","3.4363117964931242"
"Jalen Reagor","NE","Benjamin St-Juste","WAS","14.89","10.308935389479371"
"Jalen Reagor","NE","Danny Johnson","WAS","31.46","2.241072910756385"
"Rondale Moore","ARZ","All Defenders","CLV","13.596","30.510947236055852"
"Rondale Moore","ARZ","Martin Emerson Jr.","CLV","15.27","6.10218944721117"
"Rondale Moore","ARZ","Denzel Ward","CLV","16.919999999999998","6.10218944721117"
"Rondale Moore","ARZ","Greg Newsome II","CLV","11.93","18.306568341633515"
"Joshua Palmer","LAC","All Defenders","NYJ","23.783333333333335","37.80541402784009"
"Joshua Palmer","LAC","D.J. Reed","NYJ","20.580000000000002","13.675144506390106"
"Joshua Palmer","LAC","Sauce Gardner","NYJ","10.33","13.675144506390106"
"Joshua Palmer","LAC","Michael Carter II","NYJ","45.57","10.455125015059878"
"Rashid Shaheed","NO","All Defenders","CHI","55.699902200489","27.913804573234913"
"Rashid Shaheed","NO","Tyrique Stevenson","CHI","84.44","8.394616045251576"
"Rashid Shaheed","NO","Jaylon Johnson","CHI","11.15","8.394616045251576"
"Rashid Shaheed","NO","Kyler Gordon","CHI","67.63","11.124572482731763"
"Christian Watson","GB","All Defenders","LA","46.626743002544536","27.152612776383105"
"Christian Watson","GB","Derion Kendrick","LA","45.69","9.672686485225533"
"Christian Watson","GB","Ahkello Witherspoon","LA","34.13","9.672686485225533"
"Christian Watson","GB","Cobie Durant","LA","63.27","7.8072398059320385"
"Justin Watson","KC","All Defenders","MIA","41.7231712473573","24.234646280471985"
"Justin Watson","KC","Jalen Ramsey","MIA","4.6","8.505182415556765"
"Justin Watson","KC","Eli Apple","MIA","77.49000000000001","8.505182415556765"
"Justin Watson","KC","Kader Kohou","MIA","43.32","7.224281449358456"
"Tutu Atwell","LA","All Defenders","GB","43.98020594965675","32.224951829345876"
"Tutu Atwell","LA","Rasul Douglas","GB","13.850000000000001","7.4478721619311985"
"Tutu Atwell","LA","Jaire Alexander","GB","47.4","7.4478721619311985"
"Tutu Atwell","LA","Keisean Nixon","GB","55.46","17.32920750548348"
"Alec Pierce","IND","All Defenders","CAR","43.73707045735475","28.989550566611985"
"Alec Pierce","IND","Donte Jackson","CAR","22.96","13.29434271967002"
"Alec Pierce","IND","CJ Henderson","CAR","71.21","13.29434271967002"
"Alec Pierce","IND","Troy Hill","CAR","6.660000000000001","2.4008651272719446"
"Jayden Reed","GB","All Defenders","LA","72.3607142857143","26.660240637944845"
"Jayden Reed","GB","Derion Kendrick","LA","60.46","2.4483894463418734"
"Jayden Reed","GB","Ahkello Witherspoon","LA","48.89","2.4483894463418734"
"Jayden Reed","GB","Cobie Durant","LA","76.34","21.7634617452611"
"Tank Dell","HST","All Defenders","TB","68.70063583815028","25.484714733833734"
"Tank Dell","HST","Jamel Dean","TB","62.07","8.69131889766584"
"Tank Dell","HST","Carlton Davis III","TB","65.86999999999999","8.69131889766584"
"Tank Dell","HST","Christian Izien","TB","78.85","8.102076938502055"
"Jaylen Waddle","MIA","All Defenders","KC","79.18954177897574","32.011934050575334"
"Jaylen Waddle","MIA","L'Jarius Sneed","KC","86.41","11.346548052966728"
"Jaylen Waddle","MIA","Jaylen Watson","KC","92.23","11.346548052966728"
"Jaylen Waddle","MIA","Trent McDuffie","KC","54.52","9.318837944641876"
"Khalil Shakir","BUF","All Defenders","CIN","54.810362694300515","18.22888170312787"
"Khalil Shakir","BUF","Cam Taylor-Britt","CIN","67.06","3.2113055850069823"
"Khalil Shakir","BUF","DJ Turner II","CIN","65.53999999999999","3.2113055850069823"
"Khalil Shakir","BUF","Mike Hilton","CIN","48.559999999999995","11.806270533113905"
"Ja'Marr Chase","CIN","All Defenders","BUF","82.30649667405766","41.49931850636156"
"Ja'Marr Chase","CIN","Christian Benford","BUF","82.17","14.998645047753737"
"Ja'Marr Chase","CIN","Dane Jackson","BUF","81.28999999999999","14.998645047753737"
"Ja'Marr Chase","CIN","Taron Johnson","BUF","83.81","11.502028410854091"
"Rashod Bateman","BLT","All Defenders","SEA","17.05089552238806","23.203474507690235"
"Rashod Bateman","BLT","Tariq Woolen","SEA","24.62","9.004333391043971"
"Rashod Bateman","BLT","Devon Witherspoon","SEA","4.74","9.004333391043971"
"Rashod Bateman","BLT","Jamal Adams","SEA","25.27","5.194807725602291"
"Elijah Moore","CLV","All Defenders","ARZ","43.65876288659794","28.8811612747687"
"Elijah Moore","CLV","Marco Wilson","ARZ","81.84","6.6992384400236675"
"Elijah Moore","CLV","Antonio Hamilton Sr.","ARZ","29.880000000000003","6.6992384400236675"
"Elijah Moore","CLV","Garrett Williams","ARZ","33.1","15.482684394721367"
"Romeo Doubs","GB","All Defenders","LA","65.32352941176471","28.893601988781494"
"Romeo Doubs","GB","Derion Kendrick","LA","66.66","11.36623313529272"
"Romeo Doubs","GB","Ahkello Witherspoon","LA","55.559999999999995","11.36623313529272"
"Romeo Doubs","GB","Cobie Durant","LA","80.87","6.161135718196054"
"Chris Olave","NO","All Defenders","CHI","59.83682379349047","33.1151527574713"
"Chris Olave","NO","Tyrique Stevenson","CHI","88.94999999999999","11.075550529434844"
"Chris Olave","NO","Jaylon Johnson","CHI","16.02","11.075550529434844"
"Chris Olave","NO","Kyler Gordon","CHI","74.69","10.964051698601606"
"Jahan Dotson","WAS","All Defenders","NE","53.96855214723927","36.63050850522884"
"Jahan Dotson","WAS","J.C. Jackson","NE","86.68","12.315042123230308"
"Jahan Dotson","WAS","Jonathan Jones","NE","28.720000000000002","12.315042123230308"
"Jahan Dotson","WAS","Myles Bryant","NE","46.31","12.00042425876822"
"Michael Wilson","ARZ","All Defenders","CLV","55.74158273381294","28.753647803609457"
"Michael Wilson","ARZ","Martin Emerson Jr.","CLV","56.26","10.44646916605955"
"Michael Wilson","ARZ","Denzel Ward","CLV","59.21999999999999","10.44646916605955"
"Michael Wilson","ARZ","Greg Newsome II","CLV","50.43","7.860709471490356"
"Kyle Philips","TEN","All Defenders","PIT","40.02789473684209","18.083483138906647"
"Kyle Philips","TEN","Patrick Peterson","PIT","27.97","3.17254090156257"
"Kyle Philips","TEN","Joey Porter Jr.","PIT","0.13","3.17254090156257"
"Kyle Philips","TEN","Chandon Sullivan","PIT","54.06999999999999","11.738401335781509"
"Drake London","ATL","All Defenders","MIN","78.01790697674419","29.309631017601223"
"Drake London","ATL","Akayleb Evans","MIN","80.63","10.565099552856253"
"Drake London","ATL","Byron Murphy Jr.","MIN","93.35","10.565099552856253"
"Drake London","ATL","Josh Metellus","MIN","54.84","8.179431911888713"
"Zay Flowers","BLT","All Defenders","SEA","40.80341772151899","39.26999584550607"
"Zay Flowers","BLT","Tariq Woolen","SEA","52.03","13.794207401427764"
"Zay Flowers","BLT","Devon Witherspoon","SEA","19.57","13.794207401427764"
"Zay Flowers","BLT","Jamal Adams","SEA","52.62","11.681581042650539"
"Garrett Wilson","NYJ","All Defenders","LAC","76.22778894472363","32.164453042493335"
"Garrett Wilson","NYJ","Asante Samuel Jr.","LAC","39.04","9.859455455236652"
"Garrett Wilson","NYJ","Michael Davis","LAC","93.62","9.859455455236652"
"Garrett Wilson","NYJ","Ja'Sir Taylor","LAC","91.91","12.445542132020034"
"Rashee Rice","KC","All Defenders","MIA","63.672727272727265","21.725254568804118"
"Rashee Rice","KC","Jalen Ramsey","MIA","17.53","4.101971142361616"
"Rashee Rice","KC","Eli Apple","MIA","92.42","4.101971142361616"
"Rashee Rice","KC","Kader Kohou","MIA","68.95","13.521312284080885"
"Jonathan Mingo","CAR","All Defenders","IND","49.9101652892562","29.07950547828906"
"Jonathan Mingo","CAR","Jaylon Jones","IND","40.050000000000004","10.093712645356536"
"Jonathan Mingo","CAR","Tony Brown","IND","90.41","10.093712645356536"
"Jonathan Mingo","CAR","Kenny Moore II","IND","15.129999999999999","8.892080187575996"
"Treylon Burks","TEN","All Defenders","PIT","24.223323442136497","26.380021547906374"
"Treylon Burks","TEN","Patrick Peterson","PIT","26.71","9.550037474316253"
"Treylon Burks","TEN","Joey Porter Jr.","PIT","0.09","9.550037474316253"
"Treylon Burks","TEN","Chandon Sullivan","PIT","52.62","7.279946599273865"
"George Pickens","PIT","All Defenders","TEN","67.24130573248408","35.50588891998747"
"George Pickens","PIT","Kristian Fulton","TEN","85.27","15.566806925642064"
"George Pickens","PIT","Sean Murphy-Bunting","TEN","42.84","15.566806925642064"
"George Pickens","PIT","Eric Garror","TEN","89.92999999999999","4.37227506870334"
"Trey Palmer","TB","All Defenders","HST","9.61391061452514","25.46365661906947"
"Trey Palmer","TB","Steven Nelson","HST","2.81","4.552162077152084"
"Trey Palmer","TB","Shaquill Griffin","HST","26.71","4.552162077152084"
"Trey Palmer","TB","Tavierre Thomas","HST","6.75","16.359332464765302"
"Puka Nacua","LA","All Defenders","GB","70.33058823529412","36.92148847354066"
"Puka Nacua","LA","Rasul Douglas","GB","46.6","13.031113578896703"
"Puka Nacua","LA","Jaire Alexander","GB","80.87","13.031113578896703"
"Puka Nacua","LA","Keisean Nixon","GB","86.16","10.859261315747252"
"Wan'Dale Robinson","NYG","All Defenders","LV","24.336726618705033","24.276465474371697"
"Wan'Dale Robinson","NYG","Amik Robertson","LV","79.65","1.484532061382442"
"Wan'Dale Robinson","NYG","Marcus Peters","LV","15.479999999999999","1.484532061382442"
