player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Andrew Wylie,12333,T,WAS,8,1,32,65.4,4,15,369,100.0,100.0,96.1,3,24,5,394,394,53.0,4,14,191,100.0,100.0,92.7,23,5,204,204
Sam Cosmi,60114,G,WAS,8,0,32,72.4,3,11,367,100.0,100.0,97.8,1,15,1,391,391,70.1,2,7,191,100.0,100.0,97.1,10,1,203,203
Creed Humphrey,59996,C,KC,8,0,16,73.0,1,5,346,100.0,100.0,98.3,0,9,3,367,367,71.3,1,2,170,100.0,100.0,97.9,5,2,186,186
Joe Thuney,10712,G,KC,8,0,16,82.4,2,12,346,100.0,100.0,97.7,1,15,1,367,367,74.1,1,10,170,100.0,100.0,96.2,12,1,186,186
Trey Smith,62960,G,KC,8,1,16,65.7,3,12,346,100.0,100.0,97.8,3,15,0,367,367,52.6,3,9,170,100.0,100.0,96.5,12,0,186,186
Donovan Smith,9467,T,KC,8,2,16,64.8,6,22,344,100.0,100.0,95.6,5,29,1,365,365,54.3,4,18,169,100.0,100.0,92.9,23,1,185,185
Charles Leno Jr.,8880,T,WAS,7,1,32,78.1,2,14,340,100.0,100.0,97.1,2,18,2,364,364,72.5,0,11,178,100.0,100.0,96.3,12,1,191,191
Ed Ingram,59819,G,MIN,8,1,18,55.9,10,14,334,100.0,100.0,95.2,1,28,4,359,359,35.5,10,8,151,100.0,100.0,92.1,21,3,160,160
Brian O'Neill,46854,T,MIN,8,0,18,73.9,2,13,334,100.0,100.0,97.5,2,16,1,359,359,70.9,2,9,151,100.0,100.0,95.7,12,1,160,160
Jawaan Taylor,41665,T,KC,8,1,16,63.7,5,14,338,100.0,100.0,96.6,7,21,2,359,359,58.0,5,10,166,100.0,100.0,94.9,16,1,182,182
Erik McCoy,37347,C,NO,8,0,20,52.7,2,8,333,100.0,100.0,97.3,1,14,4,347,347,52.3,2,6,174,100.0,100.0,96.6,10,2,182,182
