player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Sam Howell,97599,QB,WAS,8,120,17.5,0,32,3,8,21.7,15.0,75.8,3.3,0,24,21,26,18,120,91,4,15,24,24,2,12.5,20.0,13,20.0,1.7
Patrick Mahomes,11765,QB,KC,8,106,8.5,0,16,13,9,14.2,26.4,73.6,4.7,0,23,9,15,28,106,78,5,15,20,23,4,14.2,18.9,1,21.7,3.8
Jalen Hurts,40291,QB,PHI,8,105,3.8,0,24,5,11,21.9,19.0,71.4,8.6,0,24,4,23,20,105,75,9,21,19,24,2,20.0,18.1,8,22.9,1.9
Matthew Stafford,4924,QB,LA,8,97,19.6,0,26,1,2,21.6,33.0,92.8,2.1,0,4,19,21,32,97,90,2,16,17,4,1,16.5,17.5,1,4.1,1.0
Zach Wilson,82096,QB,NYJ,7,96,25.0,0,22,0,4,20.8,25.0,85.4,6.3,0,10,24,20,24,96,82,6,20,18,10,2,20.8,18.8,6,10.4,2.1
Russell Wilson,7077,QB,DEN,8,95,4.2,0,10,8,7,12.6,14.7,74.7,5.3,0,25,4,12,14,95,71,5,12,31,25,5,12.6,32.6,10,26.3,5.3
Joshua Dobbs,11890,QB,ARZ,8,94,14.9,0,1,2,3,26.6,19.1,89.4,1.1,0,9,14,25,18,94,84,1,16,20,9,2,17.0,21.3,4,9.6,2.1
Derek Carr,8671,QB,NO,8,92,13.0,0,20,0,5,16.3,31.5,82.6,9.8,0,7,12,15,29,92,76,9,15,16,7,2,16.3,17.4,2,7.6,2.2
Kirk Cousins,7102,QB,MIN,8,88,9.1,0,18,0,1,19.3,20.5,87.5,9.1,0,4,8,17,18,88,77,8,28,16,4,3,31.8,18.2,3,4.5,3.4
Mac Jones,60323,QB,NE,8,86,15.1,0,19,0,5,33.7,16.3,90.7,2.3,0,6,13,29,14,86,78,2,11,29,6,0,12.8,33.7,1,7.0,0.0
