player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Tua Tagovailoa,60326,QB,MIA,8,2.56,0,292,17,75.5,216,232,10.6,2.45,6,19,7.8,65.9,153,62,6.1,251,86.0,10,107,,,,63.8,88.8,64.0,90.3,60.0,,35.5,2,7,264,17.7,102.2,4.4,11,7,1,7,14,9,3.4,2093,9.0,76.8,185,194,7.4,2.08,5,13,6.5,69.6,135,41,4.9,206,70.5,7,81,,,,57.5,79.2,61.2,82.3,60.0,,32.3,0,6,214,17.1,105.0,3.4,7,4,1,3,13,7,3.3,1651,8.5,85.9,71,79,10.7,2.75,2,6,7.1,72.2,57,21,6.6,86,29.5,4,40,,,,84.3,92.1,80.2,91.3,,,59.2,2,1,92,19.0,117.3,4.7,4,3,0,4,5,2,2.2,745,9.4,0,100.0,40,41,-3.8,1.22,1,0,0.0,95.1,39,0,2.5,41,14.0,1,14,,,,79.2,71.5,77.3,70.5,,,,0,0,42,,130.0,0.0,0,0,0,0,4,0,0.0,303,7.4,0.92
Joe Burrow,28022,QB,CIN,7,-3.35,0,290,7,73.1,212,231,7.8,2.53,4,8,3.3,61.9,143,77,7.7,257,88.6,12,79,,,,90.6,71.4,37.1,70.5,,,64.8,6,4,269,22.1,85.0,6.6,17,9,1,8,10,5,1.9,1338,5.8,74.7,198,209,6.3,2.33,2,4,1.8,67.0,140,62,5.4,232,80.0,8,62,,,,90.4,66.6,34.0,66.0,,,63.5,4,3,242,25.8,83.9,6.9,16,7,1,4,6,5,2.1,1126,5.4,84.8,46,55,7.3,2.68,2,4,7.0,63.6,35,18,10.3,58,20.0,4,25,,,,81.5,83.5,78.6,81.4,,,63.4,2,1,60,5.6,101.0,1.7,1,2,0,5,4,0,0.0,386,7.0,0,100.0,32,33,-2.0,1.45,0,0,0.0,97.0,32,3,0.0,33,11.4,0,8,,,,77.9,70.5,76.5,69.6,,,,0,0,33,0.0,88.6,0.0,0,0,0,1,0,0,0.0,174,5.3,1.63
Justin Herbert,28237,QB,LAC,7,5.52,0,288,27,71.1,204,219,10.6,2.84,4,11,4.6,64.4,141,94,2.8,251,87.2,4,91,,,,66.1,73.6,86.4,70.5,58.4,,72.5,4,4,276,16.0,98.2,6.0,15,17,0,7,12,10,3.6,1674,7.6,73.6,174,186,9.8,2.62,4,10,5.0,67.2,125,73,2.3,211,73.3,3,71,,,,61.0,72.4,86.0,70.9,58.4,,63.0,3,4,230,19.2,93.6,6.6,14,9,0,5,7,10,4.3,1425,7.7,77.8,63,66,5.3,2.81,0,1,1.4,72.7,48,23,2.0,77,26.7,1,28,,,,83.7,71.7,79.8,66.7,,,77.0,1,0,83,4.3,122.4,1.3,1,9,0,2,6,0,0.0,466,7.1,0,97.0,33,33,-3.7,1.54,0,0,0.0,97.0,32,2,0.0,37,12.8,0,8,,,,78.6,67.9,76.9,68.4,,,58.3,0,0,37,0.0,104.2,0.0,0,1,0,0,1,0,0.0,217,6.6,-0.6
Mac Jones,60323,QB,NE,8,0.96,0,284,19,70.4,216,226,9.1,2.56,2,9,3.8,63.7,144,92,5.3,250,88.0,8,73,,,,50.4,55.8,18.3,56.3,,,57.9,3,8,264,17.4,81.3,6.4,16,8,0,5,9,16,6.1,1497,6.6,73.4,199,208,7.9,2.4,2,7,3.2,66.3,138,81,5.5,229,80.6,8,60,,,,62.2,56.1,15.0,56.1,,,61.3,3,6,241,17.3,81.8,6.1,14,7,0,4,7,14,5.8,1257,6.0,72.9,48,52,5.8,2.46,2,2,3.7,67.3,35,12,0.0,55,19.4,0,17,,,,36.3,57.8,78.5,59.6,,,51.1,0,2,58,16.7,85.7,3.6,2,1,0,2,2,3,5.2,384,7.4,0,93.5,31,34,-3.6,1.38,2,0,0.0,85.3,29,1,0.0,34,12.0,0,4,,,,78.3,60.4,76.7,60.2,,,,0,0,35,0.0,84.3,0.0,0,0,0,1,0,1,2.9,144,4.2,1.34
Russell Wilson,7077,QB,DEN,8,-3.57,0,282,10,76.4,174,200,10.0,3.28,7,14,6.4,63.5,127,107,4.5,246,87.2,6,73,,,,29.2,73.6,86.5,68.3,,,80.2,2,4,269,23.4,99.0,10.2,25,21,3,14,13,9,3.3,1473,7.4,78.8,160,182,7.2,3.02,4,8,4.1,67.0,122,85,3.2,219,77.7,4,62,,,,44.7,71.6,86.2,66.3,,,79.3,2,3,235,23.5,99.5,9.1,20,16,3,13,11,7,3.0,1235,6.8,79.5,44,52,10.0,3.48,3,6,10.5,63.5,33,28,5.7,63,22.3,2,20,,,,27.4,71.6,79.2,69.0,,,68.6,0,1,70,21.4,110.0,9.5,6,5,0,5,5,2,2.9,387,7.4,0,93.3,30,34,-4.6,2.09,0,0,0.0,82.4,28,6,0.0,36,12.8,0,9,,,,78.4,63.2,76.8,62.8,,,,0,0,36,16.7,114.3,2.8,1,0,0,4,3,0,0.0,149,4.4,0.65
Desmond Ridder,55086,QB,ATL,8,-10.37,0,279,2,70.6,201,216,9.6,2.7,6,6,2.6,63.0,136,91,4.2,254,91.0,6,85,,,,24.8,47.5,25.0,49.3,57.6,,49.0,0,6,268,27.5,79.8,9.8,25,13,1,8,4,16,6.0,1589,7.4,73.4,169,176,7.2,2.37,4,2,1.1,68.2,120,61,3.2,204,73.1,4,64,,,,22.8,44.6,18.4,47.1,57.6,,45.6,0,5,215,29.5,80.9,8.8,18,10,1,2,3,14,6.5,1190,6.8,72.7,55,64,11.3,3.25,2,4,6.0,57.8,37,32,7.5,75,26.9,3,26,,,,83.3,63.2,79.7,61.8,,,65.5,0,1,79,21.9,92.6,9.3,7,3,0,7,3,2,2.5,511,8.0,0,95.7,23,24,-3.3,1.65,0,0,0.0,87.5,21,2,4.5,25,9.0,1,5,,,,76.6,65.1,75.6,64.5,,,,0,0,26,0.0,113.9,0.0,0,0,0,1,2,0,0.0,112,4.7,1.22
Lamar Jackson,46416,QB,BLT,8,6.29,0,279,3,74.7,182,190,10.4,3.23,2,14,6.8,66.3,126,92,7.4,240,86.0,10,83,,,,29.9,90.0,86.8,88.0,,,74.9,2,3,261,20.7,102.1,7.9,19,31,0,4,9,8,3.1,1620,8.5,76.3,156,163,8.5,2.94,2,11,6.2,68.7,112,73,5.9,203,72.8,7,62,,,,35.6,85.1,86.4,81.7,,,75.8,2,3,221,23.3,95.6,8.4,17,22,0,3,7,7,3.2,1160,7.1,83.9,62,64,7.3,3.18,0,3,4.3,75.0,48,24,7.7,76,27.2,4,27,,,,25.9,82.5,79.8,82.2,,,61.9,0,0,82,12.5,114.5,3.9,3,9,0,2,2,2,2.4,607,9.5,0,97.2,36,37,-3.2,1.63,0,0,0.0,91.9,34,5,2.9,39,14.0,1,6,,,,26.7,57.6,77.3,57.5,,,,0,0,42,20.0,83.2,2.6,1,0,0,1,0,1,2.4,147,4.0,2.36
Baker Mayfield,46518,QB,TB,7,-7.84,0,276,30,71.2,205,225,9.9,3.0,6,6,2.5,61.8,139,94,4.8,254,92.0,7,77,,,,79.3,73.5,63.4,70.0,57.6,,76.7,4,4,274,11.7,89.0,4.3,11,18,0,10,10,7,2.6,1514,6.7,74.9,167,181,8.3,2.77,5,5,2.6,66.3,120,67,4.0,205,74.3,5,57,,,,75.1,73.1,85.8,69.5,,,73.7,3,1,218,16.4,94.3,5.4,11,13,0,6,7,6,2.8,1146,6.3,70.7,58,65,9.7,3.15,2,1,1.4,58.5,38,29,7.3,71,25.7,3,24,,,,83.2,69.2,0.0,67.7,57.6,,71.6,1,3,78,0.0,76.1,0.0,0,5,0,4,3,1,1.3,455,7.0,0,100.0,20,21,-3.9,1.4,1,0,0.0,90.5,19,2,5.0,22,8.0,1,4,,,,75.6,67.4,75.0,66.8,,,,0,0,22,0.0,83.9,0.0,0,0,0,0,0,0,0.0,87,4.1,0.67
Jordan Love,40306,QB,GB,7,13.36,0,265,12,63.4,194,202,11.5,2.9,2,9,4.2,55.0,111,75,9.8,232,87.5,12,73,,,,66.6,65.3,35.2,63.5,,,69.4,2,8,246,18.7,74.9,6.0,14,15,0,4,10,8,3.3,1309,6.5,62.5,168,178,10.2,2.68,3,7,3.7,54.5,97,59,7.6,203,76.6,8,57,,,,90.2,67.1,31.2,65.9,,,66.8,2,5,214,20.3,69.9,5.9,12,12,0,5,6,5,2.3,978,5.5,78.2,55,56,8.2,3.03,0,2,3.3,67.9,38,20,11.6,62,23.4,5,23,,,,27.0,55.6,79.1,53.8,,,68.5,0,3,68,10.0,104.4,3.2,2,3,0,1,5,3,4.4,515,9.2,0,86.2,29,32,-1.9,1.77,1,0,0.0,75.0,24,4,4.0,33,12.5,1,7,,,,78.4,56.9,76.8,56.9,,,,0,0,36,0.0,99.0,0.0,0,0,0,2,1,0,0.0,184,5.8,3.71
C.J. Stroud,129759,QB,HST,7,-6.93,0,264,13,69.8,192,214,10.0,2.9,5,7,3.1,57.5,123,85,8.2,238,90.2,11,88,,,,62.8,72.3,63.6,68.8,,,78.0,2,1,252,17.6,94.2,6.3,15,9,5,10,9,6,2.4,1650,7.7,74.3,167,186,7.5,2.62,5,4,2.0,61.8,115,61,7.3,201,76.1,9,71,,,,57.7,73.3,61.3,70.0,,,77.2,2,1,212,14.8,94.6,4.5,9,5,5,7,7,4,1.9,1370,7.4,66.0,47,51,12.5,3.34,0,3,5.5,54.9,28,26,9.7,63,23.9,3,21,,,,82.1,64.5,79.1,63.2,,,64.3,0,0,67,23.1,96.0,9.5,6,5,0,4,2,2,3.0,430,8.4,0,95.5,22,23,-3.6,1.78,0,0,0.0,87.0,20,2,4.8,26,9.8,1,4,,,,76.6,65.2,75.8,66.1,,,58.3,0,0,27,0.0,93.8,0.0,0,1,0,1,0,0,0.0,150,6.5,1.06
Zach Wilson,82096,QB,NYJ,7,3.89,0,256,22,68.6,175,195,9.0,3.03,3,6,2.9,55.9,109,105,9.2,232,90.6,11,58,,,,50.7,58.3,85.9,54.5,,,73.9,4,5,244,21.0,72.9,9.5,22,15,3,10,5,6,2.5,1234,6.3,72.3,155,174,8.2,2.9,2,5,2.7,57.5,100,93,10.7,207,80.9,12,49,,,,30.0,56.4,85.6,52.6,,,72.3,4,5,218,20.4,68.4,9.2,19,14,3,10,3,7,3.2,1031,5.9,70.0,40,44,6.2,3.1,2,1,2.2,61.4,27,18,3.6,49,19.1,1,13,,,,80.6,68.4,78.1,66.3,,,66.4,0,0,52,22.2,97.3,8.2,4,1,0,2,2,0,0.0,306,7.0,0,100.0,20,23,-3.0,2.03,1,0,0.0,78.3,18,6,10.0,24,9.4,2,4,,,,24.9,66.1,75.6,65.5,,,,0,0,26,16.7,85.3,4.2,1,0,0,2,0,1,3.8,103,4.5,1.02
