player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Sam Howell,97599,QB,WAS,8,-11.9,0,369,32,76.1,251,279,9.6,2.89,8,17,5.8,64.2,179,136,6.3,340,92.1,12,101,,,,69.7,62.3,66.6,59.7,,,72.4,1,8,363,30.1,86.5,12.1,41,19,0,19,12,14,3.9,1915,6.9,80.5,231,252,7.5,2.7,8,14,5.3,69.0,174,114,6.5,304,82.4,12,88,,,,66.2,67.5,64.8,64.1,,,78.9,1,6,321,32.5,90.2,12.2,37,14,0,12,8,12,3.7,1811,7.2,68.8,48,56,11.5,3.33,0,3,4.9,57.1,32,25,3.0,65,17.6,1,19,,,,82.8,48.3,79.4,49.9,,,53.1,0,2,73,16.0,89.5,6.2,4,5,0,8,5,2,2.7,335,6.0,0,100.0,28,29,-4.0,1.84,0,0,0.0,93.1,27,3,3.6,29,7.9,1,6,,,,77.6,68.8,76.3,68.0,,,,0,0,31,0.0,111.4,0.0,0,0,0,1,1,0,0.0,231,8.0,-1.21
Patrick Mahomes,11765,QB,KC,8,-4.59,0,341,16,74.6,244,262,9.2,3.26,1,13,4.7,63.7,167,112,8.2,294,86.2,15,106,,,,69.2,88.8,86.7,82.5,,,90.1,6,8,313,8.0,89.7,3.1,9,23,1,10,12,12,3.8,2008,7.7,79.4,238,254,7.2,2.95,1,10,3.7,69.3,176,95,6.9,284,83.3,13,100,,,,68.1,88.1,86.6,82.5,,,86.5,6,7,301,8.4,92.6,2.8,8,20,1,8,12,11,3.7,1740,6.9,72.9,48,51,8.6,3.38,0,3,5.7,64.7,33,22,5.7,57,16.7,2,23,,,,81.4,75.9,78.8,70.4,,,81.4,0,1,59,9.1,109.8,3.5,2,4,0,3,3,1,1.7,519,10.2,0,100.0,42,43,-2.9,1.53,0,0,0.0,97.7,42,5,0.0,47,13.8,0,17,,,,80.0,70.2,77.9,67.7,,,63.9,0,0,47,20.0,114.2,2.1,1,1,0,1,3,0,0.0,251,5.8,3.33
Kirk Cousins,7102,QB,MIN,8,1.7,0,331,18,79.4,262,278,9.0,2.79,1,10,3.4,68.3,190,104,8.7,298,90.0,18,104,,,,41.5,86.5,23.0,85.4,,,64.8,7,5,318,16.3,104.0,5.7,17,3,2,6,17,8,2.5,2143,7.7,80.1,206,219,8.2,2.52,1,8,3.4,68.9,151,73,8.5,228,68.9,14,76,,,,46.6,79.1,12.7,78.9,,,61.7,6,5,242,11.0,101.9,3.5,8,1,2,4,13,6,2.5,1688,7.7,81.6,87,92,6.3,3.07,0,2,2.0,70.7,65,35,8.5,103,31.1,6,37,,,,51.4,89.6,81.0,86.8,60.0,,66.4,1,0,111,25.7,108.2,8.7,9,2,0,4,5,2,1.8,643,7.0,0,90.3,31,33,-3.5,1.84,0,0,0.0,78.8,26,4,7.1,33,10.0,2,9,,,,78.3,67.4,76.8,66.9,60.0,,,0,0,35,0.0,100.5,0.0,0,0,0,2,1,0,0.0,188,5.7,-0.72
Jalen Hurts,40291,QB,PHI,8,-6.76,0,322,24,76.5,230,254,10.3,3.3,2,17,6.4,65.4,166,119,5.7,294,91.3,10,101,,,,51.1,79.1,68.3,78.0,,,68.4,4,7,306,16.0,93.8,6.5,19,21,0,18,12,11,3.6,2010,7.9,80.0,195,211,8.6,3.04,1,12,5.4,70.1,148,88,5.1,235,73.0,8,78,,,,43.9,74.3,65.9,74.1,,,64.6,2,6,247,10.2,98.4,3.8,9,15,0,13,11,10,4.0,1638,7.8,74.6,63,71,9.8,3.41,1,5,6.8,63.4,45,32,4.3,87,27.0,2,28,,,,84.1,84.5,80.1,79.9,,,78.0,2,2,89,31.3,82.0,11.5,10,6,0,5,2,1,1.1,502,7.1,0,96.4,28,28,-2.6,1.5,0,0,0.0,96.4,27,1,0.0,28,8.7,0,5,,,,77.4,70.0,76.1,69.2,,,,0,1,30,0.0,83.0,0.0,0,0,0,0,1,0,0.0,130,4.6,-0.69
Josh Allen,46601,QB,BUF,8,1.92,0,320,4,77.6,246,263,9.8,3.02,3,14,5.1,69.6,183,100,4.2,297,92.8,8,111,,,,79.4,90.0,65.8,87.8,,,73.4,2,8,317,12.0,101.7,4.0,12,22,1,11,17,7,2.2,2069,7.9,79.0,195,208,8.5,2.89,3,9,4.1,71.2,148,76,3.9,234,73.1,6,76,,,,74.7,83.0,62.5,80.2,,,73.6,1,6,250,13.2,92.8,4.3,10,16,1,8,10,6,2.4,1371,6.6,80.8,73,78,9.2,2.93,0,5,6.2,73.1,57,25,3.4,86,26.9,2,40,,,,84.3,91.2,80.2,90.6,,,64.1,1,2,91,8.0,124.6,2.3,2,6,0,4,7,1,1.1,794,10.2,0,100.0,22,23,-3.3,1.34,0,0,0.0,95.7,22,1,0.0,23,7.2,0,5,,,,76.1,69.7,75.3,68.9,,,,0,0,24,0.0,84.1,0.0,0,0,0,1,0,0,0.0,96,4.2,3.59
Trevor Lawrence,77632,QB,JAX,8,0.63,0,316,15,73.8,210,223,9.8,2.69,7,16,6.6,65.0,145,90,6.5,265,83.9,10,85,,,,53.9,85.7,66.5,82.0,,,78.6,2,4,284,21.1,94.3,7.2,19,23,0,4,9,11,3.9,1716,7.7,76.1,197,207,7.6,2.36,7,12,5.4,68.1,141,64,6.0,239,75.6,9,68,,,,49.6,83.7,65.2,81.0,60.0,,74.2,0,2,253,21.9,97.5,5.9,14,16,0,3,9,8,3.2,1401,6.8,81.0,58,64,7.1,2.87,3,4,5.8,68.8,44,29,6.4,77,24.4,3,28,,,,83.6,76.8,79.8,73.1,,,73.3,2,2,82,17.2,81.8,6.5,5,8,0,1,0,3,3.7,545,8.5,0,93.3,45,48,-3.4,1.39,3,0,0.0,83.3,40,3,4.8,51,16.1,2,11,,,,80.4,66.3,78.1,66.8,60.0,,58.3,0,0,51,0.0,86.6,0.0,0,1,0,0,0,0,0.0,230,4.8,1.75
Jared Goff,10635,QB,DET,8,8.94,0,311,11,78.4,232,253,8.6,2.7,5,11,4.2,66.4,168,99,7.7,271,87.1,14,94,,,,70.5,89.2,87.1,86.1,60.0,,74.3,2,5,280,15.2,96.9,5.5,15,3,1,13,12,6,2.1,1939,7.7,78.7,202,221,7.0,2.45,5,10,4.4,66.1,146,74,8.2,234,75.2,13,77,,,,82.1,84.2,86.8,80.8,60.0,,76.7,2,5,243,14.9,86.5,4.7,11,2,1,11,7,5,2.1,1495,6.8,89.2,65,72,6.8,2.88,1,1,1.4,75.0,54,29,6.9,77,24.8,4,31,,,,47.2,86.3,79.7,84.9,,,58.3,0,0,79,13.8,127.0,5.2,4,1,0,6,5,1,1.3,678,9.4,0,100.0,35,40,-3.8,1.58,1,0,0.0,80.0,32,4,8.6,40,12.9,3,14,,,,79.3,66.8,77.3,66.1,,,,0,0,42,0.0,91.0,0.0,0,0,0,4,0,0,0.0,234,5.9,2.66
Matthew Stafford,4924,QB,LA,8,3.37,0,309,26,68.3,227,249,10.3,2.68,3,19,7.2,56.2,140,106,9.7,278,90.0,15,96,,,64.7,90.7,84.2,65.8,81.8,90.6,,64.7,2,7,296,17.0,78.9,6.5,18,11,3,14,7,6,2.0,1932,7.8,69.4,216,230,8.5,2.47,1,10,4.1,59.1,136,88,9.3,257,83.2,14,79,,,,90.5,72.8,64.7,70.8,,,69.1,1,7,272,19.3,78.3,6.6,17,9,3,9,8,6,2.2,1548,6.7,81.6,38,48,11.3,3.02,3,9,17.3,62.5,30,20,3.2,52,16.8,1,22,,,64.7,81.2,96.3,78.5,95.1,90.6,,52.3,1,0,56,10.0,99.5,3.8,2,2,0,6,0,0,0.0,522,10.9,0,96.3,27,29,-3.1,1.55,1,0,0.0,89.7,26,2,0.0,31,10.0,0,5,,,,77.7,64.6,76.4,64.1,,,,0,0,32,50.0,98.0,3.2,1,0,0,1,1,0,0.0,138,4.8,4.15
Derek Carr,8671,QB,NO,8,-5.18,0,306,20,70.4,240,256,10.7,2.66,3,14,5.2,62.9,161,103,4.7,280,91.5,8,81,,,,53.7,66.4,63.9,65.5,,,61.8,4,4,293,18.4,86.8,6.8,19,5,0,9,7,9,3.1,1825,7.1,73.3,232,247,9.2,2.48,2,14,5.4,65.2,161,89,5.3,267,87.3,9,79,,,,51.8,69.5,63.2,68.5,,,61.2,4,4,278,20.2,89.8,6.7,18,2,0,9,8,9,3.2,1742,7.1,65.6,32,35,11.5,3.12,1,0,0.0,60.0,21,15,0.0,39,12.7,0,9,,,,79.2,50.6,77.5,50.3,,,61.3,0,0,41,6.7,72.1,2.6,1,3,0,2,0,0,0.0,168,4.8,0,91.7,24,26,-3.3,1.53,0,0,0.0,80.8,21,1,4.5,26,8.5,1,7,,,,76.6,65.3,75.9,64.7,,,,0,0,26,0.0,93.1,0.0,0,0,0,2,1,0,0.0,85,3.3,-2.25
Joshua Dobbs,11890,QB,ARZ,8,3.86,0,299,1,69.2,227,242,9.5,2.82,4,6,2.3,60.7,147,103,6.4,272,91.0,10,85,,,,58.0,61.6,65.4,55.0,,,82.5,4,5,295,16.5,80.7,6.3,17,12,0,7,8,13,4.4,1486,6.1,70.6,187,199,8.6,2.65,3,5,2.4,61.8,123,83,6.8,222,74.2,9,67,,,,50.9,64.6,62.6,57.9,,,81.8,3,4,236,15.7,79.5,5.9,13,8,0,6,7,11,4.7,1076,5.4,73.0,63,67,7.4,3.01,2,1,1.3,65.7,44,24,4.3,77,25.8,2,23,,,,84.0,54.8,80.1,51.4,,,73.8,1,1,89,16.7,86.2,5.2,4,5,0,1,1,2,2.2,493,7.4,0,91.3,23,24,-3.3,1.95,1,0,0.0,83.3,20,4,4.8,27,9.0,1,5,,,,77.4,64.9,76.1,60.7,,,65.9,0,0,30,0.0,81.1,0.0,0,1,0,0,0,0,0.0,83,3.5,1.95
