player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Stefon Diggs,9579,WR,BUF,8,88,0,4,0,-2.6,1,100.0,,0,0,0.0,0,2,0,91.4,64.5,0,16,0.0,0,22,8,95.5,21,80.2,8,9.1,0,26,47,5.9,3.3,1.24,8.5,2,70.4,100.0,2,2,0.0,0,8,0,90.9,81.6,1,17,0.0,0,122,19,93.4,114,73.7,27,30.7,1,104,53,2.8,5.5,0.91
Tyreek Hill,10799,WR,MIA,8,84,0,17,0,-3.0,0,92.9,,0,0,7.1,1,5,0,68.4,92.9,0,64,0.0,0,31,13,96.8,30,103.0,14,16.7,0,122,160,12.3,9.4,4.07,8.6,2,67.7,25.0,1,4,12.5,3,11,0,67.7,94.3,2,64,0.0,0,87,21,94.3,82,72.1,31,36.9,0,301,164,7.8,14.3,3.67
Puka Nacua,100632,WR,LA,8,84,0,26,0,-1.1,1,100.0,,0,0,0.0,0,2,1,91.8,47.6,0,13,3.3,1,30,10,93.3,28,84.2,10,11.9,0,42,53,5.3,4.2,1.5,8.8,0,61.1,25.0,1,4,15.4,2,7,1,69.8,83.4,0,32,0.0,0,114,11,90.4,103,75.7,18,21.4,0,98,36,3.3,8.9,0.95
Ja'Marr Chase,84270,WR,CIN,7,83,0,7,0,-2.1,8,100.0,,0,0,0.0,0,7,0,92.7,95.5,0,17,0.0,0,31,16,100.0,31,94.3,16,19.3,0,106,140,8.8,6.6,3.42,2.8,7,87.1,100.0,1,1,3.6,1,18,0,84.4,88.7,0,23,0.0,0,76,27,97.4,74,109.1,31,37.3,1,236,180,6.7,8.7,3.19
A.J. Brown,48327,WR,PHI,8,80,0,24,0,-1.0,0,100.0,,0,0,0.0,0,0,0,84.5,44.0,0,1,0.0,0,26,1,92.3,24,79.2,1,1.3,0,1,2,2.0,1.0,0.04,10.1,1,83.3,66.7,2,3,9.1,1,8,0,91.5,94.0,0,59,0.0,0,68,10,95.6,65,146.5,12,15.0,1,181,77,7.7,18.1,2.78
Davante Adams,8688,WR,LV,8,77,0,23,0,-0.5,2,100.0,,0,0,0.0,0,1,0,90.2,69.5,0,16,0.0,0,21,4,100.0,21,136.5,4,5.2,1,29,31,7.8,7.3,1.38,7.7,1,83.3,50.0,1,2,0.0,0,4,0,70.2,75.6,0,21,0.0,0,48,5,93.8,45,115.3,6,7.8,0,70,28,5.6,14.0,1.56
Chris Olave,84355,WR,NO,8,76,0,20,0,-2.8,0,80.0,0.0,0,1,0.0,0,0,0,90.2,58.1,0,9,0.0,0,23,4,100.0,23,84.2,5,6.6,0,21,32,8.0,5.3,0.91,14.8,0,57.6,20.0,1,5,0.0,0,10,0,86.7,75.9,1,24,0.0,0,129,19,93.8,121,71.5,33,43.4,1,190,94,4.9,10.0,1.57
Amon-Ra St. Brown,84470,WR,DET,7,74,0,11,0,-3.2,1,88.9,,0,0,11.1,1,3,0,45.7,72.6,0,12,0.0,0,33,8,93.9,31,89.8,9,12.2,0,50,76,9.5,6.3,1.61,6.3,4,78.9,80.0,4,5,3.2,1,18,0,77.7,87.6,0,27,0.7,1,142,30,97.2,138,111.4,38,51.4,1,328,144,4.8,10.9,2.38
Michael Pittman Jr.,29049,WR,IND,8,73,0,14,0,-1.4,0,92.3,0.0,0,1,0.0,0,2,0,92.1,76.1,0,39,0.0,0,41,12,97.6,40,122.1,13,17.8,1,93,110,9.2,7.8,2.33,5.9,0,69.2,50.0,1,2,10.0,1,3,1,90.6,65.7,1,12,1.1,1,92,9,91.3,84,44.1,13,17.8,0,51,34,3.8,5.7,0.61
Keenan Allen,7857,WR,LAC,7,71,0,27,0,-2.1,0,100.0,,0,0,0.0,0,0,0,91.4,63.5,0,9,0.0,0,35,8,100.0,35,85.4,8,11.3,0,36,53,6.6,4.5,1.03,8.5,3,75.7,0.0,0,3,3.4,1,17,1,91.0,87.9,1,36,1.0,2,192,28,91.7,176,106.9,37,52.1,2,311,123,4.4,11.1,1.77
Adam Thielen,8288,WR,CAR,7,70,0,5,0,-2.6,1,100.0,,0,0,0.0,0,1,0,91.4,68.8,0,10,3.4,1,29,8,93.1,27,89.1,8,11.4,0,43,64,8.0,5.4,1.59,7.4,2,81.6,33.3,1,3,0.0,0,25,0,91.6,89.0,0,30,0.0,0,223,40,92.8,207,126.4,49,70.0,4,383,145,3.6,9.6,1.85
Travis Kelce,7844,TE,KC,7,67,0,16,0,-1.8,1,100.0,,0,0,0.0,0,4,0,90.6,80.3,0,11,3.3,1,30,5,96.7,29,136.3,5,7.5,1,36,45,9.0,7.2,1.24,8.0,3,78.4,50.0,3,6,3.3,1,15,0,80.8,90.1,2,28,0.8,1,123,29,92.7,114,93.6,37,55.2,2,279,97,3.3,9.6,2.45
Marquise Brown,61568,WR,ARZ,8,67,0,1,0,-2.0,1,100.0,,0,0,0.0,0,0,0,88.7,56.9,0,7,0.0,0,27,2,88.9,24,83.3,2,3.0,0,8,12,6.0,4.0,0.33,12.2,0,58.8,25.0,1,4,0.0,0,6,0,78.8,75.9,0,41,0.0,0,58,10,94.8,55,121.2,17,25.4,2,126,35,3.5,12.6,2.29
T.J. Hockenson,40912,TE,MIN,8,66,0,18,0,-4.7,0,100.0,,0,0,0.0,0,2,0,90.2,80.5,0,16,18.8,6,32,3,75.0,24,98.6,3,4.5,0,23,37,12.3,7.7,0.96,8.9,3,68.4,0.0,0,4,13.3,2,9,1,57.9,71.4,1,24,1.9,2,108,13,90.7,98,104.1,19,28.8,2,145,60,4.6,11.2,1.48
Garrett Wilson,97405,WR,NYJ,7,65,0,22,0,-1.4,1,80.0,,0,0,20.0,1,0,0,28.1,59.3,0,9,0.0,0,25,4,92.0,23,81.7,5,7.7,0,18,25,6.3,4.5,0.78,6.4,2,70.8,50.0,1,2,5.6,1,5,0,61.6,71.5,1,14,0.0,0,74,17,91.9,68,63.2,24,36.9,0,112,38,2.2,6.6,1.65
Terry McLaurin,48229,WR,WAS,8,63,0,32,0,-3.7,0,100.0,,0,0,0.0,0,0,0,88.7,46.2,0,5,0.0,0,30,3,93.3,28,87.5,3,4.8,0,15,26,8.7,5.0,0.54,13.1,0,44.4,50.0,1,2,20.0,1,2,0,80.5,70.0,0,18,0.0,0,60,4,96.7,58,53.9,9,14.3,0,32,10,2.5,8.0,0.55
Michael Thomas,10681,WR,NO,8,60,0,20,0,,0,,,0,0,,0,0,0,,40.9,0,0,0.0,0,21,0,100.0,21,0.0,0,0.0,0,0,0,,,0.0,10.4,1,70.6,0.0,0,2,0.0,0,5,0,86.4,71.3,0,31,0.0,0,88,12,98.9,87,94.7,17,28.3,0,138,38,3.2,11.5,1.59
Evan Engram,11778,TE,JAX,8,59,0,15,0,-2.8,3,100.0,,0,0,0.0,0,2,1,92.3,60.6,0,17,4.8,2,42,13,95.2,40,82.1,13,22.0,0,48,85,6.5,3.7,1.2,3.0,5,93.9,100.0,1,1,3.1,1,13,2,90.3,73.3,0,34,0.6,1,155,31,94.8,147,101.1,33,55.9,0,273,199,6.4,8.8,1.86
Zay Flowers,97268,WR,BLT,8,59,0,3,0,-2.7,4,94.4,,0,0,5.6,1,5,0,81.2,84.3,0,17,0.0,0,41,17,92.7,38,81.3,18,30.5,0,63,111,6.5,3.7,1.66,7.2,1,78.9,,0,0,0.0,0,5,0,68.8,68.5,0,29,0.0,0,86,15,90.7,78,89.7,19,32.2,0,105,70,4.7,7.0,1.35
Sam LaPorta,101690,TE,DET,8,59,0,11,0,-4.0,0,100.0,,0,0,0.0,0,0,0,84.5,40.5,0,5,18.2,6,33,2,81.8,27,79.2,2,3.4,0,2,10,5.0,1.0,0.07,7.8,4,72.2,80.0,4,5,0.0,0,10,0,67.5,77.0,0,35,2.6,2,76,13,92.1,70,96.1,18,30.5,0,146,61,4.7,11.2,2.09
Christian Kirk,47546,WR,JAX,8,57,0,15,0,-2.3,0,87.5,,0,0,12.5,1,2,0,39.4,48.7,0,7,0.0,0,36,7,97.2,35,84.4,8,14.0,0,34,50,7.1,4.9,0.97,8.1,3,78.6,33.3,1,3,8.3,3,20,0,77.9,76.0,1,45,0.0,0,213,33,94.4,201,119.5,42,73.7,3,393,140,4.2,11.9,1.96
Jakobi Meyers,47468,WR,LV,7,57,0,23,0,-1.0,1,100.0,,0,0,0.0,0,1,0,88.7,74.0,0,8,0.0,0,18,3,100.0,18,94.4,3,5.3,0,20,23,7.7,6.7,1.11,12.1,0,44.4,,0,0,0.0,0,3,0,79.1,72.6,2,12,1.6,1,62,4,95.2,59,54.4,9,15.8,2,33,4,1.0,8.3,0.56
Calvin Ridley,48262,WR,JAX,8,57,0,15,0,-2.3,1,100.0,,0,0,0.0,0,0,0,88.7,42.3,0,5,0.0,0,40,3,100.0,40,84.7,3,5.3,0,13,20,6.7,4.3,0.33,17.1,0,62.5,,0,0,28.6,2,3,0,65.0,66.7,0,32,0.0,0,47,5,97.9,46,133.9,8,14.0,1,77,12,2.4,15.4,1.67
CeeDee Lamb,61570,WR,DAL,7,56,0,9,0,-2.8,1,100.0,,0,0,0.0,0,1,0,90.6,71.8,0,6,0.0,0,22,5,100.0,22,79.2,5,8.9,0,12,26,5.2,2.4,0.55,7.7,3,75.9,33.3,1,3,4.3,1,12,0,86.7,88.6,0,49,0.0,0,166,22,93.4,155,115.7,29,51.8,1,271,124,5.6,12.3,1.75
DJ Moore,48267,WR,CHI,8,56,0,6,0,-2.3,0,100.0,,0,0,0.0,0,1,0,91.4,63.4,0,9,0.0,0,38,8,94.7,36,79.7,8,14.3,0,25,43,5.4,3.1,0.69,9.3,2,92.3,50.0,1,2,0.0,0,10,0,85.0,89.7,0,31,0.0,0,45,12,100.0,45,158.3,13,23.2,2,174,65,5.4,14.5,3.87
