player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,8,0,0,2,66.9,6,9,172,96.9,11.0,19,0,5.5,2,192,186,17,0,66.3,3,7,85,95.8,12.9,11,8.2,2,96,92,12
Matthew Slater,4467,WR,NE,2,0,0,19,60.0,0,0,0,50.0,,0,0,,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Graham,5538,ED,PHI,8,0,0,24,71.3,2,7,80,89.1,15.0,12,1,6.9,1,101,90,10,0,81.9,2,6,36,95.5,27.8,10,13.9,1,44,42,9
Kareem Jackson,5545,S,DEN,7,0,0,10,62.8,0,0,1,0.4,100.0,1,4,0.0,0,233,1,0,0,,0,0,0,0.0,,0,,0,106,0,0
Jerry Hughes,5556,ED,HST,7,0,0,13,58.2,0,13,112,95.9,8.0,9,1,6.7,1,123,118,14,0,52.5,0,5,51,98.2,7.8,4,4.9,0,55,54,5
Al Woods,5646,DI,NYJ,6,0,0,22,53.0,1,0,63,100.0,1.6,1,0,2.4,1,66,66,2,0,53.2,1,0,29,100.0,3.4,1,1.7,0,30,30,1
Von Miller,6154,ED,BUF,4,0,0,4,53.0,1,2,54,93.8,9.3,5,1,2.8,0,65,61,3,0,56.0,1,2,32,94.9,12.5,4,4.7,0,39,37,3
Patrick Peterson,6157,CB,PIT,7,0,1,25,66.6,0,1,4,1.4,25.0,1,2,12.5,0,296,4,1,0,68.8,0,0,3,1.8,33.3,1,0.0,0,165,3,0
Cameron Jordan,6176,ED,NO,8,3,0,20,73.4,2,29,258,97.9,15.1,39,0,6.8,2,282,276,33,0,85.7,1,15,118,99.2,25.4,30,8.5,2,129,128,18
Cameron Heyward,6183,DI,PIT,1,0,0,25,62.2,1,0,9,100.0,11.1,1,0,5.6,0,9,9,1,0,55.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Houston,6222,ED,CAR,7,1,0,5,61.8,2,7,95,83.9,9.5,9,1,5.8,1,118,99,10,0,70.6,1,6,35,81.4,22.9,8,12.9,1,43,35,8
Lawrence Guy Sr.,6385,DI,NE,8,0,0,19,45.6,0,3,126,100.0,1.6,2,0,1.2,0,132,132,3,0,48.3,0,2,27,100.0,3.7,1,3.7,0,30,30,2
Nick Bellore,6515,FB,SEA,2,0,0,29,58.3,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Fletcher Cox,7018,DI,PHI,7,1,0,24,66.4,7,6,231,100.0,9.1,21,1,3.7,2,244,244,15,1,66.3,6,2,112,100.0,9.8,11,5.4,2,119,119,10
Bobby Wagner,7050,LB,SEA,7,0,0,29,71.8,0,4,37,13.0,18.9,7,0,10.8,2,316,41,6,0,75.5,0,2,23,15.8,21.7,5,13.0,2,152,24,4
Lavonte David,7060,LB,TB,7,0,0,30,60.7,0,3,31,10.5,9.7,3,0,11.3,2,296,31,5,0,63.9,0,2,12,9.3,25.0,3,16.7,1,129,12,3
Demario Davis,7079,LB,NO,8,0,1,20,71.3,3,8,37,12.5,13.5,5,1,20.3,2,313,39,13,0,67.7,1,6,24,18.8,12.5,3,18.8,1,133,25,8
Rodney McLeod,7271,S,CLV,7,0,0,8,53.5,0,0,4,3.6,0.0,0,0,0.0,0,112,4,0,0,59.1,0,0,1,2.0,0.0,0,0.0,0,51,1,0
Tashaun Gipson Sr.,7288,S,SF,8,0,0,28,52.9,0,2,5,1.5,0.0,0,1,20.0,0,343,5,2,0,54.5,0,2,3,1.8,0.0,0,33.3,0,170,3,2
Harrison Smith,7641,S,MIN,8,0,0,18,59.9,1,1,45,13.8,2.2,1,1,8.9,3,325,45,5,0,74.5,1,1,15,12.8,6.7,1,26.7,3,117,15,5
Justin Bethel,7654,CB,MIA,7,0,0,17,90.9,0,1,4,5.6,0.0,0,0,37.5,1,89,5,2,0,91.8,0,1,2,5.6,0.0,0,75.0,1,54,3,2
Johnathan Hankins,7830,DI,DAL,7,2,0,9,64.6,0,1,80,100.0,5.0,4,1,0.6,0,89,89,1,1,66.6,0,0,23,100.0,4.3,1,0.0,0,27,27,0
Tyrann Mathieu,7850,S,NO,8,0,1,20,53.9,0,1,3,1.2,0.0,0,2,16.7,0,326,4,1,0,55.8,0,1,2,1.4,0.0,0,25.0,0,142,2,1
John Jenkins,7863,DI,LV,8,1,0,23,75.0,1,8,120,100.0,10.8,13,0,4.6,1,125,125,10,0,82.5,0,6,27,100.0,25.9,7,11.1,0,28,28,6
Duron Harmon,7872,S,CHI,1,0,0,6,59.0,0,0,1,2.2,0.0,0,0,0.0,0,45,1,0,0,,0,0,0,0.0,,0,,0,18,0,0
William Gholston,7908,DI,TB,7,0,0,30,61.2,0,2,53,100.0,7.5,4,0,1.9,0,54,54,2,0,62.7,0,1,15,100.0,13.3,2,3.3,0,15,15,1
Micah Hyde,7941,S,BUF,8,0,0,4,60.8,1,1,9,3.1,0.0,0,0,11.1,0,319,10,2,0,56.2,0,0,1,1.3,0.0,0,0.0,0,151,2,0
Jordan Poyer,8000,S,BUF,7,0,0,4,65.9,1,2,18,7.6,11.1,2,1,13.9,1,275,21,4,0,76.9,1,0,7,7.5,28.6,2,21.4,1,134,10,2
Nick Williams,8006,DI,LAC,7,0,0,27,62.1,0,3,111,100.0,5.4,6,0,2.3,1,117,117,4,0,62.9,0,1,45,100.0,11.1,5,1.1,0,47,47,1
Mike Purcell,8530,DI,DEN,7,2,1,10,60.3,3,1,76,98.8,3.9,3,1,2.6,0,82,81,4,1,59.6,1,0,26,96.4,3.8,1,1.9,0,28,27,1
Jadeveon Clowney,8636,ED,BLT,8,0,0,3,72.2,8,22,223,96.0,17.9,40,1,8.5,4,251,241,34,0,73.0,5,17,123,96.5,22.8,28,11.4,3,141,136,25
