player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Thomas Morstead,5088,P,NYJ,7,40,40,4.4,43.93,47.88,7.4,0,0,4,14,22,73.6,18,58,4,0,40.0,118,16,40,175.8,1757,2,1915
Bryan Anger,7072,P,DAL,7,21,21,4.49,45.14,51.0,8.6,0,0,2,6,9,76.4,7,57,0,0,57.1,103,12,21,94.27,948,1,1071
Johnny Hekker,7252,P,CAR,7,31,31,4.33,44.23,47.94,7.3,0,1,5,11,5,53.2,11,69,1,1,41.9,95,13,31,134.11,1371,1,1486
Sam Martin,7947,P,BUF,8,21,21,4.34,39.62,46.29,11.1,0,0,2,5,4,82.1,9,64,3,0,42.9,100,9,21,91.11,832,2,972
Brad Wing,8256,P,PIT,2,11,11,4.48,38.91,45.0,6.8,0,0,0,4,25,58.9,3,52,1,0,36.4,27,4,11,49.3,428,2,495
Tress Way,8358,P,WAS,8,37,37,4.39,41.92,47.78,9.9,0,0,5,11,32,57.1,13,66,0,0,54.1,197,20,37,162.52,1551,1,1768
Bradley Pinion,9598,P,ATL,8,36,36,4.53,42.75,47.97,10.5,0,0,2,11,2,89.3,13,62,6,0,44.4,168,16,36,163.13,1539,1,1727
Riley Dixon,10862,P,DEN,8,30,30,4.25,40.97,43.8,5.3,0,0,3,8,10,63.6,9,61,3,0,53.3,85,16,30,127.57,1229,0,1314
Rigoberto Sanchez,12130,P,IND,8,35,35,4.23,40.94,47.34,10.7,0,0,6,5,14,60.5,12,57,3,0,60.0,224,21,35,148.09,1433,0,1657
Cameron Johnston,12255,P,HST,3,17,17,4.27,42.12,44.0,3.0,0,0,3,8,13,63.5,9,64,1,0,23.5,12,4,17,72.54,716,1,748
Corey Bojorquez,27626,P,CLV,7,35,35,4.2,43.06,48.94,10.4,0,0,2,8,8,72.1,14,69,7,0,45.7,166,16,35,146.99,1507,2,1713
