"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","127","27","0.45","74","2.09","72.1","-3","Grant Delpit","210","8","0.08","75","0.18","74.4"
"Kyle Pitts","233","19","0.29","62","1.43","68","-6","Ivan Pace Jr.","85","12","0.15","80","0.58","77.4"
"Mark Andrews","222","20","0.49","71","1.79","75.6","6","Jordyn Brooks","195","15","0.22","83","0.97","71.2"
"Dalton Kincaid","201","16","0.31","91","1.28","65.4","32","Germaine Pratt","209","13","0.22","79","1.13","55.7"
"Hayden Hurst","179","13","0.18","61","0.65","44.5","-20","Zaire Franklin","278","15","0.28","86","1.28","59.7"
"Cole Kmet","214","20","0.4","83","1.49","68.8","-41","Demario Davis","254","9","0.11","64","0.26","89.5"
"Irv Smith Jr.","141","11","0.11","67","0.4","38.1","-25","Tyrel Dodson","73","8","0.14","83","0.75","82.8"
"David Njoku","220","17","0.29","76","1.33","71.3","18","Josh Woods","112","10","0.18","64","0.67","44"
"Jake Ferguson","177","18","0.34","78","1.34","70.6","24","Nakobe Dean","112","12","0.22","100","1.07","59.7"
"Luke Musgrave","181","17","0.24","77","1.09","58.4","-2","Ernest Jones","213","11","0.16","75","0.78","71.4"
"Dalton Schultz","190","19","0.33","64","1.16","62.5","-4","Lavonte David","256","15","0.2","79","0.79","71.4"
"Kylen Granson","154","16","0.25","64","1.1","56.6","-23","Deion Jones","45","9","0.15","75","0.82","57.3"
"Travis Kelce","218","31","0.63","81","2.67","88.7","53","David Long Jr.","173","11","0.28","89","1.47","77"
"Tyler Higbee","273","14","0.2","67","1.05","60.2","-3","Quay Walker","183","15","0.25","89","1.15","66.8"
"Donald Parham Jr.","107","18","0.44","68","0.97","59","-27","C.J. Mosley","253","11","0.17","79","0.83","86.2"
"Michael Mayer","135","13","0.19","65","1.1","63.6","20","Xavier McKinney","267","7","0.08","56","0.38","67"
"Durham Smythe","210","8","0.14","82","0.72","50.9","-18","Drue Tranquill","170","15","0.22","77","1.04","62.6"
"T.J. Hockenson","276","24","0.43","80","1.73","71.4","25","Nate Landman","145","14","0.29","81","0.92","74.8"
"Hunter Henry","208","16","0.28","68","1.14","66.3","13","Jamin Davis","209","13","0.27","74","1.2","67.9"
"Juwan Johnson","103","14","0.14","57","0.64","51.5","17","Tremaine Edmunds","277","12","0.22","84","0.81","53.1"
"Darren Waller","250","20","0.32","72","1.53","68.9","6","Robert Spillane","242","11","0.18","81","0.86","73"
"C.J. Uzomah","75","9","0.2","71","0.55","73.5","-15","Eric Kendricks","156","13","0.23","85","1.22","71.8"
"Dallas Goedert","282","17","0.29","73","1.28","69.6","-10","Markquese Bell","106","17","0.22","78","0.92","88.9"
"Connor Heyward","110","16","0.19","67","0.81","61.6","3","Jack Gibbens","155","7","0.13","82","0.7","69.6"
"Noah Fant","116","14","0.32","88","1.95","75.2","5","Patrick Queen","294","12","0.19","74","0.8","72.3"
"Cade Otton","236","12","0.19","76","0.74","51.4","-8","Denzel Perryman","79","13","0.21","80","1.06","67.6"
"Chigoziem Okonkwo","162","19","0.22","68","0.9","55.2","-6","Cole Holcomb","205","11","0.17","73","0.94","64"
"Logan Thomas","234","17","0.32","74","1.2","66.1","-11","Ja'Whaun Bentley","205","12","0.21","76","0.91","66.3"
