player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
CJ Henderson,55593,CB,CAR,7,0,5,0,2,0,0,1,0,66.7,2,2,75.0,1,1,0,0,1.8,3,168,3,66.7,0,0,1,0,33.3,1,1,50.0,0,0,0,1,1,0
Kevin Byard,10698,S,PHI,7,0,24,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,274,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Christian Gonzalez,131679,CB,NE,4,0,19,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.7,2,121,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jack Jones,29050,CB,NE,2,0,19,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.8,1,57,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Charvarius Ward,43034,CB,SF,8,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.3,1,314,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
DeMarcco Hellams,98863,S,ATL,4,0,2,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.4,2,45,2,50.0,0,1,1,0,100.0,2,2,50.0,0,0,0,0,0,0
Tre'Davious White,11782,CB,BUF,4,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,113,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Marlon Humphrey,11771,CB,BLT,4,0,3,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.4,2,140,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tre Brown,55677,CB,SEA,6,0,29,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1.4,2,139,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Donte Jackson,49377,CB,CAR,6,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,160,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jaylon Jones,49374,CB,CHI,6,0,6,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,3.4,2,58,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Elijah Riley,44440,S,PIT,1,0,25,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,16.7,1,6,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Benton Whitley,54444,ED,MIN,1,0,18,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,100.0,1,1,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Jaire Alexander,49350,CB,GB,4,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.7,1,147,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tracy Walker III,51266,S,DET,7,0,11,1,2,0,1,1,0,80.0,4,3,50.0,1,1,0,0,2.1,5,234,4,50.0,0,0,1,0,20.0,1,1,50.0,0,0,0,1,1,0
Marco Wilson,55592,CB,ARZ,8,0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,286,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Justin Bethel,7654,CB,MIA,7,0,17,0,1,0,0,0,0,25.0,1,0,0.0,0,0,0,0,4.8,4,84,2,37.5,0,0,1,0,75.0,3,2,50.0,1,0,0,1,0,0
