player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,ED,ATL,8,0,,,3.1,,,0,0,0,,2,58.7,74.9,87.2,66.9,72.9,28.9,0,,66.7,2,0,0,0.0,0,6,192,3,1,0,0,0,0,0.0,
Matthew Slater,4467,WR,NE,2,0,,,50.0,,,0,0,0,,19,60.0,60.0,99.9,60.0,,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,8,0,,,10.9,,,0,0,0,,24,65.6,70.7,46.4,71.3,63.0,59.1,0,,50.0,1,0,1,0.0,0,11,101,1,1,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,7,1,8.0,75.0,99.6,24.6,18.4,0,0,2,16.7,10,81.4,72.2,0.0,62.8,49.9,68.6,2,18,0.0,0,2,4,79.5,9,232,233,5,24,12,1,77,19,0.3,8.6
Jerry Hughes,5556,ED,HST,7,0,,,4.1,,,0,0,0,,13,64.0,65.6,60.1,58.2,68.1,49.2,0,,50.0,1,0,1,0.0,0,5,123,2,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,4,0,,,6.2,,,0,0,0,,4,62.6,52.4,20.9,53.0,66.2,69.9,0,,,0,0,1,0.0,0,4,65,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,7,1,10.5,58.8,98.6,13.6,8.0,1,0,3,8.8,25,55.1,54.3,84.6,66.6,47.4,28.5,1,52,26.7,4,2,2,115.6,20,292,296,2,10,34,4,306,147,1.1,15.3
Cameron Jordan,6176,ED,NO,8,0,,,2.1,,,0,0,0,,20,79.5,81.9,87.8,73.4,73.7,74.1,0,,33.3,1,0,0,0.0,0,6,282,1,2,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,7,1,-7.0,100.0,16.1,18.0,18.0,0,0,0,0.0,5,82.9,61.2,48.1,61.8,49.0,44.8,0,0,0.0,0,0,1,79.2,1,19,118,4,3,1,0,0,7,0.0,0.0
Nick Bellore,6515,FB,SEA,2,0,4.0,0.0,50.0,,1.0,0,0,0,0.0,29,60.0,60.2,64.4,58.3,60.0,,0,,,0,0,0,39.6,0,1,2,0,0,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,7,2,11.0,50.0,100.0,12.8,6.4,1,0,6,16.7,9,62.0,64.4,83.8,,71.0,63.7,2,68,8.3,2,4,3,74.3,18,257,257,4,20,36,2,304,117,1.3,16.9
Bobby Wagner,7050,LB,SEA,7,5,4.2,78.1,87.0,10.5,8.2,0,0,1,3.1,29,67.7,89.9,82.5,71.8,93.2,90.4,0,23,0.0,0,1,0,110.9,25,275,316,11,28,32,1,260,168,1.0,10.4
