playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8477500,2021,Bo Horvat,VAN,C,other,7,623.0,9.0,5.67,0.61,0.85,0.71,0.59,0.69,0.64,9.0,3.31,1.3,0.31,0.61,0.13,1.04,0.61,1.18,1.3,1.18,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.38,0.92,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.1,0.12,0.18,1.22,1.22,1.13,9.0,3.0,2.0,0.0,4.0,2.0,1.0,3.0,3.0,7.0,8.0,292.0,0.0,0.0,0.0,0.0,15.1,3.75,3.5,3.75,3.5,16.0,4.0,5.0,25.0,2.0,4.0,1.0,9.0,6.0,5.0,0.32,0.84,2.59,0.0,0.0,2.0,25.0,20.0,20.0,0.41,1.17,1.17,3.0,3.0,2.82,6.32,2.37,1.64,2.37,1.64,5.0,4.0,1.0,10.0,3.0,0.0,0.0,5.0,1.0,3.0,0.16,0.11,2.1,1.0,0.0,2.0,10.0,9.0,9.0,0.09,0.0,0.0,2.46,2.46,1.72,3.02,0.55,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8477500,2021,Bo Horvat,VAN,C,all,7,8864.0,191.0,5.64,0.57,0.44,0.6,0.47,0.6,0.45,16.0,17.35,3.51,1.46,3.39,0.58,8.82,5.24,3.3,3.53,3.31,1.0,0.0,15.0,8.0,5.0,28.0,5.0,4.0,2.0,0.0,4.0,1.0,8.0,4.0,11.0,19.0,2.0,4.0,90.0,4.0,5.0,1.0,11.0,8.0,4.0,0.39,1.1,2.02,1.0,2.0,1.0,28.03,23.0,22.73,0.0,0.38,0.45,0.51,3.39,3.4,3.25,191.0,40.0,26.0,39.0,86.0,22.0,16.0,38.0,115.0,90.0,73.0,16936.0,4.0,2.0,1.0,3.0,95.71,9.81,9.42,9.89,9.51,99.0,33.0,27.0,159.0,11.0,7.0,1.0,103.0,19.0,10.0,2.43,2.46,4.92,3.0,3.0,5.0,160.28,132.0,132.83,1.82,1.72,1.72,9.91,10.01,9.72,64.94,7.5,6.38,7.45,6.33,64.0,25.0,19.0,108.0,6.0,5.0,0.0,60.0,20.0,9.0,1.49,2.36,3.65,3.0,1.0,2.0,107.62,89.0,89.31,0.99,1.27,1.27,7.22,7.16,6.19,11.07,14.1,245.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0
8477500,2021,Bo Horvat,VAN,C,5on5,7,6378.0,160.0,5.64,0.42,0.4,0.51,0.48,0.51,0.46,23.0,8.45,0.9,0.55,1.82,0.24,4.31,3.17,0.9,0.92,0.91,1.0,0.0,8.0,3.0,5.0,16.0,4.0,3.0,0.0,0.0,2.0,0.0,4.0,2.0,5.0,8.0,1.0,2.0,60.0,4.0,5.0,0.0,6.0,5.0,0.0,0.29,0.61,0.0,1.0,2.0,0.0,16.03,11.0,10.73,0.0,0.12,0.0,0.0,1.02,1.03,1.03,160.0,26.0,21.0,36.0,77.0,18.0,14.0,30.0,98.0,60.0,51.0,14068.0,2.0,2.0,1.0,3.0,50.73,2.91,2.88,2.99,2.96,56.0,14.0,17.0,87.0,6.0,1.0,0.0,59.0,11.0,0.0,1.54,1.37,0.0,3.0,3.0,0.0,88.28,70.0,70.83,0.61,0.2,0.2,3.32,3.42,3.39,48.63,4.08,3.77,4.03,3.73,51.0,15.0,17.0,83.0,3.0,5.0,0.0,47.0,14.0,5.0,1.14,1.6,1.33,2.0,1.0,0.0,82.62,66.0,66.31,0.7,1.27,1.27,3.51,3.46,3.33,6.79,10.15,196.0,211.0,0.01,0.03,1.0,1.0,1.0,1.0
8477500,2021,Bo Horvat,VAN,C,4on5,7,154.0,6.0,5.67,0.0,0.14,0.0,0.08,0.0,0.1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,7.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.53,0.45,0.53,0.45,3.0,3.0,1.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,0.1,0.43,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.11,0.0,0.0,0.64,0.64,0.55,0.4,2.37,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
8477500,2021,Bo Horvat,VAN,C,5on4,7,1709.0,16.0,5.64,0.92,0.67,0.9,0.86,0.89,0.8,15.0,5.6,1.31,0.59,0.95,0.21,3.46,1.47,1.23,1.31,1.23,0.0,0.0,4.0,4.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,1.0,2.0,0.1,0.11,1.1,0.0,0.0,1.0,8.0,8.0,8.0,0.0,0.16,0.33,0.33,1.15,1.15,1.09,16.0,11.0,0.0,3.0,2.0,2.0,0.0,3.0,11.0,23.0,4.0,968.0,0.0,0.0,0.0,0.0,28.25,2.95,2.86,2.95,2.86,25.0,15.0,5.0,45.0,3.0,2.0,0.0,34.0,1.0,5.0,0.52,0.11,2.33,0.0,0.0,3.0,45.0,40.0,40.0,0.76,0.36,0.36,3.36,3.36,3.29,3.45,0.26,0.26,0.26,0.26,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.05,0.0,0.21,0.0,0.0,0.0,5.0,5.0,5.0,0.05,0.0,0.0,0.31,0.31,0.29,0.67,0.33,30.0,5.0,0.01,0.0,1.0,0.0,1.0,0.0
8469455,2021,Jason Spezza,TOR,C,other,8,153.0,3.0,2.32,0.14,0.24,0.75,0.5,0.67,0.67,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,265.0,0.0,0.0,0.0,0.0,1.36,0.14,0.14,0.14,0.14,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.02,0.0,0.0,0.16,0.16,0.16,0.72,0.81,0.81,0.81,0.81,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.82,0.82,0.82,0.26,0.82,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8469455,2021,Jason Spezza,TOR,C,all,8,5909.0,149.0,4.5,0.59,0.49,0.65,0.54,0.65,0.52,74.0,16.07,1.87,1.24,3.22,0.5,9.48,5.7,1.65,1.88,1.66,1.0,0.0,14.0,8.0,9.0,31.0,4.0,3.0,1.0,1.0,4.0,0.0,9.0,5.0,11.0,19.0,3.0,6.0,47.0,7.0,4.0,5.0,16.0,2.0,4.0,0.51,0.17,1.2,0.0,0.0,3.0,30.9,22.0,22.05,2.0,0.29,0.12,0.31,1.86,1.88,1.66,149.0,28.0,15.0,17.0,89.0,23.0,19.0,26.0,81.0,47.0,37.0,23237.0,6.0,0.0,0.0,4.0,71.01,6.91,6.56,6.86,6.5,72.0,27.0,31.0,130.0,5.0,6.0,1.0,71.0,20.0,8.0,2.03,2.48,2.4,0.0,0.0,5.0,127.99,99.0,97.95,1.36,0.96,1.1,7.18,7.14,6.77,39.96,4.89,4.68,4.94,4.72,42.0,12.0,17.0,71.0,4.0,6.0,1.0,32.0,17.0,5.0,0.83,2.26,1.81,0.0,2.0,2.0,71.67,54.0,54.43,0.59,1.22,1.22,4.25,4.27,4.2,19.63,20.15,412.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0
8469455,2021,Jason Spezza,TOR,C,5on5,8,4476.0,114.0,4.5,0.54,0.52,0.55,0.56,0.54,0.54,82.0,8.75,0.95,0.66,1.73,0.26,4.85,3.56,0.89,0.96,0.89,0.0,0.0,7.0,5.0,6.0,18.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,5.0,10.0,3.0,6.0,31.0,7.0,4.0,3.0,9.0,1.0,2.0,0.33,0.08,0.54,0.0,0.0,2.0,17.9,12.0,12.05,2.0,0.14,0.12,0.31,0.78,0.81,0.76,114.0,17.0,6.0,15.0,76.0,20.0,18.0,18.0,58.0,31.0,27.0,18794.0,6.0,0.0,0.0,4.0,39.73,4.28,4.16,4.22,4.1,43.0,13.0,20.0,76.0,3.0,6.0,1.0,37.0,14.0,5.0,1.26,1.73,1.29,0.0,0.0,3.0,73.99,56.0,54.95,0.61,0.96,1.1,3.8,3.76,3.68,35.12,3.69,3.48,3.73,3.52,39.0,8.0,16.0,63.0,3.0,6.0,1.0,28.0,15.0,4.0,0.75,1.95,0.99,0.0,2.0,1.0,63.67,47.0,47.43,0.51,1.22,1.22,2.98,2.99,2.92,15.79,14.41,340.0,271.0,0.14,0.17,3.0,2.0,2.0,2.0
8469455,2021,Jason Spezza,TOR,C,4on5,8,181.0,11.0,4.5,0.5,0.12,0.29,0.12,0.2,0.11,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,1.0,1.0,1.0,0.0,2.0,8.0,5.0,3.0,2320.0,0.0,0.0,0.0,0.0,0.77,0.15,0.15,0.15,0.15,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.01,0.0,0.0,0.16,0.16,0.16,2.61,0.15,0.15,0.15,0.15,1.0,3.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.01,0.14,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.05,0.0,0.0,0.21,0.21,0.21,0.49,3.7,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
8469455,2021,Jason Spezza,TOR,C,5on4,8,1099.0,21.0,4.5,0.91,0.83,0.96,0.94,0.95,0.92,41.0,7.32,0.92,0.58,1.5,0.24,4.63,2.14,0.77,0.92,0.77,1.0,0.0,7.0,3.0,1.0,11.0,2.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,6.0,9.0,0.0,0.0,11.0,0.0,0.0,2.0,7.0,1.0,2.0,0.17,0.09,0.66,0.0,0.0,1.0,11.0,10.0,10.0,0.0,0.15,0.0,0.0,1.07,1.07,0.9,21.0,10.0,0.0,1.0,10.0,2.0,1.0,4.0,14.0,11.0,6.0,1338.0,0.0,0.0,0.0,0.0,29.16,2.35,2.11,2.35,2.11,27.0,13.0,9.0,49.0,2.0,0.0,0.0,32.0,5.0,3.0,0.63,0.6,1.12,0.0,0.0,2.0,49.0,40.0,40.0,0.72,0.0,0.0,3.06,3.06,2.77,1.51,0.24,0.24,0.24,0.24,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07,0.17,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.02,0.0,0.0,0.26,0.26,0.26,1.46,0.3,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
