player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Austin Johnson,10677,DI,BUF,14,11,0,,0,0,4,0,0,67.2,56.3,84.5,61.0,47.0,36.6,1,4,0,2,,13.6,3,0,0,0.0,0,1,0,0,0,0,264,264,15,232,0,17,0,0,144,120,0,8,8,0,0,6,0,0,0,
Jihad Ward,10678,DI,MIN,16,2,1,66.7,0,0,18,1,0,60.9,49.3,36.7,58.4,35.6,43.9,14,16,0,0,18,18.2,2,0,3,95.1,2,1,0,12,0,7,439,426,50,202,43,131,0,13,381,51,0,7,7,0,3,31,0,27,21,13.5
A'Shawn Robinson,10680,DI,CAR,15,19,1,,0,1,5,0,0,67.2,54.1,55.9,57.1,53.4,58.3,2,17,0,0,,8.3,6,0,3,0.0,0,5,0,1,0,1,740,738,1,463,45,229,0,2,357,382,0,28,47,3,0,24,0,0,0,
Jarran Reed,10683,DI,SEA,16,13,2,,0,1,29,0,0,61.3,70.8,87.6,73.5,59.0,72.8,9,31,0,0,,4.8,2,0,0,0.0,0,4,0,1,0,21,639,638,16,451,25,146,0,1,370,248,0,23,27,1,0,44,0,0,0,
Vonn Bell,10695,S,CIN,16,18,0,76.0,0,1,7,1,0,61.6,61.6,84.4,59.2,59.0,56.9,1,1,0,1,55,12.7,7,2,0,113.8,19,0,0,328,19,397,687,42,0,0,42,0,211,645,20,270,87,10,30,1,25,2,2,230,89,12.1
Adam Gotsis,10697,ED,IND,5,4,0,,0,0,14,0,0,63.4,64.4,20.7,52.9,70.5,46.9,2,1,0,0,,11.1,1,0,1,0.0,0,0,0,0,0,0,71,71,0,1,66,4,0,0,37,34,0,4,4,0,0,3,0,0,0,
Kevin Byard,10698,S,CHI,16,27,0,72.1,1,0,6,2,0,61.2,70.6,83.1,79.7,82.0,86.2,0,2,0,1,28,7.8,10,5,2,90.5,31,1,0,333,4,549,990,18,0,0,18,0,539,972,7,434,96,23,92,3,43,3,1,312,187,10.1
Maliek Collins,10701,DI,SF,16,3,0,,0,0,28,2,0,66.7,59.5,66.1,69.8,44.5,28.6,5,33,0,0,,23.3,7,0,3,0.0,0,6,0,0,0,1,680,680,1,388,5,286,0,0,411,268,0,16,20,1,0,44,0,0,0,
Yannick Ngakoue,10703,ED,NE,11,5,0,,0,0,19,0,0,61.8,52.1,64.1,46.7,70.2,57.8,2,6,0,0,,7.7,1,0,1,0.0,0,2,0,1,0,6,239,238,0,0,238,0,0,1,183,50,0,6,7,0,0,10,0,0,0,
Jonathan Bullard,10706,DI,MIN,16,12,3,,0,0,18,0,0,62.6,56.4,60.9,46.1,65.2,72.9,1,4,0,0,,5.0,2,0,2,0.0,0,0,0,0,0,1,524,524,5,201,97,221,0,0,257,266,0,21,26,4,0,5,0,0,0,
Daryl Worley,10711,S,TEN,7,8,0,86.7,0,0,31,0,0,63.9,61.2,87.7,54.9,53.3,48.8,0,2,0,1,25,19.6,10,1,0,100.0,13,0,0,99,0,203,400,21,0,0,21,0,243,379,4,193,37,10,33,0,15,2,1,140,67,10.8
Kendall Fuller,10718,CB,MIA,11,8,0,62.8,1,0,17,1,0,62.4,66.2,85.6,72.1,75.1,73.2,0,0,0,0,22,7.5,4,5,1,92.8,27,0,0,49,496,342,556,5,0,0,5,0,0,551,3,211,6,12,41,2,43,0,1,316,63,11.7
Nick Vigil,10721,LB,DAL,7,4,0,66.7,0,0,9,0,0,68.7,47.7,82.4,43.6,30.1,45.2,0,1,0,0,4,12.5,2,0,0,70.1,2,0,0,117,0,63,124,2,0,0,2,0,2,122,12,49,2,5,10,0,3,1,0,7,11,3.5
Javon Hargrave,10723,DI,SF,3,1,0,,0,0,28,0,0,60.4,60.6,79.4,73.3,44.7,45.1,0,7,0,0,,16.7,1,0,0,0.0,0,1,0,0,0,0,104,104,4,82,0,18,0,0,63,41,0,4,4,0,0,8,0,0,0,
Justin Simmons,10732,S,ATL,15,10,0,63.6,0,0,2,0,0,60.9,60.7,93.8,56.7,56.3,44.5,0,2,0,2,40,20.3,15,4,0,103.0,21,0,0,214,1,572,950,12,0,0,12,0,640,938,16,362,83,15,49,2,33,2,4,266,87,12.7
Sheldon Day,10737,DI,WAS,11,9,1,,0,0,32,0,0,60.0,63.3,83.8,54.4,65.8,66.5,1,4,0,0,,3.8,1,0,0,0.0,0,0,0,0,0,0,241,241,2,201,0,38,0,0,126,115,0,10,16,2,0,5,0,0,0,
Eric Murray,10740,S,HST,16,9,0,62.7,2,0,13,0,0,62.4,60.5,18.9,53.7,62.3,42.7,1,1,0,1,38,16.7,13,7,5,105.0,32,1,0,293,7,509,832,31,0,0,31,0,308,801,15,308,192,16,56,0,51,3,4,400,160,12.5
Miles Killebrew,10745,S,PIT,6,0,0,,0,0,25,0,0,60.0,64.2,71.0,,61.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,9,7,0,0,7,0,1,2,0,8,0,0,0,0,0,0,0,0,0,
