team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,16,615,15,66,615,91.1,95,14
TB,30,16,616,9,88,616,90.2,109,12
MIA,17,16,619,16,89,619,88.6,123,18
JAX,15,16,570,20,76,570,88.6,113,17
BUF,4,16,546,12,112,546,87.9,128,4
NYJ,22,16,627,25,85,627,87.6,133,23
ARZ,1,16,579,13,102,579,87.5,130,15
KC,16,16,662,34,103,662,87.2,153,16
WAS,32,16,615,11,120,615,86.7,147,16
DAL,9,16,650,30,89,650,86.4,148,29
BLT,3,16,505,10,115,505,86.0,133,8
GB,12,16,499,22,95,499,85.9,129,12
SF,28,16,573,20,125,573,85.8,154,9
ATL,2,16,556,35,91,556,85.4,144,18
CAR,5,16,587,25,102,587,85.4,149,22
DET,11,16,562,33,93,562,85.2,146,20
LAC,27,16,551,29,88,551,85.0,141,24
IND,14,16,526,24,97,526,84.3,143,22
LA,26,16,549,38,95,549,84.1,154,21
PHI,24,16,496,11,108,496,84.0,139,20
NO,20,16,575,23,130,575,83.9,169,16
CHI,6,16,649,15,122,649,83.9,173,36
LV,23,16,663,25,138,663,83.9,188,25
PIT,25,16,548,22,102,548,83.8,151,27
HST,13,16,633,31,113,633,83.6,176,32
MIN,18,16,581,21,125,581,83.5,169,23
CLV,8,16,727,41,140,727,83.4,211,30
CIN,7,16,674,40,135,674,83.0,202,27
NYG,21,16,641,46,127,641,81.8,203,30
TEN,31,16,585,33,122,585,81.5,186,31
SEA,29,16,641,32,157,641,79.8,224,35
NE,19,16,607,35,147,607,79.7,214,32
