player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Joel Bitonio,8670,G,CLV,16,0,8,70.2,4,23,726,100.0,100.0,97.7,4,30,3,774,774,64.6,2,15,298,100.0,100.0,96.1,20,3,320,320
Ted Karras,10855,C,CIN,16,0,7,77.2,6,14,674,100.0,100.0,98.2,0,22,2,723,723,73.5,5,5,284,100.0,100.0,97.9,11,1,309,309
Alex Cappa,66578,G,CIN,16,1,7,38.2,7,34,673,100.0,100.0,96.1,1,47,6,722,722,32.2,3,25,284,100.0,100.0,93.3,33,5,309,309
Creed Humphrey,59996,C,KC,16,0,16,90.6,2,5,662,100.0,100.0,99.5,0,7,0,707,707,86.4,2,2,287,100.0,100.0,99.3,4,0,315,315
Joe Thuney,10712,G,KC,16,0,16,81.9,6,19,662,100.0,100.0,98.1,0,25,0,707,707,79.9,3,15,287,100.0,100.0,96.9,18,0,315,315
Trey Smith,62960,G,KC,16,2,16,70.6,5,21,662,100.0,100.0,98.0,6,26,0,707,707,60.7,3,17,287,100.0,100.0,96.5,20,0,315,315
Terence Steele,39461,T,DAL,16,0,9,58.5,6,22,650,100.0,100.0,96.5,0,37,9,706,706,49.1,4,19,305,100.0,100.0,93.3,32,9,337,337
Coleman Shelton,39316,C,CHI,16,0,6,67.1,3,20,646,100.0,100.0,97.8,0,26,3,706,706,55.8,2,16,335,100.0,100.0,96.4,21,3,371,371
Ethan Pocic,11813,C,CLV,15,0,8,64.2,6,19,663,100.0,100.0,97.7,2,28,3,706,706,59.6,4,9,281,100.0,100.0,97.3,14,1,298,298
Greg Van Roten,7746,G,NYG,16,0,21,66.3,4,22,641,100.0,100.0,96.9,2,33,7,698,698,59.1,3,15,296,100.0,100.0,95.9,21,3,320,320
Jawaan Taylor,41665,T,KC,16,3,16,70.8,6,24,652,100.0,100.0,96.6,11,37,7,697,697,65.8,4,19,283,100.0,100.0,94.2,28,5,311,311
Charles Cross,98401,T,SEA,16,2,29,83.0,5,33,641,100.0,100.0,96.1,2,44,6,694,694,77.5,3,23,325,100.0,100.0,94.2,32,6,356,356
Laken Tomlinson,9461,G,SEA,16,2,29,64.6,8,23,641,100.0,100.0,96.6,3,37,6,694,694,51.9,7,14,325,100.0,100.0,95.5,25,4,356,356
Kolton Miller,47013,T,LV,16,2,23,81.7,6,22,628,100.0,100.0,96.7,4,35,7,677,677,79.8,2,12,288,100.0,100.0,95.8,19,5,309,309
Joe Tippmann,101568,C,NYJ,16,0,22,66.4,3,13,627,100.0,100.0,98.1,2,20,4,670,670,44.1,2,11,209,100.0,100.0,95.5,16,3,225,225
Aaron Brewer,46014,C,MIA,16,1,17,70.3,1,11,619,100.0,100.0,98.7,5,14,2,663,663,48.7,1,7,164,100.0,100.0,97.0,9,1,176,176
Sam Cosmi,60114,G,WAS,16,1,32,73.4,4,17,615,100.0,100.0,98.1,6,22,1,658,658,52.8,4,13,246,100.0,100.0,96.1,18,1,264,264
Mike Onwenu,27357,G,NE,16,0,19,71.8,6,23,603,100.0,100.0,97.3,3,31,2,656,656,73.5,5,14,304,100.0,100.0,96.5,20,1,325,325
Ben Bredeson,27305,G,TB,16,0,30,60.0,3,26,616,100.0,100.0,97.3,3,31,2,655,655,42.6,3,24,275,100.0,100.0,94.7,28,1,299,299
Cody Mauch,66637,G,TB,16,0,30,76.4,1,13,616,100.0,100.0,98.5,0,16,2,655,655,71.3,1,7,275,100.0,100.0,98.2,9,1,299,299
Nick Allegretti,39268,G,WAS,16,1,32,56.4,1,32,611,100.0,100.0,96.8,5,36,3,654,654,28.9,1,27,246,100.0,100.0,93.1,31,3,264,264
Cooper Beebe,99434,C,DAL,15,0,9,62.3,5,9,599,100.0,100.0,98.3,1,17,3,652,652,63.6,3,6,281,100.0,100.0,97.3,12,3,312,312
Ben Powers,41482,G,DEN,16,1,10,65.8,3,14,615,100.0,100.0,98.1,3,20,3,651,651,60.3,2,8,273,100.0,100.0,97.1,13,3,290,290
Quinn Meinerz,112915,G,DEN,16,1,10,80.1,4,6,611,100.0,100.0,99.0,2,11,1,647,647,67.7,3,4,272,100.0,100.0,98.3,8,1,289,289
John Michael Schmitz Jr.,55238,C,NYG,15,0,21,50.2,5,17,593,100.0,100.0,97.1,3,28,6,646,646,40.2,4,14,267,100.0,100.0,95.5,21,3,290,290
