player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,5,8.0,8,79.0,63.6,7,11,0,2.0,1,29,26,1,85.8,37.7,87.0,,87.4,0.0,0,3,75,0.0,0,220,0,49,98.2,216,53.2,117,103.4,62,4,45.0,99,527,262,5.3,10.8,2.44
Justin Jefferson,61398,WR,MIN,5,9.1,6,75.5,33.3,2,6,0,7.0,3,25,18,0,59.1,78.6,77.1,,77.8,0.0,0,2,64,0.0,0,224,2,40,92.0,206,33.5,75,104.8,53,2,64.7,145,547,221,5.5,13.7,2.66
Marquise Brown,61568,WR,ARZ,5,10.4,2,73.1,55.6,5,9,0,2.6,1,21,1,0,81.3,77.7,76.6,,78.1,0.0,0,3,26,0.0,0,242,0,38,93.8,227,23.6,57,91.6,52,3,76.4,185,417,145,3.8,11.0,1.84
Davante Adams,8688,WR,LV,5,12.7,3,58.0,66.7,6,9,0,0.0,0,19,23,1,87.3,27.8,77.4,66.1,78.2,0.0,0,1,58,0.5,1,216,0,29,92.1,199,30.6,66,109.7,50,5,69.4,150,412,137,4.7,14.2,2.07
Tyreek Hill,10799,WR,MIA,5,10.0,6,76.0,57.1,4,7,1,2.6,1,22,17,1,82.3,35.5,85.8,,86.3,2.5,4,2,64,0.0,0,163,3,38,92.0,150,36.2,59,105.7,50,2,58.3,95,524,194,5.1,13.8,3.49
Stefon Diggs,9579,WR,BUF,5,10.8,4,78.0,20.0,1,5,1,2.5,1,23,4,0,81.8,77.9,86.2,,86.2,0.0,0,0,53,0.0,0,196,2,39,96.9,190,35.2,69,142.3,50,5,64.8,127,508,172,4.4,13.0,2.67
Ja'Marr Chase,84270,WR,CIN,5,9.5,2,65.3,33.3,2,6,0,5.9,2,23,7,1,69.5,29.0,70.9,,72.8,0.4,1,1,36,0.0,0,236,1,32,94.1,222,22.9,54,90.8,49,2,75.4,178,343,135,4.2,10.7,1.55
Diontae Johnson,33441,WR,PIT,5,11.8,2,58.3,28.6,2,7,0,6.7,2,14,25,1,56.8,27.6,70.4,,70.1,0.0,0,3,25,0.0,0,206,1,28,93.2,192,7.3,15,47.8,48,0,92.7,191,267,33,1.2,9.5,1.39
Curtis Samuel,11795,WR,WAS,6,4.9,6,72.3,55.6,5,9,0,8.1,3,17,32,0,62.9,32.7,64.1,,65.6,0.4,1,1,32,0.0,0,251,0,34,92.0,231,70.9,178,93.1,47,2,25.1,63,287,159,4.7,8.4,1.24
Tyler Higbee,10744,TE,LA,5,3.8,5,71.7,0.0,0,2,0,8.3,3,16,26,0,60.4,77.3,64.2,29.3,67.6,55.3,115,3,26,10.1,21,208,0,33,88.5,184,20.2,42,61.0,46,0,24.5,51,290,190,5.8,8.8,1.58
