team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PHI,24,5,191,4,26,191,91.1,32,2
PIT,25,5,199,6,23,199,90.7,33,4
NO,20,5,184,6,21,184,89.9,32,5
ATL,2,5,148,5,18,148,89.5,27,4
CLV,8,5,175,4,23,175,89.4,32,5
TB,30,5,215,10,28,215,89.3,42,4
JAX,15,5,192,9,28,192,88.8,40,3
GB,12,5,185,4,27,185,88.4,37,6
KC,16,5,211,8,34,211,88.2,46,4
BUF,4,5,233,9,38,233,88.2,51,4
BLT,3,5,172,4,25,172,88.1,35,6
DEN,10,5,196,7,26,196,88.0,40,7
NE,19,5,158,6,17,158,87.7,31,8
SF,28,5,153,4,28,153,87.6,35,3
CAR,5,5,186,5,30,186,86.8,42,7
ARZ,1,5,236,7,48,236,86.7,59,4
LAC,27,5,211,10,43,211,86.5,55,2
HST,13,5,179,8,27,179,86.3,42,7
LV,23,5,204,13,35,204,85.3,54,6
MIN,18,5,208,15,30,208,85.3,53,8
CIN,7,5,223,13,31,223,84.8,56,12
DAL,9,5,158,14,27,158,84.5,45,4
WAS,32,6,266,13,40,266,84.0,69,16
IND,14,5,220,13,32,220,83.9,58,13
SEA,29,5,172,10,32,172,83.7,49,7
NYG,21,5,175,5,36,175,83.7,49,8
DET,11,5,198,12,43,198,83.1,61,6
MIA,17,5,186,16,38,186,82.8,59,5
NYJ,22,5,230,14,50,230,82.6,72,8
TEN,31,5,148,13,29,148,81.8,48,6
CHI,6,6,171,7,45,171,79.5,61,9
LA,26,5,218,19,51,218,77.5,84,14
