player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Joel Bitonio,8670,G,CLV,5,0,8,70.5,100.0,93,54.4,93,81.1,0,100.0,171,171,82.4,100.0,57,33.3,57
Ethan Pocic,11813,C,CLV,5,0,8,60.9,100.0,93,54.4,93,72.8,0,100.0,171,171,81.1,100.0,57,33.3,57
Wyatt Teller,46131,G,CLV,5,0,8,75.7,100.0,93,54.4,93,87.1,2,100.0,171,171,91.3,100.0,57,33.3,57
Lane Johnson,7786,T,PHI,5,0,24,62.6,100.0,43,25.4,43,68.9,0,100.0,169,169,73.0,100.0,98,58.0,98
Jedrick Wills Jr.,58467,T,CLV,5,1,8,60.9,100.0,93,55.0,93,62.0,1,100.0,169,169,71.2,100.0,56,33.1,56
Jason Kelce,6343,C,PHI,5,0,24,55.6,100.0,43,25.4,43,77.4,0,100.0,169,169,86.4,100.0,98,58.0,98
Larry Borom,59879,T,CHI,6,0,6,52.7,100.0,55,33.1,55,62.5,0,100.0,166,166,68.4,100.0,97,58.4,97
Sam Mustipher,13026,C,CHI,6,0,6,68.7,100.0,55,33.1,55,68.3,0,100.0,166,166,71.9,100.0,97,58.4,97
Braxton Jones,60092,T,CHI,6,0,6,86.7,100.0,55,33.1,55,73.0,0,100.0,166,166,59.7,100.0,97,58.4,97
Jacoby Brissett,10725,QB,CLV,5,0,8,60.0,100.0,93,57.8,93,60.0,0,94.2,161,171,60.0,100.0,57,35.4,57
Chris Lindstrom,46692,G,ATL,5,0,2,79.1,100.0,48,31.0,48,91.7,0,100.0,155,155,93.0,100.0,96,61.9,96
Kaleb McGary,46912,T,ATL,5,0,2,67.6,100.0,48,31.0,48,71.7,1,100.0,155,155,59.8,100.0,96,61.9,96
Jake Matthews,8641,T,ATL,5,0,2,63.8,100.0,48,31.0,48,64.3,1,100.0,155,155,63.7,100.0,96,61.9,96
Drew Dalman,52270,C,ATL,5,0,2,54.2,100.0,48,31.0,48,60.0,1,100.0,155,155,62.5,100.0,96,61.9,96
Isaac Seumalo,10713,G,PHI,5,1,24,44.5,100.0,42,27.5,42,63.5,1,100.0,153,153,73.0,100.0,86,56.2,86
Jake Brendel,11117,C,SF,5,0,28,47.2,100.0,55,36.2,55,47.9,1,100.0,152,152,49.8,100.0,78,51.3,78
Mike McGlinchey,46275,T,SF,5,0,28,77.9,100.0,55,36.4,55,72.0,0,100.0,151,151,62.6,100.0,78,51.7,78
DeVonta Smith,61100,WR,PHI,5,0,24,70.2,100.0,42,28.0,42,61.6,0,100.0,150,150,57.0,100.0,87,58.0,87
David Njoku,11784,TE,CLV,5,0,8,62.9,100.0,84,56.4,84,62.7,0,99.3,149,150,66.8,100.0,48,32.2,48
Cole Kmet,60995,TE,CHI,6,0,6,58.8,100.0,51,34.9,51,55.4,2,100.0,146,146,60.5,100.0,81,55.5,81
Landon Dickerson,41712,G,PHI,5,0,24,50.4,100.0,36,24.7,36,58.3,0,100.0,146,146,62.6,100.0,87,59.6,87
Aaron Banks,59983,G,SF,5,0,28,44.7,100.0,53,36.6,53,59.3,0,100.0,145,145,71.0,100.0,74,51.0,74
Justin Fields,82118,QB,CHI,6,1,6,60.0,94.5,52,35.9,55,60.0,1,87.3,145,166,60.0,89.7,87,60.0,97
Darnell Mooney,48236,WR,CHI,6,0,6,65.8,100.0,48,33.3,48,66.1,0,100.0,144,144,65.4,100.0,86,59.7,86
Zack Martin,8651,G,DAL,5,0,9,50.8,100.0,55,38.7,55,61.9,0,100.0,142,142,69.5,100.0,70,49.3,70
Tyler Smith,98385,T,DAL,5,0,9,61.0,100.0,55,38.7,55,58.2,1,100.0,142,142,52.2,100.0,70,49.3,70
Terence Steele,39461,T,DAL,5,0,9,54.2,100.0,55,38.7,55,72.0,1,100.0,142,142,79.8,100.0,70,49.3,70
Tyler Biadasz,41178,C,DAL,5,0,9,46.5,100.0,55,38.7,55,54.5,0,100.0,142,142,66.3,100.0,70,49.3,70
Andrew Thomas,59701,T,NYG,5,0,21,81.8,100.0,66,46.8,66,90.8,1,100.0,141,141,85.4,100.0,54,38.3,54
Michael Onwenu,27357,G,NE,5,0,19,55.6,100.0,71,50.7,71,71.8,0,100.0,140,140,83.9,100.0,54,38.6,54
Jon Feliciano,9561,C,NYG,5,0,21,44.9,100.0,66,47.1,66,45.5,0,100.0,140,140,45.5,100.0,54,38.6,54
Dallas Goedert,47272,TE,PHI,5,0,24,44.3,100.0,39,27.9,39,55.1,0,100.0,140,140,65.0,100.0,77,55.0,77
Trent Brown,9677,T,NE,5,0,19,78.7,100.0,71,50.7,71,72.3,0,100.0,140,140,63.5,100.0,54,38.6,54
David Andrews,9948,C,NE,5,0,19,77.4,100.0,71,50.7,71,68.7,0,100.0,140,140,51.1,100.0,54,38.6,54
Mark Glowinski,9567,G,NYG,5,0,21,71.7,100.0,63,45.7,63,67.8,0,100.0,138,138,58.4,100.0,54,39.1,54
Cole Strange,22976,G,NE,5,0,19,60.5,100.0,70,50.7,70,52.9,0,100.0,138,138,50.8,100.0,53,38.4,53
Cesar Ruiz,59857,G,NO,5,0,20,58.7,100.0,59,43.1,59,55.6,0,100.0,137,137,57.7,100.0,67,48.9,67
