player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Anthony Brown,10823,CB,DAL,2,6,,6.0,9,0,39.6,0,1,0,0,0,0.0
Kendall Fuller,10718,CB,WAS,2,3,,3.0,32,0,39.6,0,1,0,0,0,0.0
Lavonte David,7060,LB,TB,2,4,,4.0,30,0,39.6,0,1,0,0,0,0.0
Ben Niemann,51099,LB,ARZ,1,2,,2.0,1,0,39.6,0,1,0,0,0,0.0
Tracy Walker,51266,S,DET,2,20,,20.0,11,0,39.6,0,1,0,0,0,0.0
Adoree' Jackson,11773,CB,NYG,1,3,,3.0,21,0,39.6,0,1,0,0,0,0.0
Cory Littleton,11190,LB,CAR,1,2,,2.0,5,0,39.6,0,1,0,0,0,0.0
Dean Marlowe,9966,S,ATL,1,4,,4.0,2,0,39.6,0,1,0,0,0,0.0
Caleb Farley,61803,CB,TEN,2,2,,2.0,31,0,39.6,0,1,0,0,0,0.0
Stephon Gilmore,7016,CB,IND,1,1,,1.0,14,0,39.6,0,1,0,0,0,0.0
Cobie Durant,79126,S,LA,1,8,,8.0,26,1,0.0,0,1,0,0,0,0.0
Jonathan Owens,66930,S,HST,2,5,,5.0,13,0,39.6,0,1,0,0,0,0.0
Carlton Davis,49335,CB,TB,2,2,,2.0,30,0,39.6,0,1,0,0,0,0.0
Ronnie Harrison,49206,S,CLV,2,13,,13.0,8,0,39.6,0,1,0,0,0,0.0
Myles Hartsfield,49159,CB,CAR,2,34,,11.3,5,0,39.6,0,3,0,0,0,0.0
Jaquan Brisker,101665,S,CHI,1,3,,3.0,6,0,39.6,0,1,0,0,0,0.0
Anthony Barr,8644,LB,DAL,2,7,,7.0,9,0,39.6,0,1,0,0,0,0.0
Tre Flowers,49059,CB,CIN,2,4,,2.0,7,0,39.6,0,2,0,0,0,0.0
Amani Hooker,51378,S,TEN,2,15,,7.5,31,1,0.0,0,2,0,0,0,0.0
Sauce Gardner,100903,CB,NYJ,1,4,,4.0,22,0,39.6,0,1,0,0,0,0.0
T.J. Edwards,30737,LB,PHI,2,2,,2.0,24,0,39.6,0,1,0,0,0,0.0
Darius Harris,29188,LB,KC,1,5,,5.0,16,0,39.6,0,1,0,0,0,0.0
Shaq Thompson,9458,LB,CAR,2,4,,4.0,5,0,39.6,0,1,0,0,0,0.0
Anthony Walker,11916,LB,CLV,2,4,,4.0,8,0,39.6,0,1,0,0,0,0.0
Eric Kendricks,9478,LB,MIN,2,16,,16.0,18,0,39.6,0,1,0,0,0,0.0
Talanoa Hufanga,83903,S,SF,2,4,,2.0,28,0,39.6,0,2,0,0,0,0.0
Alontae Taylor,83469,CB,NO,1,2,,2.0,20,0,39.6,0,1,0,0,0,0.0
Shaquill Griffin,11845,CB,JAX,2,7,,7.0,15,0,39.6,0,1,0,0,0,0.0
Steven Nelson,9531,CB,HST,1,5,,5.0,13,0,39.6,0,1,0,0,0,0.0
Fabian Moreau,11836,CB,NYG,1,3,,3.0,21,0,39.6,0,1,0,0,0,0.0
Terrel Bernard,57739,LB,BUF,2,2,,2.0,4,0,39.6,0,1,0,0,0,0.0
Marcus Maye,11794,S,NO,2,4,,4.0,20,0,39.6,0,1,0,0,0,0.0
Bryce Callahan,10000,CB,LAC,2,61,30.5,8.7,27,1,0.0,2,7,0,16,7,0.26
Bobby McCain,9578,S,WAS,2,28,28.0,28.0,32,0,79.2,1,1,0,3,0,0.11
Roger McCreary,83176,CB,TEN,2,23,23.0,23.0,31,0,87.5,1,1,0,5,0,0.22
