player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Jake Brendel,11117,C,SF,2,0,28,47.2,100.0,30,38.0,30,49.7,0,100.0,79,79,60.4,100.0,36,45.6,36
Spencer Burford,81920,G,SF,2,0,28,51.1,100.0,30,38.0,30,59.3,0,100.0,79,79,54.8,100.0,36,45.6,36
Mike McGlinchey,46275,T,SF,2,0,28,83.1,100.0,30,38.0,30,68.9,0,100.0,79,79,50.9,100.0,36,45.6,36
Aaron Banks,59983,G,SF,2,0,28,46.6,100.0,30,38.0,30,69.4,0,100.0,79,79,82.1,100.0,36,45.6,36
Trent Williams,5529,T,SF,2,0,28,72.9,100.0,30,38.0,30,75.6,0,100.0,79,79,80.0,100.0,36,45.6,36
Ethan Pocic,11813,C,CLV,2,0,8,57.0,100.0,37,52.1,37,58.2,0,100.0,71,71,53.5,100.0,23,32.4,23
Joel Bitonio,8670,G,CLV,2,0,8,63.4,100.0,37,52.1,37,69.6,0,100.0,71,71,68.2,100.0,23,32.4,23
Wyatt Teller,46131,G,CLV,2,0,8,75.6,100.0,37,52.1,37,78.3,2,100.0,71,71,74.3,100.0,23,32.4,23
Jedrick Wills Jr.,58467,T,CLV,2,0,8,64.6,100.0,37,52.1,37,49.8,0,100.0,71,71,47.3,100.0,23,32.4,23
James Hudson,59854,T,CLV,2,1,8,65.6,100.0,37,52.1,37,76.4,1,100.0,71,71,84.9,100.0,23,32.4,23
Brandon Aiyuk,84109,WR,SF,2,0,28,56.3,100.0,28,40.0,28,37.8,0,98.6,70,71,46.1,100.0,32,45.7,32
Jacoby Brissett,10725,QB,CLV,2,0,8,60.0,100.0,37,54.4,37,60.0,0,95.8,68,71,60.0,100.0,23,33.8,23
David Njoku,11784,TE,CLV,2,0,8,62.0,100.0,33,50.8,33,66.9,0,100.0,65,65,79.6,100.0,21,32.3,21
Shaq Mason,9564,G,TB,2,0,30,62.2,100.0,33,52.4,33,56.4,0,100.0,63,63,50.3,100.0,21,33.3,21
Tristan Wirfs,64818,T,TB,2,0,30,82.0,100.0,33,52.4,33,73.0,0,100.0,63,63,55.9,100.0,21,33.3,21
Robert Hainsey,59980,C,TB,2,0,30,67.7,100.0,33,52.4,33,73.4,0,100.0,63,63,68.3,100.0,21,33.3,21
Luke Goedeke,77548,G,TB,2,0,30,56.5,100.0,33,52.4,33,56.7,0,100.0,63,63,58.1,100.0,21,33.3,21
Chris Lindstrom,46692,G,ATL,2,0,2,68.8,100.0,28,45.2,28,70.2,0,100.0,62,62,74.6,100.0,32,51.6,32
Elijah Wilkinson,46238,G,ATL,2,0,2,42.0,100.0,28,45.2,28,46.1,0,100.0,62,62,59.7,100.0,32,51.6,32
Drew Dalman,52270,C,ATL,2,0,2,44.2,100.0,28,45.2,28,59.2,1,100.0,62,62,72.0,100.0,32,51.6,32
Jake Matthews,8641,T,ATL,2,0,2,52.8,100.0,28,45.2,28,57.7,1,100.0,62,62,62.6,100.0,32,51.6,32
Kaleb McGary,46912,T,ATL,2,0,2,54.4,100.0,28,45.2,28,59.2,1,100.0,62,62,59.0,100.0,32,51.6,32
Isaac Seumalo,10713,G,PHI,2,0,24,48.5,100.0,17,27.9,17,59.0,0,100.0,61,61,69.8,100.0,35,57.4,35
Lane Johnson,7786,T,PHI,2,0,24,58.8,100.0,17,27.9,17,58.2,0,100.0,61,61,61.9,100.0,35,57.4,35
Landon Dickerson,41712,G,PHI,2,0,24,63.7,100.0,17,27.9,17,51.0,0,100.0,61,61,51.6,100.0,35,57.4,35
Jason Kelce,6343,C,PHI,2,0,24,67.1,100.0,17,27.9,17,83.1,0,100.0,61,61,79.8,100.0,35,57.4,35
Jordan Mailata,66916,T,PHI,2,0,24,36.0,100.0,17,27.9,17,49.1,0,100.0,61,61,64.5,100.0,35,57.4,35
Braxton Jones,60092,T,CHI,2,0,6,55.1,100.0,15,25.9,15,52.3,0,100.0,58,58,52.8,100.0,40,69.0,40
Sam Mustipher,13026,C,CHI,2,0,6,59.3,100.0,15,25.9,15,58.0,0,100.0,58,58,67.1,100.0,40,69.0,40
Brandon Scherff,9438,G,JAX,2,0,15,60.2,100.0,17,29.3,17,61.5,0,100.0,58,58,61.9,100.0,36,62.1,36
Jawaan Taylor,41665,T,JAX,2,0,15,38.5,100.0,17,29.3,17,32.7,0,100.0,58,58,36.8,100.0,36,62.1,36
Cam Robinson,11789,T,JAX,2,0,15,56.0,100.0,17,29.3,17,76.8,1,100.0,58,58,78.5,100.0,36,62.1,36
Ben Bartch,84236,G,JAX,2,0,15,44.1,100.0,17,29.3,17,54.3,0,100.0,58,58,62.5,100.0,36,62.1,36
Luke Fortner,42028,C,JAX,2,0,15,54.9,100.0,17,29.3,17,41.7,1,100.0,58,58,39.5,100.0,36,62.1,36
Cody Whitehair,10690,G,CHI,2,0,6,67.5,100.0,15,25.9,15,60.2,0,100.0,58,58,66.8,100.0,40,69.0,40
DeVonta Smith,61100,WR,PHI,2,0,24,62.0,100.0,16,27.6,16,57.0,0,100.0,58,58,54.7,100.0,33,56.9,33
Larry Borom,59879,T,CHI,2,0,6,78.1,100.0,15,25.9,15,71.0,0,100.0,58,58,63.5,100.0,40,69.0,40
Tom Brady,698,QB,TB,2,0,30,60.0,100.0,33,56.9,33,60.0,0,92.1,58,63,60.0,95.2,20,34.5,21
Evan Neal,99063,T,NYG,2,0,21,28.0,100.0,32,56.1,32,28.1,0,100.0,57,57,40.7,100.0,17,29.8,17
Andrew Thomas,59701,T,NYG,2,0,21,86.3,100.0,32,56.1,32,88.3,0,100.0,57,57,67.6,100.0,17,29.8,17
Mark Glowinski,9567,G,NYG,2,0,21,54.0,100.0,32,56.1,32,55.4,0,100.0,57,57,54.3,100.0,17,29.8,17
Royce Newman,41746,G,GB,2,0,12,65.2,100.0,20,35.7,20,56.6,1,100.0,56,56,51.2,100.0,31,55.4,31
Yosh Nijman,60822,T,GB,2,0,12,60.7,100.0,20,35.7,20,65.6,0,100.0,56,56,63.0,100.0,31,55.4,31
