player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,8,316,0,20,1,7.8,45.5,88.7,20.4,9.3,0,2,18.2,61.3,1,31,12.5,1,2,25.9,5,110,34.8,124,1,6,11,0,63,29,0.6,12.6,0,1,5.1,83.3,92.3,11.3,9.4,0,1,5.6,68.1,0,26,0.0,0,1,112.5,15,181,57.3,196,9,19,18,1,118,48,0.7,7.9
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.4,11.5,0,3,37.5,78.8,0,23,0.0,0,3,75.5,5,97,51.1,100,2,5,8,0,41,19,0.4,8.2,0,2,9.8,100.0,98.8,20.0,20.0,0,0,0.0,66.1,0,25,0.0,0,0,117.7,4,82,43.2,83,1,4,4,0,49,10,0.6,12.3
Ndamukong Suh,5527,DI,TB,8,6,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,61,0,0,0,0,0,0,,,0,0,3.0,100.0,2.0,3.0,3.0,1,0,0.0,57.6,0,5,0.0,0,0,87.5,1,3,50.0,148,3,1,1,0,5,2,1.7,5.0
Joe Haden,5532,CB,PIT,7,282,0,25,2,12.4,87.5,100.0,7.9,6.9,0,1,12.5,46.9,0,37,14.3,1,1,118.8,7,61,21.6,61,0,4,8,0,111,36,2.0,15.9,0,1,11.6,52.9,100.0,20.0,10.6,0,2,11.8,67.8,0,14,22.2,2,2,86.9,9,189,67.0,189,2,6,17,1,86,30,0.5,9.6
Jason Pierre-Paul,5540,ED,TB,6,31,0,30,0,,,2.0,,,0,0,,55.7,0,,100.0,1,0,0.0,0,1,3.2,51,0,0,0,0,0,0,0.0,,0,1,5.4,100.0,14.5,4.4,4.4,0,0,0.0,72.4,0,24,20.0,3,0,147.1,5,23,74.2,159,5,11,5,1,49,22,2.2,9.8
Kareem Jackson,5545,S,DEN,9,347,0,10,0,20.0,50.0,98.7,71.0,35.5,0,0,0.0,67.7,1,14,20.0,3,0,27.1,2,149,42.9,151,0,12,4,0,22,5,0.2,11.0,0,0,4.3,87.5,100.0,12.6,11.0,0,0,0.0,54.9,0,17,6.3,1,0,100.0,7,94,27.1,94,3,15,8,0,64,35,0.7,9.1
Devin McCourty,5552,S,NE,9,325,0,19,0,7.2,60.0,98.7,46.7,28.0,1,1,20.0,55.9,0,13,12.5,1,1,75.4,3,148,45.5,150,0,7,5,0,28,7,0.2,9.3,0,5,19.7,44.4,98.2,38.0,16.9,0,3,33.3,64.1,0,33,6.3,1,3,76.6,4,161,49.5,164,0,10,9,0,81,15,0.5,20.3
Jerry Hughes,5556,ED,BUF,8,10,0,4,0,,,5.3,,,0,0,,63.0,0,,0.0,0,0,0.0,0,3,30.0,57,1,1,0,0,0,0,0.0,,0,0,15.0,100.0,5.4,5.0,5.0,0,0,0.0,46.3,0,18,,0,0,118.8,1,6,60.0,111,1,0,1,0,18,3,3.6,18.0
Carlos Dunlap,5579,ED,SEA,8,19,0,29,1,,,2.0,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,5.3,49,1,1,0,0,0,0,,,0,0,4.0,100.0,12.5,14.0,14.0,0,0,0.0,56.4,0,4,,0,0,83.3,1,15,78.9,120,0,0,1,0,4,0,0.3,4.0
Corey Peters,5607,DI,ARZ,6,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,21,0,0,0,0,0,0,,,0,0,,,9.4,,,0,0,,57.2,0,,,0,0,0.0,0,3,100.0,32,0,0,0,0,0,0,0.0,
