player_id,team,opp,pos,name,fpts,proj_own,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1381902,IOWA,NEB,RB,Kaleb Johnson,11.64,6,0,0,3300,,,1381902
1285905,UT,BAY,WR,Agiye Hall,0.56,0,0,0,3000,,,1285905
923505,BAY,UT,QB,Luke Anthony,,0,0,0,4500,,,923505
1164806,MIZZ,ARK,WR,Demariyon Houston,,0,0,0,3200,,,1164806
887866,UTST,BSU,WR,Terrell Vaughn,9.16,2,0,0,5200,,,887866
1180625,BSU,UTST,RB,George Holani,23.82,19,0,0,7900,,,1180625
1180647,BSU,UTST,RB,Tyler Crowe,3.12,0,0,0,3100,,,1180647
1390824,MIZZ,ARK,RB,Anthony Favrow,,0,0,0,3000,,,1390824
1290108,ARK,MIZZ,WR,Zach Lee,,0,0,0,3000,,,1290108
1127090,CAL,UCLA,WR,Monroe Young,8.13,2,0,0,3500,,,1127090
1390814,MIZZ,ARK,QB,Brett Brown,,0,0,0,4500,,,1390814
1390836,MIZZ,ARK,QB,Sam Horn,,0,0,0,4500,,,1390836
1380826,UNC,NCST,QB,Conner Harrell,,0,0,0,4500,,,1380826
1161739,NEB,IOWA,WR,Trey Palmer,13.77,5,0,0,6500,,,1161739
1066919,UT,BAY,WR,Tarique Milton,1.22,0,0,0,3000,,,1066919
1407183,TUL,CINCY,RB,Tate Jernigan,,0,0,0,3000,,,1407183
1215080,UNC,NCST,WR,Tylee Craft,,0,0,0,3000,,,1215080
1401090,UNM,CSU,WR,Jah'Mar Sanders,0.56,0,0,0,3000,,,1401090
976418,CMU,EMU,WR,Carlos Carriere,7.36,1,0,0,6400,,,976418
1380827,UNC,NCST,RB,George Pettaway,1.94,0,0,0,3000,,,1380827
1405490,CMU,EMU,WR,Decorion Temple,0.39,0,0,0,3000,,,1405490
1226070,TUL,CINCY,WR,Andrew Wilks,,0,0,0,3000,,,1226070
1182927,BAY,UT,WR,Tripp Mitchell,,0,0,0,3000,,,1182927
1409220,ASU,ARIZ,QB,Max Clark,,0,0,0,4500,,,1409220
1191937,UNM,CSU,WR,Christian Jourdain,0.62,0,0,0,3000,,,1191937
1248060,ASU,ARIZ,WR,Giovanni Sanders,5.02,0,0,0,3400,,,1248060
1127060,CAL,UCLA,WR,Nick Alftin,,0,0,0,3000,,,1127060
1214191,NCST,UNC,QB,Ben Finley,13.31,13,0,0,4500,,,1214191
1225092,TUL,CINCY,WR,Reggie Brown,,0,0,0,3000,,,1225092
