player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Brett Rypien,46487,QB,DEN,3,-4.88,0,69,10,70.9,55,57,9.4,2.68,1,4,6.8,63.2,36,13,7.7,61,88.4,3,21,,54.9,63.7,80.3,64.2,,55.0,0,1,63,7.7,82.9,1.6,1,3,0,1,1,2,3.2,406,7.1,75.0,52,54,7.4,2.42,1,4,7.3,68.5,37,11,5.1,57,82.6,2,18,,52.9,63.5,80.1,63.6,,56.9,0,1,58,9.1,77.7,1.8,1,2,0,1,0,2,3.4,340,6.3,72.7,11,11,10.0,3.21,0,0,0.0,63.6,7,2,12.5,12,17.4,1,5,,73.2,65.8,73.5,67.0,,58.3,0,0,14,0.0,123.7,0.0,0,1,0,0,1,0,0.0,101,9.2,0,100.0,8,8,-2.5,1.63,0,0,0.0,100.0,8,0,0.0,8,11.6,0,2,,70.9,67.4,71.9,66.7,,,0,0,9,,84.9,0.0,0,0,0,0,0,0,0.0,35,4.4,2.88
Bryce Perkins,35299,QB,LA,3,-10.67,0,65,26,75.6,45,46,7.4,3.48,0,0,0.0,71.7,33,31,2.9,62,95.4,1,21,,83.2,71.4,81.8,61.6,,82.3,0,0,69,16.1,111.3,8.1,5,11,0,1,2,1,1.4,386,8.4,76.9,39,41,6.8,3.15,0,0,0.0,73.2,30,26,0.0,51,78.5,0,17,,82.2,69.2,81.5,57.1,,89.8,0,0,57,19.2,114.8,9.8,5,5,0,2,2,1,1.8,349,8.5,75.0,8,8,7.3,4.42,0,0,0.0,62.5,5,6,16.7,14,21.5,1,5,,73.5,70.9,73.7,75.6,,58.3,0,0,15,0.0,80.2,0.0,0,6,0,0,0,0,0.0,50,6.3,0,100.0,2,3,-5.0,2.3,0,0,0.0,66.7,2,1,0.0,3,4.6,0,1,,65.5,60.0,68.2,59.9,,,0,0,3,0.0,75.7,0.0,0,0,0,1,0,0,0.0,13,4.3,-2.26
Easton Stick,29466,QB,LAC,3,14.91,0,64,27,67.3,52,55,8.6,2.57,2,2,3.3,56.4,31,15,11.4,59,92.2,4,16,,82.1,70.2,80.3,65.4,,80.1,1,2,64,13.3,55.6,3.4,2,2,0,0,0,1,1.6,287,5.2,67.4,43,46,5.9,2.46,2,1,2.0,56.5,26,13,10.3,50,78.1,3,12,,81.0,70.5,79.8,65.0,,80.1,1,1,53,15.4,58.2,4.0,2,2,0,0,0,0,0.0,199,4.3,78.6,14,14,12.6,2.88,0,1,6.3,71.4,10,2,9.1,14,21.9,1,7,,73.9,65.5,73.9,64.9,,,0,1,16,0.0,93.8,0.0,0,0,0,0,1,1,6.3,128,9.1,0,100.0,5,5,-3.4,2.32,0,0,0.0,100.0,5,0,0.0,5,7.8,0,3,,68.0,65.3,69.9,64.7,,,0,0,5,,139.6,0.0,0,0,0,0,1,0,0.0,40,8.0,4.81
Desmond Ridder,55086,QB,ATL,3,-1.29,0,64,2,66.0,47,50,13.2,2.98,0,2,3.8,56.0,28,20,9.7,58,90.6,3,23,,81.9,70.4,13.0,65.4,,79.9,0,2,62,10.0,84.7,3.4,2,6,0,3,3,4,6.5,391,7.8,71.4,28,31,8.0,2.37,0,1,3.0,61.3,19,15,5.0,34,53.1,1,13,,78.7,58.4,0.0,59.1,,59.5,0,0,36,6.7,101.7,2.9,1,2,0,3,2,2,5.6,201,6.5,68.0,25,25,15.2,3.38,0,1,3.8,60.0,15,5,11.8,30,46.9,2,12,,77.7,80.0,76.4,70.7,,86.4,0,2,32,20.0,70.4,3.3,1,4,0,0,1,2,6.3,230,9.2,0,100.0,6,6,-3.0,1.52,0,0,0.0,100.0,6,0,0.0,6,9.4,0,2,,68.9,65.7,70.6,65.1,,,0,0,6,,94.4,0.0,0,0,0,0,0,0,0.0,40,6.7,2.72
Shane Buechele,12659,QB,KC,3,1.01,0,62,16,72.1,43,47,9.0,2.64,2,1,2.1,57.4,27,15,12.9,58,93.5,4,16,,81.8,61.3,80.1,60.3,,61.3,0,1,60,20.0,82.7,5.2,3,8,0,2,2,4,6.7,309,6.6,74.3,35,38,8.4,2.69,1,1,2.6,60.5,23,12,11.5,48,77.4,3,13,,80.6,70.3,79.6,69.3,,63.0,0,1,49,25.0,85.5,6.3,3,7,0,2,2,3,6.1,241,6.3,75.0,12,13,7.2,2.19,1,0,0.0,61.5,8,3,11.1,14,22.6,1,5,,73.5,40.1,73.7,42.0,,58.3,0,0,15,0.0,109.1,0.0,0,1,0,0,1,1,6.7,94,7.2,0,100.0,4,4,-1.5,1.53,0,0,0.0,100.0,4,0,0.0,4,6.5,0,2,,66.9,64.7,69.2,64.2,,,0,0,4,,133.3,0.0,0,0,0,0,1,0,0.0,26,6.5,0.89
Jarrett Stidham,13725,QB,LV,4,-23.98,0,59,23,77.1,35,39,10.0,3.22,1,1,2.4,61.5,24,26,11.1,51,86.4,3,17,,80.9,64.5,80.1,64.1,,59.2,0,0,54,26.9,86.5,13.7,7,5,0,3,0,1,1.9,310,7.9,82.4,34,38,7.2,3.08,1,1,2.5,68.4,26,23,7.1,49,83.1,2,14,,80.6,61.5,80.0,61.0,,59.2,0,0,52,26.1,87.3,12.2,6,5,0,3,0,1,1.9,257,6.8,71.4,7,9,11.7,3.05,0,0,0.0,44.4,4,5,20.0,10,16.9,1,4,,71.4,71.7,72.3,70.6,,,0,0,10,20.0,73.8,10.0,1,0,0,2,0,0,0.0,75,8.3,0,100.0,6,8,-3.5,2.2,0,0,0.0,75.0,6,2,0.0,8,13.6,0,1,,70.3,62.0,71.5,61.7,,,0,0,8,0.0,77.1,0.0,0,0,0,2,0,0,0.0,22,2.8,1.57
Kellen Mond,60556,QB,MIN,3,-14.55,0,59,18,72.7,44,46,10.6,3.03,1,3,6.4,56.5,26,18,18.8,54,91.5,6,17,,81.2,65.9,79.8,66.8,,53.1,0,2,55,27.8,72.0,9.3,5,3,0,1,2,3,5.5,292,6.3,71.1,38,40,9.8,2.83,1,3,7.3,60.0,24,15,11.1,46,78.0,3,15,,80.3,61.5,79.4,61.3,,57.9,0,2,47,33.3,76.0,10.9,5,1,0,1,2,3,6.4,270,6.8,80.0,10,11,7.6,3.37,1,0,0.0,45.5,5,3,37.5,13,22.0,3,2,,72.8,71.0,73.2,74.8,,54.5,0,0,13,0.0,52.5,0.0,0,2,0,0,0,0,0.0,33,3.0,0,75.0,4,5,-4.3,2.08,1,0,0.0,60.0,3,0,0.0,5,8.5,0,0,,68.0,54.7,69.9,55.0,,,0,0,5,,64.6,0.0,0,0,0,0,0,0,0.0,11,2.2,-3.75
Reid Sinnett,37397,QB,PHI,3,30.56,0,59,24,65.9,44,46,8.3,2.89,0,1,2.0,52.2,24,22,17.2,57,96.6,5,11,,40.1,31.3,80.5,30.1,,57.5,1,1,61,27.3,73.6,10.5,6,5,0,1,2,4,6.6,249,5.4,63.6,33,36,8.3,2.77,0,0,0.0,44.4,16,20,23.8,45,76.3,5,7,,31.2,28.9,80.0,27.5,,70.1,1,1,48,30.0,43.4,13.3,6,3,0,2,0,4,8.3,137,3.8,75.0,12,12,7.6,3.21,0,1,7.7,75.0,9,4,0.0,14,23.7,0,4,,73.9,58.0,73.9,66.5,,46.2,0,0,16,0.0,144.8,0.0,0,2,0,0,2,0,0.0,117,9.8,0,100.0,1,2,-1.0,2.45,0,0,0.0,50.0,1,2,0.0,2,3.4,0,0,,65.5,60.1,68.2,60.1,,,0,0,3,0.0,56.3,0.0,0,0,0,1,0,0,0.0,5,2.5,5.94
Joshua Dobbs,11890,QB,CLV,3,6.21,0,57,8,76.6,47,47,8.1,2.85,0,1,1.9,68.1,32,11,11.1,51,89.5,4,19,,38.6,82.7,80.6,78.5,,75.1,0,0,57,0.0,99.6,0.0,0,4,0,0,2,1,1.8,300,6.4,77.3,44,46,7.7,2.56,2,1,2.0,65.2,30,9,11.8,48,84.2,4,15,,35.3,74.9,80.5,75.9,,52.6,0,0,52,0.0,88.5,0.0,0,2,0,0,1,1,1.9,274,6.0,71.4,7,7,5.0,4.13,0,0,0.0,71.4,5,4,0.0,9,15.8,0,6,,71.9,86.9,72.6,68.7,,88.6,0,0,11,0.0,139.9,0.0,0,2,0,0,1,0,0.0,65,9.3,0,75.0,4,6,-2.3,2.4,2,0,0.0,50.0,3,2,0.0,6,10.5,0,2,,68.9,53.0,70.6,53.4,,,0,0,6,0.0,70.8,0.0,0,0,0,0,0,0,0.0,39,6.5,3.33
Brock Purdy,77672,QB,SF,3,-13.41,0,57,28,77.5,40,42,10.8,3.34,0,5,11.4,61.9,26,18,16.1,50,87.7,5,18,,81.3,82.6,80.3,85.5,,50.2,0,1,52,22.2,82.1,8.0,4,4,0,2,1,2,3.8,307,7.3,79.5,39,41,9.1,2.94,0,5,11.4,63.4,26,13,16.1,47,82.5,5,17,,81.1,83.5,80.3,86.7,,50.2,0,1,50,15.4,85.1,4.3,2,4,0,2,1,2,4.0,317,7.7,71.4,7,8,7.3,4.08,0,0,0.0,50.0,4,6,20.0,10,17.5,1,1,,71.4,59.5,72.3,59.4,,,0,0,10,33.3,58.9,20.0,2,0,0,1,0,0,0.0,29,3.6,0,83.3,6,7,-4.7,1.73,0,0,0.0,57.1,4,1,20.0,7,12.3,1,0,,70.3,58.2,71.5,58.2,,,0,0,8,0.0,72.9,0.0,0,0,0,1,0,0,0.0,39,5.6,-4.1
Josh Johnson,4474,QB,DEN,3,-20.73,0,55,10,78.3,46,47,8.2,2.73,0,4,7.5,68.1,32,18,11.1,49,89.1,4,13,,81.2,82.8,80.3,83.4,,51.4,1,0,55,0.0,102.2,0.0,0,2,0,0,2,0,0.0,329,7.0,87.2,39,41,7.1,2.41,1,3,6.8,70.7,29,12,14.7,42,76.4,5,10,,79.9,87.8,79.9,87.8,,54.6,1,0,45,0.0,107.6,0.0,0,1,0,0,2,0,0.0,298,7.3,50.0,12,12,7.5,3.28,0,1,6.7,50.0,6,7,0.0,13,23.6,0,3,,73.9,55.8,73.9,57.2,,58.3,0,0,16,0.0,61.5,0.0,0,1,0,0,0,0,0.0,51,4.3,0,80.0,5,6,-1.6,1.73,1,0,0.0,50.0,3,1,25.0,6,10.9,1,0,,68.9,56.0,70.6,56.2,,,0,0,6,0.0,57.6,0.0,0,0,0,0,0,0,0.0,20,3.3,-3.02
Mike White,46453,QB,NYJ,3,15.95,0,55,22,73.9,46,49,9.8,2.44,1,1,1.9,61.2,30,11,11.8,50,90.9,4,15,,80.8,60.9,80.1,62.7,,47.8,1,0,53,0.0,86.7,0.0,0,1,0,1,1,1,1.9,315,6.4,76.3,38,41,8.0,2.23,1,1,2.3,61.0,25,9,13.8,42,76.4,4,11,,79.6,58.6,79.7,60.9,,47.8,1,0,44,0.0,94.1,0.0,0,1,0,1,2,1,2.3,245,6.0,76.9,13,13,10.2,2.87,0,0,0.0,76.9,10,2,0.0,13,23.6,0,5,,73.2,67.2,73.5,66.5,,,0,0,14,0.0,102.4,0.0,0,0,0,0,0,0,0.0,113,8.7,0,100.0,5,5,-2.8,1.74,0,0,0.0,100.0,5,0,0.0,5,9.1,0,1,,68.0,65.1,69.9,64.6,,,0,0,5,,142.1,0.0,0,0,0,0,1,0,0.0,43,8.6,2.71
Chase Daniel,5214,QB,LAC,3,-7.42,0,55,27,78.9,38,43,9.3,2.8,4,2,4.3,65.1,28,18,6.7,49,89.1,2,20,,80.6,73.1,80.1,69.7,,71.3,1,0,52,22.2,110.7,8.2,4,2,0,0,3,2,3.8,321,7.5,82.9,35,38,7.1,2.64,2,1,2.4,71.1,27,13,6.9,44,80.0,2,17,,80.0,70.4,79.8,66.8,,71.3,1,0,47,30.8,100.0,9.1,4,2,0,0,1,2,4.3,273,7.2,77.8,9,11,9.7,3.05,2,1,9.1,63.6,7,6,0.0,11,20.0,0,3,,71.9,75.3,72.6,74.0,,,0,0,11,0.0,120.5,0.0,0,0,0,0,2,0,0.0,68,6.2,0,100.0,6,6,-3.5,2.1,0,0,0.0,100.0,6,1,0.0,6,10.9,0,0,,68.9,65.6,70.6,65.1,,,0,0,6,0.0,80.6,0.0,0,0,0,0,0,0,0.0,20,3.3,-1.0
