datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"McIlroy, Rory","Rory McIlroy",150,23590076,11000,33.423,1:06 pm,0,77.9,7.8,0,85.7,0.74,100,17.6997038593906,
"Scheffler, Scottie","Scottie Scheffler",150,23590077,10800,33.277,8:21 am,1,76.6,7.5,0,84.1,0.7,100,16.0386196198154,
"Schauffele, Xander","Xander Schauffele",150,23590078,10600,32.084,1:06 pm,0,70.9,5.8,0,76.7,-0.01,100,13.8048770414564,
"Smith, Cameron","Cameron Smith",150,23590079,10500,32.641,8:21 am,1,69.2,5.2,0,74.4,-0.11,100,13.8833765411855,
"Cantlay, Patrick","Patrick Cantlay",150,23590080,10300,32.994,1:06 pm,0,72,6.2,0,78.2,0.36,100,13.842325113417,
"Thomas, Justin","Justin Thomas",150,23590081,10200,32.519,8:10 am,1,69.7,5.4,0,75.2,0.08,100,16.070144510365,
"Rahm, Jon","Jon Rahm",150,23590082,10000,32.547,12:44 pm,0,69.3,5.3,0,74.7,0.16,100,12.7184029172392,
"Fitzpatrick, Matthew","Matt Fitzpatrick",150,23590083,9800,32.349,7:59 am,1,71.9,6.3,0,78.2,0.7,100,15.3278370462147,
"Finau, Tony","Tony Finau",150,23590084,9700,31.988,8:10 am,1,69.2,5.2,0,74.4,0.34,100,13.6678057177966,
"Zalatoris, Will","Will Zalatoris",150,23590085,9500,32.053,12:55 pm,0,66.5,4.7,0,71.1,0.1,100,16.6300269442939,
"Young, Cameron","Cameron Young",150,23590086,9300,31.710,8:10 am,1,64.7,4.1,0,68.7,-0.02,100,11.295864639837,
"Spieth, Jordan","Jordan Spieth",150,23590087,9100,32.058,7:59 am,1,63.8,3.9,0,67.7,-0.01,100,11.5847658965104,
"Hovland, Viktor","Viktor Hovland",150,23590088,9000,31.382,7:48 am,1,61.9,3.5,0,65.4,-0.12,100,12.8382724337642,
"Morikawa, Collin","Collin Morikawa",150,23590091,8700,32.014,12:33 pm,0,64.1,4,0,68,0.28,100,14.5881349633564,
"Burns, Sam","Sam Burns",150,23590089,8600,32.146,8:21 am,1,61.8,3.4,0,65.2,0.03,100,18.1558148925599,
"Im, Sungjae","Sungjae Im",150,23590093,8500,32.316,12:55 pm,0,67.4,4.7,0,72.1,0.89,100,13.2471352774052,
"Matsuyama, Hideki","Hideki Matsuyama",150,23590092,8400,31.709,12:55 pm,0,62.4,3.6,0,66,0.26,100,9.83185309724356,
"Lowry, Shane","Shane Lowry",150,23590090,8300,31.949,1:06 pm,0,65.7,4.4,0,70.2,0.8,100,11.3633384465444,
"Horschel, Billy","Billy Horschel",150,23590094,8200,31.239,12:44 pm,0,65.4,4.3,0,69.6,0.81,100,10.4988823080074,
