player_name,sample_size,primary_tour,dg_rank,dg_change,owgr_rank,owgr_change,dg_index
"McIlroy, Rory",150,pga,1,0,3,0,2.3482206968546
"Cantlay, Patrick",150,pga,2,0,4,0,2.13546947303559
"Scheffler, Scottie",150,pga,3,0,1,0,2.03188129043727
"Schauffele, Xander",150,pga,4,0,5,1,2.027158664415
"Finau, Tony",150,pga,5,0,13,0,1.9288216631124198
"Smith, Cameron",150,pga,6,0,2,0,1.9285420122599302
"Fitzpatrick, Matthew",150,pga,7,0,10,0,1.8388289493005903
"Rahm, Jon",150,pga,8,0,6,-1,1.77692454900376
"Thomas, Justin",150,pga,9,0,7,0,1.70709912065782
"Johnson, Dustin",150,pga,10,0,18,0,1.6903628401633901
"Zalatoris, Will",150,pga,11,1,14,0,1.58220459002756
"Im, Sungjae",150,pga,12,7,20,1,1.44750239021299
"Burns, Sam",150,pga,13,0,11,0,1.3940511534060702
"Lowry, Shane",150,pga,14,-3,24,0,1.38726590639211
"Fleetwood, Tommy",150,pga,15,-1,27,-1,1.3643601604378301
"Conners, Corey",150,pga,16,1,31,0,1.35024941580708
"Hovland, Viktor",150,pga,17,-2,9,0,1.35001085990477
"Spieth, Jordan",150,pga,18,-2,12,0,1.34356397331458
"Young, Cameron",150,kft,19,-1,17,0,1.30029889318796
"Homa, Max",150,pga,20,0,22,-2,1.26749657498086
"Morikawa, Collin",150,pga,21,0,8,0,1.2442773520651498
"Horschel, Billy",150,pga,22,1,15,0,1.23956197187427
"Gooch, Talor",150,pga,23,-1,42,0,1.21649739751002
"Henley, Russell",150,pga,24,6,51,3,1.21481424317993
"Matsuyama, Hideki",150,pga,25,-1,16,0,1.21107616874926
"Wise, Aaron",150,pga,26,2,40,0,1.20043969783347
"Casey, Paul",150,pga,27,-2,32,-2,1.17299313887133
"Niemann, Joaquin",150,pga,28,-2,19,0,1.16251150624539
"Berger, Daniel",150,pga,29,-2,30,-1,1.12806845252876
"Hatton, Tyrrell",150,pga,30,6,26,1,1.0956402885507301
"Noren, Alex",150,pga,31,0,52,1,1.0729939310593601
"Oosthuizen, Louis",150,pga,32,0,28,-3,1.0702868891164299
"Varner III, Harold",150,pga,33,-4,39,0,1.0676934406762901
"Bradley, Keegan",150,pga,34,-1,43,1,1.02406888073558
"Pendrith, Taylor",150,kft,35,7,134,9,0.9784123528287471
"Power, Seamus",150,pga,36,2,37,-1,0.95672219336288
"Mitchell, Keith",150,pga,37,-2,55,0,0.9562378075739529
"Reed, Patrick",150,pga,38,1,46,0,0.938034953845659
"Kirk, Chris",150,pga,39,1,59,-2,0.9311077284406071
"Kim, Joohyung",150,pga,40,31,21,13,0.9246595293452109
"Stallings, Scott",150,pga,41,6,106,7,0.9038119936815708
"Munoz, Sebastian",150,pga,42,1,60,-4,0.8795740826348699
"Pereira, Mito",150,pga,43,1,50,-1,0.8723079003954559
"McCarthy, Denny",150,pga,44,-10,89,1,0.871613494776326
"Harman, Brian",150,pga,45,-8,47,0,0.8684303649471659
"Pieters, Thomas",150,euro,46,0,35,0,0.847340220976313
"Poston, J.T.",150,pga,47,8,58,4,0.825053425920895
"Davis, Cameron",150,pga,48,0,68,-1,0.822708283254848
"Kuchar, Matt",150,pga,49,0,74,2,0.8213389904018821
