player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Justin Herbert,28237,QB,LAC,2,4.19,0,84,27,79.7,69,75,7.6,2.83,3,3,3.9,69.3,52,32,5.5,78,92.9,3,22,,84.1,73.0,81.7,71.2,,64.6,1,1,80,6.3,111.6,2.6,2,1,0,2,6,1,1.3,551,7.3,78.7,47,50,7.0,2.49,0,1,2.0,70.0,35,18,5.4,52,61.9,2,13,,81.7,65.3,80.9,65.1,,56.9,1,1,53,5.6,101.3,1.9,1,1,0,2,3,1,1.9,351,7.0,85.7,28,31,6.0,3.31,3,2,6.5,74.2,23,15,4.2,32,38.1,1,13,,77.9,80.3,76.6,76.4,60.0,65.6,0,0,33,6.7,130.3,3.1,1,0,0,0,3,0,0.0,254,8.2,0,100.0,6,6,-5.0,2.4,0,0,0.0,100.0,6,1,0.0,6,7.1,0,4,,68.9,65.1,71.1,65.4,60.0,,0,0,6,0.0,104.2,0.0,0,0,0,0,0,0,0.0,54,9.0,1.17
Patrick Mahomes,11765,QB,KC,2,0.45,0,77,16,76.6,64,67,9.2,2.56,0,4,5.5,70.1,47,29,4.1,70,90.9,2,30,,83.3,69.5,10.5,70.8,,52.3,1,0,76,3.4,124.8,1.4,1,2,0,2,6,4,5.3,553,8.3,77.2,57,59,7.4,2.42,0,2,3.2,72.9,43,26,2.3,61,79.2,1,27,,82.3,68.3,4.2,69.4,,54.9,1,0,65,3.8,118.3,1.6,1,1,0,1,4,3,4.6,465,7.9,85.7,14,15,9.6,2.79,0,2,11.8,73.3,11,4,8.3,16,20.8,1,7,,74.5,69.1,74.3,69.7,,58.3,0,0,18,0.0,138.9,0.0,0,1,0,1,3,1,5.6,130,8.7,0,100.0,7,7,-4.1,1.87,0,0,0.0,100.0,7,1,0.0,7,9.1,0,4,,69.6,66.0,71.1,65.4,,,0,0,7,0.0,131.3,0.0,0,0,0,0,1,0,0.0,42,6.0,0.79
Joe Burrow,28022,QB,CIN,1,10.56,0,65,7,70.2,47,50,8.3,2.67,1,0,0.0,62.0,31,19,6.1,62,95.4,2,24,,42.3,53.6,80.5,51.4,,66.3,1,4,68,36.8,61.8,11.3,7,5,0,1,2,4,5.9,337,6.7,68.2,44,46,8.1,2.68,0,0,0.0,60.9,28,17,6.7,57,87.7,2,21,,39.6,50.7,80.3,48.3,,66.3,1,4,63,35.3,57.0,10.5,6,5,0,1,2,4,6.3,286,6.2,100.0,5,7,5.8,2.36,2,0,0.0,71.4,5,2,0.0,8,12.3,0,3,,70.3,72.4,71.5,71.3,,,0,0,8,50.0,92.6,12.5,1,0,0,0,0,0,0.0,52,7.4,0,100.0,2,3,-2.0,1.97,1,0,0.0,66.7,2,0,0.0,3,4.6,0,0,,65.5,59.9,68.2,59.8,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,1,0.3,1.21
Joe Flacco,4332,QB,NYJ,1,30.89,0,62,22,78.3,46,54,6.7,2.75,1,0,0.0,61.1,33,22,8.3,57,91.9,3,18,,81.8,67.1,79.7,67.0,,58.2,4,1,61,13.6,73.8,5.3,3,0,0,3,1,0,0.0,289,5.4,76.7,43,50,5.1,2.6,1,0,0.0,58.0,29,17,12.1,51,82.3,4,14,,81.2,59.3,79.4,59.6,,58.2,3,1,55,5.9,66.4,2.0,1,0,0,3,1,0,0.0,212,4.2,100.0,8,9,8.9,2.76,0,0,0.0,88.9,8,5,0.0,11,17.7,0,5,,71.9,87.7,72.6,85.4,,,1,0,11,40.0,111.6,18.2,2,0,0,0,0,0,0.0,97,10.8,0,100.0,5,5,-3.2,1.28,0,0,0.0,80.0,4,0,20.0,5,8.1,1,1,,68.0,65.3,69.9,64.7,,,0,0,5,,83.3,0.0,0,0,0,0,0,0,0.0,20,4.0,6.54
Matt Ryan,4317,QB,IND,1,-12.12,0,54,14,71.4,42,45,8.4,2.62,2,0,0.0,62.2,28,12,6.7,49,90.7,2,20,,18.9,61.1,80.1,63.5,,46.2,0,0,50,16.7,90.7,4.1,2,2,0,1,1,3,6.0,317,7.0,75.7,37,39,6.0,2.41,1,0,0.0,66.7,26,10,7.1,41,75.9,2,16,,17.8,61.2,79.8,66.2,,36.2,0,0,43,10.0,85.0,2.4,1,1,0,1,0,3,7.0,256,6.6,60.0,10,11,10.7,3.0,1,0,0.0,54.5,6,2,0.0,13,24.1,0,6,,72.8,54.3,73.2,49.2,,65.9,0,1,13,50.0,76.3,7.7,1,1,0,0,1,1,7.7,96,8.7,0,80.0,5,5,-4.8,1.82,0,0,0.0,80.0,4,0,0.0,5,9.3,0,2,,68.9,48.0,70.6,48.8,,,0,1,6,,56.3,0.0,0,0,0,0,0,1,16.7,35,7.0,2.17
Matthew Stafford,4924,QB,LA,1,-12.22,0,50,26,77.1,35,36,7.1,2.6,1,2,5.4,72.2,26,18,3.7,45,90.0,1,13,,29.7,64.6,78.9,62.9,,62.6,0,3,46,38.9,63.2,15.6,7,1,0,0,1,2,4.3,228,6.3,80.0,35,36,6.7,2.33,1,2,5.4,72.2,26,17,7.1,43,86.0,2,13,,29.3,64.0,78.8,63.2,,,0,3,44,35.3,62.3,14.0,6,0,0,0,1,2,4.5,220,6.1,75.0,4,5,1.8,3.73,0,0,0.0,60.0,3,2,0.0,7,14.0,0,2,,69.6,64.4,71.1,60.0,,62.6,0,0,7,50.0,68.8,14.3,1,1,0,1,0,0,0.0,20,4.0,0,100.0,4,5,-2.0,1.78,0,0,0.0,60.0,3,1,25.0,5,10.0,1,2,,68.0,61.9,69.9,61.6,,,0,0,5,0.0,64.6,0.0,0,0,0,1,0,0,0.0,12,2.4,-2.11
Russell Wilson,7077,QB,DEN,1,0.27,0,45,10,72.2,36,37,9.4,3.0,1,1,2.6,64.9,24,14,7.7,40,88.9,2,12,,79.3,52.6,0.0,56.5,,58.3,0,0,42,14.3,100.2,5.0,2,1,0,0,1,2,4.8,311,8.4,78.6,28,29,8.3,2.78,1,0,0.0,69.0,20,11,9.1,32,71.1,2,9,,78.1,45.9,0.0,50.6,,58.3,0,0,34,18.2,105.2,6.3,2,1,0,0,1,1,2.9,238,8.2,69.2,13,13,7.3,3.18,0,1,7.7,69.2,9,3,0.0,13,28.9,0,4,,72.8,73.3,73.2,72.1,,,0,0,13,0.0,92.5,0.0,0,0,0,0,0,1,7.7,102,7.8,0,100.0,5,5,-2.8,2.08,0,0,0.0,100.0,5,0,0.0,5,11.1,0,1,,68.0,65.3,69.9,64.7,,,0,0,5,,90.8,0.0,0,0,0,0,0,0,0.0,29,5.8,-0.36
Carson Wentz,10636,QB,WAS,1,-8.45,0,45,32,71.9,32,35,9.4,2.66,2,3,7.5,62.9,22,8,4.3,39,86.7,1,14,,80.3,70.4,79.3,71.6,,53.6,1,1,45,12.5,113.2,2.6,1,3,0,0,4,1,2.2,273,7.8,85.0,20,23,9.1,2.45,2,2,7.4,69.6,16,5,5.9,25,55.6,1,11,,78.0,77.6,78.4,77.5,,58.1,1,1,29,20.0,112.4,4.0,1,1,0,0,2,1,3.4,229,10.0,61.1,18,18,5.4,2.69,0,1,5.0,61.1,11,4,0.0,20,44.4,0,5,,75.9,51.7,75.2,53.9,,54.5,0,1,23,0.0,86.3,0.0,0,2,0,0,2,1,4.3,84,4.7,0,83.3,6,6,-3.7,1.88,0,0,0.0,83.3,5,1,0.0,6,13.3,0,2,,69.6,49.9,71.1,50.6,,,0,1,7,0.0,54.9,0.0,0,0,0,0,0,1,14.3,40,6.7,-5.29
Trevor Lawrence,77632,QB,JAX,1,-10.0,0,45,15,70.6,34,40,11.3,2.7,2,1,2.3,57.5,23,20,4.2,43,95.6,1,14,,80.3,57.1,79.2,57.6,,55.9,1,1,48,10.0,75.9,4.7,2,1,0,3,1,1,2.1,269,6.7,70.4,27,30,8.9,2.46,2,0,0.0,60.0,18,12,5.3,32,71.1,1,8,,78.7,50.9,78.5,51.7,,55.9,0,1,36,8.3,61.8,3.1,1,1,0,1,0,1,2.8,170,5.7,66.7,9,12,15.6,3.28,0,1,7.7,50.0,6,9,0.0,13,28.9,0,6,,73.2,68.9,73.5,68.1,,,1,0,14,11.1,108.0,7.7,1,0,0,2,1,0,0.0,105,8.8,0,50.0,2,2,-2.0,2.55,0,0,0.0,50.0,1,1,0.0,2,4.4,0,0,,63.6,54.3,66.9,54.9,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,3.08
Jalen Hurts,40291,QB,PHI,1,0.0,0,42,24,83.3,18,25,7.7,3.31,2,1,3.7,52.0,13,16,13.3,35,83.3,2,16,,80.2,78.5,0.0,83.8,,65.9,1,0,37,6.3,80.1,2.9,1,9,0,4,0,0,0.0,208,8.3,76.9,13,16,6.0,2.92,2,1,5.9,56.3,9,9,10.0,22,52.4,1,10,,78.2,74.3,0.0,76.3,,70.1,0,0,23,11.1,88.8,4.5,1,5,0,1,0,0,0.0,153,9.6,90.9,11,16,4.1,3.21,1,0,0.0,56.3,9,8,10.0,20,47.6,1,7,,75.4,73.2,74.9,77.2,,54.4,1,0,21,0.0,72.4,0.0,0,4,0,3,0,0,0.0,90,5.6,0,83.3,6,7,-2.7,1.8,1,0,0.0,71.4,5,1,0.0,7,16.7,0,1,,69.6,57.3,71.1,57.3,,,0,0,7,0.0,82.4,0.0,0,0,0,0,0,0,0.0,35,5.0,-3.93
