player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Derek Carr,8671,QB,LV,1,7.84,0,42,23,66.7,33,37,10.0,2.67,1,1,2.6,59.5,22,11,0.0,42,100.0,0,17,,22.0,41.5,78.6,42.3,,,1,3,44,45.5,69.1,11.9,5,0,0,2,2,5,11.4,295,8.0,64.5,31,34,9.8,2.69,1,1,2.9,58.8,20,8,0.0,38,90.5,0,15,,21.1,36.7,78.2,37.8,,,1,3,39,50.0,65.4,10.5,4,0,0,1,2,5,12.8,257,7.6,100.0,2,3,12.5,2.43,0,0,0.0,66.7,2,3,0.0,4,9.5,0,2,,68.0,71.5,70.6,70.3,,,0,0,5,33.3,109.7,25.0,1,0,0,1,0,0,0.0,38,12.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,5.11
Mitchell Trubisky,11757,QB,PIT,1,28.48,0,41,25,60.0,30,35,9.5,2.63,1,2,5.6,51.4,18,14,0.0,38,92.7,0,8,,79.3,61.4,78.6,59.7,,64.2,2,0,40,7.1,73.2,2.6,1,2,1,1,1,1,2.5,157,4.5,58.6,29,33,9.1,2.46,1,1,2.9,51.5,17,10,0.0,35,85.4,0,6,,78.8,57.8,78.5,56.1,,64.2,1,0,37,0.0,61.0,0.0,0,2,1,1,0,1,2.7,127,3.8,100.0,4,5,3.5,3.2,0,1,20.0,80.0,4,4,0.0,6,14.6,0,3,,68.9,77.3,70.6,75.9,,,1,0,6,25.0,158.3,16.7,1,0,0,0,1,0,0.0,67,13.4,0,100.0,3,3,-2.0,1.77,0,0,0.0,100.0,3,0,0.0,3,7.3,0,1,,65.5,63.9,68.2,63.5,,,0,0,3,,118.1,0.0,0,0,0,0,0,0,0.0,37,12.3,9.55
Davis Mills,52269,QB,HST,1,20.63,0,40,13,66.7,30,32,9.1,2.37,1,0,0.0,59.4,19,12,5.0,35,87.5,1,11,,28.2,67.4,79.0,67.1,,60.0,0,0,37,25.0,100.3,8.6,3,0,0,1,2,1,2.7,214,6.7,69.2,26,28,5.6,2.06,1,0,0.0,57.1,16,7,11.1,29,72.5,2,7,,77.9,70.4,78.6,70.2,,60.0,0,0,30,14.3,81.0,3.4,1,0,0,1,1,0,0.0,130,4.6,77.8,9,9,12.7,2.75,0,0,0.0,77.8,7,5,0.0,11,27.5,0,5,,19.8,60.1,72.9,60.0,,,0,0,12,40.0,154.6,18.2,2,0,0,0,1,1,8.3,110,12.2,0,100.0,5,5,-2.4,1.42,0,0,0.0,80.0,4,0,20.0,5,12.5,1,1,,68.0,65.6,69.9,65.0,,,0,0,5,,88.3,0.0,0,0,0,0,0,0,0.0,26,5.2,7.58
Jameis Winston,9434,QB,NO,1,-71.88,0,40,20,75.9,29,32,10.6,2.68,0,2,5.9,65.6,21,12,4.5,38,95.0,1,12,,79.0,79.6,78.7,77.8,,63.0,0,0,40,33.3,113.4,10.5,4,2,2,1,2,1,2.5,275,8.6,79.3,29,32,9.3,2.52,0,2,5.9,71.9,23,10,0.0,36,90.0,0,12,,78.7,77.7,78.6,78.0,,55.7,0,0,38,30.0,117.8,8.3,3,1,2,1,2,1,2.6,269,8.4,50.0,2,2,14.5,3.5,0,0,0.0,0.0,0,2,100.0,4,10.0,1,0,,66.9,74.1,69.2,63.8,,65.9,0,0,4,50.0,39.6,25.0,1,1,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-4.5,1.45,0,0,0.0,100.0,2,0,0.0,2,5.0,0,0,,63.6,62.4,66.9,62.1,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-6,-3.0,-8.41
Jared Goff,10635,QB,DET,1,-3.15,0,39,11,64.7,34,34,9.1,2.47,0,1,2.8,52.9,18,11,18.2,36,92.3,4,11,,78.8,48.4,79.2,46.5,,65.4,0,1,38,9.1,75.1,2.8,1,1,0,0,2,2,5.3,176,5.2,65.4,26,26,8.7,2.39,0,1,3.6,57.7,15,9,11.8,28,71.8,2,10,,77.4,54.0,78.7,51.5,,65.4,0,1,30,11.1,83.0,3.6,1,1,0,0,2,1,3.3,145,5.6,72.7,11,11,6.5,2.55,0,0,0.0,54.5,6,2,25.0,11,28.2,2,3,,71.9,45.2,72.6,46.3,,,0,0,11,0.0,74.1,0.0,0,0,0,0,0,1,9.1,70,6.4,0,100.0,3,3,-4.0,2.03,0,0,0.0,100.0,3,0,0.0,3,7.7,0,2,,65.5,63.8,68.2,63.4,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,39,13.0,0.78
Josh Allen,46601,QB,BUF,1,20.0,0,38,4,85.7,28,28,8.5,2.49,0,2,7.1,82.1,23,7,4.2,35,92.1,1,18,,79.4,91.7,78.5,90.5,,74.6,0,2,35,28.6,113.8,5.7,2,5,0,0,3,1,2.9,277,9.9,84.0,25,25,7.7,2.36,0,2,8.0,80.0,20,6,4.8,31,81.6,1,15,,78.8,87.8,78.3,86.1,,69.7,0,2,31,33.3,97.7,6.5,2,4,0,0,2,1,3.2,226,9.0,100.0,6,6,6.0,2.71,0,0,0.0,100.0,6,1,0.0,7,18.4,0,4,,69.6,90.6,71.1,83.9,,65.6,0,0,7,0.0,155.6,0.0,0,1,0,0,1,0,0.0,71,11.8,0,100.0,3,3,-3.0,1.63,0,0,0.0,100.0,3,0,0.0,3,7.9,0,1,,65.5,63.9,68.2,63.5,,,0,0,3,,94.4,0.0,0,0,0,0,0,0,0.0,20,6.7,2.79
Aaron Rodgers,2241,QB,GB,1,8.47,0,38,12,79.2,24,27,7.9,2.78,0,1,3.7,63.0,17,11,10.5,31,81.6,2,8,,26.5,60.9,77.9,60.1,,60.0,0,1,31,36.4,66.0,12.9,4,0,0,3,0,2,6.5,174,6.4,76.0,25,27,6.9,2.49,1,1,3.7,63.0,17,6,10.5,29,76.3,2,6,,77.4,69.7,77.7,68.6,,60.0,0,1,29,33.3,60.4,6.9,2,0,0,1,0,1,3.4,138,5.1,100.0,5,7,0.6,2.88,0,0,0.0,71.4,5,5,0.0,9,23.7,0,3,,18.1,35.0,71.9,36.7,,,0,0,9,40.0,95.5,22.2,2,0,0,2,0,1,11.1,57,8.1,0,83.3,6,7,-2.2,1.69,1,0,0.0,71.4,5,0,0.0,7,18.4,0,1,,69.6,57.9,71.1,58.0,,,0,0,7,,74.1,0.0,0,0,0,0,0,0,0.0,21,3.0,3.03
Jacoby Brissett,10725,QB,CLV,1,-38.62,0,38,8,63.0,27,31,9.0,2.9,0,0,0.0,48.4,15,11,11.8,34,89.5,2,6,,79.1,46.3,0.0,47.1,,59.9,0,0,39,9.1,69.2,2.9,1,2,2,2,1,2,5.1,119,3.8,69.2,26,29,7.1,2.45,0,0,0.0,58.6,17,7,5.6,29,76.3,1,6,,77.8,60.5,0.0,60.0,,62.6,0,0,31,0.0,71.9,0.0,0,0,2,1,0,0,0.0,146,5.0,50.0,4,5,12.0,4.23,0,0,0.0,20.0,1,5,50.0,9,23.7,1,1,,72.4,28.5,72.9,29.2,,52.3,0,0,12,20.0,79.2,11.1,1,3,0,1,1,2,16.7,1,0.2,0,100.0,3,3,-4.0,2.63,0,0,0.0,100.0,3,1,0.0,4,10.5,0,1,,66.9,59.6,69.2,63.1,,58.3,0,0,4,0.0,105.6,0.0,0,1,0,0,0,0,0.0,28,9.3,-4.83
Kyler Murray,38334,QB,ARZ,1,-12.44,0,37,1,73.1,26,30,9.3,2.96,2,1,3.1,63.3,19,15,0.0,33,89.2,0,11,,78.9,58.7,78.3,55.2,,68.9,0,0,35,13.3,102.4,6.1,2,1,0,2,2,2,5.7,182,6.1,81.0,21,25,6.7,2.79,2,1,3.7,68.0,17,10,0.0,28,75.7,0,9,,78.1,57.4,77.9,53.3,,68.9,0,0,30,20.0,109.9,7.1,2,1,0,2,2,2,6.7,147,5.9,62.5,8,9,11.1,3.07,0,0,0.0,55.6,5,6,0.0,9,24.3,0,2,,70.9,63.6,71.9,63.2,,,0,0,9,0.0,69.7,0.0,0,0,0,1,0,0,0.0,46,5.1,0,100.0,3,4,-4.0,2.05,0,0,0.0,75.0,3,1,0.0,4,10.8,0,0,,66.9,61.3,69.2,61.1,,,0,0,4,0.0,77.1,0.0,0,0,0,1,0,0,0.0,11,2.8,-0.77
Marcus Mariota,9435,QB,ATL,1,15.81,0,37,2,58.6,29,30,9.6,3.04,0,0,0.0,56.7,17,4,0.0,34,91.9,0,8,,22.4,58.3,79.4,59.1,,56.2,0,0,36,0.0,77.6,0.0,0,4,1,0,0,2,5.6,204,6.8,56.3,16,17,6.9,2.49,0,0,0.0,52.9,9,2,0.0,19,51.4,0,2,,19.0,47.4,78.5,43.1,,59.1,0,0,19,0.0,69.0,0.0,0,2,1,0,0,2,10.5,93,5.5,68.8,16,16,10.4,3.35,0,0,0.0,68.8,11,2,0.0,18,48.6,0,6,,75.1,72.0,74.7,73.6,,54.5,0,0,20,0.0,91.1,0.0,0,2,0,0,0,0,0.0,122,7.6,0,100.0,3,3,-0.3,1.43,0,0,0.0,100.0,3,0,0.0,3,8.1,0,0,,65.5,63.5,68.2,63.1,,,0,0,3,,81.9,0.0,0,0,0,0,0,0,0.0,11,3.7,2.16
Tua Tagovailoa,60326,QB,MIA,1,-26.1,0,37,17,76.7,30,32,8.6,2.7,0,0,0.0,68.8,22,13,4.3,36,97.3,1,12,,28.2,53.0,78.7,52.5,,60.0,0,0,36,23.1,102.6,8.3,3,0,0,2,1,2,5.6,252,7.9,82.4,17,17,6.8,2.43,0,0,0.0,82.4,14,8,0.0,20,54.1,0,7,,24.2,54.2,77.6,53.2,,60.0,0,0,20,37.5,125.7,15.0,3,0,0,0,1,1,5.0,161,9.5,71.4,14,16,10.2,2.94,0,0,0.0,56.3,9,5,10.0,17,45.9,1,6,,74.2,54.9,74.1,55.2,,,0,0,17,0.0,77.3,0.0,0,0,0,2,0,1,5.9,109,6.8,0,100.0,1,1,0.0,1.3,0,0,0.0,100.0,1,0,0.0,1,2.7,0,1,,60.4,60.3,64.6,60.1,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,-2.66
Trey Lance,91399,QB,SF,1,-16.67,0,35,28,61.9,21,22,10.9,3.65,0,2,8.7,45.5,10,12,23.1,28,80.0,3,7,,28.5,57.7,78.9,56.8,,59.2,0,1,29,16.7,49.1,7.1,2,4,0,1,0,1,3.4,148,6.7,61.9,21,22,7.7,2.94,1,1,4.3,50.0,11,7,15.4,27,77.1,2,4,,28.3,49.1,78.9,47.1,,58.4,0,1,28,28.6,46.2,7.4,2,2,0,0,0,1,3.6,113,5.1,60.0,5,6,10.0,4.18,0,1,16.7,33.3,2,6,33.3,8,22.9,1,3,,70.3,70.0,71.5,69.7,,61.2,0,0,8,0.0,65.3,0.0,0,2,0,1,0,0,0.0,51,8.5,0,60.0,5,6,-3.2,1.53,1,0,0.0,50.0,3,1,0.0,7,20.0,0,0,,69.6,41.5,71.1,42.7,,,0,0,7,0.0,56.3,0.0,0,0,0,0,0,0,0.0,16,2.7,3.36
Ryan Tannehill,7014,QB,TEN,1,35.71,0,35,31,79.3,29,32,10.2,2.71,1,1,2.8,59.4,19,9,17.4,34,97.1,4,14,,79.0,81.1,0.0,80.3,,65.4,0,0,38,11.1,106.0,2.9,1,1,1,1,2,0,0.0,258,8.1,72.2,18,21,8.4,2.47,1,1,4.0,47.6,10,7,23.1,22,62.9,3,7,,76.9,64.7,0.0,64.3,,65.4,0,0,26,0.0,96.3,0.0,0,1,1,1,2,0,0.0,115,5.5,91.7,12,12,11.4,3.09,0,0,0.0,83.3,10,2,9.1,13,37.1,1,7,,72.8,92.5,73.2,91.4,,,0,0,13,50.0,118.8,7.7,1,0,0,0,0,0,0.0,151,12.6,0,100.0,1,1,-6.0,2.5,0,0,0.0,100.0,1,0,0.0,1,2.9,0,0,,60.4,60.2,64.6,60.0,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,7.1
