player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,1,0,,,10.3,,,0,0,0,,3,60.2,50.5,77.0,66.5,35.2,71.1,0,,,0,0,0,0.0,0,3,29,1,0,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,1,0,13.0,100.0,100.0,31.0,31.0,0,0,0,0.0,10,45.8,43.5,0.0,,69.7,82.9,0,17,0.0,0,0,1,118.8,1,35,35,0,1,1,0,17,4,0.5,17.0
Devin McCourty,5552,S,NE,1,0,,,100.0,,,0,0,0,,19,68.2,72.1,75.6,,65.4,84.1,0,,0.0,0,0,0,0.0,0,37,37,0,5,0,0,0,0,0.0,
Jerry Hughes,5556,ED,HST,1,0,,,2.6,,,0,0,0,,13,68.2,93.6,81.5,86.6,68.0,73.0,1,,50.0,1,0,0,0.0,0,1,38,3,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,2,0,8.0,100.0,6.7,2.0,2.0,0,0,0,0.0,16,54.2,58.1,80.3,54.6,78.6,54.7,0,8,50.0,1,0,0,100.0,1,2,30,1,1,1,0,8,0,4.0,8.0
Von Miller,6154,ED,BUF,1,0,,,3.7,,,0,0,0,,4,75.7,89.8,76.4,77.9,70.7,74.9,0,,0.0,0,0,0,0.0,0,1,27,3,1,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,1,1,11.5,66.7,100.0,10.8,7.2,0,0,0,0.0,18,50.5,55.8,77.4,,80.9,78.7,0,23,0.0,0,0,0,93.1,4,43,43,1,3,6,0,51,27,1.2,12.8
Robert Quinn,6166,ED,CHI,1,0,,,3.6,,,0,0,0,,6,60.0,49.6,81.8,58.5,43.1,71.2,0,,,0,0,0,0.0,0,1,28,0,0,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,1,0,,,2.2,,,0,0,0,,3,61.0,82.1,78.4,76.2,67.6,41.9,0,,50.0,1,0,0,0.0,0,1,45,1,1,0,0,0,0,0.0,
Josh Bynes,6503,LB,BLT,1,0,4.0,50.0,94.7,18.0,9.0,0,0,0,0.0,3,49.9,31.0,74.4,60.0,31.6,27.1,0,13,100.0,1,0,0,70.8,1,18,19,0,0,2,0,13,9,0.7,13.0
Stephon Gilmore,7016,CB,IND,1,0,9.9,50.0,100.0,10.3,5.1,0,0,1,12.5,14,71.4,71.6,77.8,,65.8,37.4,0,14,25.0,1,0,0,60.9,4,43,43,0,3,8,0,33,7,0.8,8.3
Melvin Ingram III,7024,ED,MIA,1,0,-3.0,100.0,50.0,9.0,9.0,0,0,0,0.0,17,75.9,76.8,76.9,58.3,71.9,72.8,0,-3,0.0,0,0,0,79.2,1,10,20,1,1,1,0,-3,0,-0.3,-3.0
Chandler Jones,7027,ED,LV,1,0,,,6.3,,,0,0,0,,23,61.0,67.5,78.2,65.7,62.2,28.9,0,,,0,0,0,0.0,0,2,32,0,0,0,0,0,0,0.0,
Bobby Wagner,7050,LB,LA,1,0,-1.0,100.0,86.8,11.0,11.0,0,0,0,0.0,26,59.9,72.5,77.1,86.5,68.4,80.7,0,8,0.0,0,0,0,91.7,3,33,38,2,3,3,0,18,21,0.5,6.0
Lavonte David,7060,LB,TB,1,1,3.8,75.0,88.0,13.3,10.0,0,0,1,25.0,30,83.1,79.9,76.6,62.1,55.9,78.3,0,13,0.0,0,1,0,80.2,3,44,50,1,3,4,0,15,2,0.4,5.0
Casey Hayward Jr.,7064,CB,ATL,1,1,21.5,50.0,100.0,19.0,9.5,0,0,0,0.0,2,50.3,55.0,77.9,,75.5,44.9,0,40,33.3,1,0,0,95.8,2,40,40,0,1,4,0,71,13,1.9,35.5
Demario Davis,7079,LB,NO,1,0,7.0,33.3,100.0,37.0,12.3,0,0,1,33.3,20,69.4,79.3,79.2,61.0,73.9,55.1,0,10,0.0,0,0,0,43.8,1,39,39,0,1,3,0,10,6,0.3,10.0
Rodney McLeod,7271,S,IND,1,0,,,100.0,,,0,0,0,,14,60.0,60.2,65.6,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tashaun Gipson Sr.,7288,S,SF,1,0,10.0,0.0,100.0,,23.0,0,1,0,0.0,28,70.8,80.3,75.8,,77.2,83.6,0,,0.0,0,0,0,39.6,0,24,24,0,1,1,0,0,0,0.0,
Harrison Smith,7641,S,MIN,1,1,10.6,80.0,100.0,10.8,8.6,0,0,0,0.0,18,89.3,87.5,78.2,,36.5,72.4,1,15,0.0,0,0,0,48.8,4,43,43,2,5,5,0,26,15,0.6,6.5
Darius Slay,7817,CB,PHI,1,0,14.7,33.3,100.0,13.0,4.3,0,1,0,0.0,24,75.3,73.6,77.6,,60.2,63.9,0,29,0.0,0,0,0,92.4,3,41,41,1,3,9,1,55,12,1.4,18.3
Tyrann Mathieu,7850,S,NO,1,1,5.7,66.7,100.0,18.5,12.3,0,0,0,0.0,20,76.3,79.2,79.5,,66.2,84.9,0,5,0.0,0,0,0,70.1,2,39,39,1,2,3,0,6,5,0.2,3.0
Logan Ryan,7864,S,TB,1,1,16.0,100.0,100.0,20.5,20.5,0,0,0,0.0,30,53.4,54.0,75.7,,63.7,82.6,0,17,0.0,0,0,0,118.8,2,45,45,1,2,2,0,33,1,0.8,16.5
Duron Harmon,7872,S,LV,1,0,3.0,100.0,100.0,20.0,20.0,0,0,0,0.0,23,65.4,69.5,76.5,,65.9,82.8,0,10,0.0,0,0,0,108.3,1,21,21,1,2,1,0,10,7,0.5,10.0
William Gholston,7908,DI,TB,1,0,,,6.3,,,0,0,0,,30,60.0,51.2,74.9,55.7,51.5,,0,,,0,0,0,0.0,0,1,16,0,0,0,0,0,0,0.0,
Steven Means,7929,ED,BLT,1,0,,,5.3,,,0,0,0,,3,60.0,73.2,75.6,65.1,69.7,72.4,0,,,0,0,0,0.0,0,1,19,0,0,0,0,0,0,0.0,
Micah Hyde,7941,S,BUF,1,2,0.5,100.0,100.0,24.0,24.0,0,0,0,0.0,4,74.9,74.2,81.6,,49.2,56.0,0,6,0.0,0,0,0,81.3,2,49,49,1,3,2,0,7,6,0.1,3.5
Jordan Poyer,8000,S,BUF,1,0,13.7,100.0,100.0,16.0,16.0,0,0,0,0.0,4,55.2,55.6,78.0,,62.5,77.3,1,23,0.0,0,0,0,112.5,3,49,49,1,1,3,1,33,1,0.7,11.0
Tony Jefferson,8361,S,NYG,1,0,,,53.8,,,0,0,0,,21,65.1,59.5,75.3,51.0,,,0,,,0,0,0,0.0,0,7,13,0,0,0,0,0,0,0.0,
Jadeveon Clowney,8636,ED,CLV,1,0,-6.0,100.0,3.4,1.0,1.0,0,0,0,0.0,8,60.0,76.3,80.2,75.9,73.2,73.0,0,21,,0,0,0,118.8,1,1,29,0,0,1,0,21,27,21.0,21.0
Khalil Mack,8640,ED,LAC,2,0,12.0,100.0,10.7,8.0,8.0,0,0,0,0.0,27,48.3,84.6,81.9,81.5,75.8,76.7,0,19,,0,0,0,118.8,1,8,75,4,0,1,0,19,7,2.4,19.0
Anthony Barr,8644,LB,DAL,1,0,3.5,50.0,94.1,16.0,8.0,0,0,0,0.0,9,57.0,53.7,74.2,59.2,54.3,73.8,0,6,0.0,0,0,0,56.3,1,16,17,1,1,2,0,6,4,0.4,6.0
Kyle Fuller,8649,CB,BLT,1,0,10.2,60.0,98.4,19.0,11.4,0,0,0,0.0,3,61.0,55.3,79.1,59.1,30.0,53.1,0,12,0.0,0,0,1,71.3,3,61,62,0,2,5,0,23,0,0.4,7.7
C.J. Mosley,8652,LB,NYJ,1,2,3.6,80.0,91.4,7.8,6.2,0,0,0,0.0,22,56.8,54.3,75.4,53.3,56.4,64.8,0,15,16.7,1,0,0,98.3,4,32,35,2,3,5,0,38,26,1.2,9.5
Bradley Roby,8666,CB,NO,1,0,11.3,75.0,100.0,6.2,4.6,0,0,1,12.5,20,51.6,52.7,77.7,,57.8,63.9,0,18,0.0,0,1,0,101.0,6,39,39,1,5,8,0,70,10,1.9,11.7
Demarcus Lawrence,8669,ED,DAL,1,0,,,8.7,,,0,0,0,,9,60.1,69.2,78.8,52.7,78.1,73.1,0,,,0,0,0,0.0,0,2,23,0,0,0,0,0,0,0.0,
Kyle Van Noy,8675,LB,LAC,2,1,16.0,100.0,71.8,27.0,27.0,0,0,1,100.0,27,66.6,62.5,75.5,64.7,49.7,78.2,0,18,0.0,0,1,0,158.3,1,28,39,0,0,1,1,18,2,0.7,18.0
Lamarcus Joyner,8676,S,NYJ,1,0,50.0,100.0,100.0,34.0,34.0,0,0,0,0.0,22,29.6,29.0,76.1,,62.4,75.2,0,55,0.0,0,0,1,158.3,1,35,35,0,1,1,1,55,5,1.6,55.0
Christian Kirksey,8706,LB,HST,1,3,2.0,100.0,87.5,15.7,15.7,0,0,0,0.0,13,58.2,59.4,79.0,61.1,60.1,82.2,0,12,0.0,0,0,0,94.4,3,49,56,0,0,3,0,20,14,0.4,6.7
Kevin Pierre-Louis,8767,LB,HST,1,0,1.3,0.0,100.0,,3.0,0,0,1,33.3,13,90.6,77.4,69.8,,47.8,69.9,0,,,0,1,0,39.6,0,9,9,0,0,3,0,0,0,0.0,
Brent Urban,8769,DI,BLT,1,0,,,9.1,,,0,0,0,,3,59.9,59.2,75.3,60.6,57.3,,0,,,0,0,0,0.0,0,2,22,0,0,0,0,0,0,0.0,
