player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Shaq Thompson,9458,LB,CAR,1,3,,3.0,5,0,39.6,0,1,0,0,0,0.0
Amani Hooker,51378,S,TEN,1,3,,3.0,31,1,0.0,0,1,0,0,0,0.0
Anthony Barr,8644,LB,DAL,1,4,,4.0,9,0,39.6,0,1,0,0,0,0.0
Kevin Pierre-Louis,8767,LB,HST,1,1,,1.0,13,0,39.6,0,1,0,0,0,0.0
Carlton Davis,49335,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Jaquan Brisker,101665,S,CHI,1,3,,3.0,6,0,39.6,0,1,0,0,0,0.0
Eric Kendricks,9478,LB,MIN,1,14,,14.0,18,0,39.6,0,1,0,0,0,0.0
Myles Hartsfield,49159,CB,CAR,1,9,,9.0,5,0,39.6,0,1,0,0,0,0.0
Sauce Gardner,100903,CB,NYJ,1,4,,4.0,22,0,39.6,0,1,0,0,0,0.0
Tre Flowers,49059,CB,CIN,1,2,,1.0,7,0,39.6,0,2,0,0,0,0.0
Nick Scott,49012,S,LA,1,6,,6.0,26,0,39.6,0,1,0,0,0,0.0
Kyzir White,44485,LB,PHI,1,2,,2.0,24,0,39.6,0,1,0,0,0,0.0
Stephon Gilmore,7016,CB,IND,1,1,,1.0,14,0,39.6,0,1,0,0,0,0.0
Lavonte David,7060,LB,TB,1,2,,2.0,30,0,39.6,0,1,0,0,0,0.0
Anthony Brown,10823,CB,DAL,1,5,,5.0,9,0,39.6,0,1,0,0,0,0.0
Talanoa Hufanga,83903,S,SF,1,3,,3.0,28,0,39.6,0,1,0,0,0,0.0
Trevon Diggs,41817,CB,DAL,1,4,,4.0,9,0,39.6,0,1,0,0,0,0.0
Darius Harris,29188,LB,KC,1,5,,5.0,16,0,39.6,0,1,0,0,0,0.0
Cory Littleton,11190,LB,CAR,1,2,,2.0,5,0,39.6,0,1,0,0,0,0.0
Caleb Farley,61803,CB,TEN,1,1,,1.0,31,0,39.6,0,1,0,0,0,0.0
Haason Reddick,11768,ED,PHI,1,2,,2.0,24,0,39.6,0,1,0,0,0,0.0
Adoree' Jackson,11773,CB,NYG,1,3,,3.0,21,0,39.6,0,1,0,0,0,0.0
Marcus Maye,11794,S,NO,1,3,,3.0,20,0,39.6,0,1,0,0,0,0.0
DeShon Elliott,28854,S,DET,1,6,,6.0,11,0,39.6,0,1,0,0,0,0.0
Shaquill Griffin,11845,CB,JAX,1,4,,4.0,15,0,39.6,0,1,0,0,0,0.0
Jonathan Owens,66930,S,HST,1,4,,4.0,13,0,39.6,0,1,0,0,0,0.0
Kader Kohou,156070,CB,MIA,1,11,,11.0,17,0,39.6,0,1,0,0,0,0.0
Bryce Callahan,10000,CB,LAC,2,61,30.5,8.7,27,1,0.0,2,7,0,16,7,0.26
Rasul Douglas,11854,CB,GB,1,20,20.0,20.0,12,0,112.5,1,1,0,11,5,0.55
Terrell Edmunds,51334,S,PIT,1,19,19.0,19.0,25,0,118.8,1,1,0,22,0,1.16
Nate Hobbs,55948,CB,LV,1,19,19.0,9.5,23,0,56.3,1,2,0,5,1,0.26
Justin Reid,49048,S,KC,2,18,18.0,9.0,16,0,97.9,1,2,1,7,0,0.39
Cameron Sutton,11850,CB,PIT,1,18,18.0,6.0,25,1,42.4,1,3,1,2,0,0.11
Arthur Maulet,12224,CB,PIT,1,35,17.5,8.8,25,0,65.6,2,4,0,21,17,0.6
Isaiah Simmons,42451,LB,ARZ,1,17,17.0,17.0,1,0,118.8,1,1,0,18,7,1.06
Bobby McCain,9578,S,WAS,1,16,16.0,16.0,32,0,79.2,1,1,0,3,0,0.19
Chuck Clark,11941,S,BLT,1,15,15.0,7.5,3,0,60.4,1,2,0,8,12,0.53
Justin Evans,11805,S,NO,1,15,15.0,3.8,20,0,39.6,1,4,0,5,7,0.33
Marlon Humphrey,11771,CB,BLT,1,26,13.0,6.5,3,0,64.6,2,4,0,20,1,0.77
Benjamin St-Juste,56061,CB,WAS,1,37,12.3,7.4,32,0,75.4,3,5,0,28,24,0.76
Matt Milano,11918,LB,BUF,1,12,12.0,12.0,4,0,83.3,1,1,0,4,1,0.33
Chandon Sullivan,49349,CB,MIN,1,34,11.3,8.5,18,0,101.0,3,4,0,35,36,1.03
Mike Ford,50535,CB,ATL,1,11,11.0,11.0,2,0,112.5,1,1,0,11,2,1.0
Nasir Adderley,33880,S,LAC,2,22,11.0,7.3,27,0,109.7,2,3,0,61,12,2.77
Desmond King II,11906,CB,HST,1,42,10.5,7.0,13,0,106.9,4,6,0,71,36,1.69
Damarion Williams,100904,CB,BLT,1,10,10.0,10.0,3,0,118.8,1,1,0,19,1,1.9
Samuel Womack,65771,CB,SF,1,10,10.0,5.0,28,0,60.4,1,2,0,8,9,0.8
Marcus Williams,11797,S,BLT,1,10,10.0,10.0,3,0,79.2,1,1,0,2,1,0.2
Drue Tranquill,51276,LB,LAC,2,10,10.0,10.0,27,0,108.3,1,1,0,10,5,1.0
Jeremy Chinn,43179,S,CAR,1,10,10.0,10.0,5,0,118.8,1,1,0,13,0,1.3
Taylor Rapp,51172,S,LA,1,9,9.0,9.0,26,0,112.5,1,1,0,11,12,1.22
Roger McCreary,83176,CB,TEN,1,9,9.0,9.0,31,0,87.5,1,1,0,5,0,0.56
Derwin James,51368,S,LAC,2,26,8.7,5.2,27,0,69.6,3,5,0,21,6,0.81
Kenny Moore II,51596,CB,IND,1,17,8.5,8.5,14,0,108.3,2,2,0,20,4,1.18
Dee Alford,110542,CB,ATL,1,17,8.5,8.5,2,0,110.4,2,2,0,21,4,1.24
Quincy Williams,49779,LB,NYJ,1,8,8.0,8.0,22,0,112.5,1,1,0,11,2,1.38
K'Waun Williams,9332,CB,DEN,1,16,8.0,8.0,10,0,81.3,2,2,0,7,14,0.44
Rayshawn Jenkins,11868,S,JAX,1,8,8.0,8.0,15,0,118.8,1,1,0,27,14,3.38
Taron Johnson,49511,CB,BUF,1,48,8.0,6.0,4,0,82.8,6,8,0,35,30,0.73
Avonte Maddox,50543,CB,PHI,1,31,7.8,6.2,24,0,105.0,4,5,0,46,43,1.48
Antoine Winfield Jr.,42475,S,TB,1,38,7.6,4.8,30,1,43.2,5,8,0,55,30,1.45
Greg Newsome II,83341,CB,CLV,1,15,7.5,7.5,8,0,81.3,2,2,0,7,10,0.47
Bobby Okereke,50954,LB,IND,1,14,7.0,2.8,14,0,47.9,2,5,0,10,17,0.71
Myles Jack,10670,LB,PIT,1,7,7.0,7.0,25,0,79.2,1,1,0,3,1,0.43
Jalen Thompson,49116,S,ARZ,1,14,7.0,4.7,1,0,77.1,2,3,0,14,16,1.0
Mike Edwards,51282,S,TB,1,7,7.0,7.0,30,0,118.8,1,1,0,13,1,1.86
Justin Coleman,9892,CB,SEA,1,34,6.8,4.9,29,0,92.6,5,7,0,52,34,1.53
Michael Carter II,60644,S,NYJ,1,13,6.5,3.3,22,0,57.3,2,4,0,13,10,1.0
Kwon Alexander,9557,LB,NYJ,1,13,6.5,6.5,22,0,85.4,2,2,0,9,6,0.69
Kyle Fuller,8649,CB,BLT,1,12,6.0,6.0,3,0,106.3,2,2,0,19,0,1.58
Jourdan Lewis,11846,CB,DAL,1,24,6.0,4.8,9,0,108.3,4,5,0,50,37,2.08
Mike Hilton,10898,CB,CIN,1,36,6.0,5.1,7,0,95.8,6,7,0,49,12,1.36
Jayron Kearse,10878,S,DAL,1,6,6.0,6.0,9,0,95.8,1,1,0,7,2,1.17
Kyle Dugger,90621,S,NE,1,6,6.0,6.0,19,0,79.2,1,1,0,-1,0,-0.17
Demario Davis,7079,LB,NO,1,6,6.0,2.0,20,0,43.8,1,3,0,10,6,1.67
Richie Grant,43196,S,ATL,1,6,6.0,3.0,2,0,56.3,1,2,0,4,0,0.67
Tyrann Mathieu,7850,S,NO,1,6,6.0,3.0,20,0,56.3,1,2,0,1,3,0.17
Chris Lammons,49368,CB,KC,1,6,6.0,6.0,16,0,108.3,1,1,0,10,4,1.67
Kareem Jackson,5545,S,DEN,1,6,6.0,6.0,10,0,118.8,1,1,0,17,4,2.83
Darious Williams,55724,CB,JAX,1,29,5.8,4.8,15,0,97.2,5,6,0,44,43,1.52
Kyler Gordon,83451,CB,CHI,1,28,5.6,5.6,6,0,118.8,5,5,0,70,27,2.5
Jordan Whitehead,49196,S,NYJ,1,11,5.5,5.5,22,0,100.0,2,2,0,16,3,1.45
Troy Hill,9881,CB,LA,1,11,5.5,3.7,26,1,78.5,2,3,1,15,14,1.36
Myles Bryant,43336,CB,NE,1,11,5.5,5.5,19,0,116.7,2,2,0,24,14,2.18
Nick Cross,97514,S,IND,1,11,5.5,5.5,14,0,93.8,2,2,0,13,4,1.18
L'Jarius Sneed,40588,CB,KC,2,53,5.3,4.4,16,0,100.0,10,12,0,96,68,1.81
Darnay Holmes,56247,CB,NYG,1,16,5.3,2.7,21,0,66.7,3,6,0,33,5,2.06
