"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"Davante Adams","LV","All Defenders","ARZ","100","58.94841186"
"Davante Adams","LV","Marco Wilson","ARZ","100","21.33452697"
"Davante Adams","LV","Trayvon Mullen","ARZ","100","17.39320873"
"Davante Adams","LV","Byron Murphy Jr.","ARZ","100","20.13499533"
"Marquise Brown","ARZ","All Defenders","LV","95.67551536","59.62938578"
"Marquise Brown","ARZ","Amik Robertson","LV","93.68949933","35.77763147"
"Marquise Brown","ARZ","Rock Ya-Sin","LV","100","30.7553485"
"Marquise Brown","ARZ","Nate Hobbs","LV","100","17.99515072"
"Terry McLaurin","WAS","All Defenders","DET","91.65430444","57.96987772"
"Terry McLaurin","WAS","Amani Oruwariye","DET","97.32984427","27.49525772"
"Terry McLaurin","WAS","Jeffrey Okudah","DET","90.09636218","14.81168682"
"Terry McLaurin","WAS","Mike Hughes","DET","84.6927665","15.66293319"
"Justin Jefferson","MIN","All Defenders","PHI","89.6994029","59.96057358"
"Justin Jefferson","MIN","James Bradberry","PHI","100","21.88770588"
"Justin Jefferson","MIN","Darius Slay","PHI","94.19622755","18.61712914"
"Justin Jefferson","MIN","Avonte Maddox","PHI","98.73428332","19.03643385"
"Cooper Kupp","LA","All Defenders","ATL","87.58577972","65.24420586"
"Cooper Kupp","LA","Casey Hayward Jr.","ATL","61.85798403","11.86904398"
"Cooper Kupp","LA","A.J. Terrell","ATL","74.21381705","9.736880395"
"Cooper Kupp","LA","Dee Alford","ATL","97.06622791","42.50112756"
"Stefon Diggs","BUF","All Defenders","TEN","85.54890476","56.3263957"
"Stefon Diggs","BUF","Caleb Farley","TEN","96.92179486","20.35203102"
"Stefon Diggs","BUF","Kristian Fulton","TEN","75.47784017","23.36183842"
"Stefon Diggs","BUF","Roger McCreary","TEN","89.13721723","12.32587794"
"Tyreek Hill","MIA","All Defenders","BLT","84.41174909","50.07739896"
"Tyreek Hill","MIA","Marlon Humphrey","BLT","57.94510677","10.91588623"
"Tyreek Hill","MIA","Brandon Stephens","BLT","88.15232554","30.04643937"
"Tyreek Hill","MIA","Damarion Williams","BLT","86.25223163","26.70383466"
"A.J. Brown","PHI","All Defenders","MIN","82.55289759","56.14306141"
"A.J. Brown","PHI","Cameron Dantzler","MIN","74.28415387","14.19562601"
"A.J. Brown","PHI","Patrick Peterson","MIN","86.86707163","22.6362685"
"A.J. Brown","PHI","Chandon Sullivan","MIN","91.44224163","18.92750134"
"Brandon Aiyuk","SF","All Defenders","SEA","68.51565016","56.87837552"
"Brandon Aiyuk","SF","Tariq Woolen","SEA","64.83714683","23.72894729"
"Brandon Aiyuk","SF","Sidney Jones","SEA","60.2933205","18.84096189"
"Brandon Aiyuk","SF","Justin Coleman","SEA","80.22243784","34.12702531"
"Deebo Samuel","SF","All Defenders","SEA","67.30835419","58.69825"
"Deebo Samuel","SF","Tariq Woolen","SEA","73.0601211","17.48854358"
"Deebo Samuel","SF","Sidney Jones","SEA","69.18966074","20.9304378"
"Deebo Samuel","SF","Justin Coleman","SEA","90.06070653","17.76761609"
"Tyler Lockett","SEA","All Defenders","SF","59.13238107","56.95478605"
"Tyler Lockett","SEA","Emmanuel Moseley","SF","60.97381144","8.136398008"
"Tyler Lockett","SEA","Charvarius Ward","SF","65.81634541","24.50841839"
"Tyler Lockett","SEA","Samuel Womack","SF","81.09103068","24.21074529"
"Allen Robinson II","LA","All Defenders","ATL","55.85477046","54.65918916"
"Allen Robinson II","LA","Casey Hayward Jr.","ATL","53.13408599","17.73708787"
"Allen Robinson II","LA","A.J. Terrell","ATL","64.77553321","16.89246464"
"Allen Robinson II","LA","Dee Alford","ATL","86.62863561","19.66765526"
"Ja'Marr Chase","CIN","All Defenders","DAL","54.80547113","62.08853007"
"Ja'Marr Chase","CIN","Trevon Diggs","DAL","58.11149242","27.38991155"
"Ja'Marr Chase","CIN","Anthony Brown","DAL","67.6138347","21.85516258"
"Ja'Marr Chase","CIN","Jourdan Lewis","DAL","71.52541645","12.41770601"
"Tee Higgins","CIN","All Defenders","DAL","54.70795927","53.03927248"
"Tee Higgins","CIN","Trevon Diggs","DAL","60.20883114","18.81793931"
"Tee Higgins","CIN","Anthony Brown","DAL","69.88292107","22.68775747"
"Tee Higgins","CIN","Jourdan Lewis","DAL","74.03474959","11.38181813"
"D.K. Metcalf","SEA","All Defenders","SF","54.55833192","53.46516293"
"D.K. Metcalf","SEA","Emmanuel Moseley","SF","60.62853615","29.30752364"
"D.K. Metcalf","SEA","Charvarius Ward","SF","65.44279609","13.67060208"
"D.K. Metcalf","SEA","Samuel Womack","SF","80.67793063","10.48703721"
"Julio Jones","TB","All Defenders","NO","54.15098509","44.1689826"
"Julio Jones","TB","Marshon Lattimore","NO","57.56710552","19.09616079"
"Julio Jones","TB","Bradley Roby","NO","71.52178832","15.30608308"
"Julio Jones","TB","Justin Evans","NO","93.88950956","9.766738727"
"Robert Woods","TEN","All Defenders","BUF","53.66071782","56.91377957"
"Robert Woods","TEN","Christian Benford","BUF","63.30705772","34.14826774"
"Robert Woods","TEN","Dane Jackson","BUF","62.57867508","22.40223238"
"Robert Woods","TEN","Taron Johnson","BUF","50.52835083","24.67272891"
"Hunter Renfrow","LV","All Defenders","ARZ","53.44163664","51.88173943"
"Hunter Renfrow","LV","Marco Wilson","ARZ","72.12229249","8.511269664"
"Hunter Renfrow","LV","Trayvon Mullen","ARZ","69.83943242","9.103357989"
"Hunter Renfrow","LV","Byron Murphy Jr.","ARZ","66.64608596","34.04507866"
"CeeDee Lamb","DAL","All Defenders","CIN","53.43935643","55.83253594"
"CeeDee Lamb","DAL","Eli Apple","CIN","71.5730187","18.61084531"
"CeeDee Lamb","DAL","Chidobe Awuzie","CIN","58.99467691","13.3163807"
"CeeDee Lamb","DAL","Mike Hilton","CIN","63.82603083","23.3437758"
"Courtland Sutton","DEN","All Defenders","HST","53.31549116","58.58764194"
"Courtland Sutton","DEN","Derek Stingley Jr.","HST","61.79376924","30.50277231"
"Courtland Sutton","DEN","Steven Nelson","HST","59.78499971","19.43621772"
"Courtland Sutton","DEN","Desmond King II","HST","76.06783269","8.555655648"
"Amari Cooper","CLV","All Defenders","NYJ","52.12262003","54.86215923"
"Amari Cooper","CLV","D.J. Reed Jr.","NYJ","51.21989582","17.31612917"
"Amari Cooper","CLV","Sauce Gardner","NYJ","71.46973409","22.56091829"
"Amari Cooper","CLV","Michael Carter II","NYJ","71.47629456","14.98511178"
"Kenny Golladay","NYG","All Defenders","CAR","51.71156619","48.43129662"
"Kenny Golladay","NYG","Jaycee Horn","CAR","61.36315692","21.97722704"
"Kenny Golladay","NYG","Donte Jackson","CAR","66.38808592","16.78815954"
"Kenny Golladay","NYG","Myles Hartsfield","CAR","73.41713665","9.665910039"
"Randall Cobb","GB","All Defenders","CHI","51.67734371","39.30065901"
"Randall Cobb","GB","Jaylon Johnson","CHI","59.98526883","3.583646718"
