player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Connor Bazelak,99135,QB,INDIANA,5,79,25.3,0,190,2,1,8.9,8.9,82.3,11.4,0,6,20,7,7,79,65,9,15,30,6,1,19.0,38.0,3,7.6,1.3
Donovan Smith,73929,QB,TEXAS TECH,5,75,21.3,0,315,2,5,14.7,34.7,82.7,8.0,0,8,16,11,26,75,62,6,12,12,8,0,16.0,16.0,1,10.7,0.0
Brennan Armstrong,77696,QB,VIRGINIA,5,72,13.9,0,335,1,6,18.1,30.6,86.1,2.8,0,10,10,13,22,72,62,2,2,24,10,3,2.8,33.3,3,13.9,4.2
DJ Irons,145585,QB,AKRON,5,71,9.9,0,102,1,4,14.1,23.9,74.6,16.9,0,6,7,10,17,71,53,12,11,18,6,2,15.5,25.4,1,8.5,2.8
Cameron Ward,133244,QB,WASH STATE,5,66,7.6,0,341,6,9,10.6,15.2,63.6,13.6,0,18,5,7,10,66,42,9,9,15,18,1,13.6,22.7,3,27.3,1.5
Jack Plummer,83543,QB,CAL,5,59,8.5,0,130,1,3,18.6,27.1,89.8,3.4,0,4,5,11,16,59,53,2,9,21,4,3,15.3,35.6,0,6.8,5.1
Emory Jones,82111,QB,ARIZONA ST,5,59,15.3,0,110,2,1,5.1,37.3,86.4,5.1,0,4,9,3,22,59,51,3,14,11,4,4,23.7,18.6,1,6.8,6.8
Hayden Wolff,98362,QB,DOMINION,5,59,27.1,0,263,0,1,16.9,16.9,89.8,5.1,0,3,16,10,10,59,53,3,13,12,3,3,22.0,20.3,2,5.1,5.1
Drake Maye,143969,QB,N CAROLINA,5,58,1.7,0,245,1,10,24.1,1.7,67.2,10.3,0,14,1,14,1,58,39,6,8,16,14,3,13.8,27.6,3,24.1,5.2
Frank Harris,60586,QB,UTSA,5,57,15.8,0,331,0,2,5.3,21.1,93.0,-3.5,0,3,9,3,12,57,53,-2,6,30,3,7,10.5,52.6,1,5.3,12.3
Phil Jurkovec,83533,QB,BOSTON COL,5,55,10.9,0,121,1,1,12.7,30.9,83.6,5.5,0,5,6,7,17,55,46,3,8,17,5,1,14.5,30.9,3,9.1,1.8
Jayden de Laura,131928,QB,ARIZONA,5,55,12.7,0,109,0,4,20.0,12.7,81.8,7.3,0,8,7,11,7,55,45,4,8,17,8,3,14.5,30.9,4,14.5,5.5
Daniel Richardson,97103,QB,C MICHIGAN,5,55,18.2,0,134,0,4,5.5,29.1,81.8,10.9,0,4,10,3,16,55,45,6,5,15,4,2,9.1,27.3,0,7.3,3.6
Chase Cunningham,78533,QB,MIDDLE TN,5,55,18.2,0,224,1,1,14.5,23.6,83.6,10.9,0,4,10,8,13,55,46,6,12,10,4,0,21.8,18.2,2,7.3,0.0
Hunter Dekkers,122511,QB,IOWA STATE,5,55,12.7,0,193,1,0,12.7,21.8,81.8,14.5,0,3,7,7,12,55,45,8,6,13,3,1,10.9,23.6,2,5.5,1.8
Will Levis,83542,QB,KENTUCKY,5,54,14.8,0,202,2,8,11.1,20.4,68.5,5.6,0,14,8,6,11,54,37,3,5,11,14,1,9.3,20.4,4,25.9,1.9
Jeff Sims,122496,QB,GA TECH,5,53,15.1,0,176,1,0,17.0,22.6,84.9,7.5,0,3,8,9,12,53,45,4,8,12,3,6,15.1,22.6,2,5.7,11.3
Kurtis Rourke,97998,QB,OHIO,5,52,11.5,0,259,0,1,11.5,30.8,90.4,5.8,0,2,6,6,16,52,47,3,11,16,2,3,21.2,30.8,1,3.8,5.8
Layne Hatcher,82068,QB,TEXAS ST,5,50,22.0,0,314,2,4,22.0,24.0,84.0,6.0,0,6,11,11,12,50,42,3,4,5,6,2,8.0,10.0,0,12.0,4.0
Davis Brin,77642,QB,TULSA,5,50,18.0,0,320,1,3,22.0,22.0,76.0,10.0,0,8,9,11,11,50,38,5,9,9,8,0,18.0,18.0,4,16.0,0.0
James Blackman,60382,QB,ARK STATE,5,49,22.4,0,113,1,2,14.3,14.3,81.6,10.2,0,5,11,7,7,49,40,5,6,16,5,0,12.2,32.7,2,10.2,0.0
Spencer Rattler,97408,QB,S CAROLINA,5,49,12.2,0,289,0,5,14.3,20.4,87.8,0.0,0,7,6,7,10,49,43,0,10,14,7,2,20.4,28.6,2,14.3,4.1
Clayton Tune,77652,QB,HOUSTON,5,49,10.2,0,182,1,5,8.2,22.4,77.6,8.2,0,8,5,4,11,49,38,4,5,18,8,1,10.2,36.7,2,16.3,2.0
Gavin Hardison,100827,QB,UTEP,6,49,14.3,0,330,3,8,4.1,12.2,51.0,16.3,0,18,7,2,6,49,25,8,6,5,18,0,12.2,10.2,7,36.7,0.0
Casey Thompson,77677,QB,NEBRASKA,5,47,8.5,0,238,2,2,14.9,29.8,89.4,-4.3,0,5,4,7,14,47,42,-2,9,7,5,6,19.1,14.9,1,10.6,12.8
Clay Millen,146082,QB,COLO STATE,4,47,21.3,0,144,0,1,8.5,40.4,89.4,8.5,0,2,10,4,19,47,42,4,4,15,2,1,8.5,31.9,1,4.3,2.1
Gunnar Watson,83570,QB,TROY,5,46,21.7,0,318,0,0,10.9,13.0,89.1,4.3,0,3,10,5,6,46,41,2,10,13,3,2,21.7,28.3,3,6.5,4.3
Seth Henigan,144267,QB,MEMPHIS,5,46,15.2,0,218,0,6,15.2,32.6,73.9,4.3,0,9,7,7,15,46,34,2,3,9,9,2,6.5,19.6,3,19.6,4.3
Chevan Cordeiro,75886,QB,S JOSE ST,4,45,11.1,0,285,0,2,8.9,26.7,82.2,0.0,0,9,5,4,12,45,37,0,6,20,9,1,13.3,44.4,7,20.0,2.2
Caleb Williams,144622,QB,USC,5,45,4.4,0,326,0,0,15.6,24.4,73.3,20.0,0,6,2,7,11,45,33,9,6,11,6,2,13.3,24.4,6,13.3,4.4
Jayden Daniels,97993,QB,LSU,5,45,8.9,0,211,2,1,8.9,13.3,75.6,11.1,0,7,4,4,6,45,34,5,9,14,7,1,20.0,31.1,4,15.6,2.2
N'Kosi Perry,60446,QB,FAU,6,44,15.9,0,165,1,4,13.6,9.1,81.8,6.8,0,6,7,6,4,44,36,3,8,11,6,2,18.2,25.0,1,13.6,4.5
Adrian Martinez,83522,QB,KANSAS ST,5,44,22.7,0,199,0,7,4.5,18.2,72.7,6.8,0,10,10,2,8,44,32,3,6,7,10,2,13.6,15.9,3,22.7,4.5
Dequan Finn,97804,QB,TOLEDO,5,44,20.5,0,316,1,2,15.9,27.3,93.2,2.3,0,4,9,7,12,44,41,1,10,8,4,1,22.7,18.2,1,9.1,2.3
Matt McDonald,60350,QB,BOWL GREEN,4,44,20.5,0,122,0,2,20.5,27.3,88.6,4.5,0,2,9,9,12,44,39,2,6,6,2,2,13.6,13.6,0,4.5,4.5
Chandler Rogers,98683,QB,LA MONROE,5,43,9.3,0,209,0,0,14.0,14.0,81.4,4.7,0,4,4,6,6,43,35,2,10,16,4,2,23.3,37.2,4,9.3,4.7
Malik Cunningham,60436,QB,LOUISVILLE,5,43,14.0,0,210,1,14,7.0,11.6,46.5,9.3,0,20,6,3,5,43,20,4,3,4,20,1,7.0,9.3,5,46.5,2.3
Garrett Shrader,98212,QB,SYRACUSE,5,42,16.7,0,304,2,5,9.5,7.1,69.0,0.0,0,12,7,4,3,42,29,0,5,9,12,5,11.9,21.4,5,28.6,11.9
Jack Salopek,130662,QB,W MICHIGAN,4,42,7.1,0,347,1,2,7.1,28.6,85.7,7.1,0,4,3,3,12,42,36,3,11,14,4,3,26.2,33.3,1,9.5,7.1
Cole Snyder,97617,QB,BUFFALO,5,41,9.8,0,126,0,1,14.6,34.1,87.8,2.4,0,5,4,6,14,41,36,1,10,5,5,1,24.4,12.2,4,12.2,2.4
Holton Ahlers,77651,QB,E CAROLINA,5,41,9.8,0,156,1,5,12.2,19.5,70.7,9.8,0,8,4,5,8,41,29,4,7,5,8,2,17.1,12.2,2,19.5,4.9
Ben Bryant,77655,QB,CINCINNATI,5,41,29.3,0,138,0,0,7.3,26.8,92.7,4.9,0,1,12,3,11,41,38,2,7,10,1,0,17.1,24.4,1,2.4,0.0
TJ McMahon,83521,QB,RICE,5,41,17.1,0,275,0,1,14.6,36.6,92.7,2.4,0,2,7,6,15,41,38,1,9,14,2,1,22.0,34.1,1,4.9,2.4
Doug Brumfield,128348,QB,UNLV,5,41,4.9,0,325,0,0,14.6,39.0,90.2,4.9,0,3,2,6,16,41,37,2,10,10,3,1,24.4,24.4,3,7.3,2.4
Spencer Petras,82136,QB,IOWA,5,41,19.5,0,192,0,0,14.6,9.8,90.2,9.8,0,0,8,6,4,41,37,4,10,17,0,0,24.4,41.5,0,0.0,0.0
Jordan Travis,77615,QB,FLORIDA ST,5,40,10.0,0,167,3,4,7.5,27.5,77.5,0.0,0,9,4,3,11,40,31,0,6,10,9,2,15.0,25.0,2,22.5,5.0
Sean Clifford,51708,QB,PENN STATE,5,39,5.1,0,266,1,5,23.1,15.4,76.9,5.1,0,7,2,9,6,39,30,2,9,12,7,0,23.1,30.8,1,17.9,0.0
Sam Hartman,77618,QB,WAKE,4,39,5.1,0,339,1,2,20.5,25.6,69.2,10.3,0,8,2,8,10,39,27,4,4,4,8,1,10.3,10.3,5,20.5,2.6
Kyle Vantrease,55029,QB,GA SOUTHRN,5,39,20.5,0,174,0,2,15.4,35.9,92.3,2.6,0,2,8,6,14,39,36,1,3,7,2,2,7.7,17.9,0,5.1,5.1
Miles Kendrick,77673,QB,NEW MEXICO,5,38,21.1,0,241,1,2,13.2,15.8,92.1,-2.6,0,4,8,5,6,38,35,-1,8,16,4,4,21.1,42.1,1,10.5,10.5
Will Rogers,124184,QB,MISS STATE,5,38,13.2,0,227,1,1,15.8,34.2,86.8,5.3,0,3,5,6,13,38,33,2,4,11,3,0,10.5,28.9,1,7.9,0.0
JT Daniels,83578,QB,W VIRGINIA,5,37,10.8,0,343,1,0,18.9,10.8,83.8,16.2,0,1,4,7,4,37,31,6,9,8,1,3,24.3,21.6,0,2.7,8.1
Evan Simon,129906,QB,RUTGERS,5,37,16.2,0,278,1,0,29.7,18.9,91.9,5.4,0,2,6,11,7,37,34,2,8,7,2,1,21.6,18.9,1,5.4,2.7
Grayson James,145214,QB,FIU,4,36,27.8,0,166,0,0,27.8,22.2,100.0,0.0,0,0,10,10,8,36,36,0,5,15,0,0,13.9,41.7,0,0.0,0.0
Kedon Slovis,100580,QB,PITTSBURGH,4,36,33.3,0,268,0,0,22.2,11.1,83.3,5.6,0,5,12,8,4,36,30,2,6,6,5,2,16.7,16.7,5,13.9,5.6
Nate Cox,60432,QB,NEVADA,4,35,22.9,0,239,0,0,17.1,20.0,91.4,5.7,0,1,8,6,7,35,32,2,8,6,1,0,22.9,17.1,1,2.9,0.0
KJ Jefferson,99129,QB,ARKANSAS,5,35,14.3,0,111,1,5,14.3,28.6,80.0,0.0,0,8,5,5,10,35,28,0,5,5,8,1,14.3,14.3,2,22.9,2.9
Darren Grainger,78496,QB,GA STATE,5,35,14.3,0,175,3,1,14.3,28.6,80.0,5.7,0,6,5,5,10,35,28,2,4,11,6,2,11.4,31.4,2,17.1,5.7
Michael Penix Jr.,82134,QB,WASHINGTON,5,35,22.9,0,340,0,3,17.1,22.9,91.4,0.0,0,3,8,6,8,35,32,0,5,10,3,2,14.3,28.6,0,8.6,5.7
Graham Mertz,97994,QB,WISCONSIN,5,35,8.6,0,349,2,4,11.4,20.0,57.1,22.9,0,8,3,4,7,35,20,8,2,2,8,3,5.7,5.7,2,22.9,8.6
Aidan O'Connell,60516,QB,PURDUE,4,34,11.8,0,273,0,2,14.7,14.7,82.4,11.8,0,2,4,5,5,34,28,4,4,10,2,1,11.8,29.4,0,5.9,2.9
