player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Xavier Hutchinson,122518,WR,IOWA STATE,5,7.9,7,69.0,53.3,8,15,0,3.9,2,24,193,1,81.7,73.8,82.0,,81.8,0.5,1,3,33,0.0,0,187,0,49,93.6,175,26.2,49,95.0,71,5,73.3,137,504,233,4.8,10.3,2.88
Charlie Jones,55038,WR,PURDUE,5,12.5,2,75.8,58.8,10,17,0,0.0,0,28,273,1,91.8,58.1,81.1,,83.7,0.0,0,0,55,0.0,0,199,2,47,94.0,187,7.5,15,142.4,62,7,92.5,184,588,177,3.8,12.5,3.14
Tyrin Smith,145487,WR,UTEP,6,14.6,7,53.2,16.7,1,6,0,17.5,7,19,330,1,33.0,35.4,64.9,,64.9,0.0,0,2,74,0.0,0,219,1,33,95.4,209,76.3,167,92.5,62,4,23.7,52,566,170,5.2,17.2,2.71
Cam Camper,156414,WR,INDIANA,4,11.1,5,53.2,33.3,5,15,0,8.3,3,21,190,1,66.4,72.1,68.5,61.9,68.4,0.0,0,1,40,0.5,1,210,1,33,94.3,198,10.5,22,73.2,62,1,89.5,188,418,112,3.4,12.7,2.11
Jacob Cowing,100894,WR,ARIZONA,5,10.3,9,66.7,33.3,2,6,0,11.1,5,32,109,0,58.3,74.9,86.1,,86.3,0.0,0,2,38,0.0,0,215,0,40,96.7,208,68.4,147,121.9,60,7,31.2,67,566,317,7.9,14.2,2.72
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,5,11.7,0,53.3,47.1,8,17,0,13.5,5,21,174,0,51.3,72.7,64.2,,62.6,0.0,0,2,53,0.0,0,232,1,32,96.1,223,13.8,32,77.2,60,3,85.8,199,401,111,3.5,12.5,1.8
LaJohntay Wester,123616,WR,FAU,6,10.3,7,66.1,50.0,4,8,1,7.1,3,21,165,0,70.9,79.5,75.6,63.1,77.0,0.0,0,3,42,0.5,1,210,3,39,95.2,200,89.0,187,106.8,59,8,11.0,23,442,163,4.2,11.3,2.21
Zakhari Franklin,97620,WR,UTSA,5,8.6,11,62.1,42.9,6,14,0,7.7,3,23,331,0,68.5,72.4,72.1,,71.2,0.0,0,2,43,0.0,0,242,0,36,93.8,227,15.3,37,109.1,58,6,84.7,205,489,234,6.5,13.6,2.15
Rashee Rice,97605,WR,SMU,4,12.6,5,58.6,54.5,6,11,0,5.6,2,25,287,1,68.0,35.8,86.7,,84.9,0.0,0,1,54,0.0,0,162,0,34,92.6,150,14.8,24,107.2,58,4,85.2,138,563,157,4.6,16.6,3.75
Jayshon Jackson,78041,WR,BALL ST,5,8.7,6,65.5,54.5,6,11,0,7.3,3,23,117,0,70.5,77.6,74.0,54.4,72.4,0.0,0,1,37,0.0,0,220,0,38,95.5,210,56.8,125,92.4,58,2,43.2,95,437,228,6.0,11.5,2.08
