"","pred_y","test_y"
"1",61.9426574707031,0
"2",72.2596435546875,0
"3",72.2596435546875,0
"4",53.8799858093262,0
"5",67.0452880859375,0
"6",53.8799858093262,0
"7",43.9101943969727,0
"8",56.7023887634277,0
"9",51.987979888916,0
"10",53.8472442626953,0
"11",49.0283737182617,0
"12",67.3924865722656,0
"13",51.987979888916,0
"14",51.987979888916,0
"15",51.987979888916,0
"16",56.7023887634277,0
"17",51.987979888916,0
"18",51.987979888916,0
"19",57.7702484130859,0
"20",51.987979888916,0
"21",50.4953575134277,0
"22",50.4953575134277,0
"23",50.4953575134277,0
"24",50.4953575134277,0
"25",49.2905311584473,0
"26",49.2905311584473,0
"27",49.2905311584473,0
"28",51.987979888916,0
"29",50.4953575134277,0
"30",55.6135368347168,0
"31",46.8260688781738,0
"32",44.1286201477051,0
"33",46.8260688781738,0
"34",44.1286201477051,0
"35",39.7079162597656,0
"36",50.7521934509277,0
"37",50.3722839355469,0
"38",44.1286201477051,0
"39",45.6212425231934,0
"40",45.6212425231934,0
"41",46.8260688781738,0
"42",45.6212425231934,0
"43",44.1286201477051,0
"44",48.054744720459,0
"45",46.8260688781738,0
"46",42.8784294128418,0
"47",41.3858070373535,0
"48",44.0832557678223,0
"49",42.8784294128418,0
"50",41.3858070373535,0
"51",47.8783226013184,0
"52",44.0832557678223,0
"53",41.3858070373535,0
"54",45.3119316101074,0
"55",44.0832557678223,0
"56",44.0832557678223,0
"57",45.3119316101074,0
"58",41.3858070373535,0
"59",41.3858070373535,0
"60",45.3119316101074,0
"61",42.8784294128418,0
"62",41.3858070373535,0
"63",41.3858070373535,0
"64",47.8783226013184,0
"65",44.0832557678223,0
"66",41.3858070373535,0
"67",41.7161445617676,0
"68",41.3858070373535,0
"69",45.3119316101074,0
"70",36.9651031494141,0
"71",44.0832557678223,0
"72",45.8166618347168,0
"73",41.3858070373535,0
"74",45.3119316101074,0
"75",42.8784294128418,0
"76",41.3858070373535,0
"77",41.3858070373535,0
"78",41.3858070373535,0
"79",47.6294708251953,0
"80",43.8193092346191,0
"81",47.6294708251953,0
"82",42.8784294128418,0
"83",29.8940601348877,0
"84",42.8784294128418,0
"85",34.8006439208984,0
"86",45.3119316101074,0
"87",43.8193092346191,0
"88",41.3858070373535,0
"89",41.3858070373535,0
"90",41.3858070373535,0
"91",47.6294708251953,0
"92",47.8783226013184,0
"93",41.3858070373535,0
"94",41.3858070373535,0
"95",41.3858070373535,0
"96",30.3799419403076,0
"97",34.8006439208984,0
"98",41.3858070373535,0
"99",41.7161445617676,0
"100",42.8784294128418,0
"101",36.9651031494141,0
"102",43.8193092346191,0
"103",51.9788398742676,0
"104",25.1430187225342,0
"105",41.3858070373535,0
"106",36.9651031494141,0
"107",22.3480854034424,0
"108",41.3858070373535,0
"109",34.8006439208984,0
"110",39.3986053466797,0
"111",41.7161445617676,0
"112",41.3858070373535,0
"113",36.9651031494141,0
"114",36.9651031494141,0
"115",41.3858070373535,0
"116",45.3119316101074,0
"117",41.3858070373535,0
"118",47.6294708251953,0
"119",41.3858070373535,0
"120",43.8193092346191,0
"121",41.3858070373535,0
"122",27.6375350952148,0
"123",14.2773895263672,0
"124",28.8944072723389,0
