player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Michael Penix Jr.,82134,QB,WASHINGTON,9,74.9,379,394,9.6,2.53,3,16,3.8,66.0,260,0,84,8.5,407,24,162,340,79.8,82.4,82.5,54.5,1,5,435,2,4.8,105.4,1.0,4,9,2,9,23,5,1.1,3232,8.2
Connor Bazelak,99135,QB,INDIANA,8,64.8,349,381,8.4,2.47,5,9,2.2,54.6,208,0,136,8.0,403,18,103,190,72.9,55.0,53.4,63.3,1,9,432,6,14.7,71.2,5.0,20,1,0,26,12,14,3.2,2099,5.5
Will Rogers,124184,QB,MISS STATE,8,77.6,353,378,6.4,2.44,11,13,3.3,67.5,255,0,79,6.9,399,19,132,227,69.5,76.4,75.0,58.6,1,4,419,2,17.7,102.1,3.5,14,4,1,12,23,11,2.6,2535,6.7
Kyle Vantrease,55029,QB,GA SOUTHRN,8,69.6,355,373,8.9,2.24,6,14,3.6,62.5,233,0,80,5.7,382,14,132,174,71.6,65.3,64.6,56.7,0,12,401,0,2.5,87.0,0.5,2,7,0,12,18,20,5.0,2706,7.3
Austin Reed,111760,QB,W KENTUCKY,9,76.1,352,372,7.6,2.26,11,16,4.1,68.5,255,0,65,4.9,400,13,134,346,49.8,80.6,80.7,62.9,4,6,419,2,16.9,103.3,2.8,11,13,2,3,22,15,3.6,2774,7.5
John Paddock,77689,QB,BALL ST,9,70.1,344,367,7.3,2.11,12,14,3.6,61.9,227,0,92,5.8,377,14,120,117,64.9,69.8,69.5,49.2,3,10,399,1,7.6,82.4,1.9,7,3,0,8,16,12,3.0,2252,6.1
DJ Irons,145585,QB,AKRON,9,74.1,343,364,9.1,2.9,1,11,2.9,66.2,241,2,151,5.1,438,13,136,102,60.3,73.7,70.5,71.2,3,6,456,6,27.2,87.2,9.4,41,31,2,15,9,14,3.1,2499,6.9
Holton Ahlers,77651,QB,E CAROLINA,9,77.6,303,322,8.1,2.42,7,15,4.4,69.6,224,0,102,4.7,350,11,125,156,72.4,87.4,85.7,67.9,3,5,367,1,11.8,106.2,3.4,12,16,2,7,18,9,2.5,2626,8.2
Jayden de Laura,131928,QB,ARIZONA,8,70.6,310,321,10.1,3.06,2,19,5.6,62.3,200,0,111,8.7,364,19,148,109,56.1,77.8,73.5,76.3,1,8,385,6,13.5,100.9,4.1,15,27,2,6,22,18,4.7,2654,8.3
Hunter Dekkers,122511,QB,IOWA STATE,8,75.2,310,320,7.1,2.56,1,8,2.4,67.2,215,1,102,7.7,350,18,111,193,65.0,71.2,71.7,58.1,2,10,363,3,16.7,87.6,4.9,17,13,0,7,14,11,3.0,2151,6.7
Cole Snyder,97617,QB,BUFFALO,9,67.6,293,319,9.7,2.47,7,14,4.2,58.9,188,0,106,5.1,369,10,110,126,55.1,66.7,65.0,60.7,2,6,383,0,23.6,86.0,6.8,25,24,0,17,14,18,4.7,2146,6.7
Gavin Hardison,100827,QB,UTEP,10,65.6,291,316,12.0,2.97,6,22,6.5,51.9,164,0,98,14.1,359,27,102,330,56.9,71.4,69.9,61.6,3,8,380,2,22.4,73.4,6.1,22,19,1,15,11,18,4.7,2047,6.5
Aidan O'Connell,60516,QB,PURDUE,7,75.3,296,315,8.5,2.49,3,11,3.3,66.0,208,0,82,6.7,334,15,110,273,70.1,72.4,71.7,60.2,4,8,353,3,14.6,92.4,3.6,12,6,0,12,15,15,4.2,2269,7.2
Cameron Ward,133244,QB,WASH STATE,8,75.4,285,312,7.2,2.99,2,7,2.1,64.7,202,0,137,6.0,365,13,117,341,42.0,66.4,63.0,70.8,1,8,380,2,21.2,92.7,7.9,29,21,0,24,17,11,2.9,2184,7.0
Daniel Richardson,97103,QB,C MICHIGAN,9,67.0,294,307,8.5,2.39,5,10,3.0,56.4,173,0,95,12.2,335,24,98,134,62.1,61.3,59.2,65.2,1,5,357,0,21.1,84.4,6.0,20,8,0,7,15,13,3.6,1908,6.2
Frank Harris,60586,QB,UTSA,8,74.5,290,304,9.2,2.6,4,17,5.3,68.1,207,0,103,4.2,350,9,136,331,66.0,90.5,84.7,84.2,1,6,368,3,14.6,104.1,4.3,15,31,2,7,17,9,2.4,2545,8.4
Kurtis Rourke,97998,QB,OHIO,9,77.5,284,301,10.0,2.86,3,23,7.3,68.4,206,0,107,6.4,327,14,128,259,59.1,91.5,90.4,75.1,4,4,345,2,12.1,114.6,4.0,13,12,0,10,21,11,3.2,2730,9.1
Layne Hatcher,82068,QB,TEXAS ST,8,72.2,273,298,8.9,2.59,4,12,3.9,62.4,186,0,87,5.6,328,11,83,314,52.8,56.5,57.1,49.0,0,8,341,4,19.5,88.2,5.2,17,10,0,21,16,16,4.7,1961,6.6
Chase Cunningham,78533,QB,MIDDLE TN,8,79.0,271,297,6.4,2.52,3,14,4.4,66.3,197,0,116,7.9,327,17,89,224,61.1,61.4,64.3,49.7,3,5,350,2,15.5,93.7,5.5,18,11,1,19,13,13,3.7,2047,6.9
JT Daniels,83578,QB,W VIRGINIA,8,71.0,283,293,9.1,2.44,2,10,3.2,63.1,185,0,73,8.0,310,16,101,343,60.5,73.8,72.5,59.5,6,7,330,2,17.8,86.3,4.2,13,4,0,2,12,10,3.0,1961,6.7
Jack Plummer,83543,QB,CAL,8,71.9,267,292,9.6,2.66,3,12,3.9,61.0,178,0,126,7.3,327,14,100,130,61.7,73.8,70.7,73.2,4,5,347,2,20.6,88.7,8.0,26,9,0,18,13,11,3.2,1968,6.7
Jaren Hall,82094,QB,BYU,9,74.4,262,288,9.7,2.77,5,15,4.9,65.3,188,0,73,3.6,322,7,109,128,49.7,79.2,75.7,68.7,1,3,345,0,15.1,108.8,3.4,11,22,1,19,21,9,2.6,2236,7.8
Spencer Sanders,77660,QB,OKLA STATE,8,66.8,268,288,10.0,2.72,3,10,3.2,58.0,167,0,98,6.7,327,12,114,262,82.1,73.5,67.7,73.9,7,5,352,1,11.2,92.0,3.4,11,27,0,10,15,12,3.4,2176,7.6
Clayton Tune,77652,QB,HOUSTON,8,79.2,260,285,8.4,3.11,6,13,4.3,67.4,192,0,98,6.8,336,14,118,182,51.1,87.4,84.8,71.2,2,4,356,2,17.3,109.1,5.1,17,33,1,16,21,10,2.8,2199,7.7
Tanner McKee,131770,QB,STANFORD,8,70.3,259,281,8.1,2.44,4,14,4.7,60.9,171,0,99,6.0,324,11,97,300,69.9,73.1,75.4,46.0,2,7,341,0,25.3,84.8,7.7,25,17,3,13,11,6,1.8,1977,7.0
Grayson James,145214,QB,FIU,8,72.7,264,280,6.8,2.34,5,7,2.4,62.1,174,0,95,9.4,307,18,91,166,73.0,72.0,69.4,69.3,1,6,321,2,11.6,83.4,3.6,11,14,0,10,11,11,3.4,1707,6.1
Caleb Williams,144622,QB,USC,8,75.6,258,278,10.3,3.27,4,16,5.4,64.4,179,0,109,8.2,319,16,122,326,49.4,90.6,86.9,78.5,1,1,340,1,14.7,118.8,5.0,16,25,1,14,24,5,1.5,2387,8.6
Seth Henigan,144267,QB,MEMPHIS,8,73.0,267,277,9.8,2.87,2,9,3.0,64.6,179,0,103,8.2,337,16,106,218,51.8,75.9,75.4,64.4,0,5,359,2,22.3,100.1,6.8,23,35,0,8,15,9,2.5,2234,8.1
Drake Maye,143969,QB,N CAROLINA,8,79.1,258,275,10.5,2.82,1,26,9.1,70.5,194,0,130,4.9,343,10,139,245,52.6,91.9,91.1,76.6,2,3,359,2,16.2,130.5,6.1,21,44,2,12,28,8,2.2,2657,9.7
N'Kosi Perry,60446,QB,FAU,9,65.6,262,274,11.2,2.53,3,22,7.7,56.6,155,0,82,9.9,302,17,106,165,26.6,78.2,82.1,51.3,1,5,314,1,12.2,96.3,3.3,10,17,0,8,20,11,3.5,1998,7.3
Hayden Wolff,98362,QB,DOMINION,8,65.8,260,272,10.3,2.65,8,18,6.3,57.0,155,0,106,9.4,305,16,86,263,33.6,69.9,69.0,62.4,2,3,319,2,21.7,92.8,7.5,23,10,1,1,14,14,4.4,2005,7.4
Matt McDonald,60350,QB,BOWL GREEN,8,73.8,248,269,8.4,2.7,13,11,3.8,60.2,162,0,112,11.5,315,21,89,122,63.5,78.0,77.4,62.5,4,3,338,3,19.6,94.8,7.0,22,22,0,4,16,8,2.4,1766,6.6
Brennan Armstrong,77696,QB,VIRGINIA,8,67.8,258,268,10.1,2.81,8,11,3.8,55.2,148,0,133,15.4,329,27,87,335,44.9,57.0,56.2,57.9,0,9,349,0,18.0,69.8,7.3,24,37,0,2,6,15,4.3,1818,6.8
Chase Brice,60363,QB,APP STATE,9,71.4,259,268,10.8,2.5,0,25,8.9,64.9,174,0,77,5.9,303,11,102,108,53.6,76.2,79.0,51.0,1,5,318,2,16.9,112.5,4.3,13,22,0,8,24,13,4.1,2201,8.2
Stetson Bennett,60387,QB,GEORGIA,8,76.9,251,267,9.0,2.48,4,11,3.9,67.4,180,0,49,6.7,280,13,117,173,43.7,84.8,81.1,73.7,3,3,292,1,16.3,101.6,2.9,8,4,1,8,9,8,2.7,2354,8.8
Ben Bryant,77655,QB,CINCINNATI,8,70.6,255,267,10.4,2.46,3,19,6.8,62.2,166,0,81,7.8,297,14,99,138,52.3,82.4,84.8,50.5,4,6,309,3,23.5,96.9,6.4,19,11,1,4,16,8,2.6,2076,7.8
Carter Bradley,77685,QB,S ALABAMA,8,77.0,243,262,8.0,2.37,7,12,4.4,64.9,170,0,64,9.1,293,17,106,288,77.8,76.6,76.8,63.1,5,5,307,5,18.8,99.1,4.1,12,18,1,6,14,8,2.6,2080,7.9
Tanner Mordecai,77656,QB,SMU,7,70.8,250,261,10.0,2.63,0,17,6.1,60.5,158,0,63,10.7,285,19,95,287,43.3,72.3,74.8,44.3,2,7,305,0,20.6,95.4,4.6,13,10,0,9,16,8,2.6,2107,8.1
Grant Wells,97784,QB,VA TECH,8,71.4,238,259,9.1,2.74,5,12,4.3,58.7,152,0,88,10.6,290,18,78,337,80.6,69.8,66.7,67.4,1,7,310,2,19.3,77.1,5.9,17,14,0,15,8,8,2.6,1682,6.5
TJ McMahon,83521,QB,RICE,9,67.9,237,257,10.9,2.58,10,11,4.0,58.8,151,0,111,6.2,298,10,95,275,70.7,76.9,70.8,77.7,5,12,321,2,20.7,87.1,7.7,23,17,1,4,18,13,4.0,1986,7.7
